style,brewery-name,original_index,unique_index
American Amber / Red Ale,Tröegs Brewing Company,2214,1750
American Pilsner,Tröegs Brewing Company,2215,1751
Doppelbock,Tröegs Brewing Company,2216,1749
American IPA,Tröegs Brewing Company,2217,1752
American Pale Ale (APA),Twin Lakes Brewing Company,2218,1753
American IPA,Twisted Pine Brewing Company,2219,1754
American Amber / Red Lager,Twisted X Brewing Company,2220,1755
American IPA,Twisted X Brewing Company,2221,1756
American Adjunct Lager,Twisted X Brewing Company,2222,1757
American IPA,Two Beers Brewing Company,2223,1758
American IPA,Two Beers Brewing Company,2224,1758
American Amber / Red Ale,Two Beers Brewing Company,2225,1759
American IPA,Two Beers Brewing Company,2226,1758
Czech Pilsener,Two Beers Brewing Company,2227,1760
American IPA,Two Beers Brewing Company,2228,1758
American Pale Ale (APA),Two Beers Brewing Company,2229,1761
American Brown Ale,Two Beers Brewing Company,2230,1762
American Amber / Red Ale,Two Beers Brewing Company,2231,1759
American IPA,Two Beers Brewing Company,2232,1758
American IPA,Two Beers Brewing Company,2233,1758
American Pale Wheat Ale,Two Beers Brewing Company,2234,1763
American IPA,Two Brothers Brewing Company,2235,1764
American Dark Wheat Ale,Two Brothers Brewing Company,2236,1765
American Dark Wheat Ale,Two Brothers Brewing Company,2237,1765
Dortmunder / Export Lager,Two Brothers Brewing Company,2238,1766
American Pale Ale (APA),Two Brothers Brewing Company,2239,1767
Märzen / Oktoberfest,Two Brothers Brewing Company,2240,1768
Bière de Garde,Two Brothers Brewing Company,2241,1769
American Pale Ale (APA),Two Brothers Brewing Company,2242,1767
American Strong Ale,Two Brothers Brewing Company,2243,1770
American IPA,Two Brothers Brewing Company,2244,1764
Munich Helles Lager,Two Henrys Brewing Company,2245,1771
Hefeweizen,Two Roads Brewing Company,2246,1772
American White IPA,Two Roads Brewing Company,2247,1773
American Double / Imperial IPA,Two Roads Brewing Company,2248,1774
Saison / Farmhouse Ale,Two Roads Brewing Company,2249,1775
German Pilsener,Two Roads Brewing Company,2250,1776
Pumpkin Ale,Uinta Brewing Company,2251,1777
American Amber / Red Lager,Uinta Brewing Company,2252,1778
American IPA,Uinta Brewing Company,2253,1779
American IPA,Uinta Brewing Company,2254,1779
American Blonde Ale,Uinta Brewing Company,2255,1780
Schwarzbier,Uinta Brewing Company,2256,1781
American IPA,Uinta Brewing Company,2257,1779
American Pale Ale (APA),Uinta Brewing Company,2258,1782
American Pale Ale (APA),Uinta Brewing Company,2259,1782
German Pilsener,Ukiah Brewing Company,2260,1783
American IPA,Uncle Billy's Brewery and Smokeh...,2261,1784
Maibock / Helles Bock,Uncle Billy's Brewery and Smokeh...,2262,1785
Cider,Uncle John's Fruit House Winery,2263,1786
Cider,Uncle John's Fruit House Winery,2264,1786
Cider,Uncle John's Fruit House Winery,2265,1786
Low Alcohol Beer,Uncommon Brewers,2266,1787
American Brown Ale,Uncommon Brewers,2267,1788
Belgian Pale Ale,Uncommon Brewers,2268,1789
Baltic Porter,Uncommon Brewers,2269,1790
Dubbel,Uncommon Brewers,2270,1791
American Double / Imperial IPA,Union Craft Brewing,2271,1792
Gose,Union Craft Brewing,2272,1793
American Pale Ale (APA),Union Craft Brewing,2273,1794
Altbier,Union Craft Brewing,2274,1795
American IPA,Upland Brewing Company,2275,1796
Witbier,Upland Brewing Company,2276,1797
American IPA,Upland Brewing Company,2277,1796
Quadrupel (Quad),Upslope Brewing Company,2278,1798
Rye Beer,Upslope Brewing Company,2279,1799
American Wild Ale,Upslope Brewing Company,2280,1800
American Double / Imperial Stout,Upslope Brewing Company,2281,1801
American Brown Ale,Upslope Brewing Company,2282,1802
Saison / Farmhouse Ale,Upslope Brewing Company,2283,1803
American White IPA,Upslope Brewing Company,2284,1804
American Wild Ale,Upslope Brewing Company,2285,1800
American Double / Imperial IPA,Upslope Brewing Company,2286,1805
Winter Warmer,Upslope Brewing Company,2287,1806
Pumpkin Ale,Upslope Brewing Company,2288,1807
Belgian Pale Ale,Upslope Brewing Company,2289,1808
Foreign / Export Stout,Upslope Brewing Company,2290,1809
Vienna Lager,Upslope Brewing Company,2291,1810
Vienna Lager,Upslope Brewing Company,2292,1810
English Brown Ale,Upslope Brewing Company,2293,1811
American Pale Ale (APA),Upslope Brewing Company,2294,1812
American IPA,Upslope Brewing Company,2295,1813
American Brown Ale,Upstate Brewing Company,2296,1814
American IPA,Upstate Brewing Company,2297,1815
American Pale Ale (APA),Utah Brewers Cooperative,2298,1816
American Double / Imperial IPA,Utah Brewers Cooperative,2299,1817
Doppelbock,Utah Brewers Cooperative,2300,1818
American White IPA,Utah Brewers Cooperative,2301,1819
American White IPA,Utah Brewers Cooperative,2302,1819
Fruit / Vegetable Beer,Utah Brewers Cooperative,2303,1820
American Double / Imperial IPA,Utah Brewers Cooperative,2304,1817
American Pale Ale (APA),Utah Brewers Cooperative,2305,1816
Cider,Vander Mill Ciders,2306,1821
Cider,Vander Mill Ciders,2307,1821
Cider,Vander Mill Ciders,2308,1821
Cider,Vander Mill Ciders,2309,1821
Cider,Vander Mill Ciders,2310,1821
American Stout,Vault Brewing Company,2311,1822
Tripel,Voodoo Brewery,2312,1823
Witbier,Voodoo Brewery,2313,1824
American Brown Ale,Voodoo Brewery,2314,1825
Belgian Strong Pale Ale,Voodoo Brewery,2315,1826
American IPA,Voodoo Brewery,2316,1827
American Double / Imperial Pilsner,Voodoo Brewery,2317,1828
American IPA,Wachusett Brewing Company,2318,1829
American IPA,Wachusett Brewing Company,2319,1829
American IPA,Wachusett Brewing Company,2320,1829
Witbier,Wachusett Brewing Company,2321,1830
American Double / Imperial IPA,Wachusett Brewing Company,2322,1831
American Pale Wheat Ale,Wachusett Brewing Company,2323,1832
English Pale Ale,Wachusett Brewing Company,2324,1833
American IPA,Wachusett Brewing Company,2325,1829
Pumpkin Ale,Wachusett Brewing Company,2326,1834
Fruit / Vegetable Beer,Wachusett Brewing Company,2327,1835
American IPA,Wachusett Brewing Company,2328,1829
American Amber / Red Ale,Warbird Brewing Company,2329,1836
American IPA,Warped Wing Brewing Company,2330,1837
Cream Ale,Warped Wing Brewing Company,2331,1838
Oatmeal Stout,Warped Wing Brewing Company,2332,1839
American IPA,Warped Wing Brewing Company,2333,1837
Herbed / Spiced Beer,West Sixth Brewing,2334,1840
American Porter,West Sixth Brewing,2335,1841
American Amber / Red Ale,West Sixth Brewing,2336,1842
American IPA,West Sixth Brewing,2337,1843
American Pale Ale (APA),Westbrook Brewing Company,2338,1844
Gose,Westbrook Brewing Company,2339,1845
Witbier,Westbrook Brewing Company,2340,1846
American IPA,Westbrook Brewing Company,2341,1847
Märzen / Oktoberfest,Westfield River Brewing Company,2342,1848
American Amber / Red Lager,Westfield River Brewing Company,2343,1849
American IPA,Westfield River Brewing Company,2344,1850
American Pale Lager,Weston Brewing Company,2345,1851
Bock,Weston Brewing Company,2346,1852
English Stout,Weston Brewing Company,2347,1853
American IPA,Weston Brewing Company,2348,1854
Cream Ale,Weston Brewing Company,2349,1855
Chile Beer,Weston Brewing Company,2350,1856
American Amber / Red Ale,Weston Brewing Company,2351,1857
Berliner Weissbier,White Birch Brewing,2352,1858
American IPA,White Birch Brewing,2353,1859
Berliner Weissbier,White Birch Brewing,2354,1858
Berliner Weissbier,White Birch Brewing,2355,1858
American IPA,White Flame Brewing Company,2356,1860
Radler,Widmer Brothers Brewing Company,2357,1861
Hefeweizen,Widmer Brothers Brewing Company,2358,1862
Hefeweizen,Widmer Brothers Brewing Company,2359,1862
American Double / Imperial IPA,Wild Onion Brewing Company,2360,1863
Pumpkin Ale,Wild Onion Brewing Company,2361,1864
American Brown Ale,Wild Onion Brewing Company,2362,1865
American Blonde Ale,Wild Onion Brewing Company,2363,1866
American Double / Imperial IPA,Wild Onion Brewing Company,2364,1863
American Double / Imperial IPA,Wild Onion Brewing Company,2365,1863
Witbier,Wild Onion Brewing Company,2366,1867
Oatmeal Stout,Wild Onion Brewing Company,2367,1868
Pumpkin Ale,Wild Onion Brewing Company,2368,1864
American Pale Ale (APA),Wild Onion Brewing Company,2369,1869
Belgian Pale Ale,Wild Wolf Brewing Company,2370,1870
Scotch Ale / Wee Heavy,Wild Wolf Brewing Company,2371,1871
American Pilsner,Wild Wolf Brewing Company,2372,1872
American Pale Ale (APA),Wild Wolf Brewing Company,2373,1873
Irish Dry Stout,Wildwood Brewing Company,2374,1874
Bock,Wildwood Brewing Company,2375,1875
Munich Helles Lager,Wildwood Brewing Company,2376,1876
American Pale Ale (APA),Wind River Brewing Company,2377,1877
American Blonde Ale,Wind River Brewing Company,2378,1878
American IPA,Wingman Brewers,2379,1879
American Porter,Wingman Brewers,2380,1880
American Amber / Red Lager,Wisconsin Brewing Company,2381,1881
American IPA,Wisconsin Brewing Company,2382,1882
American Porter,Wisconsin Brewing Company,2383,1883
American IPA,Wisconsin Brewing Company,2384,1882
Saison / Farmhouse Ale,Wiseacre Brewing Company,2385,1884
American IPA,Wiseacre Brewing Company,2386,1885
American Pilsner,Wiseacre Brewing Company,2387,1886
American IPA,Witch's Hat Brewing Company,2388,1887
American Brown Ale,Witch's Hat Brewing Company,2389,1888
American IPA,Wolf Hills Brewing Company,2390,1889
American Pale Lager,Wolverine State Brewing Company,2391,1890
Cider,Woodchuck Hard Cider,2392,1891
American IPA,"Woodstock Inn, Station & Brewery",2393,1892
American Pilsner,"Woodstock Inn, Station & Brewery",2394,1893
American IPA,Wormtown Brewery,2395,1894
American IPA,Worthy Brewing Company,2396,1895
Kölsch,Worthy Brewing Company,2397,1896
American Double / Imperial IPA,Worthy Brewing Company,2398,1897
American IPA,Worthy Brewing Company,2399,1895
American Pale Ale (APA),Worthy Brewing Company,2400,1898
Chile Beer,Wynkoop Brewing Company,2401,1899
American Strong Ale,Wynkoop Brewing Company,2402,1900
Pumpkin Ale,Wynkoop Brewing Company,2403,1901
American Stout,Wynkoop Brewing Company,2404,1902
Belgian IPA,Wynkoop Brewing Company,2405,1903
American Amber / Red Ale,Wynkoop Brewing Company,2406,1904
Schwarzbier,Wynkoop Brewing Company,2407,1905
American Pale Ale (APA),Wynkoop Brewing Company,2408,1906
American Amber / Red Ale,Wynkoop Brewing Company,2409,1904
