Year,Release Date,original_index,unique_index
1956,4 August 1956 (USA),769,729
1951,14 July 1951 (USA),770,730
2012,13 July 2012 (UK),771,731
1989,22 December 1989 (USA),772,732
2005,5 August 2005 (USA),773,733
2001,26 January 2001 (USA),774,734
2015,23 January 2015 (USA),775,735
2011,9 March 2012 (USA),776,736
2016,October 2016 (USA),777,737
2005,3 April 2005 (USA),778,738
2006,26 January 2007 (USA),779,739
2009,9 October 2009 (USA),780,740
1957,May 1957 (USA),781,741
1956,15 March 1956 (USA),782,742
2001,24 January 2001 (USA),783,743
2014,12 June 2015 (USA),784,744
2006,25 January 2007 (Germany),785,745
2015,25 September 2015 (USA),786,470
2004,27 August 2004 (USA),787,746
2015,25 September 2015 (USA),788,470
2011,5 August 2011 (USA),789,747
2012,21 November 2012 (USA),790,748
2014,19 December 2014 (USA),791,749
1999,12 March 1999 (USA),792,750
2015,9 October 2015 (USA),793,751
2015,2015 (Chile),794,752
2012,28 September 2012 (USA),795,753
2011,25 February 2011 (USA),796,754
2013,28 March 2014 (USA),797,755
2005,18 February 2005 (USA),798,756
2005,8 November 2005 (USA),799,757
2010,20 August 2010 (USA),800,758
1996,15 March 1996 (USA),801,759
2011,10 June 2011 (USA),802,696
2015,18 March 2015 (USA),803,760
2012,10 January 2012 (USA),804,761
2015,11 March 2015 (USA),805,762
2015,13 March 2015 (USA),806,763
2010,9 April 2010 (USA),807,764
2015,6 November 2015 (USA),808,765
2014,7 June 2014 (USA),809,766
2015,26 June 2015 (USA),810,261
2015,6 February 2015 (USA),811,767
2014,26 September 2014 (USA),812,768
2005,7 October 2005 (USA),813,769
2014,26 November 2014 (USA),814,770
2015,27 March 2015 (USA),815,771
2015,10 July 2015 (USA),816,467
2008,18 April 2008 (USA),817,772
2000,23 June 2000 (USA),818,773
2012 2013 2014,"Sep 27, 2013 Wide",819,774
2013,22 March 2013 (USA),820,775
2011,26 May 2011 (USA),821,776
2009,8 May 2009 (USA),822,777
2012,22 June 2012 (USA),823,778
2011,15 April 2011 (USA),824,477
2013,17 July 2013 (USA),825,779
2013,24 May 2013 (USA),826,780
2008,21 November 2008 (USA),827,781
2012,13 July 2012 (USA),828,782
2010,5 November 2010 (USA),829,783
2015,13 March 2015 (USA),830,763
1999,22 December 1999 (USA),831,399
1982,18 June 1982 (USA),832,784
2014,10 October 2014 (USA),833,785
2014,19 December 2014 (USA),834,749
2011,16 December 2011 (USA),835,786
1997,2 May 1997 (USA),836,787
2015,26 September 2015 (USA),837,788
2009,10 April 2009 (USA),838,789
2003,25 December 2003 (USA),839,790
2010,22 January 2010 (USA),840,791
2015,22 May 2015 (USA),841,792
2013,27 March 2014 (USA),842,793
2010,24 November 2010 (USA),843,794
2013,3 July 2013 (USA),844,565
2013,27 November 2013 (USA),845,795
2012,2 November 2012 (USA),846,796
1999,19 February 1999 (USA),847,797
2001,23 February 2001 (USA),848,798
1964,14 November 1964 (USA),849,799
1994,29 July 1994 (USA),850,800
1996,8 November 1996 (USA),851,801
1982,2 July 1982 (USA),852,802
2007,3 August 2007 (USA),853,13
1998,18 June 1998 (Australia),854,803
2010,17 December 2010 (USA),855,804
1998,16 April 1999 (USA),856,805
2014 2015 2016,"Aug 7, 2015 Wide",857,806
2015,16 April 2015 (USA),858,807
2015,17 April 2015 (USA),859,808
2015,17 July 2015 (USA),860,214
2015,19 April 2015 (USA),861,809
1983,3 November 1983 (Australia),862,810
2011,18 February 2011 (USA),863,811
2012,22 April 2015 (USA),864,812
2009,November 2009 (Netherlands),865,813
2013,5 November 2013 (USA),866,671
2006,22 September 2006 (USA),867,814
2015,23 December 2015 (USA),868,815
2016,4 March 2016 (USA),869,816
1999,3 August 1999 (USA),870,817
1969,4 December 1969 (USA),871,818
2016,8 July 2016 (USA),872,819
2016,17 June 2016 (USA),873,820
2016,29 January 2016 (USA),874,821
2016,27 May 2016 (USA),875,544
2015,16 March 2015 (USA),876,822
2015,19 June 2015 (USA),877,823
2014,19 June 2015 (USA),878,234
2015,26 June 2015 (USA),879,261
1996,February 1996 (USA),880,824
2014,7 November 2014 (USA),881,825
2004,19 November 2004 (USA),882,482
2009,27 March 2009 (USA),883,826
2014,11 April 2014 (USA),884,827
2013 2014 2015,"Oct 17, 2014 Wide",885,828
2014,7 March 2014 (USA),886,829
2012,5 October 2012 (USA),887,830
2012,17 August 2012 (USA),888,831
2005,11 March 2005 (USA),889,832
1995,26 January 1996 (USA),890,833
2006,3 November 2006 (USA),891,834
1998,2 October 1998 (USA),892,32
2006,19 May 2006 (USA),893,835
1998,25 November 1998 (USA),894,836
2005,27 May 2005 (USA),895,837
2014,13 June 2014 (USA),896,838
1985,3 July 1985 (USA),897,839
2001,2 November 2001 (USA),898,840
2014,7 February 2014 (USA),899,841
2009,29 May 2009 (USA),900,842
2008,27 June 2008 (USA),901,284
1961,22 June 1961 (USA),902,843
2002,21 June 2002 (USA),903,844
1953,10 August 1953 (Brazil),904,845
2009,1 July 2009 (USA),905,846
2008,6 June 2008 (USA),906,847
2007,18 May 2007 (USA),907,848
2004,19 May 2004 (USA),908,849
2006,31 March 2006 (USA),909,850
2002,15 March 2002 (USA),910,851
2010,21 May 2010 (USA),911,852
2012 2013 2014,"May 3, 2013 Wide",912,853
2013,12 July 2013 (USA),913,854
2009,18 December 2009 (USA),914,855
2009,14 August 2009 (USA),915,856
2013,14 June 2013 (USA),916,857
2010,7 May 2010 (USA),917,858
2011,5 August 2011 (USA),918,747
2013,16 May 2013 (USA),919,859
1996,3 July 1996 (USA),920,860
2011,3 June 2011 (USA),921,861
2007,29 June 2007 (USA),922,862
2004,5 November 2004 (USA),923,863
2011,24 June 2011 (USA),924,864
2012 2013 2014,"Aug 9, 2013 Wide",925,865
2006,9 June 2006 (USA),926,866
1983,25 May 1983 (USA),927,867
1978,2 August 1978 (USA),928,445
2007,21 November 2007 (USA),929,868
2014,30 May 2014 (USA),930,869
1999,5 November 1999 (USA),931,870
1987,11 December 1987 (USA),932,317
2003,31 January 2003 (USA),933,871
1991,20 December 1991 (USA),934,872
2008,17 October 2008 (USA),935,873
2005,7 October 2005 (USA),936,769
2004,8 October 2004 (USA),937,874
1996,16 February 1996 (USA),938,530
1993,12 November 1993 (USA),939,875
1997,17 October 1997 (USA),940,363
2000,11 August 2000 (USA),941,307
2008,12 September 2008 (USA),942,876
1965,29 March 1965 (UK),943,877
1972,31 January 1973 (West Germany),944,878
1971,30 June 1971 (USA),945,879
1967,7 December 1967 (Argentina),946,880
1964,11 September 1964 (Brazil),947,881
1998,29 July 1998 (USA),948,882
1969,10 July 1970 (Ireland),949,883
2014,12 September 2014 (USA),950,884
2006,22 December 2006 (USA),951,885
1987,30 January 1987 (USA),952,886
2012,15 August 2012 (USA),953,887
2005,9 December 2005 (USA),954,340
1990,16 November 1990 (USA),955,888
2009,22 May 2009 (USA),956,889
2009,7 August 2009 (USA),957,301
2005,15 July 2005 (USA),958,890
1992,20 November 1992 (USA),959,891
2001,16 November 2001 (USA),960,892
1995,15 December 1995 (USA),961,893
2011,29 July 2011 (USA),962,407
2013,31 July 2013 (USA),963,894
2011,11 February 2011 (USA),964,895
1999,17 December 1999 (USA),965,896
2006 2007 2008,"Dec 14, 2007 Wide",966,897
2009,23 December 2009 (USA),967,898
2006,16 June 2006 (USA),968,899
2011,1 April 2011 (USA),969,570
2002,19 July 2002 (USA),970,900
2004,11 June 2004 (USA),971,139
1993,10 December 1993 (USA),972,901
1999,30 June 1999 (USA),973,902
1971,19 July 1971 (Sweden),974,903
2001,28 September 2001 (USA),975,904
1994,4 February 1994 (USA),976,905
1999,11 June 1999 (USA),977,906
1992,14 February 1992 (USA),978,907
2004,15 October 2004 (USA),979,309
1995,10 November 1995 (USA),980,908
2007,27 July 2007 (USA),981,909
2000,6 October 2000 (USA),982,910
2006,3 November 2006 (USA),983,834
2002,26 July 2002 (USA),984,911
2014,27 September 2014 (USA),985,912
2013,24 August 2013 (Australia),986,913
2017,2017 (USA),987,105
1973,17 December 1973 (USA),988,914
1982,16 July 1982 (USA),989,915
2007,8 June 2007 (USA),990,916
1980,26 September 1980 (USA),991,917
1983,15 July 1983 (USA),992,918
1984,27 January 1984 (USA),993,164
2004,17 December 2004 (USA),994,919
1991,11 December 1991 (USA),995,920
2008,14 February 2008 (USA),996,296
1997,21 November 1997 (USA),997,921
2005 2006 2007,"Jan 27, 2006 Wide",998,922
2001,3 August 2001 (USA),999,597
2007,10 August 2007 (USA),1000,923
2004,9 April 2004 (USA),1001,549
1953,5 February 1953 (USA),1002,924
2005,21 December 2005 (USA),1003,925
2012,10 February 2012 (USA),1004,566
2011,17 June 2011 (USA),1005,926
2003,25 December 2003 (USA),1006,790
2008,11 July 2008 (USA),1007,927
2009,20 November 2009 (USA),1008,928
2010,15 January 2010 (USA),1009,929
2009,13 March 2009 (USA),1010,930
2007,28 September 2007 (USA),1011,623
2005,4 March 2005 (USA),1012,931
2008,16 May 2008 (USA),1013,932
1995,22 November 1995 (USA),1014,933
1984,26 October 1984 (USA),1015,934
1980,20 June 1980 (USA),1016,935
1995,23 June 1995 (USA),1017,936
2007,30 March 2007 (USA),1018,937
1987,12 June 1987 (USA),1019,938
1972,,1020,939
1985,9 May 1985 (Australia),1021,940
1989,13 October 1989 (USA),1022,941
1975,January 1976 (USA),1023,942
2014,14 November 2014 (USA),1024,943
2005,21 December 2005 (USA),1025,925
2008,19 December 2008 (USA),1026,944
2003,23 May 2003 (USA),1027,945
1994,16 December 1994 (USA),1028,946
2004,22 December 2004 (USA),1029,947
2000,23 June 2000 (USA),1030,773
1993,8 October 1993 (USA),1031,948
1986,21 November 1986 (USA),1032,949
1991,22 November 1991 (USA),1033,144
1995,11 April 1995 (USA),1034,950
1982,17 December 1982 (USA),1035,951
1991,3 April 1992 (USA),1036,952
1994,7 October 1994 (USA),1037,371
1994,30 March 1994 (USA),1038,953
1989,17 November 1989 (USA),1039,625
1990,16 November 1990 (USA),1040,888
1988,18 November 1988 (USA),1041,954
1982,19 November 1982 (USA),1042,955
2006,3 March 2006 (USA),1043,956
1992,7 August 1992 (USA),1044,957
1998,24 February 1998 (USA),1045,958
1994,6 May 1994 (USA),1046,959
1995,7 April 1995 (USA),1047,960
2010,30 July 2010 (USA),1048,961
2015,2015 (USA),1049,260
2014,January 2015 (USA),1050,962
2014,15 March 2014 (USA),1051,963
1968,22 December 1968 (USA),1052,964
2015,31 January 2015 (USA),1053,965
2015,25 May 2015 (USA),1054,966
2015,9 August 2015 (USA),1055,967
2014,November 2014 (USA),1056,968
2014,5 April 2015 (USA),1057,969
2015,27 March 2015 (USA),1058,771
2004,17 September 2004 (USA),1059,970
2015,15 March 2015 (USA),1060,971
1955,14 September 1955 (USA),1061,972
2012,24 January 2012 (USA),1062,973
2000,10 March 2000 (USA),1063,974
2007,17 August 2007 (USA),1064,390
2009,5 August 2009 (USA),1065,975
2010 2011 2012,"Sep 16, 2011 Limited",1066,976
1922,3 September 1922 (USA),1067,977
2014,4 May 2015 (Norway),1068,978
2014,24 January 2014 (USA),1069,979
2014,8 March 2014 (USA),1070,980
2014,9 May 2014 (UK),1071,981
2014,25 April 2014 (Canada),1072,982
2014,12 December 2014 (USA),1073,983
2011,1 May 2011 (USA),1074,984
2013,6 May 2015 (Belgium),1075,985
2000,12 May 2000 (UK),1076,986
2016,16 November 2016 (USA),1077,987
1923,19 November 1923 (USA),1078,988
1982,31 May 1982 (USA),1079,989
2015,2015 (Russia),1080,990
1990,8 February 1991 (USA),1081,991
1977,24 August 1977 (USA),1082,992
1980,30 May 1980 (USA),1083,993
1972,19 May 1972 (USA),1084,994
1984,2 March 1984 (USA),1085,995
2017,22 November 2017 (USA),1086,996
2018,2018 (USA),1087,997
2015,4 December 2015 (USA),1088,998
2001,21 December 2001 (USA),1089,999
2010,18 June 2010 (USA),1090,1000
2010,26 March 2010 (USA),1091,27
1914,14 October 1914 (USA),1092,1001
2010,16 July 2010 (USA),1093,1002
2015,23 January 2015 (USA),1094,735
2011,23 September 2011 (USA),1095,1003
2002,18 January 2002 (USA),1096,1004
2015,7 May 2015 (USA),1097,1005
1998,25 December 1998 (USA),1098,1006
2016,8 April 2016 (USA),1099,1007
2015,20 November 2015 (USA),1100,1008
2012,20 April 2012 (USA),1101,1009
1996,6 November 1996 (USA),1102,1010
1991,3 July 1991 (USA),1103,1011
1991,14 February 1991 (USA),1104,1012
2004,19 March 2004 (USA),1105,52
1987,10 July 1987 (USA),1106,1013
2009,21 August 2009 (USA),1107,1014
1994,14 October 1994 (USA),1108,1015
1998,20 November 1998 (USA),1109,1016
1992,2 September 1992 (France),1110,1017
1999,1 October 1999 (USA),1111,1018
1980,23 May 1980 (USA),1112,1019
1976,8 February 1976 (USA),1113,1020
1963,4 July 1963 (USA),1114,1021
2007,2 November 2007 (USA),1115,602
1981,12 June 1981 (USA),1116,134
2006,21 July 2006 (USA),1117,1022
2011,28 October 2011 (USA),1118,403
1996,12 April 1996 (USA),1119,1023
2012,2 March 2012 (USA),1120,1024
1993,29 October 1993 (USA),1121,1025
2006,29 September 2006 (USA),1122,1026
2005,4 November 2005 (USA),1123,1027
2008,14 March 2008 (USA),1124,1028
2010,27 June 2014 (USA),1125,1029
2001,4 January 2002 (USA),1126,12
1989,17 March 1989 (USA),1127,1030
1997,31 July 1997 (Italy),1128,1031
1978,6 October 1978 (USA),1129,564
2002,May 2002 (USA),1130,1032
1961,25 January 1961 (USA),1131,1033
1989,October 1989 (USA),1132,1034
1998,19 June 1998 (USA),1133,1035
1992,25 November 1992 (USA),1134,539
1997,27 June 1997 (USA),1135,1036
2002,12 July 2002 (USA),1136,1037
1999,31 March 1999 (USA),1137,1038
1977,25 May 1977 (USA),1138,1039
1988,20 July 1988 (USA),1139,1040
1989,22 November 1989 (USA),1140,1041
1990,25 May 1990 (USA),1141,1042
1933,13 November 1933 (USA),1142,1043
1941,12 December 1941 (USA),1143,1044
1931,21 November 1931 (USA),1144,1045
1935,22 April 1935 (USA),1145,1046
1943,5 March 1943 (USA),1146,1047
1954,5 March 1954 (USA),1147,1048
1939,13 January 1939 (USA),1148,1049
1932,22 December 1932 (USA),1149,1050
1967,15 June 1967 (USA),1150,1051
1962,4 October 1962 (USA),1151,1052
1957,14 December 1957 (USA),1152,1053
1968,12 March 1969 (USA),1153,1054
1970,23 June 1970 (USA),1154,1055
1976,18 June 1976 (USA),1155,1056
1977,15 June 1977 (USA),1156,1057
1988,20 May 1988 (USA),1157,1058
1985,12 April 1985 (USA),1158,185
1965,16 December 1965 (USA),1159,1059
1978,8 December 1978 (USA),1160,1060
1970,23 September 1970 (USA),1161,1061
1996,21 June 1996 (USA),1162,1062
2001,15 June 2001 (USA),1163,1063
2002,27 November 2002 (USA),1164,1064
1983,9 December 1983 (USA),1165,1065
1943,4 May 1943 (USA),1166,1066
1951,29 June 1951 (USA),1167,1067
1953,15 October 1953 (Australia),1168,1068
1946,31 August 1946 (USA),1169,1069
1954,October 1954 (USA),1170,1070
1960,16 September 1960 (France),1171,1071
1946,17 June 1947 (Argentina),1172,1072
1961,15 December 1961 (USA),1173,1073
1950,25 August 1950 (Australia),1174,1074
1957,6 February 1958 (USA),1175,1075
1944,24 April 1944 (USA),1176,1076
1945,16 November 1945 (USA),1177,1077
2003,11 July 2003 (USA),1178,1078
1937,10 January 1938 (Brazil),1179,1079
2012,3 July 2012 (USA),1180,1080
2012,4 May 2012 (USA),1181,1081
2005,28 October 2005 (USA),1182,1082
2000,14 July 2000 (USA),1183,1083
2014,1 August 2014 (USA),1184,1084
2002,3 May 2002 (USA),1185,1085
2013,8 November 2013 (USA),1186,1086
2011,6 May 2011 (USA),1187,1087
2011,22 July 2011 (USA),1188,1088
1940,18 January 1940 (USA),1189,1089
2003,2 May 2003 (USA),1190,1090
2008,13 June 2008 (USA),1191,1091
2013,9 August 2013 (USA),1192,1092
2012,28 September 2012 (USA),1193,753
2013,21 June 2013 (USA),1194,21
2014,16 May 2014 (USA),1195,1093
2012,10 March 2012 (USA),1196,1094
2007,14 December 2007 (USA),1197,1095
2013,19 April 2013 (USA),1198,1096
2014,11 July 2014 (USA),1199,1097
2014,6 June 2014 (USA),1200,1098
2012,14 December 2012 (USA),1201,1099
2007,25 May 2007 (USA),1202,1100
2012,23 March 2012 (USA),1203,713
2013,13 December 2013 (USA),1204,1101
2003,9 July 2003 (USA),1205,1102
2006,7 July 2006 (USA),1206,1103
1997,19 December 1997 (USA),1207,1104
2013,22 November 2013 (USA),1208,1105
2013,26 July 2013 (USA),1209,1106
2006 2007 2008,"May 4, 2007 Wide",1210,1107
1986,8 August 1986 (USA),1211,1108
2011,29 June 2011 (USA),1212,1109
2004,30 June 2004 (USA),1213,1110
2009,1 May 2009 (USA),1214,294
2006,26 May 2006 (USA),1215,1111
1966,7 June 1967 (USA),1216,1112
2009,24 June 2009 (USA),1217,1113
2014,27 June 2014 (USA),1218,1114
2005,29 June 2005 (USA),1219,1115
2002,3 July 2002 (USA),1220,1116
2008,2 July 2008 (USA),1221,1117
2009,13 November 2009 (USA),1222,1118
1998,1 July 1998 (USA),1223,1119
2004,28 May 2004 (USA),1224,1120
2010,10 December 2010 (USA),1225,1121
2000,9 June 2000 (USA),1226,1122
2004,7 May 2004 (USA),1227,1123
2005,10 June 2005 (USA),1228,1124
2001,15 June 2001 (USA),1229,1063
2007,21 December 2007 (USA),1230,1125
2010,23 July 2010 (USA),1231,1126
1978,15 December 1978 (USA),1232,1127
2014,18 July 2014 (USA),1233,1128
2002,18 December 2002 (USA),1234,1129
2003,17 December 2003 (USA),1235,1130
2001,19 December 2001 (USA),1236,1131
1999,19 May 1999 (USA),1237,1132
2005,19 May 2005 (USA),1238,1133
2002,16 May 2002 (USA),1239,1134
1984,23 May 1984 (USA),1240,1135
1999,6 August 1999 (USA),1241,290
1964,9 January 1965 (USA),1242,1136
1985,10 July 1985 (USA),1243,1137
1983,10 June 1983 (USA),1244,1138
1988,22 April 1988 (USA),1245,1139
1993,25 December 1993 (USA),1246,1140
1990,1 August 1990 (USA),1247,1141
2004,16 July 2004 (USA),1248,1142
2004,11 August 2004 (USA),1249,1143
2003,6 August 2003 (USA),1250,1144
2009,11 December 2009 (USA),1251,24
2010,17 December 2010 (USA),1252,804
2005,18 November 2005 (USA),1253,554
2010,10 December 2010 (USA),1254,1121
2010,19 November 2010 (USA),1255,1145
2009,15 July 2009 (USA),1256,1146
2007,11 July 2007 (USA),1257,1147
2002,15 November 2002 (USA),1258,1148
1995,15 December 1995 (USA),1259,893
1992,8 January 1993 (USA),1260,1149
1979,19 October 1979 (USA),1261,1150
1997,28 February 1997 (USA),1262,1151
2001,25 December 2001 (USA),1263,1152
1992,25 September 1992 (USA),1264,1153
1998,5 June 1998 (USA),1265,1154
2010,24 September 2010 (USA),1266,54
1987,18 September 1987 (USA),1267,1155
1994,9 December 1994 (USA),1268,1156
2000,5 January 2001 (USA),1269,1157
1954,29 May 1954 (USA),1270,1158
1988,13 January 1989 (USA),1271,1159
1995,5 January 1996 (USA),1272,1160
1993,26 February 1993 (USA),1273,1161
1989,5 January 1990 (USA),1274,1162
2002,4 April 2003 (USA),1275,1163
2002,21 November 2002 (Peru),1276,1164
2002 2003 2004,"Aug 8, 2003 Wide",1277,1165
2005,28 January 2005 (USA),1278,1166
2002,23 August 2002 (USA),1279,1167
2007,18 April 2008 (USA),1280,1168
1991,1 March 1991 (USA),1281,1169
1988,12 August 1988 (USA),1282,1170
1993,7 January 1994 (USA),1283,1171
1994,26 August 1994 (USA),1284,1172
1990,21 November 1990 (USA),1285,1173
2000,12 January 2001 (USA),1286,1174
1993,6 August 1993 (USA),1287,1175
1987,3 June 1987 (USA),1288,1176
2008,2010 (USA),1289,1177
1985,20 September 1985 (USA),1290,1178
2006,9 August 2006 (USA),1291,1179
2011,9 July 2011 (Japan),1292,1180
2012,1 February 2013 (USA),1293,1181
2005,8 April 2005 (USA),1294,1182
2006,22 December 2006 (USA),1295,885
2011,18 March 2011 (USA),1296,392
2006,13 January 2006 (USA),1297,1183
2013,12 April 2013 (USA),1298,1184
2000,29 September 2000 (USA),1299,1185
2005 2006 2007,"Aug 25, 2006 Wide",1300,1186
2009,20 November 2009 (USA),1301,928
2006,15 September 2006 (USA),1302,1187
1992 1993 1994,"Oct 13, 1993 Wide",1303,1188
2005,14 January 2005 (USA),1304,1189
2004,6 February 2004 (USA),1305,1190
2007 2008 2009,"Oct 10, 2008 Wide",1306,1191
1989,15 September 1989 (USA),1307,1192
1977,3 November 1977 (Netherlands),1308,1193
1995,22 November 1995 (USA),1309,933
1990,March 1990 (USA),1310,1194
2000,2 September 2000 (USA),1311,1195
1990 1991 1992,"Oct 11, 1991 Wide",1312,1196
1993,29 September 1993 (USA),1313,1197
