Release Date,Country,original_index,unique_index
13 September 2013 (USA),USA,725,693
9 May 2014 (USA),USA,726,694
23 May 2013 (USA),USA,727,695
5 March 2004 (USA),USA,728,696
14 June 1996 (USA),USA,729,697
25 December 1996 (USA),USA,730,698
9 February 2001 (USA),"USA,UK",731,699
"Apr 6, 2001 Wide",USA,732,700
30 March 2012 (USA),"USA,Spain",733,701
10 June 2011 (USA),USA,734,702
24 May 2002 (USA),"USA,Canada",735,703
14 December 1955 (USA),USA,736,704
April 1957 (USA),USA,737,705
June 1957 (USA),USA,738,611
16 October 1948 (USA),USA,739,706
17 August 1951 (USA),USA,740,707
15 September 1950 (USA),USA,741,708
3 July 1955 (USA),USA,742,709
29 June 1956 (USA),USA,743,710
24 January 1958 (Finland),USA,744,711
,USA,745,47
24 December 1996 (USA),USA,746,712
,USA,747,47
,USA,748,47
29 January 1988 (USA),USA,749,713
15 September 2012 (USA),USA,750,714
15 May 1992 (USA),"France,USA",751,715
23 March 2012 (USA),USA,752,716
28 November 2010 (USA),USA,753,717
27 July 1984 (USA),USA,754,718
27 August 1993 (USA),USA,755,719
30 March 2012 (UK),"USA,UK,Germany",756,720
April 1984 (USA),"Canada,USA,Italy",757,721
28 August 1992 (USA),"France,USA",758,722
8 August 2012 (France),USA,759,723
1 February 1950 (France),USA,760,724
3 September 2010 (USA),USA,761,725
24 January 1948 (USA),USA,762,726
5 March 1993 (USA),USA,763,727
12 December 2003 (USA),USA,764,244
September 1997 (USA),USA,765,728
"Aug 3, 2001 Wide","USA,Hong Kong",766,729
3 September 2015 (USA),USA,767,730
10 August 1990 (USA),USA,768,731
4 August 1956 (USA),USA,769,732
14 July 1951 (USA),USA,770,733
13 July 2012 (UK),USA,771,734
22 December 1989 (USA),USA,772,735
5 August 2005 (USA),"USA,UK",773,736
26 January 2001 (USA),"Germany,USA",774,737
23 January 2015 (USA),USA,775,738
9 March 2012 (USA),USA,776,739
October 2016 (USA),"UK,USA",777,740
3 April 2005 (USA),"Germany,USA",778,741
26 January 2007 (USA),"UK,France,USA",779,742
9 October 2009 (USA),USA,780,743
May 1957 (USA),USA,781,744
15 March 1956 (USA),USA,782,745
24 January 2001 (USA),USA,783,746
12 June 2015 (USA),"Germany,Belgium,USA",784,747
25 January 2007 (Germany),USA,785,748
25 September 2015 (USA),USA,786,473
27 August 2004 (USA),"Germany,UK,USA",787,749
25 September 2015 (USA),USA,788,473
5 August 2011 (USA),USA,789,750
21 November 2012 (USA),USA,790,751
19 December 2014 (USA),USA,791,752
12 March 1999 (USA),USA,792,753
9 October 2015 (USA),"USA,UK,Australia",793,754
2015 (Chile),USA,794,755
28 September 2012 (USA),USA,795,756
25 February 2011 (USA),USA,796,757
28 March 2014 (USA),USA,797,758
18 February 2005 (USA),"USA,Germany",798,759
8 November 2005 (USA),USA,799,760
20 August 2010 (USA),USA,800,761
15 March 1996 (USA),USA,801,762
10 June 2011 (USA),USA,802,702
18 March 2015 (USA),USA,803,763
10 January 2012 (USA),USA,804,764
11 March 2015 (USA),USA,805,765
13 March 2015 (USA),USA,806,766
9 April 2010 (USA),USA,807,767
6 November 2015 (USA),USA,808,768
7 June 2014 (USA),"Greece,USA",809,769
26 June 2015 (USA),USA,810,770
6 February 2015 (USA),USA,811,771
26 September 2014 (USA),USA,812,772
7 October 2005 (USA),"UK,USA",813,773
26 November 2014 (USA),USA,814,774
27 March 2015 (USA),USA,815,775
10 July 2015 (USA),USA,816,470
18 April 2008 (USA),USA,817,776
23 June 2000 (USA),"UK,USA,France",818,777
"Sep 27, 2013 Wide",USA,819,778
22 March 2013 (USA),USA,820,779
26 May 2011 (USA),USA,821,780
8 May 2009 (USA),"USA,Germany",822,781
22 June 2012 (USA),USA,823,782
15 April 2011 (USA),USA,824,481
17 July 2013 (USA),USA,825,783
24 May 2013 (USA),USA,826,784
21 November 2008 (USA),USA,827,785
13 July 2012 (USA),USA,828,786
5 November 2010 (USA),USA,829,787
13 March 2015 (USA),"USA,UK",830,788
22 December 1999 (USA),USA,831,789
18 June 1982 (USA),USA,832,790
10 October 2014 (USA),USA,833,791
19 December 2014 (USA),"USA,UK",834,792
16 December 2011 (USA),USA,835,793
2 May 1997 (USA),"USA,Germany",836,794
26 September 2015 (USA),USA,837,795
10 April 2009 (USA),USA,838,796
25 December 2003 (USA),"Australia,USA,UK",839,797
22 January 2010 (USA),"USA,Canada",840,798
22 May 2015 (USA),"USA,Spain",841,799
27 March 2014 (USA),USA,842,800
24 November 2010 (USA),USA,843,801
3 July 2013 (USA),USA,844,568
27 November 2013 (USA),USA,845,802
2 November 2012 (USA),USA,846,803
19 February 1999 (USA),USA,847,804
23 February 2001 (USA),USA,848,805
14 November 1964 (USA),USA,849,806
29 July 1994 (USA),USA,850,807
8 November 1996 (USA),USA,851,808
2 July 1982 (USA),USA,852,809
3 August 2007 (USA),USA,853,810
18 June 1998 (Australia),USA,854,811
17 December 2010 (USA),"USA,New Zealand",855,812
16 April 1999 (USA),USA,856,813
"Aug 7, 2015 Wide",USA,857,814
16 April 2015 (USA),USA,858,815
17 April 2015 (USA),USA,859,816
17 July 2015 (USA),"UK,France,South Korea,USA",860,817
19 April 2015 (USA),USA,861,818
3 November 1983 (Australia),USA,862,819
18 February 2011 (USA),"USA,Botswana",863,820
22 April 2015 (USA),"Canada,USA,Mexico,Micronesia,Japan,Australia,Brazil,Hong Kong,Madagascar,Papua New Guinea,South Africa",864,821
November 2009 (Netherlands),"Netherlands,USA,UK,France",865,822
5 November 2013 (USA),"USA,France",866,823
22 September 2006 (USA),USA,867,824
23 December 2015 (USA),USA,868,825
4 March 2016 (USA),USA,869,826
3 August 1999 (USA),USA,870,827
4 December 1969 (USA),USA,871,828
8 July 2016 (USA),USA,872,829
17 June 2016 (USA),USA,873,830
29 January 2016 (USA),"China,USA",874,831
27 May 2016 (USA),USA,875,547
16 March 2015 (USA),USA,876,832
19 June 2015 (USA),USA,877,232
19 June 2015 (USA),USA,878,232
26 June 2015 (USA),USA,879,770
February 1996 (USA),USA,880,833
7 November 2014 (USA),USA,881,834
19 November 2004 (USA),USA,882,486
27 March 2009 (USA),USA,883,835
11 April 2014 (USA),USA,884,836
"Oct 17, 2014 Wide",USA,885,837
7 March 2014 (USA),USA,886,838
5 October 2012 (USA),USA,887,839
17 August 2012 (USA),USA,888,840
11 March 2005 (USA),USA,889,841
26 January 1996 (USA),"Canada,USA,Japan",890,842
3 November 2006 (USA),"UK,USA",891,843
2 October 1998 (USA),USA,892,844
19 May 2006 (USA),USA,893,845
25 November 1998 (USA),USA,894,846
27 May 2005 (USA),USA,895,847
13 June 2014 (USA),USA,896,848
3 July 1985 (USA),USA,897,849
2 November 2001 (USA),USA,898,850
7 February 2014 (USA),"Australia,USA,Denmark",899,851
29 May 2009 (USA),USA,900,852
27 June 2008 (USA),USA,901,3
22 June 1961 (USA),"UK,USA",902,853
21 June 2002 (USA),USA,903,854
10 August 1953 (Brazil),USA,904,855
1 July 2009 (USA),USA,905,856
6 June 2008 (USA),USA,906,857
18 May 2007 (USA),USA,907,858
19 May 2004 (USA),USA,908,859
31 March 2006 (USA),USA,909,860
15 March 2002 (USA),USA,910,861
21 May 2010 (USA),USA,911,862
"May 3, 2013 Wide","USA,China",912,863
12 July 2013 (USA),USA,913,864
18 December 2009 (USA),"USA,UK",914,865
14 August 2009 (USA),"USA,New Zealand,Canada,South Africa",915,866
14 June 2013 (USA),"USA,Canada,UK",916,867
7 May 2010 (USA),USA,917,868
5 August 2011 (USA),USA,918,750
16 May 2013 (USA),USA,919,869
3 July 1996 (USA),USA,920,870
3 June 2011 (USA),"USA,UK",921,871
29 June 2007 (USA),USA,922,872
5 November 2004 (USA),USA,923,873
24 June 2011 (USA),USA,924,874
"Aug 9, 2013 Wide",USA,925,875
9 June 2006 (USA),USA,926,876
25 May 1983 (USA),USA,927,877
2 August 1978 (USA),USA,928,448
21 November 2007 (USA),USA,929,878
30 May 2014 (USA),"USA,UK",930,879
5 November 1999 (USA),USA,931,880
11 December 1987 (USA),USA,932,315
31 January 2003 (USA),USA,933,881
20 December 1991 (USA),"France,USA",934,882
17 October 2008 (USA),"USA,Australia,Hong Kong,Switzerland,China",935,883
7 October 2005 (USA),USA,936,884
8 October 2004 (USA),USA,937,885
16 February 1996 (USA),USA,938,534
12 November 1993 (USA),USA,939,886
17 October 1997 (USA),"USA,Germany",940,887
11 August 2000 (USA),USA,941,306
12 September 2008 (USA),USA,942,888
29 March 1965 (UK),USA,943,889
31 January 1973 (West Germany),USA,944,890
30 June 1971 (USA),USA,945,891
7 December 1967 (Argentina),USA,946,892
11 September 1964 (Brazil),USA,947,893
29 July 1998 (USA),USA,948,894
10 July 1970 (Ireland),USA,949,895
12 September 2014 (USA),USA,950,896
22 December 2006 (USA),"USA,UK",951,897
30 January 1987 (USA),USA,952,898
15 August 2012 (USA),USA,953,899
9 December 2005 (USA),"USA,UK",954,900
16 November 1990 (USA),USA,955,901
22 May 2009 (USA),"USA,Canada",956,902
7 August 2009 (USA),USA,957,44
15 July 2005 (USA),"USA,UK,Australia",958,903
20 November 1992 (USA),USA,959,904
16 November 2001 (USA),"UK,USA",960,905
15 December 1995 (USA),USA,961,906
29 July 2011 (USA),USA,962,409
31 July 2013 (USA),USA,963,907
11 February 2011 (USA),"UK,USA",964,908
17 December 1999 (USA),"Germany,USA",965,909
"Dec 14, 2007 Wide",USA,966,910
23 December 2009 (USA),USA,967,911
16 June 2006 (USA),"UK,USA",968,912
1 April 2011 (USA),USA,969,913
19 July 2002 (USA),USA,970,914
11 June 2004 (USA),USA,971,139
10 December 1993 (USA),USA,972,915
30 June 1999 (USA),USA,973,916
19 July 1971 (Sweden),USA,974,917
28 September 2001 (USA),"Germany,USA",975,918
4 February 1994 (USA),USA,976,919
11 June 1999 (USA),USA,977,920
14 February 1992 (USA),USA,978,921
15 October 2004 (USA),"USA,Germany",979,922
10 November 1995 (USA),USA,980,923
27 July 2007 (USA),USA,981,924
6 October 2000 (USA),USA,982,925
3 November 2006 (USA),"USA,UK",983,926
26 July 2002 (USA),USA,984,927
27 September 2014 (USA),"USA,Canada",985,928
24 August 2013 (Australia),"Canada,USA",986,929
2017 (USA),"USA,Canada",987,930
17 December 1973 (USA),USA,988,931
16 July 1982 (USA),USA,989,932
8 June 2007 (USA),USA,990,933
26 September 1980 (USA),USA,991,934
15 July 1983 (USA),USA,992,935
27 January 1984 (USA),USA,993,164
17 December 2004 (USA),"USA,Germany",994,936
11 December 1991 (USA),USA,995,937
14 February 2008 (USA),USA,996,938
21 November 1997 (USA),USA,997,939
"Jan 27, 2006 Wide","USA,UK,France",998,940
3 August 2001 (USA),USA,999,941
10 August 2007 (USA),"UK,USA,Iceland",1000,942
9 April 2004 (USA),"USA,Ireland,UK",1001,943
5 February 1953 (USA),USA,1002,944
21 December 2005 (USA),"USA,Canada",1003,945
10 February 2012 (USA),USA,1004,946
17 June 2011 (USA),USA,1005,947
25 December 2003 (USA),USA,1006,948
11 July 2008 (USA),USA,1007,949
20 November 2009 (USA),"Spain,UK,USA",1008,950
15 January 2010 (USA),USA,1009,951
13 March 2009 (USA),USA,1010,952
28 September 2007 (USA),USA,1011,625
4 March 2005 (USA),"Canada,USA",1012,953
16 May 2008 (USA),"USA,Poland,Slovenia,Czech Republic",1013,954
22 November 1995 (USA),USA,1014,955
26 October 1984 (USA),"UK,USA",1015,956
20 June 1980 (USA),USA,1016,957
23 June 1995 (USA),USA,1017,958
30 March 2007 (USA),USA,1018,959
12 June 1987 (USA),USA,1019,960
,USA,1020,47
9 May 1985 (Australia),USA,1021,961
13 October 1989 (USA),USA,1022,962
January 1976 (USA),"Hungary,USA",1023,963
14 November 2014 (USA),USA,1024,964
21 December 2005 (USA),USA,1025,965
19 December 2008 (USA),"USA,Australia",1026,966
23 May 2003 (USA),USA,1027,967
16 December 1994 (USA),USA,1028,968
22 December 2004 (USA),USA,1029,969
23 June 2000 (USA),USA,1030,970
8 October 1993 (USA),USA,1031,971
21 November 1986 (USA),USA,1032,972
22 November 1991 (USA),USA,1033,144
11 April 1995 (USA),"Ireland,USA",1034,973
17 December 1982 (USA),"USA,UK",1035,974
3 April 1992 (USA),"Ireland,UK,USA",1036,975
7 October 1994 (USA),"Ireland,USA",1037,976
30 March 1994 (USA),"Ireland,USA",1038,977
17 November 1989 (USA),"Ireland,UK,USA",1039,978
16 November 1990 (USA),USA,1040,901
18 November 1988 (USA),"USA,Ireland",1041,979
19 November 1982 (USA),"USA,UK,Japan,West Germany",1042,980
3 March 2006 (USA),"USA,Australia",1043,981
7 August 1992 (USA),USA,1044,982
24 February 1998 (USA),USA,1045,983
6 May 1994 (USA),"USA,Japan",1046,984
7 April 1995 (USA),USA,1047,985
30 July 2010 (USA),"USA,Australia",1048,986
2015 (USA),USA,1049,258
January 2015 (USA),"New Zealand,USA",1050,987
15 March 2014 (USA),USA,1051,988
22 December 1968 (USA),USA,1052,989
31 January 2015 (USA),USA,1053,990
25 May 2015 (USA),USA,1054,991
9 August 2015 (USA),USA,1055,992
November 2014 (USA),USA,1056,993
5 April 2015 (USA),USA,1057,994
27 March 2015 (USA),"UK,USA",1058,995
17 September 2004 (USA),"USA,UK,Italy",1059,996
15 March 2015 (USA),USA,1060,997
14 September 1955 (USA),USA,1061,998
24 January 2012 (USA),USA,1062,999
10 March 2000 (USA),USA,1063,1000
17 August 2007 (USA),USA,1064,392
5 August 2009 (USA),USA,1065,1001
"Sep 16, 2011 Limited",USA,1066,1002
3 September 1922 (USA),USA,1067,1003
4 May 2015 (Norway),USA,1068,1004
24 January 2014 (USA),USA,1069,1005
8 March 2014 (USA),USA,1070,1006
9 May 2014 (UK),USA,1071,1007
25 April 2014 (Canada),"UK,USA",1072,1008
12 December 2014 (USA),USA,1073,1009
1 May 2011 (USA),USA,1074,1010
6 May 2015 (Belgium),USA,1075,1011
12 May 2000 (UK),"UK,USA",1076,1012
16 November 2016 (USA),USA,1077,1013
19 November 1923 (USA),USA,1078,1014
31 May 1982 (USA),"USA,Japan",1079,1015
2015 (Russia),"USA,Russia",1080,1016
8 February 1991 (USA),"UK,USA",1081,1017
24 August 1977 (USA),USA,1082,1018
30 May 1980 (USA),USA,1083,1019
19 May 1972 (USA),USA,1084,1020
2 March 1984 (USA),USA,1085,1021
22 November 2017 (USA),USA,1086,1022
2018 (USA),USA,1087,1023
4 December 2015 (USA),"Canada,France,Costa Rica,Germany,Netherlands,Turkey,USA",1088,1024
21 December 2001 (USA),USA,1089,1025
18 June 2010 (USA),USA,1090,1026
26 March 2010 (USA),USA,1091,27
14 October 1914 (USA),USA,1092,1027
16 July 2010 (USA),USA,1093,1028
23 January 2015 (USA),USA,1094,738
23 September 2011 (USA),USA,1095,1029
18 January 2002 (USA),"Canada,USA",1096,1030
7 May 2015 (USA),USA,1097,1031
25 December 1998 (USA),USA,1098,1032
8 April 2016 (USA),USA,1099,1033
20 November 2015 (USA),USA,1100,1034
20 April 2012 (USA),USA,1101,1035
6 November 1996 (USA),USA,1102,1036
3 July 1991 (USA),"USA,France",1103,1037
14 February 1991 (USA),USA,1104,1038
19 March 2004 (USA),USA,1105,1039
10 July 1987 (USA),"UK,USA",1106,1040
21 August 2009 (USA),"USA,Germany",1107,1041
14 October 1994 (USA),USA,1108,1042
20 November 1998 (USA),USA,1109,1043
2 September 1992 (France),USA,1110,1044
1 October 1999 (USA),USA,1111,1045
23 May 1980 (USA),"USA,UK",1112,1046
8 February 1976 (USA),USA,1113,1047
4 July 1963 (USA),USA,1114,1048
2 November 2007 (USA),"USA,Australia",1115,1049
12 June 1981 (USA),USA,1116,134
21 July 2006 (USA),USA,1117,1050
28 October 2011 (USA),USA,1118,405
12 April 1996 (USA),"UK,USA",1119,1051
2 March 2012 (USA),"USA,France",1120,1052
29 October 1993 (USA),USA,1121,1053
29 September 2006 (USA),USA,1122,1054
4 November 2005 (USA),USA,1123,1055
14 March 2008 (USA),USA,1124,1056
27 June 2014 (USA),USA,1125,1057
4 January 2002 (USA),USA,1126,12
17 March 1989 (USA),"USA,Italy",1127,1058
31 July 1997 (Italy),"Canada,USA",1128,1059
6 October 1978 (USA),"UK,USA",1129,1060
May 2002 (USA),USA,1130,1061
25 January 1961 (USA),USA,1131,1062
October 1989 (USA),USA,1132,1063
19 June 1998 (USA),USA,1133,1064
25 November 1992 (USA),USA,1134,542
27 June 1997 (USA),USA,1135,1065
12 July 2002 (USA),"USA,Ireland",1136,1066
31 March 1999 (USA),"USA,Australia",1137,1067
25 May 1977 (USA),USA,1138,1068
20 July 1988 (USA),USA,1139,1069
22 November 1989 (USA),USA,1140,1070
25 May 1990 (USA),USA,1141,1071
13 November 1933 (USA),USA,1142,1072
12 December 1941 (USA),USA,1143,1073
21 November 1931 (USA),USA,1144,1074
22 April 1935 (USA),USA,1145,1075
5 March 1943 (USA),USA,1146,1076
5 March 1954 (USA),USA,1147,1077
13 January 1939 (USA),USA,1148,1078
22 December 1932 (USA),USA,1149,1079
15 June 1967 (USA),"UK,USA",1150,1080
4 October 1962 (USA),USA,1151,1081
14 December 1957 (USA),"UK,USA",1152,1082
12 March 1969 (USA),"UK,USA",1153,1083
23 June 1970 (USA),"Yugoslavia,USA",1154,1084
18 June 1976 (USA),USA,1155,1085
15 June 1977 (USA),"USA,UK",1156,1086
20 May 1988 (USA),"USA,New Zealand",1157,1087
12 April 1985 (USA),USA,1158,185
16 December 1965 (USA),USA,1159,1088
8 December 1978 (USA),"UK,USA",1160,1089
23 September 1970 (USA),"USA,Japan",1161,1090
21 June 1996 (USA),USA,1162,1091
15 June 2001 (USA),USA,1163,1092
27 November 2002 (USA),USA,1164,1093
9 December 1983 (USA),USA,1165,1094
4 May 1943 (USA),USA,1166,1095
29 June 1951 (USA),USA,1167,1096
15 October 1953 (Australia),USA,1168,1097
31 August 1946 (USA),USA,1169,1098
October 1954 (USA),USA,1170,1099
16 September 1960 (France),USA,1171,1100
17 June 1947 (Argentina),USA,1172,1101
15 December 1961 (USA),USA,1173,1102
25 August 1950 (Australia),USA,1174,1103
6 February 1958 (USA),USA,1175,1104
24 April 1944 (USA),USA,1176,1105
16 November 1945 (USA),USA,1177,1106
11 July 2003 (USA),"USA,Germany,Czech Republic,UK",1178,1107
10 January 1938 (Brazil),USA,1179,1108
3 July 2012 (USA),USA,1180,1109
4 May 2012 (USA),USA,1181,1110
28 October 2005 (USA),USA,1182,1111
14 July 2000 (USA),USA,1183,1112
1 August 2014 (USA),"USA,UK",1184,1113
3 May 2002 (USA),USA,1185,1114
8 November 2013 (USA),USA,1186,1115
6 May 2011 (USA),USA,1187,1116
22 July 2011 (USA),USA,1188,1117
18 January 1940 (USA),USA,1189,1118
2 May 2003 (USA),"Canada,USA",1190,1119
13 June 2008 (USA),USA,1191,1120
9 August 2013 (USA),USA,1192,1121
28 September 2012 (USA),"USA,China",1193,1122
21 June 2013 (USA),"USA,Malta",1194,1123
16 May 2014 (USA),"USA,Japan",1195,1124
10 March 2012 (USA),USA,1196,1125
14 December 2007 (USA),USA,1197,1126
19 April 2013 (USA),USA,1198,337
11 July 2014 (USA),USA,1199,1127
6 June 2014 (USA),"USA,Canada",1200,1128
14 December 2012 (USA),"USA,New Zealand",1201,1129
25 May 2007 (USA),USA,1202,1130
23 March 2012 (USA),USA,1203,716
13 December 2013 (USA),"USA,New Zealand",1204,1131
9 July 2003 (USA),USA,1205,1132
7 July 2006 (USA),USA,1206,1133
19 December 1997 (USA),USA,1207,1134
22 November 2013 (USA),USA,1208,1135
26 July 2013 (USA),"USA,UK,Australia,Japan",1209,1136
"May 4, 2007 Wide",USA,1210,1137
8 August 1986 (USA),"USA,Japan",1211,1138
29 June 2011 (USA),USA,1212,1139
30 June 2004 (USA),USA,1213,1140
1 May 2009 (USA),"USA,UK",1214,1141
26 May 2006 (USA),"Canada,USA,UK",1215,1142
7 June 1967 (USA),USA,1216,1143
24 June 2009 (USA),USA,1217,1144
27 June 2014 (USA),"USA,China",1218,1145
29 June 2005 (USA),USA,1219,1146
3 July 2002 (USA),USA,1220,1147
2 July 2008 (USA),USA,1221,1148
13 November 2009 (USA),USA,1222,1149
1 July 1998 (USA),USA,1223,1150
28 May 2004 (USA),USA,1224,1151
10 December 2010 (USA),"USA,France,Italy",1225,1152
9 June 2000 (USA),USA,1226,1153
7 May 2004 (USA),"USA,Czech Republic",1227,1154
10 June 2005 (USA),USA,1228,1155
15 June 2001 (USA),"USA,UK,Japan,Germany",1229,1156
21 December 2007 (USA),USA,1230,1157
23 July 2010 (USA),USA,1231,1158
15 December 1978 (USA),"USA,UK",1232,1159
18 July 2014 (USA),USA,1233,1160
18 December 2002 (USA),"USA,New Zealand",1234,1161
17 December 2003 (USA),"USA,New Zealand",1235,1162
19 December 2001 (USA),"New Zealand,USA",1236,1163
19 May 1999 (USA),USA,1237,1164
19 May 2005 (USA),USA,1238,1165
16 May 2002 (USA),USA,1239,1166
23 May 1984 (USA),USA,1240,1167
6 August 1999 (USA),USA,1241,288
9 January 1965 (USA),"UK,USA",1242,1168
10 July 1985 (USA),USA,1243,1169
10 June 1983 (USA),"UK,USA",1244,1170
22 April 1988 (USA),"USA,Yugoslavia",1245,1171
25 December 1993 (USA),USA,1246,1172
1 August 1990 (USA),USA,1247,1173
16 July 2004 (USA),"USA,Canada",1248,1174
11 August 2004 (USA),USA,1249,1175
6 August 2003 (USA),USA,1250,1176
11 December 2009 (USA),USA,1251,24
17 December 2010 (USA),USA,1252,1177
18 November 2005 (USA),"UK,USA",1253,1178
10 December 2010 (USA),USA,1254,1179
19 November 2010 (USA),"UK,USA",1255,1180
15 July 2009 (USA),"UK,USA",1256,1181
11 July 2007 (USA),"UK,USA",1257,1182
15 November 2002 (USA),"UK,USA,Germany",1258,1183
15 December 1995 (USA),USA,1259,906
8 January 1993 (USA),USA,1260,1184
19 October 1979 (USA),USA,1261,1185
28 February 1997 (USA),USA,1262,1186
25 December 2001 (USA),USA,1263,1187
25 September 1992 (USA),USA,1264,1188
5 June 1998 (USA),USA,1265,1189
24 September 2010 (USA),USA,1266,1190
18 September 1987 (USA),USA,1267,1191
