article_title,author_list,original_index,unique_index,count
When is carotid angioplasty and stenting the cost-effective alternative for revascularization of symptomatic carotid stenosis? A Canadian health system perspective,"{""M. Goyal"",""S. Wiebe"",""M. D. Hill"",""F. M. Clement"",""J. H. Wong"",""M. A. Almekhlafi"",""D. Yavin""}",138,138,1.0
Proximal migration of a 5 French pancreatic stent during bile stone extraction: a successful retrieval using mini-snare,"{""J. DA  - May-Jun DO  - 10.4103/1119-3077.130253 DP  - NLM ET  - 2014/04/10 Wu"",""Q. Zhao"",""Y. Fan"",""Y. S. Liao""}",139,139,1.0
Carriage of methicillin-resistant Staphylococcus aureus by veterinarians in Australia,"{""M. D. Barton"",""J. Simon"",""J. E. Axon"",""S. Moss"",""S. G. Morris"",""D. J. Trott"",""S. Fury"",""M. Maiwald"",""P. Giffard"",""D. Jordan"",""P. Southwell""}",140,140,1.0
"Multicenter, randomized, placebo-controlled trial of amitriptyline in children with functional gastrointestinal disorders","{""C. C2  - Pmc2827243 C6  - Nihms132141 DA  - Oct DO  - 10.1053/j.gastro.2009.06.060 DP  - NLM ET  - 2009/07/15 Di Lorenzo"",""M. Saps"",""S. Nurko"",""P. Hyman"",""N. Youssef"",""A. Miranda"",""J. Cocjin""}",141,141,1.0
Terbutaline pump for the prevention of preterm birth (Structured abstract),"{""R. Daniel"",""M. T. Ansari"",""L. Weeks"",""S. Doucette"",""A. Tsertsvadze"",""B. Skidmore"",""K. Singh"",""L. Gaudet"",""M. Walker"",""S. Tsouros""}",142,142,1.0
Complex regional pain syndrome type 1 after fractures of the distal radius: a prospective study of the role of psychological factors,"{""A. Zyluk"",""P. Puchalski""}",143,143,1.0
Interatrial conduction measured during biventricular pacemaker implantation accurately predicts optimal paced atrioventricular intervals.,"{""Abdi Rasekh"",""Jie Cheng"",""Ali Massumi"",""Michael R Ujhelyi"",""Vadim Levin"",""Mehdi Razavi"",""James A Coles"",""Margit Nemeth"",""Ilyas Colombowala""}",144,144,1.0
Clinical comparison of the effects of nimesulide and ibuprofen on fever in children. [Chinese],"{""W. T. Yu"",""S. Yang"",""Y. Tang"",""B. Wu"",""J. X. Zhou""}",145,145,1.0
Usefulness of a myofascial trigger point injection for groin pain in patients with chronic prostatitis/chronic pelvic pain syndrome: a pilot study,"{""Yong-Kyun Kim"",""Tae Yoong Jeong"",""Won Hyuk Chang"",""Sang Chul Lee"",""Jeong-Gyu Yoon"",""Dong Suk Kim""}",146,146,1.0
The value of routine radiography in patients with knee osteoarthritis consulting primary health care: a study of agreement,"{""O. H. Simonsen"",""S. T. Skou"",""H. Thomsen""}",147,147,1.0
Studies with the maximal histamine test.,"{""A M Mulekar"",""B J Vakiland""}",148,148,1.0
Mandibular second molar with C-shaped canal morphology and five canals: report of a case.,"{""Fred W Benenati""}",149,149,1.0
Assessing food safety system in sub-Saharan countries: An overview of key issues,"{""K. Nguz""}",150,150,1.0
Hearing feelings: a quantitative meta-analysis on the neuroimaging literature of emotional prosody perception.,"{""Vincent J P Van Heuven"",""Niels O Schiller"",""Jurriaan Witteman""}",151,151,1.0
[Skeletal maturation in assessing underage asylum seekers].,"{""R R van Rijn"",""S G F Robben""}",152,152,1.0
The ex vivo antimicrobial activity and colonization rate of two antimicrobial-bonded central venous catheters,"{""G. Abraham"",""Jr. Fromm, R. E."",""P. E. Marik"",""J. Varon"",""P. Careau""}",153,153,1.0
Acupuncture anesthesia used in rabbit abdominal operations,"{""M.M.P. Yang"",""S.H. Kok"",""G.T.C. Lee""}",154,154,1.0
Posterior positional plagiocephaly treated with cranial remodeling orthosis.,"{""D Kalina"",""S de Ribaupierre"",""O Vernet"",""P -F Leyvraz"",""B Rilliet"",""B Cavin""}",155,155,1.0
Cardiac MRI in ischemic heart disease,"{""S. Kato"",""M. Ishida"",""H. Sakuma""}",156,156,1.0
"Twisting the night away: a review of the neurobiology, genetics, diagnosis, and treatment of shift work disorder.","{""Debbi Ann Morrissette""}",157,157,1.0
[Evaluation of treatment outcomes in tuberculosis of knee and hip joints in 2005-2012].,"{""D Chochol���"",""R Chaloupka"",""B Kala"",""J Gallo"",""M Netval""}",158,158,1.0
Assessing quality of life in patients after partial laryngectomy,"{""K. Mantsopoulos"",""C. Bohr"",""F. Hebel""}",159,159,1.0
Application of a stress and coping model to positive and negative adjustment outcomes in colorectal cancer caregiving,"{""Pakenham K.I."",""Fitzell A.""}",160,160,1.0
"Cyclin d1 gene expression in oral mucosa of tobacco chewers""-an immunohistochemical study.","{""Maharudrappa Basnaker"",""Satish Bnvs"",""Srikala Sp""}",161,161,1.0
Single bolus parecoxib attenuates sore throat after laryngeal microsurgery: A randomized double-blind control study,"{""K. Y. Tseng"",""H. F. Huang"",""K. I. Cheng"",""H. T. Hsu"",""P. Y. Chang"",""Y. C. Chen"",""I. C. Lu""}",162,162,1.0
Scar Management Practice and Science: A Comprehensive Approach to Controlling Scar Tissue and Avoiding Hypertrophic Scarring.... Reprinted and adapted with permission from Wound Healing South Africa and Medpharm. Widgerow AD. Scar management-marrying the practical with the science. Wound Heal South Afr 2010;3(1):7-10,"{""Alan David Widgerow"",""Laurence A. DB  - c8h DO  - 22101481 DP  - EBSCOhost Chait""}",163,163,1.0
Sporadic Duane's Retraction Syndrome Associated with Imperforate Anus: Case Report.,"{""M Schmid"",""R Salati"",""P E Bianchi"",""A M Bezzina"",""C Barone""}",164,164,1.0
Prevalence and antibacterial susceptibility of mef(A)-positive macrolide-resistant streptococcus pneumoniae over 4 years (2000 to 2004) of the PROTEKT US study,"{""S. G. Jenkins"",""T. M. File"",""D. J. Farrell""}",165,165,1.0
Yoga may help manage binge eating disorder,"{""S. McIver""}",166,166,1.0
Meta-analyses of experimental data in animal nutrition.,"{""N R St-Pierre"",""D Sauvant"",""P Schmidely"",""J J Daudin""}",167,167,1.0
"Castor oil, bath and/or enema for cervical priming and induction of labour","{""J. Kelly Anthony"",""Jane Thomas"",""Josephine Kavanagh""}",168,168,1.0
"The Role of Radiology in Preclinical Anatomy. A Critical Review of the Past, Present, and Future.",{NULL},169,169,1.0
Insulin detemir lowers the risk of hypoglycaemia and provides more consistent plasma glucose levels compared with NPH insulin in Type 1 diabetes.,"{""A Philotheou"",""S R Heller"",""J Jendle"",""M-A Gall"",""K K��lendorf"",""G P Ross"",""G Perriello"",""I Pavlic-Renar""}",170,170,1.0
Remote presence proctoring by using a wireless remote-control videoconferencing system,"{""C. D. Smith"",""J. E. Skandalakis""}",171,171,1.0
"Association of transforming growth factor-�_1���T869C, G915C, and C509T gene polymorphisms with rheumatoid arthritis risk.","{""Tian-Biao Zhou"",""Si-Lian Fang"",""Hui-Liu Zhao"",""Gregor P C Drummen""}",172,172,1.0
Sinus arrhythmia and pupil size in Chiari I malformation: Evidence of autonomic dysfunction,"{""P. Kruszewski"",""Dept of Neurology Trondheim University Hospital L.J. Stovner"",""Norway Trondheim"",""J. M. Shen"",""Trondheim Norway University Hospital"",""L. J. Stovner"",""Trondheim Dept. of Neurology"",""Address Correspondence"",""Addresses Author""}",173,173,1.0
"An observational study on the prevalence and pattern of opioid use in 25,479 patients with spine and radicular pain","{""Girault G"",""Rose RJ"",""Weinstein JN"",""Ball PA"",""Hanscom B"",""Fanciullo GJ""}",174,174,1.0
Selective loss of anterior pituitary volume with severe pituitary-gonadal insufficiency in poorly compliant male thalassemic patients with pubertal arrest.,"{""M Katz"",""R Chatterjee"",""A Oatridge"",""J B Porter"",""G M Bydder""}",175,175,1.0
Localized deficiencies of folic acid in aerodigestive tissues,"{""D. C. Heimburger""}",176,176,1.0
Overweight and obesity in young and middle age and early retirement: the ARIC study,"{""Jianwen Cai"",""June Stevens"",""Denise K. Houston""}",177,177,1.0
Comparing modelling techniques for analysing urban pluvial flooding.,"{""J van der Meulen"",""J Kluck"",""E van Dijk"",""J H M Straatman""}",178,178,1.0
Unique failure mechanism of a femoral component after revision total hip arthroplasty.,"{""Robert T Trousdale"",""J Ryan Martin""}",179,179,1.0
The impact of bleeding complications in patients receiving novel oral anticoagulants: A systematic review and metaanalysis,"{""T. Isayama"",""M. Crowther"",""C. Chai-Adisaksopha"",""W. Lim""}",180,180,1.0
From task characteristics to learning: A systematic review.,"{""Michiel A J Kompier"",""Etty G A Wielenga-Meijer"",""Dani��l H J Wigboldus"",""Toon W Taris""}",181,181,1.0
"Daily step goal of 10,000 steps: A literature review.",{NULL},182,182,1.0
[Effects of hand acupuncture therapy on sleep quality in sleep disrupted adults: verification by polysomnography and cerebral blood flow test],"{""E. H. Hwang""}",183,183,1.0
Supporting patient adherence to antiretrovirals using mobile phone reminders: patient responses from South India,"{""K. Sidney"",""J. Antony"",""A. De Costa"",""A. Shet"",""R. Rodrigues"",""S. Krishnamurthy"",""G. D'Souza"",""K. Arumugam""}",184,184,1.0
Amyloid neuropathies,"{""J. Robinson-Papp"",""S.C. Shin""}",185,185,1.0
A randomized study with a hyaluronic acid and chondroitin sulfate lotion for radiodermitis in breast cancer patients,"{""Pardo-Masferrer J. Murcia M. Soto R. Gonzalez J. Alastuey I. Montemuino S. Ortiz I. Mena A""}",186,186,1.0
A systematic review on acupuncture for trigeminal neuralgia (Provisional abstract),"{""H Li"",""Kf Chung"",""H Liu"",""Sp Zhang"",""M Xu""}",187,187,1.0
Using Debate as a Pedagogical Tool in Enhancing Pre-Service Teachers' Learning and Critical Thinking,"{""Enniati Rusli"",""Chien-Hui Yang""}",188,188,1.0
Current status of diagnostic and therapeutic endoscopic ultrasonography,"{""S. Mallery"",""J. Van Dam""}",189,189,1.0
Are physicians and patients in agreement? Exploring dyadic concordance,"{""J. J. Coran"",""T. Koropeckyj-Cox"",""C. L. Arnold""}",190,190,1.0
Services for children and adolescents with autism spectrum disorders: payment issues.,"{""Lynn M Wegner"",""Michelle M Macias""}",191,191,1.0
Mapping Curriculum to Ed Tech and Industry Standards,"{""OR. International Society for Technology in Education, Eugene"",""Bjorn Norstrom""}",192,192,1.0
Processed meat consumption and stomach cancer risk: a meta-analysis.,"{""Nicola Orsini"",""Susanna C Larsson"",""Alicja Wolk""}",193,193,1.0
The epidemiology of injury for an elite junior Australian Football cohort,"{""John Petkov"",""Steve Bailey"",""Samuel Chalmers"",""Michael Heynen"",""Ebonie Scase"",""Mary E Magarey""}",194,194,1.0
"Prebiotics, immune function, infection and inflammation: a review of the evidence","{""A. R. Lomax"",""P. C. CN  - Pubmed DA  - Mar DO  - 10.1017/s0007114508055608 DP  - NLM ET  - 2008/09/26 Calder""}",195,195,1.0
Steroids and antihistamines synergize to inhibit rat's airway smooth muscle contractility.,"{""Shao-Cheng Liu"",""Chi-Chung Wu"",""Hsing-Won Wang"",""Chuan-Hsiang Kao"",""Yueng-Hsiang Chu""}",196,196,1.0
Reasons for and against participation in studies of medicinal therapies for women with breast cancer: a debate.,"{""Marion Habersack"",""Irmina-Anna Gerlich"",""Gero Luschin""}",197,197,1.0
The effect of preservation solutions for storage of liver allografts on transplant outcomes: a systematic review and meta-analysis.,"{""John M O�_Callaghan"",""Robert D Morgan"",""Peter J Morris"",""Simon R Knight""}",198,198,1.0
Ultrasonically enhanced vancomycin activity against Staphylococcus epidermidis biofilms in vivo.,"{""R A Robison"",""J L Nelson"",""B L Roeder"",""B L Beckstead"",""G B Schaalje"",""J C Carmen"",""W G Pitt"",""C M Runyan""}",199,199,1.0
Cuneus and fusiform cortices thickness is reduced in trigeminal neuralgia.,"{""Thomas Martin Doring"",""Maud Parise"",""Gustavo Tukamoto"",""Emerson Leandro Gasparetto"",""Tadeu Takao Almodovar Kubo"",""Maurice Vincent""}",200,200,1.0
The Impact of Read Right: Semester-Only versus Year-Long Inplementation,"{""John B. Sell""}",201,201,1.0
Muscle - tendon unit mechanical and morphological properties and sprint performance.,"{""Savvas Stafilidis"",""Adamantios Arampatzis""}",202,202,1.0
An insulin-like growth factor-I gene polymorphism modifies the risk of microalbuminuria in subjects with an abnormal glucose tolerance,"{""H. A. P. Pols"",""C. M. van Duijin"",""S. W. J. Lamberts"",""I. Rietveld"",""A. Hofman"",""J. A. M. J. L. Janssen""}",203,203,1.0
Biofeedback dialysis for hypotension and hypervolemia: a systematic review and meta-analysis.,"{""Elie A Akl"",""Gordon Guyatt"",""Stephen D Walter"",""Rita S Suri"",""Reem A Mustafa"",""Gihad E Nesrallah"",""Robert M Lindsay""}",204,204,1.0
Cytokine profiling of young overweight and obese female African American adults with prediabetes,"{""J. Bhagatwala"",""W. Caldwell"",""D. H. Guo"",""A. Mellor"",""H. Zhu"",""R. Caldwell"",""R. Lucas"",""S. J. Parikh"",""Y. Dong"",""S. Sridhar"",""Y. Dong""}",205,205,1.0
Review of prasugrel for the secondary prevention of atherothrombosis.,{NULL},206,206,1.0
Stereotactic radiosurgery for spinal metastases: a literature review. [Review],{NULL},207,207,1.0
Pancreatic surgery. A paradigm for progress in the age of the bottom line,"{""A. L. Warshaw""}",208,208,1.0
Difference in fascicle behaviors between superficial and deep quadriceps muscles during isometric contractions.,"{""Hiroshi Akima"",""Kazunori Nosaka"",""Aya Tomita"",""Anthony J Blazevich"",""Takayuki Inami"",""Ryosuke Ando"",""Kohei Watanabe""}",209,209,1.0
Losing life and livelihood: a systematic review and meta-analysis of unemployment and all-cause mortality.,"{""David J Roelfs"",""Joseph E Schwartz"",""Eran Shor"",""Karina W Davidson""}",210,210,1.0
Evaluation of a rapidly rotating shift system for tolerance of nurses to nightwork.,"{""D Minors"",""J Waterhouse"",""G Ghirlanda"",""G Costa"",""G Tarondi""}",211,211,1.0
[Osteoporosis prevention in patients with low energy hip fractures hospitalized in the orthopedic department],"{""C. B. Mogensen"",""I. B. Jacobsen"",""L. Wiboe""}",212,212,1.0
American palm ethnomedicine: a meta-analysis..,{NULL},213,213,1.0
Symptoms tell it all: a systematic review of the value of symptom assessment to predict survival in advanced cancer patients.,"{""Emile E Voest"",""Saskia C C M Teunissen"",""Alexander de Graeff"",""Marija Trajkovic-Vidakovic""}",214,214,1.0
Isolates and antibiotic resistance of culture-proven endophthalmitis cases presented to a referral center in Tehran,"{""M. M. Parvaresh"",""M. Hashemi"",""R. Soodi"",""S. Nekoozadeh"",""S. A. Alemzadeh"",""K. G. Falavarjani"",""M. Modarres""}",215,215,1.0
Public health impact of the 1992 Los Angeles civil unrest,{NULL},216,216,1.0
Laparoscopic reversal of Hartmann's rectosigmoidectomy,"{""S. Slawik"",""A. R. Dixon""}",217,217,1.0
The situation of Romanian HIV-positive adolescents: Results from the first national representative survey,"{""D. Buzducea"",""Buzducea Cohen Johnson Lazar Lazar Lejars Lyon Marin McDowell Mardarescu O'Leary Paxton Wood Berger"",""F. Lazar"",""E. I. Mardare""}",218,218,1.0
Life stress and the long-term treatment course of recurrent depression: III. Nonsevere life events predict recurrence for medicated patients over 3 years,"{""E. Frank"",""L.D. Torres"",""D. Kupfer"",""K.L. Harkness"",""J. Guillaumot"",""J.E. Roberts"",""S.M. Monroe""}",219,219,1.0
Value of spiral CT in hemodynamically stable patients following blunt chest trauma.,"{""R Tello"",""K Kandarpa"",""R F Munden"",""S Hooton"",""R Pugatch""}",220,220,1.0
Preventing injuries through interventions for problem drinking: a systematic review of randomized controlled trials,"{""I. Roberts"",""E. Heitman"",""C. Diguiseppi"",""T. Dinh-Zarr""}",221,221,1.0
Nutrition and obstructed labor,"{""O. A. Ladipo"",""J. C. Konje""}",222,222,1.0
"Rationale, design and methods of the HEALTHY study nutrition intervention component","{""S. McCormick"",""B. Gillis"",""A. Virus"",""M. A. Staten"",""C. Mobley"",""S. L. Volpe"",""J. Bridgman"",""L. El ghormli"",""D. D. Stadler"",""J. Hartstein""}",223,223,1.0
Atomoxetine treatment of children and adolescents with ADHD: Clinical questions and answers. (German),{NULL},224,224,1.0
The novel applications of the quantitative analysis of neutrophil cell surface FcgammaRI (CD64) to the diagnosis of infectious and inflammatory diseases.,{NULL},225,225,1.0
Inhibition of cisplatin-induced lipid catabolism and weight loss by ghrelin in male mice.,"{""Thomas Scherer"",""Jose M Garcia"",""Victor Papusha"",""Ji-an Chen"",""Mark Asnicar"",""Joanna Smiechowska"",""Bobby Guillory"",""Christoph Buettner"",""Roy G Smith"",""Anriada Nassif""}",226,226,1.0
Primary cutaneous large B-cell lymphoma of the legs: a distinct clinical pathologic entity treated with CD20 monoclonal antibody (rituximab).,"{""D M Aboulafia""}",227,227,1.0
Improving Implementation of Classroom Instruction through Teacher-Directed Behavioral Consultation: A Single-Case Demonstration,"{""Marcie W. Handler"",""James K. Luiselli"",""Jennifer A. Mautone""}",228,228,1.0
Green tea in dermatology. [Review],{NULL},229,229,1.0
Teaching Calculus and Other Challenging Courses to Nontraditional and At-Risk Students at a Research University.,"{""C. G. Mendez""}",230,230,1.0
Tropical infection after a case of total hip arthroplasty.,"{""E Senneville"",""H Melliez"",""V Lovi"",""C Joseph"",""M Douaud"",""M Pradier"",""T Boyer"",""A Meybeck"",""L Fortin-Lebraud""}",231,231,1.0
