Actors,Cast,original_index,unique_index
"Barbara Stanwyck,Regis Toomey,Zasu Pitts","Barbara Stanwyck,Regis Toomey,Zasu Pitts,Lucien Littlefield,Clara Blandick,Robert Alden,Oscar Apfel,Maude Turner Gordon,Albert Conti,James Durkin",95,95
"Barbara Stanwyck,George Brent,Donald Cook","Barbara Stanwyck,George Brent,Donald Cook,Alphonse Ethier,Henry Kolker,Margaret Lindsay,Arthur Hohl,John Wayne,Robert Barrat,Douglass Dumbrille,Theresa Harris",96,96
"Virginia Davis,Joan Blondell,Anne Shirley","Virginia Davis,Joan Blondell,Anne Shirley,Ann Dvorak,Betty Carse,Bette Davis,Warren William,Lyle Talbot,Humphrey Bogart,Allen Jenkins,Edward Arnold",97,97
"Loretta Young,Franchot Tone,Ricardo Cortez","Loretta Young,Ricardo Cortez,Franchot Tone,Andy Devine,Una Merkel,Frank Conroy,Warren Hymer,Ivan F. Simpson,Harold Huber,Sandy Roth,Martha Sleeper,Charley Grapewin,Halliwell Hobbes,Robert Emmett O'Connor",98,98
"Loretta Young,Richard Barthelmess,Aline MacMahon","Richard Barthelmess,Aline MacMahon,Loretta Young,Gordon Westcott,Robert Barrat,Berton Churchill,Grant Mitchell,Charley Grapewin,Robert McWade,G. Pat Collins,James Murray,Edwin Maxwell,Margaret Seddon,Arthur Vinton,Robert Elliott",99,99
"William Powell,Mary Astor,Eugene Pallette","William Powell,Mary Astor,Eugene Pallette,Ralph Morgan,Robert McWade,Robert Barrat,Frank Conroy,Etienne Girardot,James Lee,Paul Cavanagh,Arthur Hohl,Helen Vinson,Jack La Rue",100,100
"William Powell,Myrna Loy,Virginia Grey","William Powell,Myrna Loy,Virginia Grey,Otto Kruger,C. Aubrey Smith,Ruth Hussey,Nat Pendleton,Patric Knowles,Tom Neal,Phyllis Gordon,Sheldon Leonard,Don Costello,Harry Bellaver,William A. Poulsen,Muriel Hutchison",101,101
"William Powell,Myrna Loy,Gail Patrick","William Powell,Myrna Loy,Gail Patrick,Jack Carson,Florence Bates,Sidney Blackmer,Sig Ruman,Vladimir Sokoloff,Donald MacBride,Sara Haden,Kathleen Lockhart,Fern Emmett,Joseph Crehan,George Meeker,Clarence Muse",102,102
"William Powell,Myrna Loy,Una Merkel","William Powell,Myrna Loy,Una Merkel,Rosalind Russell,Isabel Jewell,Harvey Stephens,Edward Brophy,Henry Wadsworth,Cora Sue Collins,Frank Conroy,Jessie Ralph",103,103
"William Powell,Myrna Loy,Barry Nelson","William Powell,Myrna Loy,Barry Nelson,Donna Reed,Sam Levene,Alan Baxter,Henry O'Neill,Richard Hall,Stella Adler,Loring Smith,Joseph Anthony,Lou Lubin,Louise Beavers,Asta a Dog,Aldrich Bowker",104,104
"Catherine Mary Stewart,George Gilmour,Grace Kennedy","Catherine Mary Stewart,George Gilmour,Grace Kennedy,Allan Love,Joss Ackland,Vladek Sheybal,Ray Shell,Miriam Margolyes,Derek Deadman,Michael Logan,George S. Clinton,Francesca Poston,Leslie Meadows,Günther Notthoff,Clem Davies",105,105
"Jeff Dunham,Joe Pingue,Rob Tinkler","Jeff Dunham,Joe Pingue,Rob Tinkler",106,106
"Mel Gibson,Danny Glover,Joe Pesci","Mel Gibson,Danny Glover,Joe Pesci,Joss Ackland,Derrick O'Connor,Patsy Kensit,Darlene Love,Traci Wolfe,Steve Kahan,Mark Rolston,Jenette Goldstein,Dean Norris,Juney Smith,Nestor Serrano,Philip Suriano",107,107
"Terence Stamp,Peter Fonda,Lesley Ann Warren","Terence Stamp,Lesley Ann Warren,Luis Guzmán,Barry Newman,Joe Dallesandro,Nicky Katt,Peter Fonda,Amelia Heinle,Melissa George,William Lucking,Matthew Kimbrough,John Robotham,Steve Heinze,Nancy Lenehan,Wayne Pére",108,108
"Linda Fiorentino,Peter Berg,Bill Pullman","Linda Fiorentino,Bill Pullman,Michael Raysses,Zack Phifer,Peter Berg,Brien Varady,Dean Norris,Donna Wilson,Mik Scriba,J.T. Walsh,Erik-Anders Nilsson,Patricia R. Caprio,Herb Mitchell,Bill Nunn,Renee Rogers",109,109
"Gabriel Byrne,Albert Finney,John Turturro","Gabriel Byrne,Marcia Gay Harden,John Turturro,Jon Polito,J.E. Freeman,Albert Finney,Mike Starr,Al Mancini,Richard Woods,Thomas Toner,Steve Buscemi,Mario Todisco,Olek Krupa,Michael Jeter,Lanny Flaherty",110,110
"Robin Williams,Marcia Gay Harden,Christopher McDonald","Robin Williams,Marcia Gay Harden,Christopher McDonald,Ted Levine,Clancy Brown,Raymond J. Barry,Wil Wheaton,Edie McClurg,Jodi Benson,Leslie Stefanson,Malcolm Brownson,Benjamin Brock,Dakin Matthews,Zack Zeigler,Sam Lloyd",111,111
"Bette Davis,Paul Henreid,Claude Rains","Bette Davis,Paul Henreid,Claude Rains,Gladys Cooper,Bonita Granville,John Loder,Ilka Chase,Lee Patrick,Franklin Pangborn,Katharine Alexander,James Rennie,Mary Wickes",112,112
"James Stewart,Lee Remick,Ben Gazzara","James Stewart,Lee Remick,Ben Gazzara,Arthur O'Connell,Eve Arden,Kathryn Grant,George C. Scott,Orson Bean,Russ Brown,Murray Hamilton,Brooks West,Ken Lynch,John Qualen,Howard McNear,Alexander Campbell",113,113
"Priscilla C. Shirer,T.C. Stallings,Karen Abercrombie","Priscilla C. Shirer,T.C. Stallings,Karen Abercrombie,Beth Moore,Michael Jr.,Jadin Harris,Tenae Downing,Alena Pitts,Kathleen Dellinger,Toochukwu T.C. Anyachonkeya,Noël Baker,Perry Ball,J.D. Banks,Elizabeth Becka,Audrey Blackwelder",114,114
"Christopher Lambert,Adrian Paul,Bruce Payne","Adrian Paul,Christopher Lambert,Bruce Payne,Lisa Barbuscia,Donnie Yen,Jim Byrnes,Peter Wingfield,Damon Dash,Beatie Edney,Sheila Gish,Oris Erhuero,Ian Paul Cassidy,Adam Copeland,Mihnea Trusca,June Watson",115,115
"Henry Fonda,Jane Darwell,John Carradine","Henry Fonda,Jane Darwell,John Carradine,Charley Grapewin,Dorris Bowdon,Russell Simpson,O.Z. Whitehead,John Qualen,Eddie Quillan,Zeffie Tilbury,Frank Sully,Frank Darien,Darryl Hickman,Shirley Mills,Roger Imhof",116,116
"Charlton Heston,Jack Hawkins,Stephen Boyd","Charlton Heston,Jack Hawkins,Haya Harareet,Stephen Boyd,Hugh Griffith,Martha Scott,Cathy O'Donnell,Sam Jaffe,Finlay Currie,Frank Thring,Terence Longdon,George Relph,André Morell",117,117
"Charlton Heston,Roddy McDowall,Kim Hunter","Charlton Heston,Roddy McDowall,Kim Hunter,Maurice Evans,James Whitmore,James Daly,Linda Harrison,Robert Gunner,Lou Wagner,Woodrow Parfrey,Jeff Burton,Buck Kartalian,Norman Burton,Wright King,Paul Lambert",118,118
"Charlton Heston,Anthony Zerbe,Rosalind Cash","Charlton Heston,Anthony Zerbe,Rosalind Cash,Paul Koslo,Eric Laneuville,Lincoln Kilpatrick,Jill Giraldi,Anna Aries,Brian Tochi,DeVeren Bookwalter,John Dierkes,Monika Henreid,Linda Redfearn,Forrest Wood",119,119
"Bruce Dern,Cliff Potts,Ron Rifkin","Bruce Dern,Cliff Potts,Ron Rifkin,Jesse Vint,Mark Persons,Steven Brown,Cheryl Sparks,Larry Whisenhunt",120,120
"Matthew Broderick,Ally Sheedy,John Wood","Matthew Broderick,Dabney Coleman,John Wood,Ally Sheedy,Barry Corbin,Juanin Clay,Kent Williams,Dennis Lipscomb,Joe Dorsey,Irving Metzman,Michael Ensign,William Bogert,Susan Davis,James Tolkan,David Clover",121,121
"Jane Levy,Shiloh Fernandez,Jessica Lucas","Jane Levy,Shiloh Fernandez,Lou Taylor Pucci,Jessica Lucas,Elizabeth Blackmore,Phoenix Connolly,Jim McLarty,Stephen Butterworth,Karl Willetts,Randal Wilson,Rupert Degas,Bob Dorian,Ellen Sandweiss,Inca",122,122
"Tobin Bell,Shawnee Smith,Angus Macfadyen","Tobin Bell,Shawnee Smith,Angus Macfadyen,Bahar Soomekh,Donnie Wahlberg,Dina Meyer,Leigh Whannell,Mpho Koaho,Barry Flatman,Lyriq Bent,J. LaRose,Debra McCabe,Costas Mandylor,Betsy Russell,Jane Luk",123,123
"Mary Elizabeth Winstead,Ryan Merriman,Kris Lemche","Mary Elizabeth Winstead,Ryan Merriman,Kris Lemche,Alexz Johnson,Sam Easton,Jesse Moss,Gina Holden,Texas Battle,Chelan Simmons,Crystal Lowe,Amanda Crew,Maggie Ma,Ecstasia Sanders,Jody Racicot,Patrick Gallagher",124,124
"Nick Zano,Krista Allen,Andrew Fiscella","Bobby Campo,Shantel VanSanten,Nick Zano,Haley Webb,Mykelti Williamson,Krista Allen,Andrew Fiscella,Justin Welborn,Stephanie Honoré,Lara Grice,Jackson Walker,Phil Austin,William Aguillard,Brendan Aguillard,Juan Kincaid",125,125
"James Karen,Thom Mathews,Michael Kenworthy","Michael Kenworthy,Thor Van Lingen,Jason Hogan,James Karen,Thom Mathews,Suzanne Snyder,Marsha Dietlein,Hanala Sagal,Jonathan Terry,Dana Ashbrook,Sally Smythe,Allan Trautman,Don Maxwell,Reynold Cindrich,Philip Bruns",126,126
"Jason Lively,Tom Atkins,Steve Marshall","Jason Lively,Steve Marshall,Jill Whitlow,Tom Atkins,Wally Taylor,Bruce Solomon,Vic Polizos,Allan Kayser,Ken Heron,Alice Cadogan,June Harris,David Paymer,David Oliver,Evelyne Smith,Ivan E. Roth",127,127
"Jeffrey Combs,Barbara Crampton,Ted Sorel","Jeffrey Combs,Barbara Crampton,Ted Sorel,Ken Foree,Carolyn Purdy-Gordon,Bunny Summers,Bruce McGuire,Del Russel,Dale Wyatt,Karen Christenfeld,Andy Miller,John Leamer,Regina Bleesz",128,128
"Catherine Parker,Courtney Bell,Dave Levine","Catherine Parker,Courtney Bell,Dave Levine,Justin Gordon,Morgan Peter Brown,James Flanagan,Doug Jones,Scott Graham,Connie Ventress,Ian Gregory,Mark Dumonski,Elisabeth Adwin,Erin Cipolletti,Jonathan Fisher,Brandon Valley Jones",129,129
"Christian Bale,Tom Hardy,Anne Hathaway","Christian Bale,Gary Oldman,Tom Hardy,Joseph Gordon-Levitt,Anne Hathaway,Marion Cotillard,Morgan Freeman,Michael Caine,Matthew Modine,Alon Aboutboul,Ben Mendelsohn,Burn Gorman,Daniel Sunjata,Aidan Gillen,Sam Kennard",130,130
"Kyle MacLachlan,Virginia Madsen,Francesca Annis","Francesca Annis,Leonardo Cimino,Brad Dourif,José Ferrer,Linda Hunt,Freddie Jones,Richard Jordan,Kyle MacLachlan,Virginia Madsen,Silvana Mangano,Everett McGill,Kenneth McMillan,Jack Nance,Siân Phillips,Jürgen Prochnow",131,131
"Aaron Eckhart,Michelle Rodriguez,Bridget Moynahan","Aaron Eckhart,Ramon Rodriguez,Will Rothhaar,Cory Hardrict,Jim Parrack,Gino Anthony Pesi,Ne-Yo,James Hiroyuki Liao,Bridget Moynahan,Noel Fisher,Adetokumboh M'Cormack,Bryce Cass,Michael Peña,Michelle Rodriguez,Neil Brown Jr.",132,132
"Jacqui Holland,Olivia Bellafontaine,Breanne Benson","Jacqui Holland,Olivia Bellafontaine,Breanne Benson,Matt Bianca,Matt Jones,Ryan Keely,Charlie Laine,Zachery Marsala,Marek Matousek,Sir Nick,Christy Patrick,Sally Sandoval",133,133
"Laurence Fishburne,Chris Rock,David Hyde Pierce","Chris Rock,Laurence Fishburne,David Hyde Pierce,Brandy Norwood,William Shatner,Ron Howard,Kid Rock,Kenny Olson,Jason Krause,Joe C.,Stefanie Eulinberg,Jimmie Bones,Uncle Kracker,Jonathan Adams,Carlos Alazraqui",134,134
"Laurence Olivier,Harry Hamlin,Claire Bloom","Laurence Olivier,Claire Bloom,Maggie Smith,Ursula Andress,Jack Gwillim,Susan Fleetwood,Pat Roach,Harry Hamlin,Judi Bowker,Burgess Meredith,Siân Phillips,Flora Robson,Anna Manahan,Freda Jackson,Tim Pigott-Smith",135,135
"Ingrid Pitt,Pippa Steel,Madeline Smith","Ingrid Pitt,Pippa Steel,Madeline Smith,Peter Cushing,George Cole,Dawn Addams,Kate O'Mara,Douglas Wilmer,Jon Finch,Ferdy Mayne,Kirsten Lindholm,John Forbes-Robertson,Shelagh Wilcocks,Harvey Hall,Janet Key",136,136
"Peter Cushing,Christopher Lee,Yvonne Furneaux","Peter Cushing,Christopher Lee,Yvonne Furneaux,Eddie Byrne,Felix Aylmer,Raymond Huntley,George Pastell,Michael Ripper,George Woodbridge,Harold Goodwin,Denis Shaw,Gerald Lawson,Willoughby Gray,John Stuart,David Browning",137,137
"Bela Lugosi,Helen Chandler,David Manners","Bela Lugosi,Helen Chandler,David Manners,Dwight Frye,Edward Van Sloan,Herbert Bunston,Frances Dade,Joan Standing,Charles K. Gerrard",138,138
"Fay Wray,Robert Armstrong,Bruce Cabot","Fay Wray,Robert Armstrong,Bruce Cabot,Frank Reicher,Sam Hardy,Noble Johnson,Steve Clemente,James Flavin,King Kong",139,139
"Morgan Spurlock,Daryl Isaacs,Chemeeka Walker","Chemeeka Walker,Dania Abu-Rmaileh,Amanda Kearsan,Christian Baucher,Amelia Giancarlo,Geoffrey Giancarlo,Alexandria Morgan,Chanelle Clarke,Marisa Danenfield,Katie Danenfield,Megan Foley,Edmand Cardero,Jay Cohen,Jonnae Strong,Audrey Whitfield",140,140
"Mia Wasikowska,Johnny Depp,Helena Bonham Carter","Johnny Depp,Mia Wasikowska,Helena Bonham Carter,Anne Hathaway,Crispin Glover,Matt Lucas,Michael Sheen,Stephen Fry,Alan Rickman,Barbara Windsor,Paul Whitehouse,Timothy Spall,Marton Csokas,Tim Pigott-Smith,John Surman",141,141
"Daniel Radcliffe,Emma Watson,Rupert Grint","Daniel Radcliffe,Richard Griffiths,Pam Ferris,Fiona Shaw,Harry Melling,Adrian Rawlins,Geraldine Somerville,Lee Ingleby,Lenny Henry,Jimmy Gardner,Gary Oldman,Jim Tavaré,Robert Hardy,Abby Ford,Rupert Grint",142,142
"Mike Myers,Eddie Murphy,Cameron Diaz","Mike Myers,Eddie Murphy,Cameron Diaz,John Lithgow,Vincent Cassel,Peter Dennis,Clive Pearse,Jim Cummings,Bobby Block,Chris Miller,Cody Cameron,Kathleen Freeman,Michael Galasso,Christopher Knights,Simon J. Smith",143,143
"Matthew Broderick,Jeremy Irons,James Earl Jones","Matthew Broderick,Jonathan Taylor Thomas,James Earl Jones,Jim Cummings,Jeremy Irons,Moira Kelly,Niketa Calame,Ernie Sabella,Nathan Lane,Robert Guillaume,Rowan Atkinson,Madge Sinclair,Whoopi Goldberg,Cheech Marin,Jason Weaver",144,144
"Paige O'Hara,Robby Benson,Jesse Corti","Robby Benson,Jesse Corti,Rex Everhart,Angela Lansbury,Paige O'Hara,Jerry Orbach,Bradley Pierce,David Ogden Stiers,Richard White,Jo Anne Worley,Mary Kay Bergman,Brian Cummings,Alvin Epstein,Tony Jay,Alec Murphy",145,145
"Tony Goldwyn,Minnie Driver,Brian Blessed","Brian Blessed,Glenn Close,Minnie Driver,Tony Goldwyn,Nigel Hawthorne,Lance Henriksen,Wayne Knight,Alex D. Linz,Rosie O'Donnell,Beth Anderson,Jack Angel,Joseph Ashton,Bob Bergen,Billy Bodine,Rodger Bumpass",146,146
"David Spade,John Goodman,Eartha Kitt","David Spade,John Goodman,Eartha Kitt,Patrick Warburton,Wendie Malick,Kellyann Kelso,Eli Russell Linnetz,Tom Jones,Stephen J. Anderson,Bob Bergen,Rodger Bumpass,Robert Clotworthy,Jennifer Darling,Patti Deutsch,John Fiedler",147,147
"Joaquin Phoenix,Jeremy Suarez,Rick Moranis","Joaquin Phoenix,Jeremy Suarez,Jason Raize,Rick Moranis,Dave Thomas,D.B. Sweeney,Joan Copeland,Michael Clarke Duncan,Harold Gould,Paul Christie,Danny Mastrogiorgio,Estelle Harris,Greg Proops,Pauley Perrette,Darko Cesar",148,148
"Kevin Kline,Kenneth Branagh,Rosie Perez","Kevin Kline,Kenneth Branagh,Rosie Perez,Armand Assante,Edward James Olmos,Jim Cummings,Frank Welker,Tobin Bell,Duncan Marjoribanks,Elijah Chiang,Cyrus Shaki-Khan,Elton John",149,149
"Will Smith,Robert De Niro,Renée Zellweger","Will Smith,Robert De Niro,Renée Zellweger,Jack Black,Angelina Jolie,Martin Scorsese,Ziggy Marley,Doug E. Doug,Michael Imperioli,Vincent Pastore,Peter Falk,Katie Couric,David Soren,David P. Smith,Bobb'e J. Thompson",150,150
"Elijah Wood,Brittany Murphy,Hugh Jackman","Carlos Alazraqui,Lombardo Boyar,Jeffrey Garcia,Johnny A. Sanchez,Robin Williams,Elijah Wood,Brittany Murphy,Hugh Jackman,Nicole Kidman,Hugo Weaving,Elizabeth Daily,Magda Szubanski,Miriam Margolyes,Fat Joe,Alyssa Shafer",151,151
"Johnny Depp,Isla Fisher,Timothy Olyphant","Johnny Depp,Isla Fisher,Abigail Breslin,Ned Beatty,Alfred Molina,Bill Nighy,Stephen Root,Harry Dean Stanton,Timothy Olyphant,Ray Winstone,Ian Abercrombie,Gil Birmingham,James Ward Byrkit,Claudia Black,Blake Clark",152,152
"Anna Faris,Bill Hader,Bruce Campbell","Bill Hader,Anna Faris,James Caan,Andy Samberg,Bruce Campbell,Mr. T,Bobb'e J. Thompson,Benjamin Bratt,Neil Patrick Harris,Al Roker,Lauren Graham,Will Forte,Max Neuwirth,Peter Siragusa,Angela Shelton",153,153
"Ben Stiller,Chris Rock,David Schwimmer","Ben Stiller,Chris Rock,David Schwimmer,Jada Pinkett Smith,Sacha Baron Cohen,Cedric the Entertainer,Andy Richter,Bernie Mac,Alec Baldwin,Sherri Shepherd,Will.i.am,Elisa Gabrielli,Tom McGrath,Chris Miller,Christopher Knights",154,154
"Natalie Wood,George Chakiris,Richard Beymer","Natalie Wood,Richard Beymer,Russ Tamblyn,Rita Moreno,George Chakiris,Simon Oakland,Ned Glass,William Bramley,Tucker Smith,Tony Mordente,David Winters,Eliot Feld,Bert Michaels,David Bean,Robert Banas",155,155
"Jill Clayburgh,Alan Bates,Michael Murphy","Jill Clayburgh,Alan Bates,Michael Murphy,Cliff Gorman,Patricia Quinn,Kelly Bishop,Lisa Lucas,Linda Miller,Andrew Duncan,Daniel Seltzer,Matthew Arkin,Penelope Russianoff,Novella Nelson,Raymond J. Barry,Ivan Karp",156,156
"Burt Reynolds,Jill Clayburgh,Candice Bergen","Burt Reynolds,Jill Clayburgh,Candice Bergen,Charles Durning,Frances Sternhagen,Austin Pendleton,Mary Kay Place,MacIntyre Dixon,Jay O. Sanders,Charles Kimbrough,Richard Whiting,Alfie Wise,Wallace Shawn,Sturgis Warner,Mary Catherine Wright",157,157
"Burt Reynolds,Kris Kristofferson,Jill Clayburgh","Burt Reynolds,Kris Kristofferson,Jill Clayburgh,Robert Preston,Bert Convy,Roger E. Mosley,Lotte Lenya,Richard Masur,Carl Weathers,Brian Dennehy,Mary Jo Catlett,Joe Kapp,Ron Silver,James MacKrell,Peter Bromilow",158,158
"Burt Reynolds,Eddie Albert,Ed Lauter","Burt Reynolds,Eddie Albert,Ed Lauter,Michael Conrad,James Hampton,Harry Caesar,John Steadman,Charles Tyner,Mike Henry,Jim Nicholson,Bernadette Peters,Pervis Atkins,Tony Cacciotti,Anitra Ford,Michael Fox",159,159
"Warren Beatty,James Mason,Julie Christie","Warren Beatty,Julie Christie,James Mason,Jack Warden,Charles Grodin,Dyan Cannon,Buck Henry,Vincent Gardenia,Joseph Maher,Hamilton Camp,Arthur Malet,Stephanie Faracy,Jeannie Linero,Harry D.K. Wong,George J. Manos",160,160
"Warren Beatty,Annette Bening,Harvey Keitel","Warren Beatty,Annette Bening,Harvey Keitel,Ben Kingsley,Elliott Gould,Joe Mantegna,Richard C. Sarafian,Bebe Neuwirth,Gian-Carlo Scandiuzzi,Wendy Phillips,Stefanie Mason,Kimberly McCullough,Andy Romano,Robert Beltran,Bill Graham",161,161
"Jack Nicholson,Danny DeVito,Armand Assante","Jack Nicholson,Danny DeVito,Armand Assante,J.T. Walsh,John C. Reilly,Frank Whaley,Kevin Anderson,John P. Ryan,Robert Prosky,Natalija Nogulich,Nicholas Pryor,Paul Guilfoyle,Karen Young,Cliff Gorman,Joanne Neer",162,162
"Jack Nicholson,Benicio Del Toro,Patricia Clarkson","Patricia Clarkson,Beau Daniels,Benicio Del Toro,Dale Dickey,Wendy Morrow Donaldson,Adrien Dorval,Aaron Eckhart,Shawn Henter,Kathy Jensen,Taryn Knowles,Nels Lennarson,Costas Mandylor,J.J. McColl,Gordon May,Gardiner Millar",163,163
"Steve Martin,Diane Keaton,Martin Short","Steve Martin,Diane Keaton,Martin Short,Kimberly Williams-Paisley,George Newbern,Kieran Culkin,BD Wong,Peter Michael Goetz,Kate McGregor-Stewart,Jane Adams,Eugene Levy,Rebecca Chambers,April Ortiz,Dulcy Rogers,Kathy Anthony",164,164
"Steve Martin,Victoria Tennant,Richard E. Grant","Steve Martin,Victoria Tennant,Richard E. Grant,Marilu Henner,Sarah Jessica Parker,Susan Forristal,Kevin Pollak,Sam McMurray,Patrick Stewart,Andrew Amador,Gail Grate,Eddie De Harp,M.C. Shan,Frances Fisher,Iman",165,165
"Steve Martin,Charles Grodin,Judith Ivey","Steve Martin,Charles Grodin,Judith Ivey,Steve Lawrence,Robyn Douglass,Merv Griffin,Joyce Brothers,Candi Brough,Randi Brough,Julie Payne,Madison Arnold,Roger Robinson,Dan Hannafin,Joan Sweeny,Nicholas Mele",166,166
"Steve Martin,Bernadette Peters,Jessica Harper","Steve Martin,Bernadette Peters,Jessica Harper,Vernel Bagneris,John McMartin,John Karlen,Jay Garner,Robert Fitch,Tommy Rall,Eliska Krupka,Christopher Walken,Francis X. McCarthy,Raleigh Bond,Gloria LeRoy,Nancy Parsons",167,167
"Bing Crosby,Madge Evans,Edith Fellows","Bing Crosby,Madge Evans,Edith Fellows,Louis Armstrong,Donald Meek,John Gallaudet,William Stack,Nana Bryant,Tom Dugan,Nydia Westman,William Byrne",168,168
"Marlene Dietrich,Randolph Scott,John Wayne","Marlene Dietrich,Randolph Scott,John Wayne,Margaret Lindsay,Harry Carey,Richard Barthelmess,George Cleveland,Samuel S. Hinds,Russell Simpson,William Farnum,Marietta Canty,Jack Norton,Ray Bennett,Forrest Taylor,Art Miles",169,169
"Claire Trevor,John Wayne,George Sanders","Claire Trevor,John Wayne,George Sanders,Brian Donlevy,Wilfrid Lawson,Robert Barrat,John F. Hamilton,Moroni Olsen,Eddie Quillan,Chill Wills,Ian Wolfe,Wallis Clark,Monte Montague,Olaf Hytten,Eddy Waller",170,170
"John Wayne,Lauren Bacall,Paul Fix","John Wayne,Lauren Bacall,Paul Fix,Joy Kim,Berry Kroeger,Mike Mazurki,Anita Ekberg",171,171
"John Wayne,Susan Hayward,Dennis O'Keefe","John Wayne,Susan Hayward,Dennis O'Keefe,William Frawley,Leonid Kinskey,J.M. Kerrigan,Grant Withers,Paul Fix,Ben Welden,William Forrest,Addison Richards,Jay Norris,Duncan Renaldo",172,172
"Robert Montgomery,John Wayne,Donna Reed","Robert Montgomery,John Wayne,Donna Reed,Jack Holt,Ward Bond,Marshall Thompson,Paul Langton,Leon Ames,Arthur Walsh,Donald Curtis,Cameron Mitchell,Jeff York,Murray Alper,Harry Tenbrook,Jack Pennick",173,173
"John Wayne,Henry Fonda,Shirley Temple","John Wayne,Henry Fonda,Shirley Temple,Pedro Armendáriz,Ward Bond,George O'Brien,Victor McLaglen,Anna Lee,Irene Rich,Dick Foran,Guy Kibbee,Grant Withers,Jack Pennick,Ray Hyke,Movita",174,174
"John Wayne,Lauren Bacall,Ron Howard","John Wayne,Lauren Bacall,Ron Howard,James Stewart,Richard Boone,Hugh O'Brian,Bill McKinney,Harry Morgan,John Carradine,Sheree North,Rick Lenz,Scatman Crothers,Gregg Palmer,Alfred Dennis,Dick Winslow",175,175
"John Wayne,Dean Martin,Martha Hyer","John Wayne,Dean Martin,Martha Hyer,Michael Anderson Jr.,Earl Holliman,Jeremy Slate,James Gregory,Paul Fix,George Kennedy,Dennis Hopper,Sheldon Allman,John Litel,John Doucette,James Westerfield,Rhys Williams",176,176
"John Wayne,Stewart Granger,Ernie Kovacs","John Wayne,Stewart Granger,Ernie Kovacs,Fabian,Capucine,Mickey Shaughnessy,Karl Swenson,Joe Sawyer,Kathleen Freeman,John Qualen,Stanley Adams",177,177
"John Wayne,Lee Marvin,Elizabeth Allen","John Wayne,Lee Marvin,Elizabeth Allen,Jack Warden,Cesar Romero,Dick Foran,Dorothy Lamour,Marcel Dalio,Mike Mazurki,Jacqueline Malouf,Cherylene Lee,Jeffrey Byron,Edgar Buchanan,Jon Fong",178,178
"John Wayne,Elsa Martinelli,Hardy Krüger","John Wayne,Hardy Krüger,Elsa Martinelli,Red Buttons,Gérard Blain,Bruce Cabot,Michèle Girardon,Valentin de Vargas,Eduard Franz,Queenie Leonard",179,179
"Jim Sturgess,Ed Harris,Colin Farrell","Dragos Bucur,Colin Farrell,Ed Harris,Alexandru Potocean,Saoirse Ronan,Gustaf Skarsgård,Mark Strong,Jim Sturgess,Sebastian Urzendowsky,Zachary Baharov,Sally E. Brunski,Igor Gnezdilov,Dejan Angelov,Stanislav Pishtalov,Mariy Grigorov",180,180
"Erin Kelly,Diane Gaidry,Laura Breckenridge","Erin Kelly,Diane Gaidry,Laura Breckenridge,Michelle Horn,Gustine Fudickar,Ilene Graff,Kevin McCarthy,Markus Flanagan,Karen Teliha,Marla Maples,Greg Joelson,Wendy Schaal,Gregory Carroll,Shawn Thompson,Leslie Andrews",181,181
