Release Date,Language,original_index,unique_index
17 August 1951 (USA),English,740,702
15 September 1950 (USA),English,741,703
3 July 1955 (USA),English,742,704
29 June 1956 (USA),English,743,705
24 January 1958 (Finland),English,744,706
,English,745,47
24 December 1996 (USA),English,746,707
,English,747,47
,English,748,47
29 January 1988 (USA),English,749,708
15 September 2012 (USA),English,750,709
15 May 1992 (USA),English,751,710
23 March 2012 (USA),English,752,711
28 November 2010 (USA),English,753,712
27 July 1984 (USA),English,754,713
27 August 1993 (USA),English,755,714
30 March 2012 (UK),English,756,715
April 1984 (USA),English,757,716
28 August 1992 (USA),English,758,717
8 August 2012 (France),English,759,718
1 February 1950 (France),English,760,719
3 September 2010 (USA),English,761,720
24 January 1948 (USA),"English,Spanish",762,721
5 March 1993 (USA),English,763,722
12 December 2003 (USA),"English,French",764,723
September 1997 (USA),English,765,724
"Aug 3, 2001 Wide","English,Mandarin,Cantonese",766,725
3 September 2015 (USA),English,767,726
10 August 1990 (USA),English,768,727
4 August 1956 (USA),English,769,728
14 July 1951 (USA),English,770,729
13 July 2012 (UK),English,771,730
22 December 1989 (USA),English,772,731
5 August 2005 (USA),English,773,732
26 January 2001 (USA),"English,Italian",774,733
23 January 2015 (USA),English,775,734
9 March 2012 (USA),English,776,735
October 2016 (USA),English,777,736
3 April 2005 (USA),English,778,737
26 January 2007 (USA),English,779,738
9 October 2009 (USA),English,780,739
May 1957 (USA),English,781,740
15 March 1956 (USA),English,782,741
24 January 2001 (USA),English,783,742
12 June 2015 (USA),"English,French,Latin",784,743
25 January 2007 (Germany),English,785,744
25 September 2015 (USA),English,786,50
27 August 2004 (USA),English,787,745
25 September 2015 (USA),"English,Spanish",788,746
5 August 2011 (USA),English,789,747
21 November 2012 (USA),"English,French",790,748
19 December 2014 (USA),English,791,749
12 March 1999 (USA),English,792,750
9 October 2015 (USA),English,793,751
2015 (Chile),English,794,752
28 September 2012 (USA),English,795,753
25 February 2011 (USA),English,796,754
28 March 2014 (USA),English,797,755
18 February 2005 (USA),English,798,756
8 November 2005 (USA),English,799,757
20 August 2010 (USA),English,800,758
15 March 1996 (USA),English,801,759
10 June 2011 (USA),English,802,697
18 March 2015 (USA),English,803,760
10 January 2012 (USA),English,804,761
11 March 2015 (USA),English,805,762
13 March 2015 (USA),English,806,763
9 April 2010 (USA),"English,Hebrew",807,764
6 November 2015 (USA),English,808,765
7 June 2014 (USA),"English,Greek",809,766
26 June 2015 (USA),English,810,259
6 February 2015 (USA),English,811,767
26 September 2014 (USA),English,812,768
7 October 2005 (USA),English,813,769
26 November 2014 (USA),English,814,770
27 March 2015 (USA),English,815,771
10 July 2015 (USA),English,816,472
18 April 2008 (USA),"English,Hawaiian,German,Japanese",817,772
23 June 2000 (USA),English,818,773
"Sep 27, 2013 Wide",English,819,774
22 March 2013 (USA),English,820,775
26 May 2011 (USA),English,821,776
8 May 2009 (USA),English,822,777
22 June 2012 (USA),English,823,778
15 April 2011 (USA),"English,Portuguese",824,779
17 July 2013 (USA),English,825,780
24 May 2013 (USA),English,826,781
21 November 2008 (USA),English,827,782
13 July 2012 (USA),English,828,783
5 November 2010 (USA),English,829,784
13 March 2015 (USA),English,830,763
22 December 1999 (USA),English,831,402
18 June 1982 (USA),English,832,785
10 October 2014 (USA),English,833,786
19 December 2014 (USA),English,834,749
16 December 2011 (USA),English,835,787
2 May 1997 (USA),English,836,788
26 September 2015 (USA),English,837,789
10 April 2009 (USA),English,838,790
25 December 2003 (USA),English,839,791
22 January 2010 (USA),English,840,792
22 May 2015 (USA),"English,French,Japanese",841,793
27 March 2014 (USA),English,842,794
24 November 2010 (USA),English,843,795
3 July 2013 (USA),English,844,796
27 November 2013 (USA),"English,Icelandic",845,797
2 November 2012 (USA),English,846,798
19 February 1999 (USA),English,847,799
23 February 2001 (USA),English,848,800
14 November 1964 (USA),English,849,801
29 July 1994 (USA),"English,Swedish",850,802
8 November 1996 (USA),English,851,803
2 July 1982 (USA),English,852,804
3 August 2007 (USA),"English,Spanish",853,805
18 June 1998 (Australia),English,854,806
17 December 2010 (USA),English,855,807
16 April 1999 (USA),English,856,808
"Aug 7, 2015 Wide",English,857,809
16 April 2015 (USA),English,858,810
17 April 2015 (USA),English,859,811
17 July 2015 (USA),"English,French,Korean",860,812
19 April 2015 (USA),English,861,813
3 November 1983 (Australia),English,862,814
18 February 2011 (USA),English,863,815
22 April 2015 (USA),English,864,816
November 2009 (Netherlands),"English,French",865,817
5 November 2013 (USA),English,866,672
22 September 2006 (USA),English,867,818
23 December 2015 (USA),English,868,819
4 March 2016 (USA),English,869,820
3 August 1999 (USA),English,870,821
4 December 1969 (USA),English,871,822
8 July 2016 (USA),English,872,823
17 June 2016 (USA),English,873,824
29 January 2016 (USA),English,874,825
27 May 2016 (USA),English,875,547
16 March 2015 (USA),English,876,826
19 June 2015 (USA),English,877,232
19 June 2015 (USA),English,878,232
26 June 2015 (USA),English,879,259
February 1996 (USA),English,880,827
7 November 2014 (USA),English,881,828
19 November 2004 (USA),English,882,829
27 March 2009 (USA),English,883,830
11 April 2014 (USA),"English,Portuguese",884,831
"Oct 17, 2014 Wide","English,Spanish",885,832
7 March 2014 (USA),"Spanish,English",886,833
5 October 2012 (USA),English,887,834
17 August 2012 (USA),English,888,835
11 March 2005 (USA),"English,Italian",889,836
26 January 1996 (USA),English,890,837
3 November 2006 (USA),English,891,838
2 October 1998 (USA),English,892,32
19 May 2006 (USA),English,893,839
25 November 1998 (USA),English,894,840
27 May 2005 (USA),"English,Portuguese,Spanish,German,French",895,841
13 June 2014 (USA),English,896,842
3 July 1985 (USA),English,897,843
2 November 2001 (USA),English,898,844
7 February 2014 (USA),English,899,845
29 May 2009 (USA),English,900,846
27 June 2008 (USA),English,901,3
22 June 1961 (USA),"English,Greek,German",902,847
21 June 2002 (USA),"English,Hawaiian",903,848
10 August 1953 (Brazil),"English,German,Russian",904,849
1 July 2009 (USA),English,905,850
6 June 2008 (USA),English,906,851
18 May 2007 (USA),English,907,852
19 May 2004 (USA),English,908,853
31 March 2006 (USA),English,909,854
15 March 2002 (USA),"English,Croatian",910,855
21 May 2010 (USA),English,911,856
"May 3, 2013 Wide",English,912,857
12 July 2013 (USA),"English,Japanese,Cantonese,Mandarin",913,858
18 December 2009 (USA),"English,Spanish",914,859
14 August 2009 (USA),"English,Nyanja,Afrikaans,Zulu,Xhosa,Southern Sotho",915,860
14 June 2013 (USA),English,916,861
7 May 2010 (USA),"English,French,Russian",917,862
5 August 2011 (USA),"English,Sign Languages",918,863
16 May 2013 (USA),"English,Klingon",919,864
3 July 1996 (USA),English,920,865
3 June 2011 (USA),"English,German,French,Spanish,Russian",921,866
29 June 2007 (USA),"English,French",922,867
5 November 2004 (USA),"English,French",923,868
24 June 2011 (USA),"English,Japanese,Italian,French",924,869
"Aug 9, 2013 Wide","English,Spanish",925,870
9 June 2006 (USA),"English,Italian,Japanese,Yiddish",926,871
25 May 1983 (USA),English,927,872
2 August 1978 (USA),English,928,449
21 November 2007 (USA),English,929,873
30 May 2014 (USA),English,930,874
5 November 1999 (USA),"English,Japanese,Arabic,Persian",931,875
11 December 1987 (USA),English,932,314
31 January 2003 (USA),"English,Persian,Russian",933,876
20 December 1991 (USA),"English,Spanish",934,877
17 October 2008 (USA),"English,Spanish",935,878
7 October 2005 (USA),English,936,769
8 October 2004 (USA),English,937,879
16 February 1996 (USA),English,938,534
12 November 1993 (USA),"English,Spanish",939,880
17 October 1997 (USA),"English,German,Italian,Mandarin,Spanish",940,881
11 August 2000 (USA),"English,American Sign Language",941,882
12 September 2008 (USA),"English,Spanish,Russian",942,883
29 March 1965 (UK),"English,German",943,884
31 January 1973 (West Germany),"English,Italian",944,885
30 June 1971 (USA),"English,French,German",945,886
7 December 1967 (Argentina),English,946,887
11 September 1964 (Brazil),English,947,888
29 July 1998 (USA),"English,French",948,889
10 July 1970 (Ireland),English,949,890
12 September 2014 (USA),English,950,891
22 December 2006 (USA),"English,Italian,Hebrew",951,892
30 January 1987 (USA),English,952,893
15 August 2012 (USA),English,953,894
9 December 2005 (USA),"English,German",954,895
16 November 1990 (USA),English,955,896
22 May 2009 (USA),English,956,897
7 August 2009 (USA),"English,Japanese",957,898
15 July 2005 (USA),English,958,899
20 November 1992 (USA),"English,French",959,900
16 November 2001 (USA),English,960,901
15 December 1995 (USA),"English,French",961,902
29 July 2011 (USA),English,962,903
31 July 2013 (USA),"English,French",963,904
11 February 2011 (USA),English,964,905
17 December 1999 (USA),"English,Dutch",965,906
"Dec 14, 2007 Wide","English,French,Spanish,Japanese",966,907
23 December 2009 (USA),"English,French",967,908
16 June 2006 (USA),English,968,909
1 April 2011 (USA),English,969,573
19 July 2002 (USA),English,970,910
11 June 2004 (USA),English,971,139
10 December 1993 (USA),"English,Cantonese",972,911
30 June 1999 (USA),English,973,912
19 July 1971 (Sweden),"English,Yiddish",974,913
28 September 2001 (USA),English,975,914
4 February 1994 (USA),English,976,915
11 June 1999 (USA),"English,German",977,916
14 February 1992 (USA),"English,Cantonese",978,917
15 October 2004 (USA),"English,French,Klingon,Korean,Arabic",979,918
10 November 1995 (USA),English,980,919
27 July 2007 (USA),English,981,920
6 October 2000 (USA),"English,Thai,Spanish,Hebrew,French",982,921
3 November 2006 (USA),"English,Romanian,Hebrew,Polish,Armenian",983,922
26 July 2002 (USA),"English,Japanese,German,French",984,923
27 September 2014 (USA),"English,Hungarian",985,924
24 August 2013 (Australia),English,986,925
2017 (USA),English,987,105
17 December 1973 (USA),"English,Yiddish",988,926
16 July 1982 (USA),English,989,927
8 June 2007 (USA),English,990,928
26 September 1980 (USA),"English,French,Persian",991,929
15 July 1983 (USA),"English,German",992,930
27 January 1984 (USA),"English,Italian,Yiddish",993,931
17 December 2004 (USA),English,994,932
11 December 1991 (USA),English,995,933
14 February 2008 (USA),English,996,294
21 November 1997 (USA),"English,Russian,French",997,934
"Jan 27, 2006 Wide",English,998,935
3 August 2001 (USA),"English,Dutch,Italian",999,936
10 August 2007 (USA),English,1000,937
9 April 2004 (USA),English,1001,938
5 February 1953 (USA),"English,American Sign Language",1002,939
21 December 2005 (USA),English,1003,940
10 February 2012 (USA),English,1004,941
17 June 2011 (USA),English,1005,942
25 December 2003 (USA),English,1006,791
11 July 2008 (USA),"English,Icelandic,Italian",1007,943
20 November 2009 (USA),"English,Spanish",1008,944
15 January 2010 (USA),English,1009,945
13 March 2009 (USA),English,1010,946
28 September 2007 (USA),English,1011,624
4 March 2005 (USA),"English,Korean",1012,947
16 May 2008 (USA),English,1013,948
22 November 1995 (USA),English,1014,949
26 October 1984 (USA),"English,Spanish",1015,950
20 June 1980 (USA),English,1016,951
23 June 1995 (USA),"English,Algonquin",1017,952
30 March 2007 (USA),English,1018,953
12 June 1987 (USA),"English,Spanish",1019,954
,English,1020,47
9 May 1985 (Australia),English,1021,955
13 October 1989 (USA),"English,Hebrew",1022,956
January 1976 (USA),English,1023,957
14 November 2014 (USA),English,1024,958
21 December 2005 (USA),"English,Spanish",1025,959
19 December 2008 (USA),"English,Korean,Estonian",1026,960
23 May 2003 (USA),English,1027,961
16 December 1994 (USA),"English,Swedish,German",1028,962
22 December 2004 (USA),"English,Spanish,Hebrew",1029,963
23 June 2000 (USA),"English,German",1030,964
8 October 1993 (USA),"English,German",1031,965
21 November 1986 (USA),English,1032,966
22 November 1991 (USA),English,1033,967
11 April 1995 (USA),English,1034,968
17 December 1982 (USA),English,1035,969
3 April 1992 (USA),English,1036,970
7 October 1994 (USA),English,1037,373
30 March 1994 (USA),English,1038,971
17 November 1989 (USA),English,1039,972
16 November 1990 (USA),English,1040,896
18 November 1988 (USA),English,1041,973
19 November 1982 (USA),"English,German",1042,974
3 March 2006 (USA),English,1043,975
7 August 1992 (USA),English,1044,976
24 February 1998 (USA),English,1045,977
6 May 1994 (USA),English,1046,978
7 April 1995 (USA),English,1047,979
30 July 2010 (USA),English,1048,980
2015 (USA),English,1049,258
January 2015 (USA),English,1050,981
15 March 2014 (USA),English,1051,982
22 December 1968 (USA),English,1052,983
31 January 2015 (USA),English,1053,984
25 May 2015 (USA),English,1054,985
9 August 2015 (USA),English,1055,986
November 2014 (USA),English,1056,987
5 April 2015 (USA),English,1057,988
27 March 2015 (USA),English,1058,771
17 September 2004 (USA),"English,Tibetan,German",1059,989
15 March 2015 (USA),English,1060,990
14 September 1955 (USA),English,1061,991
24 January 2012 (USA),English,1062,992
10 March 2000 (USA),English,1063,993
17 August 2007 (USA),English,1064,393
5 August 2009 (USA),English,1065,994
"Sep 16, 2011 Limited",English,1066,995
3 September 1922 (USA),English,1067,996
4 May 2015 (Norway),English,1068,997
24 January 2014 (USA),English,1069,998
8 March 2014 (USA),English,1070,999
9 May 2014 (UK),English,1071,1000
25 April 2014 (Canada),English,1072,1001
12 December 2014 (USA),English,1073,1002
1 May 2011 (USA),English,1074,1003
6 May 2015 (Belgium),English,1075,1004
12 May 2000 (UK),English,1076,1005
16 November 2016 (USA),"English,Czech",1077,1006
19 November 1923 (USA),English,1078,1007
31 May 1982 (USA),"English,Japanese",1079,1008
2015 (Russia),"Russian,English",1080,1009
8 February 1991 (USA),English,1081,163
24 August 1977 (USA),English,1082,1010
30 May 1980 (USA),English,1083,1011
19 May 1972 (USA),English,1084,1012
2 March 1984 (USA),"English,Spanish",1085,1013
22 November 2017 (USA),English,1086,1014
2018 (USA),English,1087,1015
4 December 2015 (USA),English,1088,1016
21 December 2001 (USA),English,1089,1017
18 June 2010 (USA),"English,Spanish",1090,1018
26 March 2010 (USA),English,1091,27
14 October 1914 (USA),English,1092,1019
16 July 2010 (USA),English,1093,1020
23 January 2015 (USA),English,1094,734
23 September 2011 (USA),English,1095,1021
18 January 2002 (USA),English,1096,1022
7 May 2015 (USA),English,1097,1023
25 December 1998 (USA),English,1098,1024
8 April 2016 (USA),English,1099,1025
20 November 2015 (USA),English,1100,1026
20 April 2012 (USA),English,1101,1027
6 November 1996 (USA),English,1102,1028
3 July 1991 (USA),"English,Spanish",1103,1029
14 February 1991 (USA),English,1104,1030
19 March 2004 (USA),English,1105,1031
10 July 1987 (USA),"English,Vietnamese",1106,1032
21 August 2009 (USA),"English,German,French,Italian",1107,1033
14 October 1994 (USA),"English,Spanish,French",1108,1034
20 November 1998 (USA),English,1109,1035
2 September 1992 (France),English,1110,1036
1 October 1999 (USA),English,1111,1037
23 May 1980 (USA),English,1112,1038
8 February 1976 (USA),"English,Spanish",1113,1039
