beer_name,style,original_index,unique_index,count
Angry Adam,American Amber / Red Ale,1974,1894,1.0
Freedom Fries,American Stout,1975,1895,1.0
Bitter Biker Double IPA,American Double / Imperial IPA,1976,1891,2.0
Ghost Bike Pale Ale,American Pale Ale (APA),1977,1896,1.0
Spiteful IPA,American IPA,1978,1897,1.0
Alley Time,American Pale Ale (APA),1979,1898,1.0
Fat Badger,Irish Red Ale,1980,1899,1.0
In the Weeds,American Pale Wheat Ale,1981,1900,1.0
Special Amber,Vienna Lager,1982,1901,2.0
Special Amber,Vienna Lager,1983,1901,2.0
Seven Gates Pale Ale,American Pale Ale (APA),1984,1902,1.0
Gunga Din,Cider,1985,1903,1.0
Starr Pils,German Pilsener,1986,1904,1.0
Northern Lights India Pale Ale,American IPA,1987,1905,2.0
Festie,Märzen / Oktoberfest,1988,1906,1.0
Northern Lights India Pale Ale,American IPA,1989,1905,2.0
Third Eye Enlightened Pale Ale,American Pale Ale (APA),1990,1907,1.0
Colorado Kölsch,Kölsch,1991,1908,1.0
Steam Engine Lager,American Amber / Red Lager,1992,1909,1.0
Third Eye Pale Ale,American IPA,1993,1910,1.0
Point Special (Current),American Adjunct Lager,1994,1911,1.0
Point Special,American Adjunct Lager,1995,1912,2.0
Point Cascade Pale Ale (2013),American Pale Ale (APA),1996,1913,1.0
Point Special,American Adjunct Lager,1997,1912,2.0
Onyx Black Ale,American Black Ale,1998,1914,1.0
Beyond The Pale IPA,American IPA,1999,1915,1.0
Point Special (2013),American Adjunct Lager,2000,1916,1.0
Point Special (2012),American Adjunct Lager,2001,1917,1.0
Point Special Lager,American Adjunct Lager,2002,1918,2.0
St. Benedict's Winter Ale,Winter Warmer,2003,1919,1.0
Point Oktoberfest,Märzen / Oktoberfest,2004,1920,2.0
Point Nude Beach Summer Wheat,American Pale Wheat Ale,2005,1921,2.0
Point Nude Beach Summer Wheat,American Pale Wheat Ale,2006,1921,2.0
Point Nude Beach Summer Wheat (2011),American Pale Wheat Ale,2007,1922,1.0
Drop Dead Blonde,American Blonde Ale,2008,1923,1.0
Three Kings Ale,Kölsch,2009,1924,1.0
Point Oktoberfest,Märzen / Oktoberfest,2010,1920,2.0
2012 Black Ale,American Brown Ale,2011,1925,1.0
Point Nude Beach Summer Wheat (2010),American Pale Wheat Ale,2012,1926,1.0
Point Cascade Pale Ale,American Pale Ale (APA),2013,1927,1.0
Point Amber Classic,American Amber / Red Lager,2014,1928,1.0
Point Special Lager,American Adjunct Lager,2015,1918,2.0
Wisco Disco,American Amber / Red Ale,2016,1929,1.0
Brontide,American Black Ale,2017,1930,2.0
Brontide,American Black Ale,2018,1930,2.0
Classique,Saison / Farmhouse Ale,2019,1931,1.0
Sunsplash Golden Ale (2004),American Blonde Ale,2020,1932,1.0
Sand Island Lighthouse,Kölsch,2021,1933,1.0
Lily Flagg Milk Stout,Milk / Sweet Stout,2022,1934,1.0
Monkeynaut IPA,American IPA,2023,1935,1.0
Straub Beer (Current),American Adjunct Lager,2024,1936,1.0
American Lager,American Adjunct Lager,2025,1937,1.0
American Amber,American Amber / Red Lager,2026,1938,1.0
American Light,Light Lager,2027,1939,1.0
Extra Pale Ale,American Pale Ale (APA),2028,1940,1.0
Make It So,Extra Special / Strong Bitter (ESB),2029,1941,1.0
Hopvale Organic Ale,American Pale Ale (APA),2030,1942,1.0
Unchained #18 Hop Silo,American Double / Imperial IPA,2031,1943,1.0
Tip Off,Altbier,2032,1944,1.0
Java Mac,Scottish Ale,2033,1945,1.0
Cowbell,American Porter,2034,1946,1.0
Hop Up Offa That Brett (2014),Belgian Pale Ale,2035,1947,1.0
PV Muckle (2013),Scotch Ale / Wee Heavy,2036,1948,1.0
Bourbon Barrel Batch 666: Sympathy for the Devil,Belgian Dark Ale,2037,1949,1.0
Whip Fight,Scotch Ale / Wee Heavy,2038,1950,1.0
Port Barrel Wee Mac,Scotch Ale / Wee Heavy,2039,1951,1.0
Fistful Of Hops Red,American IPA,2040,1952,1.0
Fistful of Hops Orange,American IPA,2041,1953,1.0
Fistful Of Hops Blue,American IPA,2042,1954,1.0
Fistful of Hops Green,American IPA,2043,1955,1.0
30 Min Coma,Belgian IPA,2044,1956,1.0
Wee Muckle,Scotch Ale / Wee Heavy,2045,1957,1.0
Royal Brat,Extra Special / Strong Bitter (ESB),2046,1958,1.0
Grapefruit Jungle (GFJ),American IPA,2047,1959,1.0
Osiris Pale Ale,American Pale Ale (APA),2048,1960,1.0
Bourbon Barrel Aged Timmie,Russian Imperial Stout,2049,1961,1.0
Stupid Sexy Flanders,Flanders Oud Bruin,2050,1962,1.0
Bourbon Barrel Cowbell,American Porter,2051,1963,1.0
Popcorn Pilsner,German Pilsener,2052,1964,1.0
Ring of Dingle,Irish Dry Stout,2053,1965,1.0
Bourbon Barrel Wee Mac,Scottish Ale,2054,1966,1.0
Bourbon Barrel Johan,English Barleywine,2055,1967,1.0
The Deuce,American Brown Ale,2056,1511,2.0
The Velvet Fog,Quadrupel (Quad),2057,1968,1.0
Sun King Oktoberfest,Märzen / Oktoberfest,2058,1969,1.0
Indianapolis Indians Lager,Dortmunder / Export Lager,2059,1970,1.0
Indians Victory Lager (2012),Dortmunder / Export Lager,2060,1971,1.0
Chaka,Belgian Strong Pale Ale,2061,1519,2.0
Isis,American Double / Imperial IPA,2062,1972,1.0
Wee Muckle (2011),Scotch Ale / Wee Heavy,2063,1973,1.0
Grapefruit Jungle (GFJ) (2011),American IPA,2064,1974,1.0
Sun King Oktoberfest (2011),Märzen / Oktoberfest,2065,1975,1.0
Johan the Barleywine,English Barleywine,2066,1976,1.0
Wee Mac Scottish-Style Ale,Scottish Ale,2067,1977,1.0
Sunlight Cream Ale,Cream Ale,2068,1978,1.0
Osiris Pale Ale (2010),American Pale Ale (APA),2069,1979,1.0
Dam Lager,American Amber / Red Lager,2070,1980,1.0
Red Clay IPA,American IPA,2071,1981,1.0
Todd the Axe Man,American IPA,2072,1982,1.0
Doomtree,Extra Special / Strong Bitter (ESB),2073,1983,1.0
BLAKKR,American Black Ale,2074,1623,2.0
Overrated! West Coast Style IPA,American IPA,2075,1984,1.0
WET,American IPA,2076,1985,1.0
Bitter Brewer,English Bitter,2077,1986,1.0
SurlyFest,Rye Beer,2078,1987,1.0
Coffee Bender,American Brown Ale,2079,1988,1.0
Bender,American Brown Ale,2080,1989,1.0
Abrasive Ale,American Double / Imperial IPA,2081,1990,1.0
Hell,Keller Bier / Zwickel Bier,2082,1991,1.0
CynicAle,Saison / Farmhouse Ale,2083,1992,1.0
Furious,American IPA,2084,1993,1.0
Big Nose,American IPA,2085,1994,1.0
Cotton Mouth,Witbier,2086,1995,1.0
Stump Knocker Pale Ale,American Pale Ale (APA),2087,1996,1.0
Midnight Oil,Oatmeal Stout,2088,1997,1.0
Wild Night,Cream Ale,2089,1998,1.0
Bermuda Triangle Ginger Beer,Herbed / Spiced Beer,2090,1999,1.0
Take Two Pils,German Pilsener,2091,2000,1.0
Waterkeeper,Hefeweizen,2092,2001,1.0
SweetWater IPA,American IPA,2093,2002,1.0
420 Extra Pale Ale,American Pale Ale (APA),2094,2003,1.0
Dodgy Knight Imperial IPA,American Double / Imperial IPA,2095,2004,1.0
TailGate Saison,Saison / Farmhouse Ale,2096,2005,1.0
TailGate IPA,American IPA,2097,2006,2.0
TailGate IPA,American IPA,2098,2006,2.0
TailGate Hefeweizen,Hefeweizen,2099,2007,2.0
Blacktop Blonde,American Blonde Ale,2100,2008,2.0
Blacktop Blonde,American Blonde Ale,2101,2008,2.0
TailGate Hefeweizen,Hefeweizen,2102,2007,2.0
Wooden Rooster,Tripel,2103,2009,1.0
Ginger Peach Saison,Saison / Farmhouse Ale,2104,2010,1.0
Zombie Monkie,American Porter,2105,2011,1.0
Wild Plum Farmhouse Ale,Saison / Farmhouse Ale,2106,2012,1.0
Vanilla Bean Buffalo Sweat,Oatmeal Stout,2107,2013,1.0
Ethos IPA,American IPA,2108,2014,1.0
Tallgrass Pub Ale,American Brown Ale,2109,2015,1.0
Oasis,Extra Special / Strong Bitter (ESB),2110,2016,1.0
Buffalo Sweat,Milk / Sweet Stout,2111,2017,1.0
Halcyon Unfiltered Wheat,American Pale Wheat Ale,2112,2018,2.0
8-Bit Pale Ale,American Pale Ale (APA),2113,2019,1.0
Velvet Rooster,Tripel,2114,2020,1.0
Halcyon Unfiltered Wheat,American Pale Wheat Ale,2115,2018,2.0
Köld Lager (2010),German Pilsener,2116,2021,1.0
Oasis (2010),American Double / Imperial IPA,2117,2022,1.0
Tallgrass Ale,American Brown Ale,2118,2023,1.0
Buffalo Sweat (2010),Milk / Sweet Stout,2119,2024,1.0
Tallgrass IPA,American IPA,2120,2025,1.0
Hat Trick Hop IPA,American IPA,2121,2026,1.0
Yard Sale Amber Ale,American Amber / Red Ale,2122,2027,1.0
Loafin Bräu,Altbier,2123,2028,1.0
Old Elephant Foot IPA,American IPA,2124,2029,1.0
Peck's Porter,American Porter,2125,2030,1.0
Reactor,American IPA,2126,2031,1.0
Mr. Orange,Witbier,2127,2032,1.0
Deduction,Dubbel,2128,2033,1.0
Face Down Brown Ale,American Brown Ale,2129,2034,1.0
Tempter IPA,American IPA,2130,2035,1.0
Bridal Veil Rye Pale Ale,American Pale Ale (APA),2131,2036,1.0
Smittytown,Extra Special / Strong Bitter (ESB),2132,2037,1.0
Greenwood Beach,Fruit / Vegetable Beer,2133,2038,1.0
Gatecrasher,English India Pale Ale (IPA),2134,2039,1.0
RecreationAle,American Pale Ale (APA),2135,2040,1.0
First Stand,Saison / Farmhouse Ale,2136,2041,1.0
Battle LIne,American Brown Ale,2137,2042,1.0
Broken Bridge,Dunkelweizen,2138,2043,1.0
Brutus,English India Pale Ale (IPA),2139,2044,1.0
Petit Mutant,American Wild Ale,2140,2045,1.0
The Crusher,American Double / Imperial IPA,2141,2046,1.0
Beelzebub,American Double / Imperial Stout,2142,2047,1.0
Focal Banger,American IPA,2143,2048,1.0
Heady Topper,American Double / Imperial IPA,2144,2049,2.0
Heady Topper,American Double / Imperial IPA,2145,2049,2.0
Bomber Mountain Amber Ale (2013),American Amber / Red Ale,2146,2050,1.0
Indian Paintbrush IPA,American IPA,2147,2051,1.0
Saddle Bronc Brown Ale (2013),English Brown Ale,2148,2052,1.0
Wagon Box Wheat Beer,American Pale Wheat Ale,2149,2053,1.0
Birdhouse Pale Ale,Belgian Pale Ale,2150,2054,1.0
Ozzy,Belgian Pale Ale,2151,2055,1.0
Resurrection,Dubbel,2152,2056,1.0
Bronx Summer Pale Ale,American Pale Ale (APA),2153,2057,1.0
Bronx Black Pale Ale,American Black Ale,2154,2058,1.0
Bronx Pale Ale,American Pale Ale (APA),2155,2059,1.0
Surfrider,American Pale Ale (APA),2156,2060,1.0
Kolschtal Eddy,Kölsch,2157,2061,1.0
South Bay Session IPA,American IPA,2158,2062,1.0
Grandma's Pecan,English Brown Ale,2159,2063,1.0
Double Trunk,American Double / Imperial IPA,2160,2064,1.0
Just IPA,American IPA,2161,2065,1.0
Lionshead,American Pilsner,2162,2066,1.0
Manhattan Gold Lager (1990),American Amber / Red Lager,2163,2067,1.0
G. B. Russo’s Italian Pistachio Pale Ale,American Pale Ale (APA),2164,2068,1.0
Northern Hawk Owl Amber,American Amber / Red Ale,2165,2069,1.0
CEO Stout,American Stout,2166,2070,1.0
Will Power Pale Ale,American Pale Ale (APA),2167,2071,1.0
Curious Traveler Shandy,Shandy,2168,2072,1.0
Hunny Do Wheat,American Pale Wheat Ale,2169,2073,1.0
Three Way Pale Ale,American Pale Ale (APA),2170,2074,1.0
Rise to the Top,Cream Ale,2171,2075,1.0
Lost Trout Brown Ale,American Brown Ale,2172,2076,1.0
Watermelon Ale,Fruit / Vegetable Beer,2173,210,2.0
Knotty Blonde Ale,American Blonde Ale,2174,2077,1.0
Fivepine Chocolate Porter,American Porter,2175,2078,1.0
Hoodoo Voodoo IPA,American IPA,2176,2079,1.0
Hydraulion Red,Irish Red Ale,2177,2080,1.0
40 Mile IPA,American IPA,2178,2081,1.0
Citra Faced,American Pale Wheat Ale,2179,2082,1.0
Pole Barn Stout,Oatmeal Stout,2180,2083,1.0
Pale,American Pale Ale (APA),2181,2084,1.0
Yoshi's Nectar,California Common / Steam Beer,2182,2085,1.0
Leatherhead Red,American Amber / Red Ale,2183,2086,1.0
Cropduster Mid-American IPA,American IPA,2184,2087,1.0
Golden Frau Honey Wheat,Braggot,2185,2088,1.0
Cornstalker Dark Wheat,American Dark Wheat Ale,2186,2089,1.0
Cafe Leche,American Porter,2187,2090,1.0
Damascene Apricot Sour,Fruit / Vegetable Beer,2188,2091,1.0
Csar,Russian Imperial Stout,2189,2092,1.0
Klingon Warnog Roggen Dunkel,Roggenbier,2190,2093,1.0
Overlord Imperial IPA,American Double / Imperial IPA,2191,2094,1.0
Alloy,American IPA,2192,2095,1.0
Rivet Irish Red Ale,Irish Red Ale,2193,2096,1.0
3 Gear Robust Porter,American Porter,2194,2097,1.0
Circuit Bohemian Pilsner,Czech Pilsener,2195,2098,1.0
Turnrow Harvest Ale,American Blonde Ale,2196,2099,1.0
Juke Joint IPA,American IPA,2197,2100,1.0
Parade Ground Coffee Porter,American Porter,2198,2101,1.0
Tin Roof Watermelon Wheat,Fruit / Vegetable Beer,2199,2102,1.0
Tin Roof Blonde Ale,American Blonde Ale,2200,2103,1.0
Voodoo Bengal Pale Ale,American Pale Ale (APA),2201,2104,1.0
Perfect Tin Amber,American Amber / Red Ale,2202,2105,1.0
IPA & a Half,American IPA,2203,2106,1.0
Ornery Amber Lager (2003),Vienna Lager,2204,2107,1.0
Big Island Shandy,Shandy,2205,2108,1.0
Preservation IPA,American IPA,2206,2109,1.0
Almanac IPA,American IPA,2207,2110,1.0
Milk Mustachio Stout,Milk / Sweet Stout,2208,2111,1.0
Farmer's Tan Red Ale,American Amber / Red Ale,2209,2112,1.0
Triangle India Pale Ale,American IPA,2210,2113,1.0
Triangle White Ale,Witbier,2211,2114,1.0
Triangle Belgian Golden Ale,Belgian Strong Pale Ale,2212,2115,1.0
Troegenator,Doppelbock,2213,2116,1.0
Nugget Nectar,American Amber / Red Ale,2214,2117,1.0
Sunshine Pils,American Pilsner,2215,2118,1.0
Troegenator Doublebock,Doppelbock,2216,2119,1.0
Perpetual IPA,American IPA,2217,2120,1.0
Greenville Pale Ale,American Pale Ale (APA),2218,2121,1.0
Hoppy Boy,American IPA,2219,2122,1.0
Cow Creek,American Amber / Red Lager,2220,2123,1.0
Chupahopra,American IPA,2221,2124,1.0
Twisted X,American Adjunct Lager,2222,2125,1.0
Day Hike Session,American IPA,2223,2126,1.0
Trailhead ISA,American IPA,2224,2127,1.0
Immersion Amber,American Amber / Red Ale,2225,2128,1.0
Evo IPA,American IPA,2226,2129,1.0
Presidential Pils,Czech Pilsener,2227,2130,1.0
Evolutionary IPA (2012),American IPA,2228,2131,1.0
Persnickety Pale,American Pale Ale (APA),2229,2132,1.0
SoDo Brown Ale,American Brown Ale,2230,2133,1.0
Immersion Amber Ale (2011),American Amber / Red Ale,2231,2134,1.0
Evolutionary IPA (2011),American IPA,2232,2135,1.0
Trailhead India Style Session Ale (2011),American IPA,2233,2136,1.0
Panorama Wheat Ale,American Pale Wheat Ale,2234,2137,1.0
Wobble,American IPA,2235,2138,1.0
Night Cat,American Dark Wheat Ale,2236,2139,1.0
Night Cat (2014),American Dark Wheat Ale,2237,2140,1.0
Dog Days Lager,Dortmunder / Export Lager,2238,2141,1.0
Sidekick Extra Pale Ale,American Pale Ale (APA),2239,2142,1.0
Atom Smasher,Märzen / Oktoberfest,2240,2143,1.0
Testudo,Bière de Garde,2241,2144,1.0
Hobnob B & B Pale Ale,American Pale Ale (APA),2242,2145,1.0
Cane and Ebel,American Strong Ale,2243,2146,1.0
Outlaw IPA (2015),American IPA,2244,2147,1.0
The Gilded Age,Munich Helles Lager,2245,2148,1.0
No Limits Hefeweizen,Hefeweizen,2246,2149,1.0
Honeyspot Road White IPA,American White IPA,2247,2150,1.0
Road 2 Ruin Double IPA,American Double / Imperial IPA,2248,2151,1.0
Workers Comp Saison,Saison / Farmhouse Ale,2249,2152,1.0
Ol' Factory Pils,German Pilsener,2250,2153,1.0
PUNK'N,Pumpkin Ale,2251,2154,1.0
Yard Sale Winter Lager,American Amber / Red Lager,2252,2155,1.0
Trader Session IPA,American IPA,2253,2156,1.0
Hop Nosh IPA,American IPA,2254,2157,1.0
SUM'R,American Blonde Ale,2255,2158,1.0
Organic Baba Black Lager,Schwarzbier,2256,2159,1.0
Hop Notch IPA (2013),American IPA,2257,2160,1.0
Cutthroat Pale Ale,American Pale Ale (APA),2258,2161,1.0
WYLD Extra Pale Ale,American Pale Ale (APA),2259,2162,1.0
Pilsner Ukiah,German Pilsener,2260,2163,1.0
The Green Room,American IPA,2261,2164,1.0
Humbucker Helles,Maibock / Helles Bock,2262,2165,1.0
Uncle John's Apple Cherry Cider,Cider,2263,2166,1.0
Uncle John's Apricot Apple Cider,Cider,2264,2167,1.0
Draught Hard Apple Cider,Cider,2265,2168,1.0
Scotty K NA,Low Alcohol Beer,2266,2169,1.0
Bacon Brown Ale,American Brown Ale,2267,2170,1.0
Golden State Ale,Belgian Pale Ale,2268,2171,1.0
Baltic Porter,Baltic Porter,2269,2172,1.0
Siamese twin,Dubbel,2270,2173,1.0
Double Duckpin,American Double / Imperial IPA,2271,2174,1.0
Old Pro,Gose,2272,2175,1.0
Duckpin Pale Ale,American Pale Ale (APA),2273,2176,1.0
Balt Altbier,Altbier,2274,2177,1.0
Campside Session IPA,American IPA,2275,2178,1.0
Upland Wheat Ale,Witbier,2276,2179,1.0
Dragonfly IPA,American IPA,2277,2180,1.0
Lee Hill Series Vol. 5 - Belgian Style Quadrupel Ale,Quadrupel (Quad),2278,2181,1.0
Lee Hill Series Vol. 4 - Manhattan Style Rye Ale,Rye Beer,2279,2182,1.0
Lee Hill Series Vol. 2 - Wild Saison,American Wild Ale,2280,2183,1.0
Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout,American Double / Imperial Stout,2281,2184,1.0
Lee Hill Series Vol. 1 - Barrel Aged Brown Ale,American Brown Ale,2282,2185,1.0
Blood Orange Saison,Saison / Farmhouse Ale,2283,2186,1.0
Thai Style White IPA,American White IPA,2284,2187,1.0
Ferus Fluxus Wild Belgian Pale Ale,American Wild Ale,2285,2188,1.0
Upslope Imperial India Pale Ale,American Double / Imperial IPA,2286,2189,1.0
Upslope Christmas Ale,Winter Warmer,2287,2190,1.0
Upslope Pumpkin Ale,Pumpkin Ale,2288,2191,1.0
Upslope Belgian Style Pale Ale,Belgian Pale Ale,2289,2192,1.0
Upslope Foreign Style Stout,Foreign / Export Stout,2290,2193,1.0
Top Rope Mexican-style Craft Lager,Vienna Lager,2291,2194,1.0
Upslope Craft Lager,Vienna Lager,2292,2195,1.0
Upslope Brown Ale,English Brown Ale,2293,2196,1.0
Upslope Pale Ale,American Pale Ale (APA),2294,2197,1.0
Upslope India Pale Ale,American IPA,2295,2198,1.0
Common Sense Kentucky Common Ale,American Brown Ale,2296,2199,1.0
Upstate I.P.W.,American IPA,2297,2200,1.0
Squatters Full Suspension Pale Ale,American Pale Ale (APA),2298,2201,2.0
Squatters Hop Rising Double IPA,American Double / Imperial IPA,2299,2202,1.0
Devastator Double Bock,Doppelbock,2300,2203,1.0
Wasatch Ghostrider White IPA,American White IPA,2301,2204,1.0
Wasatch Ghostrider White IPA (2014),American White IPA,2302,2205,1.0
Wasatch Apricot Hefeweizen,Fruit / Vegetable Beer,2303,2206,1.0
Squatters Hop Rising Double IPA (2014),American Double / Imperial IPA,2304,2207,1.0
Squatters Full Suspension Pale Ale,American Pale Ale (APA),2305,2201,2.0
Nunica Pine,Cider,2306,2208,1.0
Ginger Peach,Cider,2307,2209,1.0
Totally Roasted,Cider,2308,2210,1.0
Blue Gold,Cider,2309,2211,1.0
Hard Apple,Cider,2310,2212,1.0
Nitro Can Coffee Stout,American Stout,2311,2213,1.0
Voodoo Love Child,Tripel,2312,2214,1.0
White Magick of the Sun,Witbier,2313,2215,1.0
Wynona's Big Brown Ale,American Brown Ale,2314,2216,1.0
Gran Met,Belgian Strong Pale Ale,2315,2217,1.0
Good Vibes IPA,American IPA,2316,2218,1.0
Pilzilla,American Double / Imperial Pilsner,2317,2219,1.0
Wachusett Light IPA,American IPA,2318,2220,1.0
Green Monsta IPA,American IPA,2319,2221,2.0
Wachusett IPA,American IPA,2320,2222,1.0
Strawberry White,Witbier,2321,2223,1.0
Larry Imperial IPA,American Double / Imperial IPA,2322,2224,1.0
Wachusett Summer,American Pale Wheat Ale,2323,2225,1.0
Country Pale Ale,English Pale Ale,2324,2226,1.0
Wachusett Light IPA (2013),American IPA,2325,2227,1.0
Pumpkan,Pumpkin Ale,2326,2228,1.0
Wachusett Blueberry Ale,Fruit / Vegetable Beer,2327,2229,1.0
Green Monsta IPA,American IPA,2328,2221,2.0
T-6 Red Ale (2004),American Amber / Red Ale,2329,2230,1.0
Self Starter,American IPA,2330,2231,1.0
Ermal's,Cream Ale,2331,2232,1.0
10 Ton,Oatmeal Stout,2332,2233,1.0
Flyin' Rye,American IPA,2333,2234,1.0
Christmas Ale,Herbed / Spiced Beer,2334,2235,1.0
Pay It Forward Cocoa Porter,American Porter,2335,2236,1.0
West Sixth Amber Ale,American Amber / Red Ale,2336,2237,1.0
West Sixth IPA,American IPA,2337,2238,1.0
One Claw,American Pale Ale (APA),2338,2239,1.0
Westbrook Gose,Gose,2339,2240,1.0
White Thai,Witbier,2340,2241,1.0
Westbrook IPA,American IPA,2341,2242,1.0
Westfield Octoberfest,Märzen / Oktoberfest,2342,2243,1.0
Pop's Old Fashioned Lager,American Amber / Red Lager,2343,2244,1.0
Charlie in the Rye,American IPA,2344,2245,1.0
Royal Lager,American Pale Lager,2345,2246,1.0
Rip Van Winkle (Current),Bock,2346,2247,1.0
O’Malley’s Stout,English Stout,2347,2248,1.0
O’Malley’s IPA,American IPA,2348,2249,1.0
O’Malley’s Irish Style Cream Ale,Cream Ale,2349,2250,1.0
L'il Lucy's Hot Pepper Ale,Chile Beer,2350,2251,1.0
Drop Kick Ale,American Amber / Red Ale,2351,2252,1.0
Raspberry Berliner Weisse,Berliner Weissbier,2352,2253,1.0
Hop Session,American IPA,2353,2254,1.0
Blueberry Berliner Weisse,Berliner Weissbier,2354,2255,1.0
Berliner Weisse,Berliner Weissbier,2355,2256,1.0
Super G IPA,American IPA,2356,2257,1.0
Hefe Lemon,Radler,2357,2258,1.0
Hefe Black,Hefeweizen,2358,2259,1.0
Widmer Brothers Hefeweizen,Hefeweizen,2359,2260,1.0
Hop Slayer Double IPA,American Double / Imperial IPA,2360,2261,1.0
Pumpkin Ale,Pumpkin Ale,2361,2262,1.0
Big Bowl Blonde Ale,American Brown Ale,2362,2263,1.0
Phat Chance,American Blonde Ale,2363,2264,1.0
Hop Slayer Double IPA (2011),American Double / Imperial IPA,2364,2265,2.0
Hop Slayer Double IPA (2011),American Double / Imperial IPA,2365,2265,2.0
Wild Onion Summer Wit,Witbier,2366,2266,1.0
Jack Stout,Oatmeal Stout,2367,2267,1.0
Wild Onion Pumpkin Ale (2010),Pumpkin Ale,2368,2268,1.0
Paddy Pale Ale,American Pale Ale (APA),2369,2269,1.0
Blonde Hunny,Belgian Pale Ale,2370,2270,1.0
Wild Wolf Wee Heavy Scottish Style Ale,Scotch Ale / Wee Heavy,2371,2271,1.0
Wild Wolf American Pilsner,American Pilsner,2372,2272,1.0
Alpha Ale,American Pale Ale (APA),2373,2273,1.0
Mystical Stout,Irish Dry Stout,2374,2274,1.0
Bodacious Bock,Bock,2375,2275,1.0
Ambitious Lager,Munich Helles Lager,2376,2276,1.0
Wyoming Pale Ale,American Pale Ale (APA),2377,2277,1.0
Wind River Blonde Ale,American Blonde Ale,2378,2278,1.0
Ace IPA,American IPA,2379,2279,1.0
P-51 Porter,American Porter,2380,2280,1.0
#001 Golden Amber Lager,American Amber / Red Lager,2381,2281,1.0
#002 American I.P.A.,American IPA,2382,2282,1.0
#003 Brown & Robust Porter,American Porter,2383,2283,1.0
#004 Session I.P.A.,American IPA,2384,2284,1.0
Tarasque,Saison / Farmhouse Ale,2385,2285,1.0
Ananda India Pale Ale,American IPA,2386,2286,1.0
Tiny Bomb,American Pilsner,2387,2287,1.0
Train Hopper,American IPA,2388,2288,1.0
Edward’s Portly Brown,American Brown Ale,2389,2289,1.0
Troopers Alley IPA,American IPA,2390,2290,1.0
Wolverine Premium Lager,American Pale Lager,2391,2291,1.0
Woodchuck Amber Hard Cider,Cider,2392,2292,1.0
4000 Footer IPA,American IPA,2393,2293,1.0
Summer Brew,American Pilsner,2394,2294,1.0
Be Hoppy IPA,American IPA,2395,2295,1.0
Worthy IPA,American IPA,2396,2296,1.0
Easy Day Kolsch,Kölsch,2397,2297,1.0
Lights Out Vanilla Cream Extra Stout,American Double / Imperial IPA,2398,2298,1.0
Worthy IPA (2013),American IPA,2399,2299,1.0
Worthy Pale,American Pale Ale (APA),2400,2300,1.0
Patty's Chile Beer,Chile Beer,2401,2301,1.0
Colorojo Imperial Red Ale,American Strong Ale,2402,2302,1.0
Wynkoop Pumpkin Ale,Pumpkin Ale,2403,2303,1.0
Rocky Mountain Oyster Stout,American Stout,2404,2304,1.0
Belgorado,Belgian IPA,2405,2305,1.0
Rail Yard Ale,American Amber / Red Ale,2406,2306,1.0
B3K Black Lager,Schwarzbier,2407,2307,1.0
Silverback Pale Ale,American Pale Ale (APA),2408,2308,1.0
Rail Yard Ale (2009),American Amber / Red Ale,2409,2309,1.0
