beer_name,abv,original_index,unique_index,count
Squatters Full Suspension Pale Ale,0.04,2305,2250,1.0
Nunica Pine,0.068,2306,2251,1.0
Ginger Peach,0.069,2307,2252,1.0
Totally Roasted,0.068%,2308,2253,1.0
Blue Gold,0.068,2309,2254,1.0
Hard Apple,0.068,2310,2255,1.0
Nitro Can Coffee Stout,0.052,2311,2256,1.0
Voodoo Love Child,0.092,2312,2257,1.0
White Magick of the Sun,0.079,2313,2258,1.0
Wynona's Big Brown Ale,0.075%,2314,2259,1.0
Gran Met,0.092,2315,2260,1.0
Good Vibes IPA,0.073,2316,2261,1.0
Pilzilla,0.075%,2317,2262,1.0
Wachusett Light IPA,0.04,2318,2263,1.0
Green Monsta IPA,0.06%,2319,2264,2.0
Wachusett IPA,0.055999999999999994%,2320,2265,1.0
Strawberry White,0.047,2321,2266,1.0
Larry Imperial IPA,0.085,2322,2267,1.0
Wachusett Summer,0.047,2323,2268,1.0
Country Pale Ale,0.051%,2324,2269,1.0
Wachusett Light IPA (2013),0.04%,2325,2270,1.0
Pumpkan,0.052,2326,2271,1.0
Wachusett Blueberry Ale,0.045%,2327,2272,1.0
Green Monsta IPA,0.06%,2328,2264,2.0
T-6 Red Ale (2004),0.047,2329,2273,1.0
Self Starter,0.052,2330,2274,1.0
Ermal's,0.054,2331,2275,1.0
10 Ton,0.07,2332,2276,1.0
Flyin' Rye,0.07,2333,2277,1.0
Christmas Ale,0.09%,2334,2278,1.0
Pay It Forward Cocoa Porter,0.07,2335,2279,1.0
West Sixth Amber Ale,0.055,2336,2280,1.0
West Sixth IPA,,2337,2281,
One Claw,0.055,2338,2282,1.0
Westbrook Gose,0.04,2339,2283,1.0
White Thai,0.05,2340,2284,1.0
Westbrook IPA,0.068,2341,2285,1.0
Westfield Octoberfest,0.057,2342,2286,1.0
Pop's Old Fashioned Lager,0.052000000000000005%,2343,2287,1.0
Charlie in the Rye,0.058,2344,2288,1.0
Royal Lager,,2345,2289,
Rip Van Winkle (Current),0.08%,2346,2290,1.0
O’Malley’s Stout,,2347,2291,
O’Malley’s IPA,0.075%,2348,2292,1.0
O’Malley’s Irish Style Cream Ale,,2349,2293,
L'il Lucy's Hot Pepper Ale,0.049%,2350,2294,1.0
Drop Kick Ale,0.052000000000000005%,2351,2295,1.0
Raspberry Berliner Weisse,0.055%,2352,2296,1.0
Hop Session,0.05,2353,2297,1.0
Blueberry Berliner Weisse,0.055,2354,2298,1.0
Berliner Weisse,0.055%,2355,2299,1.0
Super G IPA,0.06,2356,2300,1.0
Hefe Lemon,0.049,2357,2301,1.0
Hefe Black,0.049,2358,2302,1.0
Widmer Brothers Hefeweizen,0.049,2359,2303,1.0
Hop Slayer Double IPA,0.082,2360,2304,1.0
Pumpkin Ale,0.045,2361,2305,1.0
Big Bowl Blonde Ale,0.05,2362,2306,1.0
Phat Chance,0.052,2363,2307,1.0
Hop Slayer Double IPA (2011),0.082,2364,2308,2.0
Hop Slayer Double IPA (2011),0.082,2365,2308,2.0
Wild Onion Summer Wit,0.042%,2366,2309,1.0
Jack Stout,0.06,2367,2310,1.0
Wild Onion Pumpkin Ale (2010),0.045%,2368,2311,1.0
Paddy Pale Ale,0.055999999999999994%,2369,2312,1.0
Blonde Hunny,0.068%,2370,2313,1.0
Wild Wolf Wee Heavy Scottish Style Ale,0.057,2371,2314,1.0
Wild Wolf American Pilsner,0.045,2372,2315,1.0
Alpha Ale,0.051,2373,2316,1.0
Mystical Stout,0.054000000000000006%,2374,2317,1.0
Bodacious Bock,0.075,2375,2318,1.0
Ambitious Lager,0.05,2376,2319,1.0
Wyoming Pale Ale,0.072,2377,2320,1.0
Wind River Blonde Ale,0.05%,2378,2321,1.0
Ace IPA,0.07400000000000001%,2379,2322,1.0
P-51 Porter,0.08,2380,2323,1.0
#001 Golden Amber Lager,0.055%,2381,2324,1.0
#002 American I.P.A.,0.071%,2382,2325,1.0
#003 Brown & Robust Porter,0.052,2383,2326,1.0
#004 Session I.P.A.,0.048,2384,2327,1.0
Tarasque,0.059000000000000004%,2385,2328,1.0
Ananda India Pale Ale,0.062,2386,2329,1.0
Tiny Bomb,0.045,2387,2330,1.0
Train Hopper,0.057999999999999996%,2388,2331,1.0
Edward’s Portly Brown,0.045%,2389,2332,1.0
Troopers Alley IPA,0.059000000000000004%,2390,2333,1.0
Wolverine Premium Lager,0.047,2391,2334,1.0
Woodchuck Amber Hard Cider,0.05,2392,2335,1.0
4000 Footer IPA,0.065%,2393,2336,1.0
Summer Brew,0.028,2394,2337,1.0
Be Hoppy IPA,0.065,2395,2338,1.0
Worthy IPA,0.069,2396,2339,1.0
Easy Day Kolsch,0.045,2397,2340,1.0
Lights Out Vanilla Cream Extra Stout,0.077%,2398,2341,1.0
Worthy IPA (2013),0.069,2399,2342,1.0
Worthy Pale,0.06,2400,2343,1.0
Patty's Chile Beer,0.042,2401,2344,1.0
Colorojo Imperial Red Ale,0.08199999999999999%,2402,2345,1.0
Wynkoop Pumpkin Ale,0.055%,2403,2346,1.0
Rocky Mountain Oyster Stout,0.075,2404,2347,1.0
Belgorado,0.067,2405,2348,1.0
Rail Yard Ale,0.052,2406,2349,1.0
B3K Black Lager,0.055%,2407,2350,1.0
Silverback Pale Ale,0.055%,2408,2351,1.0
Rail Yard Ale (2009),0.052,2409,2352,1.0
