Filming Locations,original_index,unique_index
"Bronx, New York City, New York, USA",564,315
"Dublin, Ireland",565,394
"Kaufman Astoria Studios - 3412 36th Street, Astoria, Queens, New York City, New York, USA",566,395
"Calexico, California, USA",567,396
"10231 Charing Cross Road, Beverly Hills, California, USA",568,397
"Bath, Maine, USA",569,398
"The Roastery Coffee House - 8 Pardee Avenue, Toronto, Ontario, Canada",570,399
"British Columbia, Canada",571,400
"Handy Market - 2514 W. Magnolia Boulevard, Burbank, California, USA",572,401
"Montreal, Québec, Canada",573,402
"Empire Studios, Rome, Lazio, Italy",574,92
"183 Grand Street, New York City, New York, USA",575,403
"Harlem, Manhattan, New York City, New York, USA",576,404
"Cook Ranch, Galisteo, New Mexico, USA",577,405
"13705 Ventura Blvd., Sherman Oaks, Los Angeles, California, USA",578,406
"6th Street Bridge, Los Angeles, California, USA",579,407
"297 Rue Marcel-Giguère, Blainville, Québec, Canada",580,408
"Hall of Justice - 211 W. Temple Street, Downtown, Los Angeles, California, USA",581,409
"Qualcomm Stadium - 9449 Friars Road, San Diego, California, USA",582,410
"Monumental sculpture 'Double Ascension' 1973 Herbert Bayer 505 South Flower St, Los Angeles, California USA",583,411
"500 Cheyney Rd, Glen Mills, Pennsylvania, USA",584,412
"77 Pottery Lane, Notting Hill, London, England, UK",585,413
"John Hancock Center Condominium Owner's Entrance - 875 N Michigan Ave, Chicago, Illinois, USA",586,414
"Saugus Speedway - 22500 Soledad Canyon Road, Saugus, California, USA",587,415
"Chloride, Arizona, USA",588,416
"Boston Common, Boston, Massachusetts, USA",589,417
"Santa Barbara, California, USA",590,418
"Central Park, Manhattan, New York City, New York, USA",591,228
"Du-Par's Restaurant - 12036 Ventura Boulevard, Studio City, Los Angeles, California, USA",592,419
"Durango, Mexico",593,167
"Creede, Colorado, USA",594,420
"Cape Town Film Studios, Cape Town, Western Cape, South Africa",595,421
"5-7 Minetta Street, New York City, New York, USA",596,422
"Restaurant, 1520 Sheepshead Bay Road, Brooklyn, New York, USA",597,423
"4th Street, Downtown, Los Angeles, California, USA",598,51
"Illinois, USA",599,424
"Manhattan, New York City, New York, USA",600,200
"London, England, UK",601,22
"Los Angeles, California, USA",602,10
Mexico,603,425
"Durango, Colorado, USA",604,426
"Motion Picture Center Studios, Hollywood, Los Angeles, California, USA",605,427
"Wildwood Regional Park, Thousand Oaks, California, USA",606,428
"48th Street, Los Angeles, California, USA",607,429
"Chemainus, North Cowichan, British Columbia, Canada",608,430
"The Lot - 1041 N. Formosa Avenue, West Hollywood, California, USA",609,431
"Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA",610,68
"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",611,271
"Los Angeles, California, USA",612,10
"Culver Studios - 9336 W. Washington Blvd., Culver City, California, USA",613,209
"Eugene, Oregon, USA",614,432
"El Rey Theater - 5515 Wilshire Blvd., Los Angeles, California, USA",615,433
"Atlanta, Georgia, USA",616,154
"Manhattan, New York City, New York, USA",617,200
"Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",618,58
"Los Angeles, California, USA",619,10
"Cheever Place, Carroll Gardens, Brooklyn, New York, USA",620,434
"Monument Valley, Arizona, USA",621,124
"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",622,56
"Tourrettes-sur-Loup, Alpes-Maritimes, France",623,435
"Santa Clarita, California, USA",624,26
,625,3
"Paris, France",626,277
"Estudios Churubusco Azteca, Mexico City, Distrito Federal, Mexico",627,436
"Chicago, Illinois, USA",628,230
"Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA",629,19
"Alaska, USA",630,437
"Bloomsbury, London, England, UK",631,438
"Bethel Missionary Baptist Church - 1972 N. Fair Oaks Avenue, Pasadena, California, USA",632,439
"Greenwich Village, Manhattan, New York City, New York, USA",633,440
"Hamilton, Ontario, Canada",634,441
"Sonoita, Arizona, USA",635,442
"505 West End Avenue, Manhattan, New York City, New York, USA",636,443
"3156 Perry Avenue, Bronx, New York City, New York, USA",637,444
,638,3
,639,3
"Santa Rosa, California, USA",640,445
"Biograph Studios, Bronx, New York City, New York, USA",641,446
"Soundstage 6, Goldwyn Studios, Culver City, California, USA",642,447
"Detroit, Michigan, USA",643,448
"15819 Main Street, La Puente, California, USA",644,449
"Faribault, Minnesota, USA",645,450
,646,3
"Beverly Hills, California, USA",647,110
"Fremont Street, Las Vegas, Nevada, USA",648,451
"Madison Square Garden, 7th Avenue, Chelsea, Manhattan, New York City, New York, USA",649,452
"Ras Safsafa, South Sinai Governorate, Egypt",650,453
,651,3
"British Columbia, Canada",652,400
"Pacific Electric Building, Los Angeles, California, USA",653,454
"Hollywood Beach, Florida, USA",654,455
"Las Vegas, Nevada, USA",655,141
"Manhattan, New York City, New York, USA",656,200
,657,3
,658,3
"Sevananda Natural Foods Grocery, 1111 Euclid Ave. NE, Atlanta, Georgia, USA",659,456
"Arlington Heights, Illinois, USA",660,457
"714 West Potrero Road, Hidden Valley, Westlake Village, California, USA",661,458
"Gainesville, Florida, USA",662,459
"Old Tucson - 201 S. Kinney Road, Tucson, Arizona, USA",663,460
,664,3
"Kingston, New York, USA",665,461
"Baltimore, Maryland, USA",666,38
"Alberta, Canada",667,462
"Baltimore, Maryland, USA",668,38
"Show Dogs Fine Sausages - 1020 Market Street, San Francisco, California, USA",669,463
"Santa Ventura Studios - 5301 North Ventura Avenue, Ventura, California, USA",670,464
"Ohio State Fairgrounds, Columbus, Ohio, USA",671,465
"Johns Hopkins University - 3400 N. Charles Street, Baltimore, Maryland, USA",672,466
"Agoura, California, USA",673,467
"Amecameca, Estado de México, Mexico",674,468
,675,3
"Brentwood, Los Angeles, California, USA",676,469
"Stage 28, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",677,470
"Baltimore, Maryland, USA",678,38
"London, England, UK",679,22
,680,3
,681,3
"Los Angeles, California, USA",682,10
"Iverson Ranch - 1 Iverson Lane, Chatsworth, Los Angeles, California, USA",683,186
"Monterey, California, USA",684,471
"Yuma, Arizona, USA",685,95
,686,3
,687,3
"California, USA",688,27
"Utah, USA",689,350
,690,3
"527 Loring Ave, Los Angeles, California, USA",691,472
"Fairhaven, Massachusetts, USA",692,473
"Ait Benhaddou, Morocco",693,16
"Ardmore Studios, Herbert Road, Bray, County Wicklow, Ireland",694,145
"Los Angeles, California, USA",695,10
,696,3
"The Vista Theatre - 4473 Sunset Drive, Los Angeles, California, USA",697,474
"Jurassic Kahili Ranch, Kilauea, Kauai, Hawaii, USA",698,475
"Palazzi Barbaro, Grand Canal, Venice, Veneto, Italy",699,476
"Barrandov Studios, Prague, Czech Republic",700,477
Canada,701,190
"Montreal, Québec, Canada",702,402
,703,3
"California, USA",704,27
"Fontana, California, USA",705,478
,706,3
"Los Angeles, California, USA",707,10
"Secaucus, New Jersey, USA",708,479
"Arches National Park, Moab, Utah, USA",709,480
"637 S Lucerne Blvd, Los Angeles, California, USA",710,481
"Chateau de Versailles, Versailles, Yvelines, France",711,482
"Altadena, California, USA",712,483
"Jerusalem, Israel",713,484
"Limelite Studios, Miami, Florida, USA",714,485
"Seattle, Washington, USA",715,486
"Martins Ferry, Ohio, USA",716,487
,717,3
"Lacy Street Production Center - 2630 Lacy Street, Los Angeles, California, USA",718,374
,719,3
"Los Angeles, California, USA",720,10
"Medina, Ohio, USA",721,488
"Pensacola, Florida, USA",722,489
"Cuernavaca, Morelos, Mexico",723,490
"North Carolina, USA",724,79
"Athens, Georgia, USA",725,491
"Los Angeles, California, USA",726,10
"Los Angeles, California, USA",727,10
"Rae's Restaurant, 2901 Pico Boulevard, Santa Monica, California, USA",728,492
"Buena Park, California, USA",729,493
"Abandoned train station, Memphis, Tennessee, USA",730,494
"Asheville, North Carolina, USA",731,495
"Spring Street Towers - 650 S. Spring Street, Downtown, Los Angeles, California, USA",732,116
"Longcross Studios, Chobham Lane, Longcross, Surrey, England, UK",733,496
"Agua Dulce, California, USA",734,497
"Alaska, USA",735,437
"Courthouse Square, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",736,301
,737,3
,738,3
"Sedona, Arizona, USA",739,498
"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",740,54
"Aspen, Colorado, USA",741,499
"Santa Clarita, California, USA",742,26
"Janss Conejo Ranch, Thousand Oaks, California, USA",743,500
"California Studios - 5530 Melrose Avenue, Hollywood, Los Angeles, California, USA",744,501
,745,3
"Central Park, Manhattan, New York City, New York, USA",746,228
"Portland, Oregon, USA",747,24
,748,3
"1261 South Victoria Avenue, Los Angeles, California, USA",749,502
"Los Angeles, California, USA",750,10
"Phoenix, Arizona, USA",751,503
"New Jersey, USA",752,139
"Tucson, Arizona, USA",753,168
"Eagan, Minnesota, USA",754,504
"Molly's Reach, 647 School Road, Gibsons, British Columbia, Canada",755,505
"Conroe, Texas, USA",756,382
"Montréal, Québec, Canada",757,46
"534 Lewis Street, Monroe, Washington, USA",758,506
"Los Angeles, California, USA",759,10
"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",760,271
"McGregor, Iowa, USA",761,507
"Tucson, Arizona, USA",762,168
"Charleston, South Carolina, USA",763,508
"Shutters on the Beach - 1 Pico Blvd., Santa Monica, California, USA",764,509
"Monmouth County, New Jersey, USA",765,510
"Santa Clarita, California, USA",766,26
"Portland, Oregon, USA",767,24
"Bensenville, Illinois, USA",768,511
"Alabama Hills, Lone Pine, California, USA",769,127
"Dijon Street, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",770,169
"Grafton, Utah, USA",771,512
"Irwindale, California, USA",772,513
"Los Angeles, California, USA",773,10
"Santa Clarita, California, USA",774,26
"Portland, Oregon, USA",775,24
"Union Station - 800 NW 6th Avenue, Portland, Oregon, USA",776,514
"Backlot, Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",777,515
"Sofia, Bulgaria",778,516
"California, USA",779,27
"Bora Bora, Leeward Islands, French Polynesia",780,37
"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",781,271
"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",782,54
,783,3
,784,3
"Austin Convention Center - 500 E. Cesar Chavez Street, Austin, Texas, USA",785,517
,786,3
"Los Angeles, California, USA",787,10
"Austin, Texas, USA",788,203
"Georgia, USA",789,518
,790,3
"New York City, New York, USA",791,9
"Los Angeles, California, USA",792,10
"Leavesden Studios, Leavesden, Hertfordshire, England, UK",793,519
,794,3
,795,3
"Falmouth, Massachusetts, USA",796,520
"Sportsmen's Lodge - 12825 Ventura Blvd., Studio City, Los Angeles, California, USA",797,521
"Burwood, Sydney, New South Wales, Australia",798,522
"Calabasas, California, USA",799,523
"2nd Ave & E 56th St, New York City, New York, USA",800,524
"Los Angeles, California, USA",801,10
"Los Angeles, California, USA",802,10
,803,3
,804,3
,805,3
"Chicago, Illinois, USA",806,230
"608 Vallombrosa Dr, Pasadena, California, USA",807,525
,808,3
"Athens, Greece",809,526
,810,3
"Savannah, Georgia, USA",811,527
,812,3
,813,3
,814,3
,815,3
,816,3
"Hawaii, USA",817,528
,818,3
,819,3
,820,3
,821,3
"Alaska, USA",822,437
"Emeryville, California, USA",823,529
,824,3
,825,3
,826,3
,827,3
,828,3
,829,3
"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",830,357
"Joe Robbie Stadium - 2269 NW 199th Street, Miami, Florida, USA",831,530
"Administration Building, Monmouth College - 45 Elm Road, West Long Branch, New Jersey, USA",832,531
"Los Angeles, California, USA",833,10
"London, England, UK",834,22
"Carnival Dream, Carnival Cruise Line, Port Canaveral, Florida, USA",835,532
"Santa Clarita, California, USA",836,26
,837,3
"Bosque Farms, New Mexico, USA",838,533
"Gold Coast, Queensland, Australia",839,534
"Los Angeles, California, USA",840,10
"Vancouver, British Columbia, Canada",841,47
,842,3
,843,3
,844,3
,845,3
,846,3
"4120 Friedrich Lane, Austin, Texas, USA",847,535
"Los Angeles, California, USA",848,10
"Roosevelt Field, Garden City, Long Island, New York, USA",849,536
"City Hall - 14410 Sylvan Street, Van Nuys, Los Angeles, California, USA",850,537
"Calabasas, California, USA",851,523
,852,3
"Los Angeles, California, USA",853,10
"Santa Cruz, California, USA",854,538
"Woodhill Forest, Woodhill, Auckland, New Zealand",855,539
"Evanston, Wyoming, USA",856,540
,857,3
,858,3
,859,3
"London, England, UK",860,22
,861,3
,862,3
Botswana,863,541
,864,3
"Alsace, France",865,542
,866,3
"Boston, Massachusetts, USA",867,174
"Olde Town Conyers, Georgia, USA",868,543
,869,3
"Portland, Oregon, USA",870,24
,871,3
,872,3
"Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA",873,19
,874,3
"Shepperton Studios, Shepperton, Surrey, England, UK",875,32
,876,3
"Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA",877,19
"New York City, New York, USA",878,9
"Asheville, North Carolina, USA",879,495
"Molalla, Oregon, USA",880,544
,881,3
"Santa Clarita, California, USA",882,26
,883,3
,884,3
,885,3
,886,3
,887,3
,888,3
"White Plains, New York, USA",889,545
"Joliette, Québec, Canada",890,546
"California, USA",891,27
,892,3
"Los Angeles, California, USA",893,10
"Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA",894,19
"Glendale, California, USA",895,93
,896,3
"Santa Clarita, California, USA",897,26
"Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA",898,19
"Fox Studios, Moore Park, Sydney, New South Wales, Australia",899,44
"Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA",900,19
"Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA",901,19
"Ile de Gorée, Dakar, Senegal",902,547
"Walt Disney Feature Animation Florida, Walt Disney World, Lake Buena Vista, Florida, USA",903,548
"John Show Ranch, Woodland Hills, Los Angeles, California, USA",904,549
,905,3
,906,3
,907,3
,908,3
,909,3
,910,3
,911,3
"Cary, North Carolina, USA",912,550
"Pinewood Toronto Studios, Port Lands, Toronto, Ontario, Canada",913,551
"Hamakua Coast, Hawaii, USA",914,552
South Africa,915,262
"Lone Pine, California, USA",916,320
"D.C. Stages, 1360 East 6th Street, Downtown, Los Angeles, California, USA",917,553
"Wellington, New Zealand",918,554
"Lawrence Livermore National Laboratory - 7000 East Avenue, Livermore, California, USA",919,555
"Santa Clarita, California, USA",920,26
"Englefield House, Theale, Reading, Berkshire, England, UK",921,556
"Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA",922,19
"Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA",923,19
"Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA",924,19
,925,3
"Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA",926,19
"Buttercup Valley, California, USA",927,557
"Church of St. Ignatius Loyola, New York City, New York, USA",928,558
"875 Third Avenue, New York City, New York, USA",929,559
"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",930,357
"Long Beach Polytechnic High School - 1600 Atlantic Avenue, Long Beach, California, USA",931,560
"The St. James's tower, 415 East 54th Street, Manhattan, New York City, New York, USA",932,561
"Arlington, Virginia, USA",933,562
"Arlington National Cemetery, Arlington, Virginia, USA",934,563
"Millennium Studios- 300 Douglas Street, Shreveport, Louisiana, USA",935,564
"8 Old Fulton Street, Brooklyn, New York City, New York, USA",936,565
"Abilene, Texas, USA",937,566
"Belt Parkway, Brooklyn, New York City, New York, USA",938,567
"Dock Lane, Kings Point, Long Island, New York, USA",939,568
"50th Floor, Continental Tower, Continental Plaza, Wall Street, Manhattan, New York City, New York, USA",940,569
"Baltimore, Maryland, USA",941,38
"New York, USA",942,314
"Bertelsmann, Salzburg, Salzburg, Austria",943,570
"Agoura, California, USA",944,467
"Emmy-Noether-Straße, Munich, Germany",945,571
"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA",946,355
"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA",947,355
"23 Egerton Terrace, Kensington, London, England, UK",948,572
"San Francisco, California, USA",949,338
"Clearwater Beach, Florida, USA",950,573
