ReviewCount,original_index,unique_index
"608 user,212 critic",1019,933
"36 user,15 critic",1020,934
"128 user,68 critic",1021,935
"161 user,78 critic",1022,936
"8 user,6 critic",1023,937
"83 user,15 critic",1024,938
"254 user,135 critic",1025,939
"241 user,188 critic",1026,940
"600 user,188 critic",1027,941
"432 user,81 critic",1028,942
"425 user,141 critic",1029,943
"477 user,154 critic",1030,944
"26 user,6 critic",1031,226
"76 user,19 critic",1032,945
"40 user,13 critic",1033,946
"34 user,7 critic",1034,947
"210 user,80 critic",1035,948
"47 user,10 critic",1036,949
"27 user,8 critic",1037,950
"61 user,17 critic",1038,951
"83 user,16 critic",1039,952
"65 user,34 critic",1040,340
"126 user,20 critic",1041,953
"155 user,50 critic",1042,954
"150 user,66 critic",1043,955
"59 user,10 critic",1044,956
"12 user,4 critic",1045,957
"26 user,5 critic",1046,958
"31 user,2 critic",1047,959
"62 user,90 critic",1048,960
1 critic,1049,741
"1 user,8 critic",1050,961
2 critic,1051,962
1 user,1052,185
,1053,29
2 user,1054,267
1 user,1055,185
1 critic,1056,741
"8 user,6 critic",1057,937
17 critic,1058,963
"616 user,196 critic",1059,964
,1060,29
"4 user,3 critic",1061,27
,1062,29
"8 user,3 critic",1063,425
"20 user,78 critic",1064,965
"3 user,8 critic",1065,966
"9 user,3 critic",1066,445
"20 user,11 critic",1067,967
"8 user,25 critic",1068,968
"27 user,14 critic",1069,969
2 critic,1070,962
"1 user,22 critic",1071,970
5 critic,1072,971
"3 user,2 critic",1073,972
2 user,1074,267
"3 user,9 critic",1075,624
"64 user,77 critic",1076,973
,1077,29
"44 user,37 critic",1078,974
9 user,1079,371
,1080,29
"123 user,28 critic",1081,975
"18 user,7 critic",1082,976
"21 user,1 critic",1083,66
"36 user,13 critic",1084,977
"146 user,126 critic",1085,978
,1086,29
,1087,29
,1088,29
"116 user,66 critic",1089,979
"705 user,445 critic",1090,980
"478 user,285 critic",1091,981
"9 user,6 critic",1092,982
"4 user,3 critic",1093,27
"86 user,57 critic",1094,983
"83 user,130 critic",1095,984
"98 user,67 critic",1096,985
"13 user,10 critic",1097,706
"252 user,64 critic",1098,986
,1099,29
,1100,29
"19 user,41 critic",1101,712
"70 user,29 critic",1102,987
"950 user,202 critic",1103,988
"878 user,175 critic",1104,989
"1,485 user,265 critic",1105,990
"669 user,123 critic",1106,991
"1,482 user,478 critic",1107,992
"2,085 user,265 critic",1108,993
"1,402 user,156 critic",1109,994
"899 user,167 critic",1110,995
"2,690 user,268 critic",1111,996
"1,278 user,246 critic",1112,997
"848 user,198 critic",1113,998
"291 user,105 critic",1114,999
"201 user,193 critic",1115,1000
"748 user,224 critic",1116,1001
"226 user,189 critic",1117,1002
"137 user,242 critic",1118,1003
"74 user,75 critic",1119,1004
"193 user,237 critic",1120,1005
"419 user,195 critic",1121,1006
"97 user,106 critic",1122,1007
"246 user,160 critic",1123,1008
"142 user,200 critic",1124,1009
"40 user,25 critic",1125,1010
"205 user,82 critic",1126,1011
"101 user,81 critic",1127,1012
"59 user,20 critic",1128,225
"241 user,65 critic",1129,1013
1 user,1130,185
"93 user,86 critic",1131,1014
"79 user,40 critic",1132,1015
"215 user,141 critic",1133,455
"234 user,112 critic",1134,1016
"150 user,95 critic",1135,1017
"565 user,138 critic",1136,1018
"3,596 user,308 critic",1137,1019
"1,395 user,249 critic",1138,1020
"699 user,221 critic",1139,1021
"293 user,108 critic",1140,1022
"246 user,101 critic",1141,1023
"152 user,97 critic",1142,1024
"186 user,126 critic",1143,1025
"478 user,171 critic",1144,1026
"229 user,141 critic",1145,1027
"98 user,61 critic",1146,1028
"172 user,103 critic",1147,1029
"106 user,57 critic",1148,1030
"150 user,108 critic",1149,1031
"152 user,75 critic",1150,1032
"189 user,52 critic",1151,1033
"264 user,117 critic",1152,1034
"224 user,55 critic",1153,1035
"175 user,42 critic",1154,1036
"118 user,19 critic",1155,1037
"200 user,55 critic",1156,1038
"226 user,73 critic",1157,1039
"181 user,50 critic",1158,1040
"126 user,26 critic",1159,1041
"77 user,22 critic",1160,1042
"155 user,78 critic",1161,1043
"218 user,77 critic",1162,1044
"284 user,145 critic",1163,1045
"212 user,126 critic",1164,1046
"824 user,145 critic",1165,1047
"44 user,23 critic",1166,1048
"146 user,128 critic",1167,1049
"147 user,99 critic",1168,1050
"236 user,126 critic",1169,1051
"143 user,83 critic",1170,1052
"235 user,174 critic",1171,1053
"234 user,94 critic",1172,1054
"116 user,51 critic",1173,1055
"444 user,185 critic",1174,1056
"196 user,74 critic",1175,1057
"308 user,166 critic",1176,1058
"131 user,91 critic",1177,1059
"782 user,201 critic",1178,1060
"191 user,130 critic",1179,1061
"1,221 user,592 critic",1180,1062
"1,687 user,693 critic",1181,1063
"242 user,136 critic",1182,1064
"1,393 user,287 critic",1183,1065
"1,049 user,639 critic",1184,1066
"2,006 user,287 critic",1185,1067
"528 user,476 critic",1186,1068
"729 user,507 critic",1187,1069
"655 user,503 critic",1188,1070
"233 user,84 critic",1189,1071
"1,047 user,283 critic",1190,1072
"619 user,351 critic",1191,1073
"798 user,473 critic",1192,1074
"655 user,583 critic",1193,1075
"968 user,650 critic",1194,1076
"1,454 user,589 critic",1195,1077
"25 user,39 critic",1196,1078
"1,397 user,322 critic",1197,1079
"867 user,536 critic",1198,1080
"612 user,510 critic",1199,1081
"716 user,567 critic",1200,1082
"1,366 user,639 critic",1201,1083
"1,237 user,304 critic",1202,1084
"1,932 user,661 critic",1203,1085
"946 user,503 critic",1204,1086
"2,098 user,267 critic",1205,1087
"1,827 user,312 critic",1206,1088
"2,496 user,311 critic",1207,1089
"673 user,486 critic",1208,1090
"521 user,427 critic",1209,1091
"1,895 user,387 critic",1210,1092
"323 user,67 critic",1211,1093
"896 user,421 critic",1212,1094
"1,298 user,295 critic",1213,1095
"632 user,345 critic",1214,1096
"1,899 user,329 critic",1215,1097
"90 user,43 critic",1216,1098
"1,433 user,359 critic",1217,1099
"898 user,367 critic",1218,1100
"2,736 user,396 critic",1219,1101
"599 user,207 critic",1220,1102
"587 user,314 critic",1221,1103
"1,047 user,365 critic",1222,1104
"1,162 user,163 critic",1223,1105
"1,149 user,238 critic",1224,1106
"367 user,321 critic",1225,1107
"493 user,171 critic",1226,1108
"1,335 user,231 critic",1227,1109
"790 user,232 critic",1228,1110
"825 user,194 critic",1229,1111
"286 user,189 critic",1230,1112
"509 user,327 critic",1231,1113
"480 user,161 critic",1232,1114
"44 user,121 critic",1233,1115
"2,397 user,294 critic",1234,1116
"3,134 user,329 critic",1235,1117
"4,994 user,294 critic",1236,1118
"3,506 user,296 critic",1237,1119
"3,240 user,335 critic",1238,1120
"3,456 user,266 critic",1239,1121
"509 user,143 critic",1240,1122
"418 user,150 critic",1241,1123
"410 user,152 critic",1242,1124
"146 user,43 critic",1243,1125
"214 user,93 critic",1244,1126
"5 user,6 critic",1245,616
"436 user,82 critic",1246,1127
"70 user,22 critic",1247,1128
"232 user,69 critic",1248,1129
"152 user,76 critic",1249,1130
"270 user,128 critic",1250,1131
"206 user,223 critic",1251,1132
"655 user,457 critic",1252,1133
"1,885 user,292 critic",1253,1134
"221 user,225 critic",1254,1135
"613 user,424 critic",1255,1136
"968 user,373 critic",1256,1137
"1,102 user,329 critic",1257,1138
"847 user,232 critic",1258,1139
"871 user,161 critic",1259,1140
"302 user,49 critic",1260,1141
"126 user,20 critic",1261,953
"232 user,112 critic",1262,1142
"379 user,170 critic",1263,1143
"375 user,87 critic",1264,1144
"187 user,68 critic",1265,1145
"243 user,295 critic",1266,1146
"195 user,91 critic",1267,1147
"93 user,53 critic",1268,1148
"865 user,222 critic",1269,1149
"250 user,118 critic",1270,1150
"75 user,37 critic",1271,1151
"158 user,82 critic",1272,1152
"377 user,82 critic",1273,1153
"172 user,70 critic",1274,1154
"626 user,215 critic",1275,1155
"81 user,43 critic",1276,1156
"339 user,143 critic",1277,1157
"22 user,33 critic",1278,1158
"226 user,114 critic",1279,1159
"259 user,155 critic",1280,1160
"202 user,80 critic",1281,1161
"120 user,48 critic",1282,1162
"35 user,27 critic",1283,1163
"586 user,132 critic",1284,1164
"371 user,89 critic",1285,1165
"312 user,159 critic",1286,1166
"263 user,117 critic",1287,1167
"410 user,114 critic",1288,1168
,1289,29
"26 user,49 critic",1290,1169
"562 user,241 critic",1291,1170
"41 user,61 critic",1292,1171
"121 user,177 critic",1293,1172
"460 user,161 critic",1294,1173
"174 user,94 critic",1295,1174
"200 user,270 critic",1296,1175
"143 user,94 critic",1297,1176
"197 user,211 critic",1298,1177
"394 user,154 critic",1299,1178
"139 user,118 critic",1300,1179
"405 user,259 critic",1301,1180
"118 user,85 critic",1302,1181
"151 user,30 critic",1303,1182
"206 user,127 critic",1304,1183
"287 user,127 critic",1305,1184
"44 user,85 critic",1306,1185
"108 user,42 critic",1307,1186
"30 user,9 critic",1308,1187
"22 user,11 critic",1309,1188
"7 user,3 critic",1310,1189
"14 user,7 critic",1311,381
"70 user,24 critic",1312,1190
"182 user,47 critic",1313,1191
"485 user,109 critic",1314,1192
"527 user,128 critic",1315,1193
"491 user,152 critic",1316,1194
"366 user,113 critic",1317,1195
"2,787 user,274 critic",1318,1196
"2,119 user,246 critic",1319,1197
"996 user,284 critic",1320,1198
"529 user,156 critic",1321,1199
"100 user,29 critic",1322,1200
"53 user,35 critic",1323,1201
"313 user,134 critic",1324,1202
"93 user,47 critic",1325,1203
"128 user,84 critic",1326,1204
"93 user,53 critic",1327,1148
"36 user,15 critic",1328,934
"128 user,81 critic",1329,1205
"180 user,103 critic",1330,1206
"156 user,115 critic",1331,1207
"442 user,139 critic",1332,1208
"253 user,78 critic",1333,1209
"521 user,210 critic",1334,1210
"91 user,34 critic",1335,1211
"119 user,68 critic",1336,1212
"105 user,38 critic",1337,1213
"100 user,43 critic",1338,1214
"236 user,112 critic",1339,1215
"181 user,110 critic",1340,1216
"219 user,56 critic",1341,1217
"45 user,41 critic",1342,1218
"91 user,98 critic",1343,509
"123 user,99 critic",1344,1219
"128 user,64 critic",1345,1220
"141 user,100 critic",1346,1221
"140 user,90 critic",1347,1222
"100 user,106 critic",1348,1223
"79 user,56 critic",1349,1224
"241 user,22 critic",1350,1225
"134 user,110 critic",1351,1226
"103 user,108 critic",1352,1227
"149 user,89 critic",1353,1228
"167 user,117 critic",1354,1229
"104 user,74 critic",1355,1230
"171 user,65 critic",1356,1231
"56 user,30 critic",1357,1232
"15 user,10 critic",1358,1233
"144 user,110 critic",1359,1234
"383 user,238 critic",1360,1235
1 critic,1361,741
"3 user,1 critic",1362,1236
"262 user,239 critic",1363,1237
"4 user,7 critic",1364,1238
"104 user,137 critic",1365,1239
"34 user,88 critic",1366,1240
"57 user,96 critic",1367,1241
"195 user,254 critic",1368,1242
"503 user,522 critic",1369,1243
"115 user,144 critic",1370,1244
"99 user,120 critic",1371,1245
"171 user,46 critic",1372,1246
"130 user,191 critic",1373,1247
"32 user,19 critic",1374,1248
"81 user,10 critic",1375,1249
"425 user,261 critic",1376,1250
"1,511 user,306 critic",1377,1251
"882 user,213 critic",1378,1252
"1,416 user,288 critic",1379,1253
"179 user,119 critic",1380,1254
"614 user,172 critic",1381,1255
"657 user,187 critic",1382,1256
"1,166 user,229 critic",1383,1257
"22 user,15 critic",1384,266
"448 user,175 critic",1385,1258
"720 user,143 critic",1386,1259
"142 user,44 critic",1387,1260
"591 user,147 critic",1388,1261
"277 user,81 critic",1389,1262
"72 user,187 critic",1390,1263
,1391,29
"146 user,73 critic",1392,1264
"435 user,187 critic",1393,1265
"99 user,73 critic",1394,1266
"67 user,51 critic",1395,1267
"84 user,27 critic",1396,1268
"80 user,33 critic",1397,1269
"64 user,26 critic",1398,1270
"113 user,41 critic",1399,1271
"175 user,78 critic",1400,1272
"205 user,50 critic",1401,1273
"194 user,53 critic",1402,1274
"195 user,35 critic",1403,1275
"257 user,94 critic",1404,1276
"314 user,149 critic",1405,1277
"49 user,17 critic",1406,1278
"647 user,185 critic",1407,1279
"70 user,144 critic",1408,1280
"390 user,185 critic",1409,1281
"245 user,190 critic",1410,1282
"577 user,179 critic",1411,1283
"334 user,267 critic",1412,1284
"432 user,163 critic",1413,1285
"274 user,171 critic",1414,1286
"279 user,74 critic",1415,1287
"169 user,56 critic",1416,1288
"394 user,287 critic",1417,1289
"380 user,224 critic",1418,1290
"890 user,92 critic",1419,1291
"472 user,201 critic",1420,1292
"151 user,176 critic",1421,1293
"308 user,308 critic",1422,1294
"781 user,143 critic",1423,1295
"134 user,53 critic",1424,1296
"26 user,12 critic",1425,70
"81 user,84 critic",1426,1297
"763 user,255 critic",1427,1298
"377 user,250 critic",1428,1299
"244 user,142 critic",1429,1300
"147 user,93 critic",1430,1301
"54 user,81 critic",1431,1302
"470 user,173 critic",1432,1303
"660 user,250 critic",1433,1304
"244 user,238 critic",1434,1305
"627 user,225 critic",1435,1306
"228 user,77 critic",1436,1307
"401 user,108 critic",1437,1308
"1,685 user,167 critic",1438,1309
"515 user,179 critic",1439,1310
"200 user,131 critic",1440,1311
"110 user,160 critic",1441,1312
"350 user,119 critic",1442,1313
"130 user,144 critic",1443,1314
"44 user,12 critic",1444,1315
"212 user,46 critic",1445,1316
"80 user,67 critic",1446,1317
"107 user,74 critic",1447,1318
"116 user,79 critic",1448,1319
"198 user,179 critic",1449,1320
,1450,29
"412 user,217 critic",1451,1321
"84 user,89 critic",1452,1322
"2 user,5 critic",1453,1323
"125 user,176 critic",1454,1324
"254 user,186 critic",1455,1325
"74 user,137 critic",1456,1326
"44 user,82 critic",1457,1327
"70 user,103 critic",1458,1328
"410 user,249 critic",1459,1329
"961 user,416 critic",1460,1330
"1,054 user,238 critic",1461,1331
"1,671 user,277 critic",1462,1332
"1,069 user,378 critic",1463,1333
"768 user,206 critic",1464,1334
"378 user,190 critic",1465,1335
"426 user,120 critic",1466,1336
"347 user,91 critic",1467,1337
"1,272 user,247 critic",1468,1338
"281 user,116 critic",1469,1339
"612 user,346 critic",1470,1340
"438 user,244 critic",1471,1341
"219 user,120 critic",1472,1342
"9 user,3 critic",1473,445
"10 user,5 critic",1474,483
3 user,1475,46
"51 user,9 critic",1476,1343
"74 user,26 critic",1477,1344
"504 user,128 critic",1478,1345
2 user,1479,267
"18 user,3 critic",1480,428
"91 user,18 critic",1481,1346
"62 user,28 critic",1482,1347
"8 user,16 critic",1483,1348
"30 user,41 critic",1484,1349
"17 user,23 critic",1485,1350
4 user,1486,437
7 user,1487,568
"17 user,4 critic",1488,1351
"45 user,17 critic",1489,1352
"158 user,239 critic",1490,1353
"272 user,210 critic",1491,1354
"252 user,89 critic",1492,1355
"63 user,8 critic",1493,1356
"91 user,17 critic",1494,1357
"9 user,4 critic",1495,638
"36 user,19 critic",1496,1358
"15 user,2 critic",1497,1359
"31 user,13 critic",1498,1360
"83 user,70 critic",1499,1361
"86 user,53 critic",1500,1362
"65 user,60 critic",1501,1363
"84 user,19 critic",1502,1364
"11 user,4 critic",1503,1365
"31 user,11 critic",1504,1366
"33 user,11 critic",1505,1367
"54 user,15 critic",1506,1368
"448 user,103 critic",1507,1369
"68 user,21 critic",1508,1370
"68 user,33 critic",1509,1371
"66 user,34 critic",1510,1372
"8 user,7 critic",1511,1373
"75 user,68 critic",1512,1374
"76 user,148 critic",1513,1375
"28 user,125 critic",1514,1376
"64 user,7 critic",1515,1377
"105 user,54 critic",1516,1378
"93 user,57 critic",1517,1379
"100 user,93 critic",1518,1380
"103 user,65 critic",1519,1381
"47 user,17 critic",1520,1382
"22 user,13 critic",1521,1383
"36 user,16 critic",1522,1384
"36 user,11 critic",1523,1385
"89 user,62 critic",1524,1386
"38 user,13 critic",1525,1387
"43 user,20 critic",1526,1388
"42 user,11 critic",1527,1389
"5 user,3 critic",1528,519
"47 user,9 critic",1529,1390
"47 user,18 critic",1530,1391
"64 user,15 critic",1531,1392
"17 user,4 critic",1532,1351
13 user,1533,1393
"36 user,10 critic",1534,1394
"72 user,20 critic",1535,1395
"13 user,17 critic",1536,47
"65 user,96 critic",1537,1396
"90 user,145 critic",1538,1397
"234 user,104 critic",1539,1398
"153 user,196 critic",1540,1399
"105 user,139 critic",1541,1400
"816 user,285 critic",1542,1401
,1543,29
"95 user,115 critic",1544,1402
"111 user,76 critic",1545,1403
3 critic,1546,454
"93 user,47 critic",1547,1203
2 critic,1548,962
"112 user,35 critic",1549,1404
"4 user,3 critic",1550,27
2 user,1551,267
"2 user,1 critic",1552,524
1 user,1553,185
2 user,1554,267
"1 user,1 critic",1555,717
2 user,1556,267
"9 user,3 critic",1557,445
"4 user,2 critic",1558,1405
"11 user,3 critic",1559,1406
"1 user,1 critic",1560,717
"127 user,59 critic",1561,1407
"7 user,7 critic",1562,1408
"5 user,3 critic",1563,519
2 user,1564,267
"10 user,16 critic",1565,1409
,1566,29
"227 user,83 critic",1567,1410
"802 user,146 critic",1568,1411
"6 user,12 critic",1569,373
"103 user,28 critic",1570,1412
1 critic,1571,741
"5 user,21 critic",1572,645
"7 user,1 critic",1573,470
"60 user,26 critic",1574,1413
"12 user,27 critic",1575,1414
"28 user,12 critic",1576,223
"71 user,37 critic",1577,1415
"40 user,8 critic",1578,1416
"205 user,58 critic",1579,1417
"246 user,83 critic",1580,1418
