Duration,RatingCount,original_index,unique_index
87 min,506,4054,3924
108 min,"6,117",4055,3925
90 min,"2,840",4056,3926
89 min,"5,302",4057,3927
91 min,"9,412",4058,3928
90 min,180,4059,3929
104 min,117,4060,3930
108 min,"1,591",4061,3931
77 min,50,4062,3932
77 min,216,4063,3933
84 min,128,4064,3934
97 min,"1,108",4065,3935
81 min,"4,580",4066,3936
90 min,"2,846",4067,3937
82 min,"1,470",4068,3938
105 min,"1,319",4069,3939
87 min,"1,041",4070,3940
1 hr. 45 min.,859,4071,3941
95 min,"28,923",4072,3942
104 min,205,4073,3943
84 min,"1,000",4074,3944
90 min,738,4075,3945
78 min,"1,287",4076,3946
104 min,620,4077,3947
117 min,"53,417",4078,3948
86 min,"1,297",4079,3949
132 min,"58,658",4080,3950
104 min,"8,868",4081,3951
85 min,"1,154",4082,3952
113 min,903,4083,3953
134 min,"4,720",4084,3954
90 min,"12,557",4085,3955
92 min,"2,421",4086,3956
,31,4087,1370
89 min,"4,872",4088,3957
87 min,"17,706",4089,3958
112 min,"16,631",4090,3959
97 min,"12,482",4091,3960
1 hr. 45 min.,"13,207",4092,3961
107 min,"3,160",4093,3962
113 min,"13,134",4094,3963
111 min,"14,909",4095,3964
75 min,"5,319",4096,3965
100 min,848,4097,3966
100 min,"64,370",4098,3967
115 min,"28,209",4099,3968
88 min,356,4100,3969
89 min,"22,561",4101,3970
93 min,"23,600",4102,3971
96 min,"5,344",4103,3972
91 min,"55,339",4104,3973
144 min,"5,267",4105,3974
91 min,"14,145",4106,3975
81 min,492,4107,3976
86 min,732,4108,3977
116 min,"9,598",4109,3978
97 min,"10,573",4110,3979
116 min,"5,426",4111,3980
94 min,"6,197",4112,3981
90 min,"1,932",4113,3982
87 min,17,4114,3983
140 min,"74,250",4115,3984
128 min,"127,826",4116,3985
80 min,"4,554",4117,3986
85 min,"1,751",4118,3987
111 min,"3,982",4119,3988
95 min,"12,025",4120,3989
106 min,"27,515",4121,3990
105 min,"17,879",4122,3991
127 min,"10,235",4123,3992
,,4124,29
116 min,"49,990",4125,3993
86 min,"6,634",4126,3994
93 min,"10,991",4127,3995
111 min,"91,574",4128,3996
134 min,"52,746",4129,3997
95 min,"43,215",4130,3998
75 min,124,4131,3999
85 min,"9,021",4132,4000
79 min,209,4133,4001
90 min,"46,829",4134,4002
100 min,"28,558",4135,4003
107 min,"17,263",4136,4004
93 min,"20,846",4137,4005
122 min,"48,690",4138,4006
92 min,580,4139,4007
96 min,"2,937",4140,4008
106 min,366,4141,4009
108 min,701,4142,4010
1 hr. 35 min.,"4,121",4143,4011
96 min,"3,536",4144,4012
103 min,"1,890",4145,4013
106 min,"2,908",4146,4014
91 min,"53,866",4147,4015
98 min,"2,568",4148,4016
102 min,"1,668",4149,4017
110 min,"11,293",4150,4018
103 min,"25,851",4151,4019
127 min,"11,996",4152,4020
101 min,"1,955",4153,4021
134 min,"9,806",4154,4022
107 min,"3,619",4155,4023
111 min,"3,870",4156,4024
136 min,"70,365",4157,4025
91 min,"6,780",4158,4026
90 min,326,4159,4027
95 min,"24,443",4160,4028
2 hr. 12 min.,"23,082",4161,4029
,237,4162,4030
93 min,,4163,759
118 min,"157,960",4164,4031
120 min,"36,199",4165,4032
104 min,"47,431",4166,4033
110 min,"43,499",4167,4034
105 min,"9,100",4168,4035
117 min,"52,353",4169,4036
110 min,"73,492",4170,4037
86 min,425,4171,4038
,901,4172,4039
240 min,,4173,4040
,"71,430",4174,4041
135 min,"16,816",4175,4042
140 min,"8,737",4176,4043
106 min,"59,678",4177,4044
77 min,"64,662",4178,4045
94 min,"34,370",4179,4046
118 min,"29,433",4180,4047
,"4,707",4181,4048
95 min,"2,222",4182,4049
90 min,157,4183,4050
96 min,"180,498",4184,4051
114 min,"4,466",4185,4052
95 min,318,4186,4053
93 min,"1,238",4187,4054
78 min,"7,641",4188,4055
103 min,"4,069",4189,4056
87 min,834,4190,4057
90 min,"2,032",4191,4058
85 min,"13,941",4192,4059
118 min,54,4193,4060
116 min,"39,132",4194,4061
110 min,"43,976",4195,4062
99 min,"4,197",4196,4063
81 min,"57,531",4197,4064
109 min,"11,763",4198,4065
97 min,"41,387",4199,4066
96 min,"108,524",4200,4067
98 min,"26,307",4201,4068
100 min,"84,709",4202,4069
86 min,"36,983",4203,4070
119 min,"15,128",4204,4071
121 min,"5,495",4205,4072
121 min,"87,896",4206,4073
125 min,"41,583",4207,4074
138 min,"95,682",4208,4075
138 min,"46,763",4209,4076
106 min,"82,097",4210,4077
116 min,"75,728",4211,4078
135 min,"67,044",4212,4079
116 min,"75,185",4213,4080
102 min,"326,944",4214,4081
118 min,"210,045",4215,4082
115 min,"115,004",4216,4083
110 min,"222,525",4217,4084
138 min,"326,763",4218,4085
100 min,"11,645",4219,4086
121 min,"57,272",4220,4087
119 min,"16,858",4221,4088
94 min,"50,338",4222,4089
119 min,"173,834",4223,4090
,"114,590",4224,4091
127 min,"73,708",4225,4092
155 min,"52,948",4226,4093
121 min,"93,665",4227,4094
80 min,"38,387",4228,4095
130 min,"82,500",4229,4096
95 min,"107,026",4230,4097
124 min,"83,616",4231,4098
111 min,"223,182",4232,4099
111 min,"51,371",4233,4100
,"90,262",4234,4101
66 min,"5,925",4235,4102
118 min,"16,439",4236,4103
,"166,833",4237,4104
103 min,"20,852",4238,4105
116 min,"47,426",4239,4106
96 min,796,4240,4107
101 min,915,4241,4108
112 min,"62,634",4242,4109
141 min,"2,404",4243,4110
125 min,"19,543",4244,4111
116 min,"72,925",4245,4112
113 min,"43,030",4246,4113
139 min,"25,448",4247,4114
111 min,"10,667",4248,4115
117 min,"32,669",4249,4116
119 min,"11,835",4250,4117
139 min,"144,379",4251,4118
85 min,"9,060",4252,4119
106 min,"8,695",4253,4120
130 min,"51,809",4254,4121
110 min,"79,896",4255,4122
92 min,"3,033",4256,4123
77 min,"2,913",4257,4124
84 min,"24,284",4258,4125
85 min,59,4259,4126
65 min,"1,367",4260,4127
105 min,"3,664",4261,4128
95 min,"3,822",4262,4129
80 min,"4,373",4263,4130
101 min,"7,621",4264,4131
84 min,"3,132",4265,4132
94 min,"8,660",4266,4133
92 min,"1,263",4267,4134
90 min,"15,955",4268,4135
107 min,"13,205",4269,4136
117 min,"31,313",4270,4137
105 min,"6,027",4271,4138
83 min,727,4272,4139
72 min,"1,179",4273,4140
87 min,204,4274,4141
61 min,"1,353",4275,4142
78 min,998,4276,4143
81 min,855,4277,4144
77 min,"5,564",4278,4145
80 min,"1,403",4279,4146
61 min,"2,994",4280,4147
70 min,"4,936",4281,4148
61 min,"2,376",4282,4149
65 min,"5,665",4283,4150
61 min,"1,443",4284,4151
49 min,"3,235",4285,4152
,,4286,29
113 min,"5,966",4287,4153
90 min,"1,058",4288,4154
79 min,"3,686",4289,4155
104 min,"1,049",4290,4156
134 min,770,4291,4157
104 min,"1,679",4292,4158
90 min,543,4293,4159
105 min,664,4294,4160
106 min,"9,639",4295,4161
99 min,"5,242",4296,4162
94 min,"4,013",4297,4163
,102,4298,4164
,"19,461",4299,4165
108 min,"29,135",4300,4166
130 min,"209,053",4301,4167
86 min,"59,558",4302,4168
122 min,"330,247",4303,4169
113 min,"106,400",4304,4170
127 min,"209,000",4305,4171
124 min,"173,381",4306,4172
108 min,"92,209",4307,4173
125 min,"85,582",4308,4174
130 min,"97,743",4309,4175
95 min,"18,434",4310,4176
91 min,"4,525",4311,4177
85 min,"3,842",4312,4178
170 min,"17,446",4313,4179
103 min,"2,547",4314,4180
103 min,"41,580",4315,4181
106 min,"38,821",4316,4182
55 min,"2,040",4317,4183
77 min,"1,805",4318,4184
147 min,"6,313",4319,4185
105 min,434,4320,4186
96 min,"3,900",4321,4187
,184,4322,4188
95 min,"7,335",4323,4189
80 min,150,4324,4190
82 min,148,4325,4191
91 min,231,4326,4192
88 min,"1,274",4327,4193
92 min,546,4328,4194
88 min,603,4329,4195
87 min,78,4330,4196
129 min,"105,054",4331,4197
77 min,135,4332,4198
134 min,"97,674",4333,4199
144 min,"7,277",4334,4200
87 min,"125,383",4335,4201
91 min,"13,181",4336,4202
95 min,"60,180",4337,4203
55 min,70,4338,4204
79 min,"3,580",4339,4205
86 min,"2,416",4340,4206
82 min,"3,321",4341,4207
77 min,"2,373",4342,4208
76 min,"3,032",4343,4209
80 min,"2,213",4344,4210
1 hr. 34 min.,"14,219",4345,4211
87 min,"17,528",4346,4212
86 min,"15,127",4347,4213
80 min,"31,988",4348,4214
79 min,"3,065",4349,4215
81 min,"10,695",4350,4216
81 min,"5,466",4351,4217
86 min,"2,864",4352,4218
98 min,290,4353,4219
105 min,96,4354,3342
88 min,767,4355,4220
92 min,"3,312",4356,4221
108 min,148,4357,4222
118 min,"2,202",4358,4223
108 min,512,4359,4224
90 min,138,4360,1700
94 min,257,4361,4225
75 min,"2,243",4362,4226
100 min,"15,740",4363,4227
90 min,350,4364,4228
104 min,"2,272",4365,4229
94 min,"9,387",4366,4230
98 min,"4,355",4367,4231
103 min,"16,964",4368,4232
96 min,"4,128",4369,4233
1 hr. 39 min.,"2,638",4370,4234
82 min,"4,427",4371,4235
96 min,"8,417",4372,4236
78 min,497,4373,4237
90 min,"4,531",4374,4238
101 min,"7,322",4375,4239
110 min,"18,142",4376,4240
62 min,"4,442",4377,4241
107 min,"22,012",4378,4242
77 min,"4,579",4379,4243
102 min,"38,189",4380,4244
130 min,"3,630",4381,4245
88 min,"3,406",4382,4246
90 min,"34,493",4383,4247
120 min,"3,180",4384,4248
58 min,117,4385,4249
86 min,246,4386,4250
97 min,831,4387,4251
87 min,"11,110",4388,4252
96 min,"18,918",4389,4253
129 min,"193,060",4390,4254
109 min,"247,114",4391,4255
122 min,"72,908",4392,4256
105 min,"33,342",4393,4257
114 min,"16,150",4394,4258
115 min,"36,672",4395,4259
117 min,"28,969",4396,4260
91 min,"28,948",4397,4261
112 min,"80,829",4398,4262
135 min,"46,923",4399,4263
128 min,"70,513",4400,4264
109 min,"14,626",4401,4265
84 min,"1,979",4402,4266
105 min,"8,847",4403,4267
123 min,"11,870",4404,4268
116 min,"12,208",4405,4269
121 min,"37,382",4406,4270
120 min,"19,067",4407,4271
112 min,"8,159",4408,4272
116 min,"7,810",4409,4273
102 min,"17,974",4410,4274
114 min,"10,729",4411,4275
115 min,"14,750",4412,4276
99 min,"6,715",4413,4277
57 min,142,4414,4278
178 min,"10,981",4415,4279
123 min,"2,372",4416,4280
119 min,"3,655",4417,4281
110 min,"1,788",4418,4282
123 min,"2,201",4419,4283
120 min,"1,251",4420,4284
79 min,"10,748",4421,4285
113 min,"6,934",4422,4286
98 min,"1,949",4423,4287
141 min,"6,454",4424,4288
85 min,"3,097",4425,4289
147 min,"4,062",4426,4290
90 min,310,4427,4291
83 min,247,4428,4292
74 min,55,4429,4293
97 min,215,4430,4294
118 min,"4,903",4431,4295
111 min,"2,165",4432,4296
61 min,236,4433,4297
104 min,503,4434,4298
58 min,55,4435,4299
76 min,141,4436,4300
98 min,"6,484",4437,4301
83 min,561,4438,4302
,49,4439,4303
47 min,181,4440,4304
54 min,534,4441,4305
82 min,437,4442,4306
52 min,765,4443,4307
96 min,"6,650",4444,4308
128 min,"9,042",4445,4309
95 min,315,4446,4310
115 min,"34,332",4447,4311
108 min,"9,626",4448,4312
104 min,456,4449,4313
97 min,"59,502",4450,4314
102 min,"1,423",4451,4315
95 min,468,4452,4316
107 min,"27,912",4453,4317
96 min,"43,927",4454,4318
102 min,301,4455,4319
90 min,"2,268",4456,4320
2 hr. 8 min.,"7,287",4457,4321
87 min,455,4458,4322
88 min,957,4459,4323
100 min,"10,027",4460,4324
75 min,355,4461,4325
68 min,330,4462,4326
94 min,"1,973",4463,4327
99 min,"28,090",4464,4328
96 min,239,4465,4329
100 min,92,4466,4330
1 hr. 32 min.,"1,572",4467,4331
102 min,533,4468,4332
90 min,311,4469,4333
86 min,155,4470,4334
91 min,172,4471,4335
106 min,"42,450",4472,4336
,30,4473,1525
90 min,839,4474,4337
91 min,"1,973",4475,4338
92 min,"6,011",4476,4339
93 min,579,4477,4340
98 min,253,4478,4341
98 min,"1,814",4479,4342
72 min,"5,057",4480,4343
110 min,"2,174",4481,4344
92 min,"3,205",4482,4345
90 min,244,4483,4346
119 min,703,4484,4347
90 min,"1,589",4485,4348
112 min,"4,113",4486,4349
100 min,"4,847",4487,4350
80 min,"1,100",4488,4351
98 min,"5,125",4489,4352
95 min,219,4490,4353
76 min,"12,293",4491,4354
72 min,"10,323",4492,4355
86 min,144,4493,4356
115 min,136,4494,4357
119 min,"2,716",4495,4358
107 min,"1,114",4496,4359
130 min,"2,654",4497,4360
89 min,590,4498,4361
108 min,817,4499,4362
113 min,"1,454",4500,4363
111 min,"2,510",4501,4364
69 min,"2,964",4502,4365
108 min,"42,574",4503,4366
128 min,35,4504,4367
103 min,"11,175",4505,4368
96 min,"28,683",4506,4369
97 min,"33,401",4507,4370
105 min,"17,162",4508,4371
91 min,"4,652",4509,4372
131 min,"51,288",4510,4373
106 min,"1,722",4511,4374
101 min,"15,056",4512,4375
91 min,"3,873",4513,4376
111 min,"30,816",4514,4377
116 min,"10,994",4515,4378
128 min,"19,459",4516,4379
122 min,"2,070",4517,4380
105 min,"6,881",4518,4381
106 min,"5,582",4519,4382
96 min,836,4520,4383
1 hr. 32 min.,"15,115",4521,4384
89 min,"10,378",4522,4385
126 min,"6,250",4523,4386
106 min,"1,829",4524,4387
113 min,913,4525,4388
87 min,"11,316",4526,4389
93 min,"15,725",4527,4390
100 min,283,4528,4391
85 min,242,4529,4392
95 min,"5,137",4530,4393
85 min,"41,482",4531,4394
81 min,345,4532,4395
100 min,209,4533,4396
156 min,"4,186",4534,4397
111 min,367,4535,4398
95 min,224,4536,4399
131 min,400,4537,4400
96 min,"6,081",4538,4401
89 min,"4,811",4539,4402
102 min,846,4540,4403
100 min,"3,488",4541,4404
107 min,"8,984",4542,4405
92 min,"8,200",4543,4406
133 min,,4544,4407
103 min,"9,100",4545,4408
110 min,"10,446",4546,4409
106 min,"11,812",4547,4410
96 min,"8,909",4548,4411
100 min,"10,879",4549,4412
79 min,"8,139",4550,4413
83 min,"12,464",4551,4414
106 min,"8,772",4552,4415
93 min,"18,462",4553,4416
112 min,"2,790",4554,4417
123 min,"3,365",4555,4418
82 min,"3,049",4556,4419
97 min,195,4557,4420
115 min,"8,910",4558,4421
95 min,"13,455",4559,4422
201 min,"24,638",4560,4423
108 min,"31,674",4561,4424
160 min,"2,484",4562,4425
109 min,"4,062",4563,4426
114 min,"9,608",4564,4427
120 min,"9,106",4565,4428
96 min,284,4566,4429
82 min,289,4567,4430
90 min,"1,600",4568,4431
84 min,682,4569,4432
91 min,875,4570,4433
100 min,"7,763",4571,4434
115 min,5,4572,4435
85 min,285,4573,4436
71 min,718,4574,4437
91 min,278,4575,4438
93 min,"2,291",4576,3648
88 min,509,4577,4439
88 min,"10,813",4578,4440
83 min,453,4579,4441
108 min,374,4580,4442
82 min,106,4581,4443
89 min,"2,029",4582,4444
88 min,"3,739",4583,4445
89 min,475,4584,4446
88 min,"14,844",4585,4447
83 min,"4,140",4586,4448
92 min,"9,404",4587,4449
114 min,"39,177",4588,4450
132 min,"9,416",4589,4451
91 min,569,4590,4452
97 min,798,4591,4453
81 min,80,4592,4454
102 min,"1,951",4593,4455
85 min,598,4594,4456
90 min,"1,238",4595,4457
97 min,"2,981",4596,4458
109 min,"2,514",4597,4459
95 min,"5,165",4598,4460
104 min,"1,461",4599,4461
105 min,"2,897",4600,4462
86 min,"1,995",4601,4463
82 min,"8,905",4602,4464
93 min,,4603,759
124 min,"19,120",4604,4465
119 min,"4,692",4605,4466
96 min,"7,724",4606,4467
1 hr. 31 min.,"7,058",4607,4468
91 min,"20,821",4608,4469
92 min,"10,258",4609,4470
95 min,"14,076",4610,4471
117 min,"3,846",4611,4472
124 min,"12,197",4612,4473
115 min,"5,378",4613,4474
108 min,"9,596",4614,4475
149 min,"6,559",4615,4476
116 min,"1,011",4616,4477
104 min,"1,486",4617,4478
133 min,"16,498",4618,4479
108 min,"21,789",4619,4480
105 min,"48,362",4620,4481
120 min,"36,016",4621,4482
98 min,"57,747",4622,4483
113 min,"38,652",4623,4484
208 min,"6,361",4624,4485
80 min,83,4625,4486
96 min,695,4626,4487
125 min,"5,011",4627,4488
88 min,"6,454",4628,4489
174 min,"3,294",4629,4490
98 min,"14,793",4630,4491
154 min,964,4631,4492
100 min,287,4632,4493
123 min,46,4633,4494
99 min,318,4634,4495
95 min,"1,932",4635,4496
124 min,"2,050",4636,4497
90 min,426,4637,4498
82 min,510,4638,4499
90 min,370,4639,4500
110 min,331,4640,4501
68 min,"2,872",4641,4502
94 min,"13,440",4642,4503
92 min,239,4643,4504
101 min,"3,827",4644,4505
90 min,532,4645,4506
95 min,367,4646,4507
100 min,"2,979",4647,4508
93 min,"4,154",4648,4509
105 min,"1,265",4649,4510
197 min,"92,029",4650,4511
89 min,"2,053",4651,4512
84 min,"5,743",4652,4513
126 min,"1,163",4653,4514
94 min,246,4654,4515
104 min,"1,628",4655,4516
86 min,"4,523",4656,4517
145 min,"3,672",4657,4518
82 min,"4,463",4658,4519
106 min,"1,222",4659,4520
114 min,"2,555",4660,4521
99 min,"1,558",4661,4522
101 min,906,4662,4523
81 min,523,4663,4524
119 min,"46,903",4664,4525
83 min,"2,431",4665,4526
,,4666,29
85 min,678,4667,4527
100 min,"47,673",4668,4528
72 min,733,4669,4529
97 min,"8,858",4670,4530
109 min,"5,271",4671,4531
108 min,"1,579",4672,4532
60 min,68,4673,4533
92 min,"1,450",4674,4534
99 min,610,4675,4535
69 min,383,4676,4536
103 min,"1,532",4677,4537
116 min,"2,426",4678,4538
113 min,972,4679,4539
82 min,"2,444",4680,4540
113 min,758,4681,4541
81 min,289,4682,4542
92 min,"7,320",4683,4543
98 min,311,4684,4544
117 min,"191,242",4685,4545
103 min,"230,805",4686,4546
82 min,119,4687,4547
106 min,"180,092",4688,4548
117 min,"199,532",4689,4549
119 min,"369,112",4690,4550
,"198,568",4691,4551
123 min,"39,149",4692,4552
178 min,"157,833",4693,4553
133 min,"103,536",4694,4554
160 min,"129,025",4695,4555
107 min,"42,333",4696,4556
126 min,"114,535",4697,4557
123 min,"82,741",4698,4558
87 min,665,4699,4559
89 min,392,4700,4560
97 min,"1,397",4701,4561
82 min,"4,752",4702,4562
85 min,453,4703,4563
91 min,468,4704,4564
90 min,103,4705,4565
100 min,"3,834",4706,4566
74 min,62,4707,4567
106 min,"16,707",4708,4568
129 min,"32,982",4709,4569
102 min,"18,539",4710,4570
79 min,"3,925",4711,4571
97 min,"12,401",4712,4572
62 min,"1,864",4713,4573
,9,4714,4574
71 min,"1,220",4715,4575
81 min,"2,291",4716,4576
114 min,"50,049",4717,4577
78 min,744,4718,4578
89 min,"4,210",4719,4579
188 min,"5,761",4720,4580
105 min,"13,185",4721,4581
81 min,"5,010",4722,4582
90 min,279,4723,4583
102 min,"10,585",4724,4584
157 min,"29,301",4725,4585
87 min,327,4726,4586
110 min,113,4727,4587
137 min,"34,358",4728,4588
92 min,956,4729,4589
121 min,"18,118",4730,4590
75 min,"13,944",4731,4591
113 min,"33,419",4732,4592
102 min,"34,272",4733,4593
104 min,230,4734,4594
94 min,"3,101",4735,4595
105 min,"13,577",4736,4596
105 min,"6,471",4737,4597
110 min,"28,856",4738,4598
119 min,"10,815",4739,4599
97 min,"2,109",4740,4600
118 min,"14,216",4741,4601
83 min,904,4742,4602
91 min,869,4743,4603
97 min,"1,268",4744,4604
109 min,"7,334",4745,4605
88 min,"3,378",4746,4606
108 min,"12,117",4747,4607
86 min,132,4748,4608
91 min,499,4749,4609
92 min,"7,346",4750,4610
90 min,"9,228",4751,4611
117 min,"71,714",4752,4612
91 min,872,4753,4613
123 min,"8,063",4754,4614
85 min,223,4755,4615
93 min,356,4756,507
92 min,"5,818",4757,4616
120 min,"2,665",4758,4617
97 min,831,4759,4251
126 min,"1,758",4760,4618
110 min,409,4761,4619
90 min,478,4762,4620
116 min,"9,862",4763,4621
113 min,"37,286",4764,4622
104 min,"3,221",4765,4623
80 min,647,4766,516
84 min,334,4767,4624
74 min,"1,915",4768,4625
100 min,335,4769,4626
87 min,293,4770,4627
137 min,124,4771,4628
83 min,613,4772,4629
101 min,676,4773,4630
108 min,461,4774,4631
78 min,"2,800",4775,4632
96 min,"1,706",4776,4633
90 min,"3,337",4777,4634
98 min,"14,364",4778,4635
101 min,"7,611",4779,4636
114 min,"15,284",4780,4637
91 min,"4,400",4781,4638
85 min,"3,769",4782,4639
108 min,"1,180",4783,4640
1 hr. 40 min.,"13,044",4784,4641
102 min,"1,377",4785,4642
103 min,"7,879",4786,4643
116 min,"45,203",4787,4644
141 min,"34,185",4788,4645
122 min,"17,410",4789,4646
121 min,"14,007",4790,4647
115 min,"1,773",4791,4648
1 hr. 34 min.,"17,453",4792,4649
123 min,"2,100",4793,4650
94 min,"12,966",4794,4651
108 min,"19,184",4795,4652
104 min,"11,770",4796,4653
110 min,"2,998",4797,4654
109 min,"13,680",4798,4655
107 min,"41,730",4799,4656
97 min,164,4800,4657
112 min,"1,067",4801,4658
84 min,"1,116",4802,4659
94 min,"3,292",4803,4660
56 min,40,4804,4661
,,4805,29
,,4806,29
,,4807,29
,,4808,29
,,4809,29
141 min,"313,378",4810,4662
88 min,"6,589",4811,4663
93 min,"1,483",4812,4664
117 min,"8,352",4813,4665
118 min,"5,062",4814,4666
76 min,"1,139",4815,4667
91 min,"4,371",4816,4668
97 min,"9,045",4817,4669
111 min,"7,588",4818,4670
105 min,"5,617",4819,4671
88 min,"7,993",4820,4672
82 min,"2,226",4821,4673
67 min,"2,273",4822,4674
83 min,"9,122",4823,4675
98 min,"5,207",4824,4676
110 min,"13,492",4825,4677
90 min,"74,843",4826,4678
112 min,"6,839",4827,4679
99 min,"17,829",4828,4680
97 min,"4,816",4829,4681
94 min,"7,488",4830,4682
119 min,"4,294",4831,4683
106 min,"6,095",4832,4684
118 min,"12,770",4833,4685
99 min,"3,935",4834,4686
119 min,"16,999",4835,4687
89 min,"60,845",4836,4688
108 min,"2,683",4837,4689
112 min,"3,804",4838,4690
128 min,"6,273",4839,4691
115 min,"9,458",4840,4692
98 min,"5,188",4841,4693
99 min,"9,164",4842,4694
100 min,"3,595",4843,4695
77 min,"4,349",4844,4696
91 min,"19,498",4845,4697
98 min,"5,076",4846,4698
112 min,"6,675",4847,4699
100 min,"3,313",4848,4700
95 min,"5,710",4849,4701
114 min,"6,486",4850,4702
137 min,"16,125",4851,4703
102 min,500,4852,4704
219 min,"12,744",4853,4705
96 min,302,4854,4706
120 min,614,4855,4707
122 min,"97,623",4856,4708
96 min,"80,856",4857,4709
106 min,"251,194",4858,4710
103 min,"163,798",4859,4711
92 min,"199,450",4860,4712
,"228,885",4861,4713
1 hr. 57 min.,"56,592",4862,4714
99 min,"42,540",4863,4715
109 min,"279,491",4864,4716
105 min,"382,131",4865,4717
115 min,"392,616",4866,4718
,52,4867,3827
117 min,34,4868,4719
87 min,"1,223",4869,4720
87 min,"34,578",4870,4721
96 min,628,4871,4722
79 min,545,4872,4723
84 min,36,4873,4724
97 min,"5,068",4874,4725
118 min,"32,445",4875,4726
104 min,"27,548",4876,4727
120 min,"155,383",4877,4728
96 min,"7,075",4878,4729
100 min,"2,716",4879,4730
96 min,"12,042",4880,4731
101 min,"13,686",4881,4732
154 min,"113,130",4882,4733
101 min,"1,212",4883,4734
102 min,"118,919",4884,4735
110 min,"25,675",4885,4736
93 min,"5,224",4886,4737
80 min,"17,601",4887,4738
96 min,"16,695",4888,4739
106 min,"16,015",4889,4740
102 min,"33,280",4890,4741
111 min,"9,403",4891,4742
88 min,"29,781",4892,4743
93 min,"7,362",4893,4744
136 min,"130,971",4894,4745
115 min,"230,301",4895,4746
118 min,"47,750",4896,4747
110 min,"75,301",4897,4748
104 min,"251,021",4898,4749
110 min,"166,242",4899,4750
85 min,"128,531",4900,4751
91 min,"145,495",4901,4752
98 min,"12,418",4902,4753
111 min,"74,325",4903,4754
83 min,"88,234",4904,4755
119 min,"89,137",4905,4756
100 min,"71,991",4906,4757
94 min,"65,113",4907,4758
141 min,"16,740",4908,4759
113 min,"3,050",4909,4760
2 hr.,"25,774",4910,4761
98 min,"11,403",4911,4762
114 min,"32,617",4912,4763
102 min,"55,611",4913,4764
109 min,"97,729",4914,4765
96 min,"15,839",4915,4766
,"36,976",4916,4767
118 min,"51,139",4917,4768
118 min,"48,562",4918,4769
110 min,"52,278",4919,4770
109 min,"13,520",4920,4771
90 min,"32,176",4921,4772
110 min,"97,357",4922,4773
122 min,"14,127",4923,4774
118 min,"13,391",4924,4775
143 min,"359,365",4925,4776
143 min,"328,407",4926,4777
119 min,"161,095",4927,4778
143 min,"366,748",4928,4779
92 min,"252,130",4929,4780
126 min,"155,059",4930,4781
115 min,"68,784",4931,4782
118 min,"351,498",4932,4783
83 min,"29,015",4933,4784
114 min,"4,915",4934,4785
115 min,"67,314",4935,4786
125 min,"204,063",4936,4787
79 min,105,4937,4788
103 min,"53,387",4938,4789
113 min,"85,761",4939,4790
105 min,"54,666",4940,4791
119 min,"57,166",4941,4792
116 min,"39,197",4942,4793
113 min,"51,811",4943,4794
111 min,"92,777",4944,4795
116 min,"54,531",4945,4796
,,4946,29
90 min,65,4947,46
,21,4948,3602
,30,4949,1525
55 min,,4950,4797
84 min,388,4951,4798
107 min,"10,612",4952,4799
102 min,"34,731",4953,4800
110 min,"16,954",4954,4801
100 min,"58,262",4955,4802
,,4956,29
106 min,"21,636",4957,4803
104 min,"36,095",4958,4804
104 min,"162,043",4959,4805
106 min,"249,850",4960,4806
107 min,"173,601",4961,4807
107 min,"184,618",4962,4808
130 min,"277,367",4963,4809
137 min,"224,651",4964,4810
156 min,"25,963",4965,4811
98 min,"40,267",4966,4812
134 min,"9,630",4967,4813
119 min,"3,852",4968,4814
127 min,"8,538",4969,4815
103 min,"3,978",4970,4816
167 min,"10,206",4971,4817
115 min,"6,335",4972,4818
118 min,"26,523",4973,4819
105 min,"9,641",4974,4820
97 min,"15,367",4975,4821
91 min,"29,344",4976,4822
92 min,"3,422",4977,4823
80 min,112,4978,2957
105 min,"33,809",4979,4824
143 min,"23,316",4980,4825
115 min,"15,971",4981,4826
93 min,"59,982",4982,4827
116 min,"40,275",4983,4828
115 min,"22,338",4984,4829
118 min,"57,595",4985,4830
123 min,"60,839",4986,4831
98 min,"103,108",4987,4832
81 min,"6,832",4988,4833
138 min,"184,305",4989,4834
87 min,"144,677",4990,4835
104 min,"115,414",4991,4836
107 min,"53,506",4992,4837
92 min,"2,509",4993,4838
82 min,"4,194",4994,4839
69 min,905,4995,4840
78 min,"4,718",4996,4841
83 min,"4,727",4997,4842
91 min,"112,259",4998,4843
98 min,"173,753",4999,4844
92 min,"5,434",5000,4845
165 min,"194,989",5001,4846
123 min,"222,049",5002,4847
86 min,"29,013",5003,4848
133 min,"335,811",5004,4849
103 min,"24,960",5005,4850
,"174,557",5006,4851
94 min,"93,446",5007,4852
104 min,"64,661",5008,4853
116 min,"81,062",5009,4854
106 min,"208,810",5010,4855
116 min,"82,273",5011,4856
104 min,"82,064",5012,4857
104 min,"78,974",5013,4858
100 min,"71,997",5014,4859
96 min,"231,758",5015,4860
106 min,"94,423",5016,4861
89 min,"8,179",5017,4862
144 min,"273,202",5018,4863
111 min,"165,610",5019,4864
,,5020,29
,,5021,29
,,5022,29
,,5023,29
,,5024,29
94 min,"1,069",5025,4865
,,5026,29
,,5027,29
100 min,"186,747",5028,4866
94 min,"140,922",5029,4867
100 min,"10,321",5030,4868
140 min,"194,716",5031,4869
95 min,"72,096",5032,4870
116 min,"100,378",5033,4871
104 min,"78,263",5034,4872
,"240,023",5035,4873
