Year,Genre,original_index,unique_index
2015,"Drama,Music,Mystery",775,692
2011,Drama,776,323
2016,"Action,Adventure,Fantasy",777,532
2005,"Adventure,Comedy,Sci-Fi",778,693
2006,"Action,Crime,Drama",779,694
2009,Comedy,780,343
1957,"Horror,Romance,Sci-Fi",781,695
1956,"Action,Adventure,Family",782,696
2001,Drama,783,438
2014,Drama,784,366
2006,"Adventure,Comedy,Sci-Fi",785,697
2015,"Animation,Comedy,Family",786,698
2004,"Comedy,Family,Sci-Fi",787,699
2015,"Documentary,Biography,Family",788,700
2011,Comedy,789,701
2012,"Animation,Adventure,Family",790,702
2014,"Comedy,Drama,Family",791,703
1999,"Comedy,Crime,Family",792,704
2015,"Adventure,Family,Fantasy",793,705
2015,Family,794,706
2012,"Animation,Comedy,Family",795,707
2011,"Comedy,Romance",796,708
2013,"Comedy,Drama",797,709
2005,"Adventure,Comedy,Family",798,710
2005,"Comedy,Family,Romance",799,711
2010,"Comedy,Drama,Romance",800,712
1996,"Comedy,Family,Sport",801,713
2011,"Comedy,Family",802,714
2015,"Documentary,Drama,Family",803,715
2012,"Documentary,Biography,Drama",804,716
2015,"Documentary,Biography,Family",805,700
2015,"Documentary,Biography,Family",806,700
2010,"Comedy,Crime,Romance",807,717
2015,"Animation,Adventure,Comedy",808,718
2014,"Documentary,Biography,Family",809,719
2015,"Documentary,Biography,Family",810,700
2015,"Animation,Adventure,Comedy",811,718
2014,"Animation,Adventure,Comedy",812,720
2005,"Animation,Comedy,Family",813,721
2014,"Animation,Adventure,Comedy",814,720
2015,"Animation,Adventure,Comedy",815,718
2015,"Animation,Comedy,Family",816,698
2008,"Comedy,Drama,Romance",817,293
2000,"Animation,Family,Comedy",818,722
2012 2013 2014,"Action & Adventure,Animation,Kids & Family,Science Fiction & Fantasy",819,723
2013,"Animation,Adventure,Comedy",820,21
2011,"Animation,Action,Adventure",821,724
2009,"Action,Adventure,Sci-Fi",822,298
2012,"Animation,Adventure,Comedy",823,504
2011,"Animation,Adventure,Comedy",824,148
2013,"Animation,Adventure,Comedy",825,21
2013,"Animation,Adventure,Family",826,725
2008,"Animation,Adventure,Comedy",827,726
2012,"Animation,Adventure,Comedy",828,504
2010,"Animation,Action,Comedy",829,727
2015,"Drama,Family,Fantasy",830,728
1999,"Drama,Sport",831,729
1982,"Comedy,Drama,Family",832,730
2014,"Comedy,Family",833,731
2014,"Adventure,Comedy,Family",834,732
2011,"Animation,Adventure,Comedy",835,148
1997,Comedy,836,733
2015,"Animation,Family,Fantasy",837,734
2009,"Comedy,Crime,Drama",838,338
2003,"Adventure,Family,Fantasy",839,735
2010,"Comedy,Family,Fantasy",840,736
2015,"Action,Adventure,Family",841,737
2013,"Documentary,Biography,Family",842,738
2010,"Animation,Comedy,Family",843,20
2013,"Animation,Comedy,Family",844,739
2013,"Animation,Adventure,Comedy",845,21
2012,"Animation,Adventure,Comedy",846,504
1999,Comedy,847,740
2001,"Animation,Comedy,Fantasy",848,741
1964,"Comedy,Family,Sci-Fi",849,742
1994,"Comedy,Fantasy",850,743
1996,"Family,Comedy",851,744
1982,"Animation,Adventure,Drama",852,745
2007,"Comedy,Family,Music",853,746
1998,"Action,Adventure,Comedy",854,747
2010,"Animation,Adventure,Comedy",855,748
1998,"Comedy,Drama,Music",856,749
2014 2015 2016,"Drama,Kids & Family",857,750
2015,"Documentary,Drama,Family",858,715
2015,"Documentary,Drama,Family",859,715
2015,"Documentary,Biography,Family",860,700
2015,"Documentary,Biography,Family",861,700
1983,"Comedy,Drama,Fantasy",862,751
2011,"Documentary,Family",863,752
2012,"Documentary,Adventure,Family",864,753
2009,"Documentary,Drama,Family",865,754
2013,"Documentary,Drama,Family",866,755
2006,"Documentary,History,Music",867,756
2015,"Animation,Adventure,Comedy",868,718
2016,"Animation,Action,Adventure",869,757
1999,Comedy,870,740
1969,"Animation,Comedy,Drama",871,758
2016,"Animation,Comedy,Family",872,759
2016,"Animation,Adventure,Comedy",873,760
2016,"Animation,Action,Adventure",874,757
2016,"Adventure,Family,Fantasy",875,761
2015,"Drama,Family",876,762
2015,"Animation,Adventure,Comedy",877,718
2014,"Drama,Family,Thriller",878,763
2015,"Adventure,Family",879,764
1996,Comedy,880,669
2014,"Animation,Action,Adventure",881,765
2004,"Animation,Adventure,Comedy",882,146
2009,"Animation,Action,Adventure",883,766
2014,"Animation,Adventure,Comedy",884,720
2013 2014 2015,"Animation,Romance",885,767
2014,"Animation,Adventure,Comedy",886,720
2012,"Animation,Comedy,Family",887,707
2012,"Animation,Adventure,Comedy",888,504
2005,"Animation,Adventure,Comedy",889,768
1995,"Action,Adventure,Horror",890,769
2006,"Animation,Adventure,Comedy",891,770
1998,"Animation,Adventure,Comedy",892,771
2006,"Animation,Adventure,Comedy",893,770
1998,"Animation,Adventure,Comedy",894,771
2005,"Animation,Adventure,Comedy",895,768
2014,"Animation,Action,Adventure",896,765
1985,"Adventure,Comedy,Sci-Fi",897,772
2001,"Animation,Adventure,Comedy",898,140
2014,"Animation,Action,Adventure",899,765
2009,"Animation,Adventure,Comedy",900,56
2008,"Animation,Adventure,Family",901,773
1961,"Action,Adventure,Drama",902,774
2002,"Animation,Adventure,Comedy",903,775
1953,"Comedy,Drama,War",904,776
2009,"Animation,Action,Adventure",905,766
2008,"Animation,Action,Adventure",906,150
2007,"Animation,Adventure,Comedy",907,777
2004,"Animation,Adventure,Comedy",908,146
2006,"Animation,Action,Adventure",909,778
2002,"Animation,Adventure,Comedy",910,775
2010,"Animation,Adventure,Comedy",911,748
2012 2013 2014,"Action & Adventure,Science Fiction & Fantasy",912,779
2013,"Action,Adventure,Sci-Fi",913,780
2009,"Action,Adventure,Fantasy",914,781
2009,"Action,Sci-Fi,Thriller",915,782
2013,"Action,Adventure,Fantasy",916,783
2010,"Action,Adventure,Sci-Fi",917,784
2011,"Action,Drama,Sci-Fi",918,785
2013,"Action,Adventure,Sci-Fi",919,780
1996,"Action,Adventure,Sci-Fi",920,786
2011,"Action,Adventure,Sci-Fi",921,787
2007,"Animation,Comedy,Family",922,788
2004,"Animation,Action,Adventure",923,789
2011,"Animation,Adventure,Comedy",924,148
2012 2013 2014,"Animation,Kids & Family,Comedy",925,790
2006,"Animation,Adventure,Comedy",926,770
1983,"Action,Adventure,Fantasy",927,791
1978,Drama,928,679
2007,"Animation,Comedy,Family",929,788
2014,"Action,Adventure,Family",930,792
1999,"Biography,Drama,Thriller",931,793
1987,"Crime,Drama",932,794
2003,"Action,Crime,Drama",933,576
1991,"Drama,History,Thriller",934,795
2008,"Biography,Drama,History",935,416
2005,"Drama,Sport,Thriller",936,796
2004,"Action,Drama,Sport",937,797
1996,"Drama,Thriller",938,319
1993,"Crime,Drama",939,798
1997,"Drama,Mystery,Thriller",940,799
2000,"Comedy,Sport",941,800
2008,"Action,Crime,Drama",942,801
1965,"Biography,Drama,Family",943,802
1972,Comedy,944,803
1971,"Family,Fantasy,Musical",945,804
1967,"Animation,Adventure,Family",946,805
1964,"Comedy,Family,Fantasy",947,806
1998,"Adventure,Comedy,Drama",948,807
1969,"Comedy,Crime",949,808
2014,"Drama,Family",950,809
2006,"Action,Adventure,Comedy",951,810
1987,Comedy,952,811
2012,"Comedy,Drama,Family",953,812
2005,"Adventure,Family,Fantasy",954,813
1990,"Comedy,Family",955,814
2009,"Action,Adventure,Comedy",956,815
2009,"Documentary,Crime",957,816
2005,"Adventure,Comedy,Family",958,710
1992,"Adventure,Comedy,Family",959,592
2001,"Adventure,Family,Fantasy",960,817
1995,"Adventure,Family,Fantasy",961,818
2011,"Animation,Adventure,Comedy",962,148
2013,"Animation,Adventure,Comedy",963,21
2011,"Animation,Comedy,Family",964,819
1999,"Adventure,Comedy,Family",965,516
2006 2007 2008,"Animation,Kids & Family,Comedy",966,820
2009,"Animation,Comedy,Family",967,149
2006,"Comedy,Family,Fantasy",968,821
2011,"Animation,Adventure,Comedy",969,148
2002,"Animation,Adventure,Comedy",970,775
2004,"Comedy,Family,Fantasy",971,822
1993,"Comedy,Music",972,823
1999,"Animation,Comedy,Musical",973,824
1971,Comedy,974,825
2001,Comedy,975,189
1994,Comedy,976,826
1999,"Action,Adventure,Comedy",977,827
1992,"Comedy,Music",978,828
2004,"Animation,Action,Comedy",979,829
1995,"Adventure,Comedy",980,830
2007,"Animation,Adventure,Comedy",981,777
2000,Comedy,982,831
2006,Comedy,983,832
2002,"Action,Comedy,Crime",984,833
2014,"Animation,Adventure,Comedy",985,720
2013,"Animation,Comedy,Family",986,739
2017,"Animation,Adventure,Comedy",987,105
1973,"Comedy,Sci-Fi",988,834
1982,Comedy,989,835
2007,"Animation,Comedy,Family",990,788
1980,"Comedy,Drama",991,836
1983,Comedy,992,526
1984,Comedy,993,162
2004,"Adventure,Comedy,Family",994,837
1991,"Adventure,Comedy,Family",995,838
2008,"Adventure,Family,Fantasy",996,839
1997,"Animation,Adventure,Drama",997,840
2005 2006 2007,"Comedy,Kids & Family",998,841
2001,"Comedy,Family,Romance",999,842
2007,"Adventure,Family,Fantasy",1000,843
2004,"Comedy,Family,Fantasy",1001,822
1953,"Animation,Adventure,Family",1002,844
2005,"Adventure,Comedy,Family",1003,710
2012,"Action,Adventure,Comedy",1004,845
2011,"Comedy,Family,Fantasy",1005,846
2003,"Comedy,Family",1006,847
2008,"Action,Adventure,Family",1007,848
2009,"Animation,Adventure,Comedy",1008,56
2010,"Action,Comedy,Family",1009,849
2009,"Action,Adventure,Family",1010,850
2007,"Comedy,Family,Sport",1011,851
2005,"Action,Comedy,Drama",1012,852
2008,"Action,Adventure,Family",1013,848
1995,"Animation,Adventure,Comedy",1014,853
1984,"Action,Sci-Fi",1015,854
1980,"Action,Adventure,Fantasy",1016,855
1995,"Animation,Adventure,Drama",1017,856
2007,"Animation,Adventure,Comedy",1018,777
1987,"Action,Horror,Sci-Fi",1019,857
1972,"Family,Fantasy",1020,858
1985,"Comedy,Fantasy,Romance",1021,377
1989,"Comedy,Drama",1022,603
1975,"Animation,Family,Drama",1023,859
2014,"Comedy,Family",1024,731
2005,"Comedy,Crime",1025,860
2008,"Comedy,Romance",1026,290
2003,"Comedy,Drama,Fantasy",1027,861
1994,Comedy,1028,826
2004,"Comedy,Romance",1029,631
2000,Comedy,1030,831
1993,"Action,Comedy,Family",1031,862
1986,"Animation,Comedy,Drama",1032,863
1991,"Animation,Adventure,Family",1033,864
1995,"Animation,Adventure,Comedy",1034,853
1982,"Adventure,Family,Fantasy",1035,865
1991,"Animation,Adventure,Comedy",1036,866
1994,"Animation,Family,Fantasy",1037,867
1994,"Animation,Family,Fantasy",1038,867
1989,"Animation,Comedy,Drama",1039,868
1990,"Animation,Adventure,Crime",1040,869
1988,"Animation,Adventure,Family",1041,870
1982,"Family,Animation,Fantasy",1042,871
2006,"Comedy,Family,Fantasy",1043,821
1992,"Action,Comedy,Family",1044,872
1998,"Family,Comedy",1045,873
1994,"Family,Comedy,Action",1046,874
1995,"Comedy,Action,Family",1047,875
2010,"Action,Comedy,Family",1048,849
2015,"Documentary,Drama,Family",1049,715
2014,"Documentary,Comedy,Family",1050,876
2014,"Documentary,Biography,Family",1051,719
1968,Family,1052,877
2015,"Comedy,Family,Romance",1053,878
2015,"Drama,Family",1054,762
2015,"Comedy,Family,Romance",1055,878
2014,"Documentary,Drama,Family",1056,879
2014,"Drama,Family,Music",1057,880
2015,"Documentary,Crime,Family",1058,881
2004,"Action,Adventure,Mystery",1059,472
2015,"Comedy,Drama,Family",1060,882
1955,"Family,Documentary",1061,883
2012,Music,1062,884
2000,Family,1063,885
2007,"Documentary,Family",1064,886
2009,"Documentary,Comedy,Family",1065,887
2010 2011 2012,"Documentary,Drama,Kids & Family,Special Interest",1066,888
1922,"Comedy,Family",1067,889
2014,"Documentary,Family,History",1068,890
2014,"Documentary,Biography,Family",1069,719
2014,"Comedy,Drama,Family",1070,703
2014,"Documentary,Biography,Comedy",1071,632
2014,"Documentary,Biography,Drama",1072,891
2014,"Comedy,Sci-Fi",1073,892
2011,"Documentary,Family",1074,752
2013,"Documentary,Crime,Drama",1075,893
2000,"Documentary,Biography,History",1076,894
2016,"Animation,Action,Adventure",1077,757
1923,"Comedy,Family",1078,895
1982,"Animation,Family,Adventure",1079,896
2015,"Animation,Adventure,Family",1080,897
1990,"Comedy,Drama",1081,898
1977,"Animation,Adventure,Family",1082,899
1980,"Animation,Comedy,Family",1083,900
1972,"Animation,Adventure,Comedy",1084,901
1984,"Comedy,Crime,Sci-Fi",1085,902
2017,"Animation,Family",1086,903
2018,"Animation,Adventure,Family",1087,904
2015,"Documentary,Family",1088,905
2001,"Animation,Action,Adventure",1089,131
2010,"Animation,Adventure,Comedy",1090,748
2010,"Animation,Adventure,Family",1091,906
1914,"Family,Fantasy,Adventure",1092,907
2010,"Family,Sport",1093,908
2015,"Animation,Family,Fantasy",1094,734
2011,"Drama,Family",1095,909
2002,"Adventure,Comedy,Family",1096,910
2015,"Action,Adventure,Family",1097,737
1998,"Comedy,Drama",1098,911
2016,"Drama,Thriller",1099,912
2015,"Mystery,Thriller",1100,913
2012,Comedy,1101,387
1996,"Action,Crime,Drama",1102,536
1991,"Action,Sci-Fi",1103,914
1991,"Crime,Drama,Thriller",1104,199
2004,"Drama,Romance,Sci-Fi",1105,915
1987,"Drama,War",1106,916
2009,"Adventure,Drama,War",1107,917
1994,"Crime,Drama",1108,918
1998,"Crime,Drama",1109,919
1992,"Crime,Drama",1110,920
1999,"Drama,Romance",1111,528
1980,Horror,1112,921
1976,"Crime,Drama",1113,922
1963,"Adventure,Drama,History",1114,80
2007,"Animation,Adventure,Comedy",1115,777
1981,"Action,Adventure",1116,923
2006,"Animation,Comedy,Family",1117,147
2011,"Animation,Adventure,Comedy",1118,148
1996,"Animation,Adventure,Family",1119,924
2012,"Animation,Comedy,Family",1120,707
1993,"Animation,Family,Fantasy",1121,925
2006,"Animation,Adventure,Comedy",1122,770
2005,"Animation,Adventure,Comedy",1123,768
2008,"Animation,Adventure,Comedy",1124,726
2010,"Drama,Sci-Fi",1125,926
2001,"Drama,Sci-Fi,Thriller",1126,927
1989,"Adventure,Horror,Mystery",1127,928
1997,Horror,1128,929
1978,"Biography,Crime,Drama",1129,930
2002,"Drama,Music,War",1130,931
1961,"Animation,Adventure,Comedy",1131,932
1989,"Crime,Drama",1132,933
1998,"Animation,Adventure,Family",1133,934
1992,"Animation,Adventure,Comedy",1134,935
1997,"Animation,Adventure,Comedy",1135,936
2002,"Action,Adventure,Fantasy",1136,937
1999,"Action,Sci-Fi",1137,938
1977,"Action,Adventure,Fantasy",1138,939
1988,"Action,Thriller",1139,940
1989,"Adventure,Comedy,Sci-Fi",1140,941
1990,"Action,Adventure,Comedy",1141,942
1933,"Drama,Horror,Sci-Fi",1142,943
1941,"Drama,Horror",1143,944
1931,"Horror,Sci-Fi",1144,945
1935,"Horror,Sci-Fi",1145,946
1943,"Fantasy,Horror,Sci-Fi",1146,947
1954,"Adventure,Horror,Sci-Fi",1147,948
1939,"Sci-Fi,Horror,Drama",1148,949
1932,Horror,1149,410
1967,"Action,Adventure,Thriller",1150,950
1962,"Action,Drama,History",1151,951
1957,"Adventure,Drama,War",1152,952
1968,"Action,Adventure,War",1153,953
1970,"Adventure,Comedy,War",1154,954
1976,"Action,Drama,History",1155,955
1977,"Drama,History,War",1156,956
1988,"Action,Adventure,Drama",1157,957
1985,"Adventure,Drama,Fantasy",1158,958
1965,"War,Action,Drama",1159,959
1978,"Action,Drama,War",1160,960
1970,"Drama,History,War",1161,961
1996,"Animation,Drama,Family",1162,962
2001,"Animation,Action,Adventure",1163,131
2002,"Animation,Adventure,Family",1164,963
1983,"Crime,Drama",1165,964
1943,"Thriller,War",1166,965
1951,"Drama,Film-Noir",1167,966
1953,"Drama,Romance,War",1168,967
1946,"Crime,Film-Noir,Mystery",1169,968
1954,"Comedy,Drama,Romance",1170,969
1960,"Comedy,Drama,Romance",1171,970
1946,"Drama,Romance,War",1172,971
1961,Comedy,1173,972
1950,"Drama,Film-Noir",1174,973
1957,"Drama,Mystery,Thriller",1175,974
1944,"Crime,Drama,Film-Noir",1176,975
1945,Drama,1177,228
2003,"Action,Adventure,Fantasy",1178,16
1937,"Animation,Family,Fantasy",1179,976
2012,"Action,Adventure,Fantasy",1180,658
2012,"Action,Adventure,Sci-Fi",1181,398
2005,"Action,Adventure,Western",1182,977
2000,"Action,Adventure,Sci-Fi",1183,978
2014,"Action,Adventure,Sci-Fi",1184,301
2002,"Action,Adventure",1185,979
2013,"Action,Adventure,Fantasy",1186,783
2011,"Action,Adventure,Fantasy",1187,980
2011,"Action,Adventure,Sci-Fi",1188,787
1940,"Comedy,Drama,Romance",1189,981
2003,"Action,Adventure,Sci-Fi",1190,982
2008,"Action,Adventure,Sci-Fi",1191,983
2013,"Action,Drama,Sci-Fi",1192,984
2012,"Action,Crime,Sci-Fi",1193,985
2013,"Action,Adventure,Horror",1194,986
2014,"Action,Adventure,Sci-Fi",1195,301
2012,Comedy,1196,387
2007,"Drama,Sci-Fi,Thriller",1197,987
2013,"Action,Adventure,Mystery",1198,988
2014,"Action,Drama,Sci-Fi",1199,989
2014,"Action,Adventure,Sci-Fi",1200,301
2012,"Adventure,Fantasy",1201,990
2007,"Action,Adventure,Fantasy",1202,991
2012,"Adventure,Drama,Sci-Fi",1203,992
2013,"Adventure,Fantasy",1204,993
2003,"Action,Adventure,Fantasy",1205,16
2006,"Action,Adventure,Fantasy",1206,994
1997,"Drama,Romance",1207,360
2013,"Adventure,Sci-Fi,Thriller",1208,995
2013,"Action,Adventure,Sci-Fi",1209,780
2006 2007 2008,"Action & Adventure,Mystery & Suspense,Science Fiction & Fantasy",1210,996
1986,"Animation,Action,Adventure",1211,997
2011,"Action,Adventure,Sci-Fi",1212,787
2004,"Action,Adventure,Fantasy",1213,998
2009,"Action,Adventure,Sci-Fi",1214,298
2006,"Action,Adventure,Sci-Fi",1215,999
1966,"Drama,Romance,Western",1216,1000
2009,"Action,Adventure,Sci-Fi",1217,298
2014,"Action,Adventure,Sci-Fi",1218,301
2005,"Adventure,Sci-Fi,Thriller",1219,1001
2002,"Action,Adventure,Comedy",1220,1002
2008,"Action,Fantasy",1221,1003
2009,"Action,Adventure,Sci-Fi",1222,298
1998,"Action,Adventure,Sci-Fi",1223,1004
2004,"Action,Adventure,Sci-Fi",1224,1005
2010,"Action,Romance,Thriller",1225,1006
2000,"Action,Crime,Thriller",1226,1007
2004,"Action,Adventure,Fantasy",1227,998
2005,"Action,Comedy,Crime",1228,1008
2001,"Action,Adventure,Fantasy",1229,580
2007,"Action,Adventure,Mystery",1230,1009
2010,"Action,Crime,Mystery",1231,1010
1978,"Action,Drama,Sci-Fi",1232,1011
2014,"Animation,Adventure,Comedy",1233,720
2002,"Adventure,Fantasy",1234,1012
2003,"Adventure,Fantasy",1235,1013
2001,"Adventure,Fantasy",1236,1014
1999,"Action,Adventure,Fantasy",1237,17
2005,"Action,Adventure,Fantasy",1238,1015
2002,"Action,Adventure,Fantasy",1239,937
1984,"Action,Adventure",1240,1016
1999,"Crime,Romance,Thriller",1241,1017
1964,"Action,Adventure,Thriller",1242,1018
1985,"Action,Crime,Drama",1243,64
1983,"Action,Adventure,Thriller",1244,1019
1988,"Drama,War",1245,1020
1993,"Action,Drama,History",1246,1021
1990,Western,1247,1022
2004,"Comedy,Family,Romance",1248,1023
2004,"Comedy,Family,Romance",1249,1023
2003,"Comedy,Family,Fantasy",1250,1024
2009,"Animation,Family,Fantasy",1251,1025
2010,"Action,Adventure,Fantasy",1252,1026
2005,"Adventure,Family,Fantasy",1253,813
2010,"Adventure,Family,Fantasy",1254,138
2010,"Adventure,Family,Fantasy",1255,138
2009,"Adventure,Family,Fantasy",1256,1027
2007,"Adventure,Family,Fantasy",1257,843
2002,"Adventure,Family,Fantasy",1258,1028
1995,"Action,Crime,Drama",1259,1029
1992,Drama,1260,554
1979,"Crime,Drama,Thriller",1261,1030
1997,"Biography,Crime,Drama",1262,1031
2001,"Biography,Drama,Sport",1263,1032
1992,"Action,Adventure,Drama",1264,1033
1998,"Crime,Drama,Thriller",1265,1034
2010,Drama,1266,1035
1987,"Drama,Thriller",1267,1036
1994,"Drama,Thriller",1268,1037
2000,"Crime,Drama,Thriller",1269,187
1954,"Crime,Thriller",1270,1038
1988,Drama,1271,274
1995,"Biography,Drama,History",1272,1039
1993,"Drama,Thriller",1273,1040
1989,"Biography,Drama,War",1274,1041
2002,Thriller,1275,1042
2002,"Crime,Drama",1276,1043
2002 2003 2004,"Mystery & Suspense,Action & Adventure",1277,1044
2005,Comedy,1278,1045
2002,"Comedy,Drama,Fantasy",1279,1046
2007,"Crime,Drama,Mystery",1280,555
1991,"Biography,Drama,Music",1281,1047
1988,"Action,Crime,Drama",1282,1048
1993,"Action,Biography,Drama",1283,1049
1994,"Crime,Drama,Romance",1284,1050
1990,"Adventure,Drama,Western",1285,1051
2000,"Drama,History,Thriller",1286,1052
1993,"Action,Adventure,Crime",1287,1053
1987,"Crime,Drama,Thriller",1288,1054
2008,"Animation,Adventure",1289,1055
1985,"Biography,Drama",1290,1056
2006,"Drama,History,Thriller",1291,1057
2011,"Crime,Drama,Thriller",1292,1058
2012,"Comedy,Crime,Thriller",1293,1059
2005,"Action,Adventure,Comedy",1294,1060
2006,"Drama,Sport",1295,1061
2011,"Crime,Drama,Thriller",1296,1058
2006,"Biography,Drama,Sport",1297,1062
2013,"Biography,Drama,Sport",1298,1063
2000,"Biography,Drama,Sport",1299,1064
2005 2006 2007,"Sports & Fitness,Drama",1300,1065
2009,"Biography,Drama,Sport",1301,1066
2006,"Crime,Drama,Sport",1302,1067
1992 1993 1994,"Drama,Kids & Family",1303,1068
2005,"Drama,Sport",1304,1069
2004,"Biography,Drama,History",1305,1070
2007 2008 2009,Drama,1306,1071
1989,"Crime,Drama,Mystery",1307,1072
1977,"Drama,Romance",1308,1073
1995,Drama,1309,412
1990,Drama,1310,487
2000,Drama,1311,37
1990 1991 1992,"Drama,Romance,Comedy",1312,1074
1993,"Crime,Drama",1313,798
1984,"Crime,Drama",1314,1075
1995,"Biography,Crime,Drama",1315,1076
1997,"Drama,Mystery,Thriller",1316,799
1994,"Action,Crime,Thriller",1317,1077
2003,"Action,Sci-Fi",1318,1078
2003,"Action,Sci-Fi",1319,1078
2005,"Drama,Fantasy,Horror",1320,1079
1997,"Action,Crime,Sci-Fi",1321,1080
