Language,Country,original_index,unique_index
English,"Canada,USA",1128,86
"English,Maltese,French,Turkish","UK,USA",1129,241
English,USA,1130,0
English,USA,1131,0
English,USA,1132,0
"English,Mandarin",USA,1133,242
English,USA,1134,0
"English,Spanish,Greek",USA,1135,243
English,"USA,Ireland",1136,228
English,"USA,Australia",1137,25
English,USA,1138,0
"English,German,Italian",USA,1139,244
English,USA,1140,0
English,USA,1141,0
English,USA,1142,0
English,USA,1143,0
"English,Latin",USA,1144,245
English,USA,1145,0
English,USA,1146,0
English,USA,1147,0
English,USA,1148,0
"English,Arabic,French",USA,1149,246
"English,German,French,Spanish,Latin","UK,USA",1150,247
"English,German,French",USA,1151,248
"English,Japanese,Thai","UK,USA",1152,249
"English,German","UK,USA",1153,42
"English,French,German","Yugoslavia,USA",1154,250
English,USA,1155,0
"English,German,Dutch,Polish,Latin","USA,UK",1156,251
English,"USA,New Zealand",1157,19
English,USA,1158,0
"English,German",USA,1159,33
"English,Croatian","UK,USA",1160,252
"English,Japanese","USA,Japan",1161,233
"English,Latin",USA,1162,245
"English,French,Spanish",USA,1163,125
English,USA,1164,0
"English,Spanish",USA,1165,15
"English,German",USA,1166,33
"English,Spanish,Latin",USA,1167,253
English,USA,1168,0
English,USA,1169,0
"English,French",USA,1170,26
English,USA,1171,0
English,USA,1172,0
"English,German,Russian",USA,1173,181
English,USA,1174,0
"English,German",USA,1175,33
English,USA,1176,0
English,USA,1177,0
"English,German,Italian","USA,Germany,Czech Republic,UK",1178,254
"English,Arabic",USA,1179,73
English,USA,1180,0
"English,Russian",USA,1181,17
"Spanish,English",USA,1182,175
English,USA,1183,0
English,"USA,UK",1184,41
English,USA,1185,0
English,USA,1186,0
English,USA,1187,0
"English,Norwegian,French",USA,1188,255
"English,French",USA,1189,26
"English,German,Italian,Spanish","Canada,USA",1190,256
"English,Portuguese,Spanish",USA,1191,257
"English,Spanish,French,Afrikaans",USA,1192,258
"English,French","USA,China",1193,259
"English,Spanish,Hebrew,Arabic","USA,Malta",1194,260
"English,Japanese","USA,Japan",1195,233
English,USA,1196,0
English,USA,1197,0
English,USA,1198,0
"English,American Sign Language",USA,1199,74
English,"USA,Canada",1200,39
English,"USA,New Zealand",1201,19
English,USA,1202,0
English,USA,1203,0
English,"USA,New Zealand",1204,19
English,USA,1205,0
"English,Turkish,Greek,Mandarin,French",USA,1206,261
"English,French,German,Swedish,Italian,Russian",USA,1207,262
English,USA,1208,0
"English,Japanese","USA,UK,Australia,Japan",1209,263
"English,French",USA,1210,26
"English,Japanese","USA,Japan",1211,233
English,USA,1212,0
"English,Russian,Chinese",USA,1213,264
English,"USA,UK",1214,41
English,"Canada,USA,UK",1215,265
"English,Spanish",USA,1216,15
"English,Spanish",USA,1217,15
English,"USA,China",1218,183
English,USA,1219,0
English,USA,1220,0
"English,Japanese",USA,1221,99
"English,French,Tibetan,Mandarin,Russian,Hindi,Portuguese,Latin,Italian",USA,1222,266
"English,Russian,Indonesian",USA,1223,267
"English,Japanese,French,Arabic,Spanish",USA,1224,268
"English,French,Italian,Russian,Spanish","USA,France,Italy",1225,269
English,USA,1226,0
"English,Latin","USA,Czech Republic",1227,270
"English,Spanish",USA,1228,15
English,"USA,UK,Japan,Germany",1229,271
"English,French",USA,1230,26
"English,Russian,Korean",USA,1231,272
English,"USA,UK",1232,41
English,USA,1233,0
"English,Sindarin,Old English","USA,New Zealand",1234,273
"English,Quenya,Old English,Sindarin","USA,New Zealand",1235,274
"English,Sindarin","New Zealand,USA",1236,275
English,USA,1237,0
English,USA,1238,0
English,USA,1239,0
"English,Sinhalese",USA,1240,276
"English,German,Polish,French",USA,1241,277
"English,Chinese,Spanish","UK,USA",1242,278
English,USA,1243,0
"English,Russian,German,Spanish","UK,USA",1244,279
"English,Basque","USA,Yugoslavia",1245,280
"English,Latin",USA,1246,245
English,USA,1247,0
"English,German,Czech","USA,Canada",1248,281
"English,Greek,French,Spanish",USA,1249,282
"English,Mandarin",USA,1250,242
"English,French",USA,1251,26
English,USA,1252,0
"English,French","UK,USA",1253,22
English,USA,1254,0
English,"UK,USA",1255,16
English,"UK,USA",1256,16
English,"UK,USA",1257,16
English,"UK,USA,Germany",1258,283
"English,Spanish",USA,1259,15
English,USA,1260,0
English,USA,1261,0
"English,Italian,Japanese",USA,1262,284
"English,French",USA,1263,26
"English,French,Mohawk",USA,1264,285
"English,Arabic",USA,1265,73
English,USA,1266,0
English,USA,1267,0
English,USA,1268,0
"English,Spanish","USA,Germany",1269,134
English,USA,1270,0
English,"USA,Canada",1271,39
"English,Mandarin,Russian",USA,1272,286
"English,Spanish,Korean","France,USA,UK",1273,287
"English,Spanish",USA,1274,15
"English,Swahili",USA,1275,48
English,"USA,Germany",1276,14
"English,Spanish,French",USA,1277,239
English,USA,1278,0
English,USA,1279,0
English,"USA,Germany,Canada",1280,288
English,USA,1281,0
English,USA,1282,0
"English,Vietnamese","France,USA",1283,289
"English,Navajo,Japanese",USA,1284,290
"English,Sioux,Pawnee","USA,UK",1285,291
"English,Russian,Spanish,Romanian",USA,1286,292
"English,Polish,Spanish",USA,1287,293
English,USA,1288,0
English,"UK,USA",1289,16
"Japanese,English","USA,Japan",1290,294
English,USA,1291,0
English,USA,1292,0
"English,Belarusian",USA,1293,295
"English,French,Arabic","UK,Spain,Germany,USA",1294,296
English,USA,1295,0
English,USA,1296,0
English,USA,1297,0
English,USA,1298,0
English,USA,1299,0
English,USA,1300,0
English,USA,1301,0
English,USA,1302,0
"English,Spanish",USA,1303,15
English,"USA,Germany",1304,14
English,USA,1305,0
English,"USA,Germany",1306,14
English,USA,1307,0
"English,French",USA,1308,26
English,USA,1309,0
English,USA,1310,0
English,USA,1311,0
English,USA,1312,0
"English,Italian",USA,1313,5
"English,Italian,French","Italy,USA",1314,297
English,"USA,France",1315,90
"English,Cantonese,German",USA,1316,298
English,USA,1317,0
"English,French","USA,Australia",1318,24
"English,French","Australia,USA",1319,299
"English,Filipino,Tagalog","USA,Germany",1320,300
"English,Latin",USA,1321,245
English,"USA,Mexico",1322,301
English,USA,1323,0
English,USA,1324,0
English,USA,1325,0
"English,German","USA,Germany",1326,302
"English,Spanish,Japanese",USA,1327,303
English,USA,1328,0
"English,Japanese","Canada,USA",1329,304
"English,Vietnamese",USA,1330,305
English,"USA,Italy,Luxembourg,UK",1331,306
"English,French","USA,Germany",1332,108
English,USA,1333,0
English,USA,1334,0
"English,German","USA,UK",1335,199
"English,Welsh",USA,1336,307
"English,Spanish,French",USA,1337,239
"English,Russian",USA,1338,17
English,USA,1339,0
"English,Mandarin,Italian",USA,1340,308
English,USA,1341,0
English,USA,1342,0
English,USA,1343,0
English,USA,1344,0
English,USA,1345,0
English,USA,1346,0
English,USA,1347,0
English,USA,1348,0
English,USA,1349,0
English,USA,1350,0
English,USA,1351,0
English,USA,1352,0
English,USA,1353,0
English,USA,1354,0
English,"Germany,USA",1355,110
"English,Italian",USA,1356,5
English,"USA,France",1357,90
English,USA,1358,0
English,USA,1359,0
English,USA,1360,0
English,USA,1361,0
English,USA,1362,0
"English,German",USA,1363,33
English,USA,1364,0
English,USA,1365,0
English,"USA,Canada",1366,39
English,"UK,France,USA",1367,118
English,USA,1368,0
English,USA,1369,0
English,USA,1370,0
English,"USA,Germany",1371,14
English,USA,1372,0
"English,Spanish",USA,1373,15
"English,Hungarian",USA,1374,309
English,USA,1375,0
"English,French,Spanish,Russian",USA,1376,310
"English,Czech,German,Dutch,Slovak,Japanese,Icelandic,Russian,Spanish","USA,Germany,Czech Republic,Slovakia,Iceland",1377,311
English,"Canada,USA,Germany",1378,312
"English,Arabic",USA,1379,73
English,USA,1380,0
English,USA,1381,0
English,USA,1382,0
English,USA,1383,0
English,USA,1384,0
English,USA,1385,0
English,USA,1386,0
"English,Polish",USA,1387,313
English,"USA,UK",1388,41
English,"West Germany,USA",1389,314
English,"UK,USA",1390,16
English,USA,1391,0
English,USA,1392,0
English,USA,1393,0
English,USA,1394,0
"English,Spanish",USA,1395,15
English,USA,1396,0
English,USA,1397,0
English,USA,1398,0
"English,Italian,Russian",USA,1399,315
"English,French,German,Greek, Ancient (to 1453)",USA,1400,316
"English,French,Spanish",USA,1401,125
English,USA,1402,0
English,USA,1403,0
"English,Arabic,French,German,Russian,Czech,Slovak,Dari,Pushto","UK,USA",1404,317
"English,German,Danish,Mandarin,Cantonese","UK,USA",1405,318
"English,Spanish",USA,1406,15
English,USA,1407,0
"Spanish,English","USA,Chile",1408,319
"English,German","USA,Germany",1409,302
"English,Japanese",USA,1410,99
"English,French,Spanish",USA,1411,125
English,USA,1412,0
"English,French",USA,1413,26
"English,Spanish",USA,1414,15
English,USA,1415,0
English,"USA,Japan",1416,112
"English,German",USA,1417,33
"English,Chinese","USA,Germany",1418,320
English,USA,1419,0
English,"USA,Germany",1420,14
English,USA,1421,0
"English,Hebrew",USA,1422,58
English,USA,1423,0
"English,French,Spanish","France,UK,Germany,USA",1424,321
English,USA,1425,0
English,"USA,India,Canada",1426,322
English,USA,1427,0
"English,Slovak,Italian,Czech","USA,Czech Republic,Italy,Iceland,Slovakia",1428,323
English,USA,1429,0
English,"USA,Canada",1430,39
English,"USA,Canada",1431,39
English,"USA,Germany",1432,14
"English,Icelandic,Russian,French","USA,UK",1433,324
English,USA,1434,0
English,"USA,UK",1435,41
"English,Japanese",USA,1436,99
"English,Spanish,Cantonese,Italian",USA,1437,325
English,"USA,UK,Hungary",1438,326
English,"USA,New Zealand",1439,19
English,USA,1440,0
English,"Germany,UK,USA",1441,161
"English,Hebrew",USA,1442,58
English,"USA,Canada",1443,39
English,USA,1444,0
"English,French",USA,1445,26
English,"USA,Canada",1446,39
English,USA,1447,0
"English,Klingon,German",USA,1448,327
English,USA,1449,0
English,USA,1450,0
"English,Greek, Ancient (to 1453)","UK,Canada,USA",1451,328
English,USA,1452,0
English,USA,1453,0
English,USA,1454,0
English,USA,1455,0
English,"Hong Kong,USA,Japan",1456,329
English,"USA,Canada",1457,39
English,USA,1458,0
"English,Chinese","USA,China",1459,330
"English,Italian","USA,Germany,UK,Italy",1460,331
English,"USA,UK",1461,41
English,"USA,Germany,UK",1462,332
"English,Spanish","USA,UK",1463,57
English,USA,1464,0
English,USA,1465,0
English,USA,1466,0
"English,French,Arabic,German",USA,1467,333
"English,Italian","USA,UK,Czech Republic,Canada,Germany",1468,334
English,USA,1469,0
"English,Spanish,Russian",USA,1470,196
English,USA,1471,0
English,USA,1472,0
"Spanish,English","Peru,USA",1473,335
"Mandarin,English","China,USA",1474,336
English,USA,1475,0
English,USA,1476,0
English,USA,1477,0
English,USA,1478,0
"Hungarian,English","Germany,Hungary,USA",1479,337
English,"USA,Germany,Hungary",1480,338
English,"UK,Canada,USA",1481,339
"English,Russian",USA,1482,17
English,"Romania,USA,Italy,Poland,France",1483,340
English,"Spain,USA,Hungary,France",1484,341
English,USA,1485,0
English,USA,1486,0
English,USA,1487,0
English,USA,1488,0
English,USA,1489,0
English,"France,USA",1490,7
"English,Cantonese",USA,1491,202
"English,Italian",USA,1492,5
English,USA,1493,0
English,USA,1494,0
English,USA,1495,0
"English,Latin",USA,1496,245
English,"Canada,USA",1497,86
English,USA,1498,0
English,USA,1499,0
"English,French,German,Italian",USA,1500,20
English,USA,1501,0
English,USA,1502,0
English,USA,1503,0
English,"UK,USA,Taiwan,Spain,Canada,Denmark",1504,342
English,USA,1505,0
English,USA,1506,0
English,"UK,USA",1507,16
English,"USA,Germany",1508,14
English,"Australia,USA",1509,46
English,USA,1510,0
English,USA,1511,0
English,USA,1512,0
English,"USA,Germany,Indonesia",1513,343
English,"UK,France,USA",1514,118
English,USA,1515,0
English,USA,1516,0
English,USA,1517,0
English,USA,1518,0
English,USA,1519,0
English,USA,1520,0
English,USA,1521,0
English,USA,1522,0
English,USA,1523,0
English,"USA,Hong Kong",1524,51
"English,Icelandic",USA,1525,168
English,USA,1526,0
English,USA,1527,0
English,USA,1528,0
English,USA,1529,0
English,USA,1530,0
English,USA,1531,0
English,"Canada,USA",1532,86
English,USA,1533,0
English,USA,1534,0
English,USA,1535,0
English,USA,1536,0
English,USA,1537,0
English,USA,1538,0
English,"USA,Australia",1539,25
English,USA,1540,0
English,USA,1541,0
"English,Korean",USA,1542,137
English,USA,1543,0
English,USA,1544,0
English,USA,1545,0
English,"USA,Canada",1546,39
English,USA,1547,0
English,USA,1548,0
English,USA,1549,0
English,USA,1550,0
English,USA,1551,0
English,USA,1552,0
English,USA,1553,0
English,USA,1554,0
English,USA,1555,0
English,USA,1556,0
English,USA,1557,0
English,USA,1558,0
English,"USA,Canada",1559,39
English,USA,1560,0
English,USA,1561,0
English,USA,1562,0
English,USA,1563,0
English,"USA,Canada",1564,39
English,USA,1565,0
English,USA,1566,0
English,USA,1567,0
"English,French",USA,1568,26
English,USA,1569,0
English,USA,1570,0
English,USA,1571,0
English,USA,1572,0
English,USA,1573,0
English,USA,1574,0
English,USA,1575,0
"English,French",USA,1576,26
English,USA,1577,0
English,USA,1578,0
"English,Russian",USA,1579,17
"English,Russian,French","USA,Italy,UK",1580,344
English,USA,1581,0
English,"UK,USA",1582,16
English,USA,1583,0
English,USA,1584,0
English,USA,1585,0
English,USA,1586,0
English,USA,1587,0
English,USA,1588,0
English,USA,1589,0
English,USA,1590,0
English,USA,1591,0
English,USA,1592,0
English,USA,1593,0
English,USA,1594,0
English,USA,1595,0
English,USA,1596,0
"English,Thai,French",USA,1597,345
English,USA,1598,0
"Japanese,English","Japan,USA",1599,346
English,USA,1600,0
English,USA,1601,0
English,USA,1602,0
"English,Spanish",USA,1603,15
English,"USA,Australia",1604,25
English,USA,1605,0
English,"UK,China,USA",1606,347
"English,Russian,Spanish",USA,1607,348
English,"Canada,USA",1608,86
"English,Spanish",USA,1609,15
English,USA,1610,0
English,USA,1611,0
English,USA,1612,0
English,USA,1613,0
"English,Vietnamese",USA,1614,305
"English,French",USA,1615,26
"English,Spanish","USA,Mexico",1616,59
English,USA,1617,0
English,"France,USA",1618,7
English,"UK,USA",1619,16
English,"USA,Canada",1620,39
English,USA,1621,0
English,USA,1622,0
English,USA,1623,0
English,USA,1624,0
English,USA,1625,0
English,"USA,Germany,UK",1626,332
"English,French",USA,1627,26
English,USA,1628,0
English,USA,1629,0
English,USA,1630,0
English,USA,1631,0
English,"Canada,USA",1632,86
English,USA,1633,0
"English,Cantonese,Mandarin",USA,1634,349
"Hebrew,English,Arabic","USA,Israel",1635,350
"English,Spanish,Assyrian Neo-Aramaic",USA,1636,351
English,USA,1637,0
English,USA,1638,0
"English,Italian,Spanish",USA,1639,63
English,USA,1640,0
English,USA,1641,0
English,"USA,Australia",1642,25
English,USA,1643,0
"English,Inuktitut",USA,1644,352
"English,Japanese",USA,1645,99
English,USA,1646,0
English,"USA,New Zealand",1647,19
"English,French,Spanish,German","Spain,USA,France",1648,353
English,USA,1649,0
English,USA,1650,0
"English,Spanish",USA,1651,15
English,USA,1652,0
English,USA,1653,0
"English,Spanish",USA,1654,15
"English,French","Canada,USA,Russia,South Korea,Switzerland,UK",1655,354
English,USA,1656,0
English,USA,1657,0
"English,Tagalog,Spanish","USA,Philippines",1658,355
English,USA,1659,0
"Portuguese,English","Brazil,USA",1660,356
English,USA,1661,0
English,USA,1662,0
English,USA,1663,0
English,USA,1664,0
"English,Italian,Russian,French","USA,UK",1665,357
English,USA,1666,0
English,USA,1667,0
English,"UK,USA",1668,16
"English,Somali",USA,1669,358
English,USA,1670,0
English,"Mexico,USA",1671,359
English,USA,1672,0
English,USA,1673,0
English,USA,1674,0
English,"USA,Canada",1675,39
English,"USA,Bulgaria",1676,360
English,USA,1677,0
English,USA,1678,0
"English,Swedish",USA,1679,169
English,USA,1680,0
English,"Germany,USA",1681,110
English,USA,1682,0
English,"Germany,USA",1683,110
English,USA,1684,0
English,USA,1685,0
English,USA,1686,0
English,USA,1687,0
"English,Russian",USA,1688,17
English,"UK,USA",1689,16
English,"USA,India",1690,361
English,USA,1691,0
"English,Spanish",USA,1692,15
English,USA,1693,0
English,USA,1694,0
English,"Romania,USA",1695,362
"English,Mandarin",USA,1696,242
English,USA,1697,0
"English,French,Vietnamese",USA,1698,363
English,"USA,Canada",1699,39
English,USA,1700,0
English,USA,1701,0
English,USA,1702,0
English,"USA,Canada",1703,39
English,USA,1704,0
"English,Spanish",USA,1705,15
English,"Malaysia,USA",1706,364
English,USA,1707,0
English,USA,1708,0
English,USA,1709,0
English,USA,1710,0
"English,Spanish,Portuguese",USA,1711,365
English,USA,1712,0
English,USA,1713,0
English,"Canada,USA",1714,86
English,USA,1715,0
English,USA,1716,0
English,USA,1717,0
English,USA,1718,0
English,USA,1719,0
English,"USA,Australia",1720,25
English,USA,1721,0
"English,Italian",USA,1722,5
"English,Spanish","UK,USA",1723,220
"English,French,Italian",USA,1724,366
English,USA,1725,0
English,USA,1726,0
English,USA,1727,0
English,USA,1728,0
English,USA,1729,0
English,"USA,UK",1730,41
English,"UK,USA",1731,16
English,USA,1732,0
English,USA,1733,0
English,"UK,USA",1734,16
English,"Norway,UK,Canada,USA,France,Ireland",1735,367
English,USA,1736,0
English,USA,1737,0
English,USA,1738,0
English,USA,1739,0
English,USA,1740,0
English,USA,1741,0
"English,French",USA,1742,26
English,USA,1743,0
English,USA,1744,0
English,USA,1745,0
English,USA,1746,0
"English,Spanish","USA,Chile",1747,368
