Description,original_index,unique_index
"In 1944, a German colonel loads a train with French art treasures to send to Germany. The Resistance must stop it without damaging the cargo.",226,226
"The Young Savages is what used to be called a 'thinking man's picture' about a potentially lurid subject: urban juvenile delinquency. A blind Puerto Rican boy is knifed to death in Spanish Harlem, and three teenage gang members are accused of the crime. Politically ambitious assistant DA Burt Lancaster initially presses for the conviction of all three boys. But as he gets deeper into the case, he realizes that what appears cut-and-dried on the surface is tortuously complex: for starters, the,murder victim was hardly the paragon of virtue that the prosecution claims. Despite pressure from his superiors and from members of the accused boys' gang (who at one point threaten Lancaster's wife Dina Merrill with a switchblade,) Lancaster nonetheless sees to it that justice is properly administered. The defendants are portrayed with varying degrees of Brando/Dean 'method' by John Davis Chandler, Neil Nephew and Stanley Kristien; more believable, less affected performances are rendered by Shelley Winters, Pilar Seurat and Telly Savalas. Filmed on location in New York, The Young Savages was based on the Evan Hunter novel A Matter of Conviction. ~ Hal Erickson, Rovi",227,227
"Forced to trade his valuable furs for a well-educated escaped slave, a rugged trapper vows to recover the pelts from the Indians and later the renegades that killed them.",228,228
"After fierce war chief Ulzana and a small war party jump the reservation bent on murder and terror, an inexperienced young lieutenant is assigned to track him down.",229,229
"A Confederate Major and his troops are falsely lead to believe the Civil War is not over, and become wanted men when they attack a Union Army wagon train.",230,230
"In Post-Bellum Texas, an army captain tries to keep the peace between overtaxed, impoverished farmers and greedy carpetbaggers.",231,231
Mary Rafferty comes from a poor family of steel mill workers in 19th Century Pittsburgh. Her family objects when she goes to work as a maid for the wealthy Scott family which controls the ...,232,232
"Mommie Dearest, best selling memoir, turned motion picture, depicts the abusive and traumatic adoptive upbringing of Christina Crawford at the hands of her mother...screen queen Joan Crawford.",233,233
"After a 20 year stay at an asylum for a double murder, a mother returns to her estranged daughter where suspicions arise about her behavior.",234,234
Add a Plot,235,235
A WWI vet takes on the KKK when he loses his wife to a womanizing Klansman.,236,236
"A manic-depressive mess of a father tries to win back his wife by attempting to take full responsibility of their two young, spirited daughters, who don't make the overwhelming task any easier.",237,237
Four young outsiders teleport to an alternate and dangerous universe which alters their physical form in shocking ways. The four must learn to harness their new abilities and work together to save Earth from a former friend turned enemy.,238,238
"Update on Leo Tolstoy's 'The Death of Ivan Ilyich,' set in contemporary Hollywood.",239,239
"Raymond Aibelli is a promising medical student ready to begin a prestigious summer internship. But Susan, his mother, is immobilized by a broken leg, and his father Tom, a travelling ...",240,240
"As he plans his next job, a longtime thief tries to balance his feelings for a bank manager connected to one of his earlier heists, as well as the FBI agent looking to bring him and his crew down.",241,241
A newly wed man who believes he's just gotten hitched to the perfect woman encounters another lady on his honeymoon.,242,242
A Russian teenager living in London who dies during childbirth leaves clues to a midwife in her journal that could tie her child to a rape involving a violent Russian mob family.,243,243
A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.,244,244
A career bank robber breaks out of jail and shares a moment of mutual attraction with a US Marshall he has kidnapped.,245,245
"Bret Maverick, needing money for a poker tournament, faces various comic mishaps and challenges, including a charming woman thief.",246,246
"An adventurous mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive.",247,247
"After a failed suicide attempt leaves him partially crippled, Rory begins spending a lot of time at a neighborhood bar full of interesting misfits. When Jerry the bartender suddenly finds ...",248,248
Conjoined twins from Martha's Vineyard move to Los Angeles so that one of them can pursue an acting career.,249,249
"In late 1950s New York, Tom Ripley, a young underachiever, is sent to Italy to retrieve a rich and spoiled millionaire playboy, named Dickie Greenleaf. But when the errand fails, Ripley takes extreme measures.",250,250
"Famous film director Guido Contini struggles to find harmony in his professional and personal lives, as he engages in dramatic relationships with his wife, his mistress, his muse, his agent, and his mother.",251,251
"Fu Manchu inoculates ten women with poison, to kill ten world leaders.",252,252
"The nefarious Dr. Fu Manchu searches for the keys to the tomb of Genghis Khan, in order to fulfill a prophecy that will enable him to conquer the world. His nemesis, Dr. Nayland Smith, and ...",253,253
