Language,Duration,original_index,unique_index
"English,German,Dutch,Polish,Latin",175 min,1156,394
English,126 min,1157,66
English,121 min,1158,17
"English,German",167 min,1159,395
"English,Croatian",118 min,1160,396
"English,Japanese",144 min,1161,397
"English,Latin",91 min,1162,398
"English,French,Spanish",95 min,1163,399
English,95 min,1164,7
"English,Spanish",170 min,1165,400
"English,German",96 min,1166,401
"English,Spanish,Latin",111 min,1167,402
English,118 min,1168,62
English,114 min,1169,50
"English,French",113 min,1170,403
English,125 min,1171,129
English,172 min,1172,404
"English,German,Russian",115 min,1173,405
English,110 min,1174,27
"English,German",116 min,1175,365
English,107 min,1176,98
English,101 min,1177,51
"English,German,Italian",110 min,1178,406
"English,Arabic",83 min,1179,407
English,136 min,1180,170
"English,Russian",143 min,1181,408
"Spanish,English",129 min,1182,409
English,104 min,1183,19
English,121 min,1184,17
English,121 min,1185,17
English,112 min,1186,65
English,115 min,1187,68
"English,Norwegian,French",124 min,1188,410
"English,French",92 min,1189,411
"English,German,Italian,Spanish",134 min,1190,412
"English,Portuguese,Spanish",112 min,1191,413
"English,Spanish,French,Afrikaans",109 min,1192,414
"English,French",119 min,1193,415
"English,Spanish,Hebrew,Arabic",116 min,1194,416
"English,Japanese",123 min,1195,417
English,89 min,1196,69
English,101 min,1197,51
English,124 min,1198,102
"English,American Sign Language",130 min,1199,418
English,113 min,1200,28
English,169 min,1201,174
English,169 min,1202,174
English,142 min,1203,93
English,161 min,1204,239
English,143 min,1205,23
"English,Turkish,Greek,Mandarin,French",151 min,1206,419
"English,French,German,Swedish,Italian,Russian",194 min,1207,420
English,146 min,1208,29
"English,Japanese",126 min,1209,421
"English,French",,1210,422
"English,Japanese",84 min,1211,423
English,154 min,1212,424
"English,Russian,Chinese",127 min,1213,425
English,107 min,1214,98
English,104 min,1215,19
"English,Spanish",126 min,1216,283
"English,Spanish",150 min,1217,426
English,165 min,1218,88
English,116 min,1219,90
English,88 min,1220,37
"English,Japanese",92 min,1221,333
"English,French,Tibetan,Mandarin,Russian,Hindi,Portuguese,Latin,Italian",158 min,1222,427
"English,Russian,Indonesian",151 min,1223,428
"English,Japanese,French,Arabic,Spanish",124 min,1224,429
"English,French,Italian,Russian,Spanish",103 min,1225,430
English,118 min,1226,62
"English,Latin",131 min,1227,431
"English,Spanish",120 min,1228,226
English,100 min,1229,9
"English,French",124 min,1230,14
"English,Russian,Korean",100 min,1231,432
English,143 min,1232,23
English,83 min,1233,131
"English,Sindarin,Old English",179 min,1234,433
"English,Quenya,Old English,Sindarin",201 min,1235,434
"English,Sindarin",178 min,1236,435
English,136 min,1237,170
English,140 min,1238,105
English,142 min,1239,93
"English,Sinhalese",118 min,1240,436
"English,German,Polish,French",113 min,1241,437
"English,Chinese,Spanish",110 min,1242,438
English,133 min,1243,439
"English,Russian,German,Spanish",131 min,1244,440
"English,Basque",118 min,1245,441
"English,Latin",130 min,1246,442
English,104 min,1247,19
"English,German,Czech",95 min,1248,443
"English,Greek,French,Spanish",113 min,1249,444
"English,Mandarin",97 min,1250,445
"English,French",97 min,1251,288
English,125 min,1252,129
"English,French",157 min,1253,446
English,113 min,1254,28
English,146 min,1255,29
English,153 min,1256,127
English,138 min,1257,267
English,161 min,1258,239
"English,Spanish",170 min,1259,400
English,156 min,1260,447
English,119 min,1261,137
"English,Italian,Japanese",127 min,1262,448
"English,French",157 min,1263,446
"English,French,Mohawk",112 min,1264,449
"English,Arabic",107 min,1265,450
English,133 min,1266,439
English,119 min,1267,137
English,128 min,1268,206
"English,Spanish",147 min,1269,215
English,105 min,1270,10
English,110 min,1271,27
"English,Mandarin,Russian",192 min,1272,451
"English,Spanish,Korean",113 min,1273,452
"English,Spanish",145 min,1274,453
"English,Swahili",81 min,1275,454
English,100 min,1276,9
"English,Spanish,French",,1277,455
English,78 min,1278,96
English,117 min,1279,223
English,108 min,1280,61
English,140 min,1281,105
English,107 min,1282,98
"English,Vietnamese",140 min,1283,456
"English,Navajo,Japanese",118 min,1284,457
"English,Sioux,Pawnee",181 min,1285,458
"English,Russian,Spanish,Romanian",145 min,1286,459
"English,Polish,Spanish",130 min,1287,460
English,119 min,1288,137
English,93 min,1289,41
"Japanese,English",121 min,1290,461
English,129 min,1291,83
English,90 min,1292,40
"English,Belarusian",95 min,1293,462
"English,French,Arabic",124 min,1294,463
English,131 min,1295,241
English,118 min,1296,62
English,118 min,1297,62
English,128 min,1298,206
English,113 min,1299,28
English,,1300,8
English,129 min,1301,83
English,125 min,1302,129
"English,Spanish",,1303,232
English,136 min,1304,170
English,135 min,1305,108
English,,1306,8
English,113 min,1307,28
"English,French",124 min,1308,14
English,85 min,1309,42
English,56 min,1310,222
English,99 min,1311,76
English,1 hr. 57 min.,1312,464
"English,Italian",121 min,1313,465
"English,Italian,French",229 min,1314,466
English,178 min,1315,467
"English,Cantonese,German",129 min,1316,468
English,116 min,1317,90
"English,French",138 min,1318,469
"English,French",129 min,1319,184
"English,Filipino,Tagalog",121 min,1320,470
"English,Latin",138 min,1321,471
English,102 min,1322,33
English,99 min,1323,76
English,113 min,1324,28
English,107 min,1325,98
"English,German",106 min,1326,472
"English,Spanish,Japanese",107 min,1327,473
English,111 min,1328,55
"English,Japanese",96 min,1329,474
"English,Vietnamese",97 min,1330,475
English,138 min,1331,267
"English,French",124 min,1332,14
English,170 min,1333,476
English,102 min,1334,33
"English,German",117 min,1335,477
"English,Welsh",118 min,1336,478
"English,Spanish,French",175 min,1337,479
"English,Russian",1 hr. 32 min.,1338,480
English,104 min,1339,19
"English,Mandarin,Italian",102 min,1340,481
English,125 min,1341,129
English,68 min,1342,58
English,78 min,1343,96
English,64 min,1344,56
English,83 min,1345,131
English,88 min,1346,37
English,75 min,1347,116
English,76 min,1348,113
English,79 min,1349,38
English,94 min,1350,39
English,70 min,1351,279
English,74 min,1352,73
English,75 min,1353,116
English,101 min,1354,51
English,89 min,1355,69
"English,Italian",94 min,1356,142
English,112 min,1357,65
English,87 min,1358,87
English,91 min,1359,21
English,87 min,1360,87
English,87 min,1361,87
English,102 min,1362,33
"English,German",124 min,1363,482
English,93 min,1364,41
English,105 min,1365,10
English,94 min,1366,39
English,109 min,1367,0
English,124 min,1368,102
English,130 min,1369,175
English,99 min,1370,76
English,97 min,1371,44
English,128 min,1372,206
"English,Spanish",83 min,1373,483
"English,Hungarian",124 min,1374,484
English,95 min,1375,7
"English,French,Spanish,Russian",123 min,1376,485
"English,Czech,German,Dutch,Slovak,Japanese,Icelandic,Russian,Spanish",94 min,1377,486
English,120 min,1378,5
"English,Arabic",122 min,1379,487
English,94 min,1380,39
English,112 min,1381,65
English,128 min,1382,206
English,119 min,1383,137
English,90 min,1384,40
English,119 min,1385,137
English,133 min,1386,439
"English,Polish",102 min,1387,488
English,126 min,1388,66
English,102 min,1389,33
English,97 min,1390,44
English,,1391,8
English,129 min,1392,83
English,100 min,1393,9
English,85 min,1394,42
"English,Spanish",103 min,1395,75
English,87 min,1396,87
English,92 min,1397,6
English,88 min,1398,37
"English,Italian,Russian",93 min,1399,489
"English,French,German,Greek, Ancient (to 1453)",1 hr. 45 min.,1400,490
"English,French,Spanish",89 min,1401,491
English,97 min,1402,44
English,103 min,1403,124
"English,Arabic,French,German,Russian,Czech,Slovak,Dari,Pushto",130 min,1404,492
"English,German,Danish,Mandarin,Cantonese",119 min,1405,493
"English,Spanish",100 min,1406,246
English,119 min,1407,137
"Spanish,English",89 min,1408,494
"English,German",92 min,1409,367
"English,Japanese",93 min,1410,495
"English,French,Spanish",94 min,1411,496
English,119 min,1412,137
"English,French",,1413,422
"English,Spanish",98 min,1414,251
English,92 min,1415,6
English,94 min,1416,39
"English,German",81 min,1417,497
"English,Chinese",101 min,1418,498
English,88 min,1419,37
English,108 min,1420,61
English,98 min,1421,85
"English,Hebrew",83 min,1422,499
English,95 min,1423,7
"English,French,Spanish",85 min,1424,500
English,86 min,1425,36
English,90 min,1426,40
English,93 min,1427,41
"English,Slovak,Italian,Czech",94 min,1428,501
English,,1429,8
English,93 min,1430,41
English,86 min,1431,36
English,104 min,1432,19
"English,Icelandic,Russian,French",113 min,1433,502
English,96 min,1434,1
English,106 min,1435,49
"English,Japanese",126 min,1436,421
"English,Spanish,Cantonese,Italian",114 min,1437,503
English,104 min,1438,19
English,96 min,1439,1
English,101 min,1440,51
English,106 min,1441,49
"English,Hebrew",99 min,1442,261
English,93 min,1443,41
English,82 min,1444,86
"English,French",103 min,1445,43
English,98 min,1446,85
English,88 min,1447,37
"English,Klingon,German",92 min,1448,504
English,106 min,1449,49
English,,1450,8
"English,Greek, Ancient (to 1453)",118 min,1451,505
English,84 min,1452,47
English,92 min,1453,6
English,102 min,1454,33
English,96 min,1455,1
English,94 min,1456,39
English,89 min,1457,69
English,88 min,1458,37
"English,Chinese",140 min,1459,506
"English,Italian",115 min,1460,507
English,137 min,1461,117
English,109 min,1462,0
"English,Spanish",117 min,1463,508
English,114 min,1464,50
English,113 min,1465,28
English,90 min,1466,40
"English,French,Arabic,German",141 min,1467,509
"English,Italian",101 min,1468,510
English,108 min,1469,61
"English,Spanish,Russian",107 min,1470,511
English,102 min,1471,33
English,101 min,1472,51
"Spanish,English",82 min,1473,512
"Mandarin,English",89 min,1474,513
English,72 min,1475,70
English,91 min,1476,21
English,88 min,1477,37
English,119 min,1478,137
"Hungarian,English",78 min,1479,514
English,82 min,1480,86
English,94 min,1481,39
"English,Russian",102 min,1482,515
English,112 min,1483,65
English,112 min,1484,65
English,104 min,1485,19
English,68 min,1486,58
English,72 min,1487,70
English,74 min,1488,73
English,95 min,1489,7
English,98 min,1490,85
"English,Cantonese",109 min,1491,516
"English,Italian",109 min,1492,517
English,87 min,1493,87
English,93 min,1494,41
English,90 min,1495,40
"English,Latin",95 min,1496,518
English,89 min,1497,69
English,72 min,1498,70
English,83 min,1499,131
"English,French,German,Italian",74 min,1500,519
English,78 min,1501,96
English,78 min,1502,96
English,71 min,1503,195
English,71 min,1504,195
English,82 min,1505,86
English,90 min,1506,40
English,101 min,1507,51
English,89 min,1508,69
English,76 min,1509,113
English,86 min,1510,36
English,71 min,1511,195
English,74 min,1512,73
English,96 min,1513,1
English,96 min,1514,1
English,96 min,1515,1
English,80 min,1516,59
English,98 min,1517,85
English,99 min,1518,76
English,100 min,1519,9
English,104 min,1520,19
English,100 min,1521,9
English,103 min,1522,124
English,107 min,1523,98
English,88 min,1524,37
"English,Icelandic",106 min,1525,520
English,100 min,1526,9
English,93 min,1527,41
English,91 min,1528,21
English,92 min,1529,6
English,1 hr. 33 min.,1530,521
English,92 min,1531,6
English,96 min,1532,1
English,90 min,1533,40
English,81 min,1534,107
English,107 min,1535,98
English,101 min,1536,51
English,87 min,1537,87
English,88 min,1538,37
English,87 min,1539,87
English,94 min,1540,39
English,99 min,1541,76
"English,Korean",112 min,1542,522
English,59 min,1543,375
English,101 min,1544,51
English,96 min,1545,1
English,90 min,1546,40
English,100 min,1547,9
English,,1548,8
English,104 min,1549,19
English,119 min,1550,137
English,49 min,1551,523
English,99 min,1552,76
English,90 min,1553,40
English,105 min,1554,10
English,95 min,1555,7
English,108 min,1556,61
English,104 min,1557,19
English,,1558,8
English,103 min,1559,124
English,108 min,1560,61
English,116 min,1561,90
English,94 min,1562,39
English,86 min,1563,36
English,97 min,1564,44
English,108 min,1565,61
English,100 min,1566,9
English,100 min,1567,9
"English,French",122 min,1568,524
English,116 min,1569,90
English,88 min,1570,37
English,72 min,1571,70
English,88 min,1572,37
English,100 min,1573,9
English,93 min,1574,41
English,91 min,1575,21
"English,French",90 min,1576,525
English,93 min,1577,41
English,95 min,1578,7
"English,Russian",123 min,1579,526
"English,Russian,French",197 min,1580,527
English,155 min,1581,159
English,88 min,1582,37
English,94 min,1583,39
English,81 min,1584,107
English,93 min,1585,41
English,91 min,1586,21
English,100 min,1587,9
English,85 min,1588,42
English,72 min,1589,70
English,73 min,1590,57
English,71 min,1591,195
English,70 min,1592,279
English,69 min,1593,205
English,69 min,1594,205
English,84 min,1595,47
English,99 min,1596,76
"English,Thai,French",148 min,1597,528
English,83 min,1598,131
"Japanese,English",95 min,1599,529
English,124 min,1600,102
English,122 min,1601,63
English,127 min,1602,13
"English,Spanish",110 min,1603,297
English,130 min,1604,175
English,135 min,1605,108
English,119 min,1606,137
"English,Russian,Spanish",132 min,1607,530
English,92 min,1608,6
"English,Spanish",139 min,1609,531
English,91 min,1610,21
English,113 min,1611,28
English,99 min,1612,76
English,100 min,1613,9
"English,Vietnamese",107 min,1614,532
"English,French",90 min,1615,525
"English,Spanish",124 min,1616,533
English,98 min,1617,85
English,96 min,1618,1
English,95 min,1619,7
English,107 min,1620,98
English,108 min,1621,61
English,160 min,1622,81
English,99 min,1623,76
English,96 min,1624,1
English,120 min,1625,5
English,118 min,1626,62
"English,French",127 min,1627,330
English,118 min,1628,62
English,135 min,1629,108
English,105 min,1630,10
English,73 min,1631,57
English,81 min,1632,107
English,100 min,1633,9
"English,Cantonese,Mandarin",127 min,1634,534
"Hebrew,English,Arabic",90 min,1635,535
"English,Spanish,Assyrian Neo-Aramaic",99 min,1636,536
English,105 min,1637,10
English,88 min,1638,37
"English,Italian,Spanish",91 min,1639,537
English,84 min,1640,47
English,107 min,1641,98
English,101 min,1642,51
English,100 min,1643,9
"English,Inuktitut",101 min,1644,538
"English,Japanese",97 min,1645,539
English,126 min,1646,66
English,107 min,1647,98
"English,French,Spanish,German",94 min,1648,540
English,96 min,1649,1
English,91 min,1650,21
"English,Spanish",105 min,1651,541
English,133 min,1652,439
English,107 min,1653,98
"English,Spanish",117 min,1654,508
"English,French",85 min,1655,542
English,73 min,1656,57
