Genre,Filming Locations,original_index,unique_index
"Comedy,Drama,Romance","1382 Waverly Rd., Highland Park, Illinois, USA",397,373
Comedy,"340 N. Faring Rd. Los Angeles, California",398,374
"Drama,Romance","Koi, former L'Ermitage Restaurant - 730 North La Cienega Boulevard, Los Angeles, California, USA",399,375
Comedy,"Yosemite National Park, California, USA",400,376
"Comedy,Fantasy,Romance","Black Lagoon, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",401,377
"Action,Adventure,Comedy","391 Filbert Street - San Francisco, California, USA",402,378
Comedy,"California, USA",403,379
"Comedy,Fantasy,Romance","Boscov's Camp Hill - 170 South 32nd Street, Camp Hill, Pennsylvania, USA",404,380
Comedy,"Syracuse, New York, USA",405,381
"Comedy,Romance","Manhattan, New York City, New York, USA",406,382
Comedy,"California State University Northridge - 18111 Nordhoff Street, Northridge, Los Angeles, California, USA",407,383
"Adventure,Comedy,Horror","One Park Place B5, Atlanta, Georgia, USA",408,384
"Adventure,Comedy,Sci-Fi","Rio Grande Gorge Bridge, Taos, New Mexico, USA",409,385
"Action,Comedy","Santa Clarita, California, USA",410,386
"Action,Comedy,Crime","9 Broadway, Manhattan, New York City, New York, USA",411,387
Comedy,"Courthouse Square, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",412,388
"Comedy,Sport","Santa Clarita, California, USA",413,389
"Comedy,Romance","Baltimore, Maryland, USA",414,390
"Comedy,Fantasy","1004 Highland Street, South Pasadena, California, USA",415,391
"Biography,Comedy,Drama","Ambassador Hotel - 3400 Wilshire Boulevard, Los Angeles, California, USA",416,392
"Crime,Thriller","4160 Country Club Drive, Long Beach, California, USA",417,393
"Horror,Mystery,Thriller",Czech Republic,418,394
Comedy,"Ambassador Hotel - 3400 Wilshire Boulevard, Los Angeles, California, USA",419,395
"Comedy,Drama","San Juan, Puerto Rico",420,396
"Action,Comedy,Sci-Fi","Fore River Ship Yard, Quincy, Massachusetts, USA",421,397
"Action,Fantasy,Horror","Sächsische Schweiz, Saxony, Germany",422,398
"Action,Adventure,Sci-Fi","Figueroa Hotel - 939 S. Figueroa Street, Downtown, Los Angeles, California, USA",423,399
"Action,Sci-Fi,Thriller","Abiquiu, New Mexico, USA",424,400
"Action,Adventure,Sci-Fi","Cook Bank Building, Rhyolite, Nevada, USA",425,401
"Drama,Action & Adventure,Romance,Mystery & Suspense","Castle Green Apartments - 99 S. Raymond, Pasadena, California, USA",426,402
"Crime,Drama,Thriller","Ajax, Ontario, Canada",427,403
"Crime,Drama,Romance","New York, USA",428,404
"Action,Adventure,Crime","Chatham Historic Dockyard, Chatham, Kent, England, UK",429,405
"Action,Comedy,Sci-Fi","Bronx, New York City, New York, USA",430,406
"Horror,Sci-Fi","Universal Studios - 100 Universal City Plaza, Universal City, California, USA",431,407
"Sci-Fi,Horror","Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",432,408
"Drama,Horror,Romance","George Air Force Base, Victorville, California, USA",433,409
"Adventure,Romance,Sci-Fi","Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",434,410
Horror,"RKO-Pathé Studios - 9336 Washington Blvd., Culver City, California, USA",435,411
"Comedy,Fantasy","Bald Head Island, North Carolina, USA",436,412
Drama,"Carson City, Nevada, USA",437,413
Documentary,"Santa Monica, California, USA",438,414
Western,"Guadalupe Canyon, Arizona, USA",439,415
Western,"Lone Pine, California, USA",440,416
"Comedy,Western","Santa Clarita, California, USA",441,417
Comedy,"Hal Roach Studios - 8822 Washington Blvd., Culver City, California, USA",442,418
"Biography,Drama,History","Huelva, Andalucía, Spain",443,419
"Musical,Romance","Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",444,420
Drama,,445,47
"Crime,Drama,Film-Noir","Bronson Caves, Bronson Canyon, Griffith Park - 4730 Crystal Springs Drive, Los Angeles, California, USA",446,421
"Comedy,Drama,Musical","Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",447,422
"Comedy,Musical,Romance","Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",448,423
Musical,"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",449,424
"Comedy,Musical,Romance","Universal Studios - 100 Universal City Plaza, Universal City, California, USA",450,425
Comedy,"Rome, Italy",451,426
"Drama,Western","Banning, California, USA",452,427
"Drama,Romance","Bay St. Louis, Mississippi, USA",453,428
"Comedy,Romance","111 Waverly Place, Greenwich Village, Manhattan, New York City, New York, USA",454,429
"Comedy,Romance","190 Riverside Drive, Manhattan, New York City, New York, USA",455,430
"Adventure,Comedy","Los Angeles, California, USA",456,431
Drama,,457,47
"Comedy,Family,Drama","Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",458,432
"Biography,Drama,History","Sable Ranch - 25933 Sand Canyon Road, Santa Clarita, California, USA",459,433
Drama,USA,460,434
"Biography,Drama,Romance",USA,461,435
"Drama,Family,Romance","Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA",462,436
"Family,Drama,Comedy","Madison, New Jersey, USA",463,437
"Drama,Family,Musical","Hop Kiln Winery, Sonoma, California, USA",464,438
Drama,"Echo Park, Los Angeles, California, USA",465,230
"Drama,Mystery,Thriller","387 South Main Street, Los Angeles, California, USA",466,439
"Drama,Family","Hollywood, California, USA",467,440
"Horror,Sci-Fi","Downtown, Los Angeles, California, USA",468,441
"Comedy,Fantasy,Horror","Los Angeles, California, USA",469,442
"Comedy,Horror","Los Angeles, California, USA",470,443
Documentary,"Los Angeles, California, USA",471,11
"Comedy,Drama","Jersey City, New Jersey, USA",472,444
Comedy,"Arizona, USA",473,445
"Comedy,Horror","Goshen, Connecticut, USA",474,446
Horror,"California, USA",475,447
"Comedy,Horror","Bremen, Georgia, USA",476,448
"Comedy,Horror","13780 Rayen Street - Arleta, California, USA",477,449
"Comedy,Horror","Los Angeles, California, USA",478,443
Horror,,479,450
Horror,"San Francisco, California, USA",480,451
"Drama,Romance","Beijing Film Studio, Beijing, China",481,452
"Action,Crime,Thriller","Lake Mead, Nevada, USA",482,453
Drama,"Bedford-Stuyvesant, Brooklyn, New York City, New York, USA",483,454
"Crime,Drama,Mystery","88th Precinct - 298 Classon Avenue, Fort Greene, Brooklyn, New York City, New York, USA",484,455
"Comedy,Drama,Fantasy","California, USA",485,456
"Thriller,War","Owens Lake, California, USA",486,457
Thriller,"Hotel d'Angleterre, Copenhagen, Denmark",487,458
Documentary,,488,26
"Drama,Mystery,Thriller","Shreveport, Louisiana, USA",489,459
"Mystery,Sci-Fi,Thriller","Louisiana, USA",490,460
"Adventure,Comedy","Atlanta, Georgia, USA",491,196
"Drama,Mystery,Romance","North Carolina, USA",492,461
"Comedy,Drama,Romance","Charlotte, North Carolina, USA",493,462
"Comedy,Drama,Music","Ossining, New York, USA",494,463
"Mystery & Suspense,Drama","Louisiana, USA",495,464
"Family,Western","California, USA",496,465
"Action,Drama","Michigan, USA",497,466
"Action,Thriller","Cincinnati, Ohio, USA",498,467
"Action,War","Utah, USA",499,468
"Drama,Romance","San Francisco, California, USA",500,469
Documentary,,501,26
"Horror,Mystery","Ann Arbor, Michigan, USA",502,470
"Adventure,Mystery,Thriller","Garces Highway 1/10th mile East from Corcoran Road and Kern National Wildlife Preserve, Kern County, California, USA",503,471
"Action,Horror,Sci-Fi","176 Elkwood Dr., Lake Lure, North Carolina, USA",504,472
"Horror,Thriller","Miami, Florida, USA",505,473
"Drama,Family","Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",506,474
"Action,Adventure,Mystery","Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA",507,475
"Crime,Drama,Thriller","1912 N Cahuenga Boulevard, Los Angeles, USA",508,476
"Crime,Drama,Sci-Fi","Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",509,477
"Adventure,Fantasy","Almería, Andalucía, Spain",510,478
"Drama,War","Chiapas, Mexico",511,479
"Horror,Sci-Fi,Thriller",,512,480
"Crime,Drama","Antigua, Guatemala",513,481
Horror,"333 S La Cienega Blvd, Los Angeles, California, USA",514,482
"Comedy,Drama,Fantasy","Greystone Park & Mansion - 905 Loma Vista Drive, Beverly Hills, California, USA",515,483
"Comedy,Horror,Thriller","High Street, Moorpark, California, USA",516,484
Horror,"Atlanta, Georgia, USA",517,485
"Adventure,Horror,Action",Philippines,518,486
"Drama,Action & Adventure","Distillery District, Toronto, Ontario, Canada",519,487
"Biography,Drama,Family","Amsterdam, Noord-Holland, Netherlands",520,488
"Drama,Romance","Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",521,67
"Drama,Sport","1230 East Linden Avenue, Linden, New Jersey, USA",522,489
Drama,France,523,490
"Biography,Drama,History","Stage 14, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",524,491
Drama,"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",525,492
"Comedy,Crime,Romance","Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",526,493
"Documentary,Biography,Comedy","New York City, New York, USA",527,494
"Crime,Thriller","Pflugerville, Texas, USA",528,495
"Family,Sci-Fi","7121 Lonzo Street, Tujunga, Los Angeles, California, USA",529,496
"Drama,Thriller","172 S. McCadden Pl., Hancock Park, Los Angeles, California, USA",530,497
"Action,Adventure,Comedy","Cottage Grove, Oregon, USA",531,498
"Horror,Mystery","Lacy Street Production Center - 2630 Lacy Street, Los Angeles, California, USA",532,499
"Action,Horror",Bulgaria,533,500
"Action,Drama","Ait Benhaddou, Morocco",534,501
"Comedy,Drama,Romance","Cleveland, Ohio, USA",535,502
"Comedy,Drama,Sport","Gotham, New York City, New York, USA",536,503
"Drama,Mystery & Suspense,Comedy","White Stallion Ranch, Tucson, Arizona, USA",537,504
"Crime,Drama","Belfast, Maine, USA",538,505
"Animation,Adventure,Comedy",,539,99
"Animation,Adventure,Comedy",,540,99
"Crime,Drama,History","Pearl Harbor, O'ahu, Hawaii, USA",541,506
"Action,Western,Adventure","Castle Valley, Moab, Utah, USA",542,507
"Action,Adventure,Drama","Conroe, Texas, USA",543,508
"Comedy,Drama","Nebraska, USA",544,509
"Comedy,Drama","Communications Center, Los Angeles City College - 855 North Vermont Avenue, Los Angeles, California, USA",545,510
"Comedy,Drama,Romance",,546,170
"Drama,Romance,Thriller","Hansaviertel, Tiergarten, Berlin, Germany",547,511
"Comedy,Drama,Romance","Santa Clarita, California, USA",548,512
Horror,,549,450
"Horror,Thriller","California, USA",550,513
"Romance,Western","Old Tucson Studios, Tucson, Arizona, USA",551,514
"Adventure,War,Western","Sierra Madre del Sur, Mexico",552,515
Drama,"Athens, Tennessee, USA",553,516
Drama,"San Francisco, California, USA",554,517
Western,"Bell Ranch, Santa Susana, California, USA",555,518
"Adventure,Comedy,Family","Screen Gems Studios - 1223 North 23rd Street, Wilmington, North Carolina, USA",556,519
"Comedy,Drama,Family","Shepperton Studios, Shepperton, Surrey, England, UK",557,520
"Action,Adventure,Comedy","London, England, UK",558,521
"Comedy,Drama,Family","Empire Stages of New York, Long Island City, Queens, New York City, New York, USA",559,522
"Adventure,Comedy,Family","Santa Clarita, California, USA",560,523
"Documentary,Music","Cow Palace, San Francisco, California, USA",561,524
"Documentary,Music","Eel Pie Studios, Twickenham, Middlesex, England, UK",562,525
"Biography,Drama,Music","Greystone Park & Mansion - 905 Loma Vista Drive, Beverly Hills, California, USA",563,526
"Comedy,Drama","Bronx, New York City, New York, USA",564,527
Action,"Dublin, Ireland",565,528
"Drama,Romance","Kaufman Astoria Studios - 3412 36th Street, Astoria, Queens, New York City, New York, USA",566,529
Comedy,"Calexico, California, USA",567,530
"Action,Drama,Music","10231 Charing Cross Road, Beverly Hills, California, USA",568,531
"Drama,Romance","Bath, Maine, USA",569,532
"Drama,Romance","The Roastery Coffee House - 8 Pardee Avenue, Toronto, Ontario, Canada",570,533
"Comedy,Romance","British Columbia, Canada",571,534
"Comedy,Drama,Romance","Handy Market - 2514 W. Magnolia Boulevard, Burbank, California, USA",572,535
"Action,Adventure,Fantasy","Montreal, Québec, Canada",573,536
"Action,Sci-Fi","Empire Studios, Rome, Lazio, Italy",574,537
"Crime,Drama,Thriller","183 Grand Street, New York City, New York, USA",575,538
Horror,"Harlem, Manhattan, New York City, New York, USA",576,539
"Action,Crime,Drama","Cook Ranch, Galisteo, New Mexico, USA",577,540
"Comedy,Crime,Thriller","13705 Ventura Blvd., Sherman Oaks, Los Angeles, California, USA",578,541
"Action,Thriller","6th Street Bridge, Los Angeles, California, USA",579,542
Comedy,"297 Rue Marcel-Giguère, Blainville, Québec, Canada",580,543
"Action,Crime,Mystery","Hall of Justice - 211 W. Temple Street, Downtown, Los Angeles, California, USA",581,544
"Action,Comedy,Crime","Qualcomm Stadium - 9449 Friars Road, San Diego, California, USA",582,545
"Comedy,Crime,Mystery","Monumental sculpture 'Double Ascension' 1973 Herbert Bayer 505 South Flower St, Los Angeles, California USA",583,546
"Crime,Drama,Thriller","500 Cheyney Rd, Glen Mills, Pennsylvania, USA",584,547
"Drama,Mystery,Thriller","77 Pottery Lane, Notting Hill, London, England, UK",585,548
"Comedy,Drama,Fantasy","John Hancock Center Condominium Owner's Entrance - 875 N Michigan Ave, Chicago, Illinois, USA",586,549
"Crime,Drama","Saugus Speedway - 22500 Soledad Canyon Road, Saugus, California, USA",587,550
"Crime,Drama","Chloride, Arizona, USA",588,551
"Comedy,Drama","Boston Common, Boston, Massachusetts, USA",589,552
"Crime,Drama,Thriller","Santa Barbara, California, USA",590,553
Drama,"Central Park, Manhattan, New York City, New York, USA",591,295
"Comedy,Romance","Du-Par's Restaurant - 12036 Ventura Boulevard, Studio City, Los Angeles, California, USA",592,554
"Comedy,Western","Durango, Mexico",593,213
"Action,Adventure,Western","Creede, Colorado, USA",594,555
"Action,Crime,Mystery","Cape Town Film Studios, Cape Town, Western Cape, South Africa",595,556
"Biography,Crime,Drama","5-7 Minetta Street, New York City, New York, USA",596,557
Drama,"Restaurant, 1520 Sheepshead Bay Road, Brooklyn, New York, USA",597,558
"Crime,Drama,Mystery","4th Street, Downtown, Los Angeles, California, USA",598,559
"Mystery,Sci-Fi,Thriller","Illinois, USA",599,560
"Comedy,Sci-Fi","Manhattan, New York City, New York, USA",600,561
"Drama,Fantasy,Horror","London, England, UK",601,562
"Horror,Sci-Fi","Los Angeles, California, USA",602,563
"Adventure,Fantasy,Sci-Fi",Mexico,603,564
Western,"Durango, Colorado, USA",604,565
Western,"Motion Picture Center Studios, Hollywood, Los Angeles, California, USA",605,566
"Romance,Western","Wildwood Regional Park, Thousand Oaks, California, USA",606,567
"Comedy,War","48th Street, Los Angeles, California, USA",607,568
Drama,"Chemainus, North Cowichan, British Columbia, Canada",608,569
"Crime,Drama,Romance","The Lot - 1041 N. Formosa Avenue, West Hollywood, California, USA",609,570
"Comedy,Musical,Romance","Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA",610,571
Comedy,"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",611,572
Documentary,"Los Angeles, California, USA",612,11
"Comedy,Crime,Romance","Culver Studios - 9336 W. Washington Blvd., Culver City, California, USA",613,573
"Drama,Comedy","Eugene, Oregon, USA",614,574
"Horror,Documentary","El Rey Theater - 5515 Wilshire Blvd., Los Angeles, California, USA",615,575
"Sci-Fi,Horror","Atlanta, Georgia, USA",616,576
Drama,"Manhattan, New York City, New York, USA",617,577
"Comedy,Musical,Fantasy","Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",618,578
"Comedy,Horror,Thriller","Los Angeles, California, USA",619,579
Comedy,"Cheever Place, Carroll Gardens, Brooklyn, New York, USA",620,580
"Drama,Romance","Monument Valley, Arizona, USA",621,581
"Crime,Drama,Thriller","Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",622,582
"Mystery,Romance,Thriller","Tourrettes-sur-Loup, Alpes-Maritimes, France",623,583
"Action,Crime,Drama","Santa Clarita, California, USA",624,584
Drama,,625,47
Drama,"Paris, France",626,585
"Drama,Mystery,Romance","Estudios Churubusco Azteca, Mexico City, Distrito Federal, Mexico",627,586
"Action & Adventure,Mystery & Suspense,Science Fiction & Fantasy","Chicago, Illinois, USA",628,587
"Animation,Adventure,Comedy","Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA",629,21
"Documentary,Biography","Alaska, USA",630,588
"Action,Adventure,Fantasy","Bloomsbury, London, England, UK",631,589
Documentary,"Bethel Missionary Baptist Church - 1972 N. Fair Oaks Avenue, Pasadena, California, USA",632,590
Documentary,"Greenwich Village, Manhattan, New York City, New York, USA",633,591
"Comedy,Crime,Drama","Hamilton, Ontario, Canada",634,592
"Musical,Romance,Western","Sonoita, Arizona, USA",635,593
"Comedy,Drama,Romance","505 West End Avenue, Manhattan, New York City, New York, USA",636,594
"Crime,Drama,Film-Noir","3156 Perry Avenue, Bronx, New York City, New York, USA",637,595
