Creator,original_index,unique_index
"John Hawkes,Belinda Haas",723,675
Josh Boone,724,676
"Scott Neustadter,Michael H. Weber",725,677
"Andrew Jay Cohen,Brendan O'Brien",726,678
"Todd Phillips,Craig Mazin",727,679
"William Blinn,Stevie Long",728,680
Lou Holtz Jr.,729,681
"Scott Alexander,Larry Karaszewski",730,405
"Thomas Harris,David Mamet",731,682
"Nick Cassavetes,David McKenna",732,683
"Dan Mazeau,David Johnson",733,684
J.J. Abrams,734,685
"Hillary Seitz,Nikolaj Frobenius",735,686
"Robert M. Fresco,Martin Berkeley",736,687
"Lawrence L. Goldman,Irving Block",737,688
"Samuel Newman,Paul Gangelin",738,689
"Frank Fenton,Winston Miller",739,690
"George Worthing Yates,Art Cohn",740,691
Guy Trosper,741,692
Daniel B. Ullman,742,693
"Daniel B. Ullman,Daniel B. Ullman",743,694
"Jack Schaefer,David Victor",744,695
Dan Pascoe,745,696
"Herb Gardner,Herb Gardner",746,697
Aaron Godfred,747,698
Frank Ray Perilli,748,699
Sergei Hasenecz,749,700
"Charles Band,Shane Bitterling",750,701
Richard Jefferies,751,702
Tommy Clohessy,752,703
"Elske McCain,Matthew Reel",753,704
"Albert Magnoli,William Blinn",754,705
"Stephen King,W.D. Richter",755,706
,756,28
Charles E. Israel,757,707
"David Lynch,Robert Engels",758,708
"Patrick Dewitt,Patrick Dewitt",759,709
"Hugh Wedlock Jr.,Howard Snyder",760,710
Becky Smith,761,711
"John Huston,B. Traven",762,712
"Josephine Humphreys,Alfred Uhry",763,713
Nancy Meyers,764,592
Vincent Pereira,765,714
"Jeff Nathanson,John Rogers",766,715
Ian Stout,767,716
Peter Filardi,768,717
Burt Kennedy,769,718
John Twist,770,719
Rebecca Thomas,771,720
Randy Feldman,772,721
Miranda July,773,722
"Pamela Falk,Michael Ellis",774,723
"Steven Richter,Steven Richter",775,724
York Alec Shackleton,776,725
"Marcus Ako,Tony Cook",777,726
"Bruce Campbell,Bruce Campbell",778,727
Joe Carnahan,779,728
"Jon Favreau,Vince Vaughn",780,729
"Martin Berkeley,William Alland",781,730
"Cyril Hume,Irving Block",782,731
Rosemary Rodriguez,783,732
"Felipe Marino,Gustave Flaubert",784,733
"Mike Judge,Mike Judge",785,734
"Robert Smigel,Adam Sandler",786,735
"Steven Paul,Gregory Poppen",787,736
Michael Campo,788,737
"Jon Lucas,Scott Moore",789,297
"David Lindsay-Abaire,William Joyce",790,738
"Will Gluck,Aline Brosh McKenna",791,739
"Steven Paul,Francisca Matos",792,740
"Jason Fuchs,J.M. Barrie",793,741
Steven Paul,794,742
"Peter Baynham,Robert Smigel",795,743
"Pete Jones,Peter Farrelly",796,744
Andrew Dodge,797,745
Lance Khazei,798,746
Timothy Barton,799,747
"Allan Loeb,Jeffrey Eugenides",800,748
"Ken Richards,Janus Cercone",801,749
"Kathy Waugh,Megan McDonald",802,750
"Alan Berg,Lauren Sanders",803,751
,804,28
Mark Brian Smith,805,752
,806,28
Josh Klausner,807,753
"Bryan Schulz,Charles M. Schulz",808,754
"Alexandra Anthony,Alexandra Anthony",809,755
"Kurt Kuenne,Dana Nachman",810,756
"Glenn Berger,Jonathan Aibel",811,757
"Irena Brignull,Adam Pava",812,758
"Steve Box,Nick Park",813,759
"Michael Colton,John Aboud",814,760
"Tom J. Astle,Matt Ember",815,761
Brian Lynch,816,762
Jason Segel,817,763
"Peter Lord,Nick Park",818,764
"Jonathan M. Goldstein,John Francis Daley,Erica Rivinoja,Jonathan Goldstein",819,765
"Chris Sanders,Kirk De Micco",820,766
"Jonathan Aibel,Glenn Berger",821,767
"Roberto Orci,Alex Kurtzman",822,305
"Brenda Chapman,Mark Andrews",823,768
"Carlos Saldanha,Earl Richey Jones",824,769
"Darren Lemke,Robert D. Siegel",825,770
"James V. Hart,William Joyce",826,771
"Dan Fogelman,Chris Williams",827,772
"Michael Berg,Jason Fuchs",828,773
"Alan Schoolcraft,Brent Simons",829,774
Chris Weitz,830,775
"Daniel Pyne,John Logan",831,776
"Carol Sobieski,Thomas Meehan",832,777
"Rob Lieber,Rob Lieber",833,778
"David Guion,Michael Handelman",834,779
"Jonathan Aibel,Glenn Berger",835,767
Mike Myers,836,780
Josh Haber,837,781
Jody Hill,838,782
"J.M. Barrie,P.J. Hogan",839,783
"Lowell Ganz,Babaloo Mandel",840,628
"Damon Lindelof,Brad Bird",841,784
Usama Alshaibi,842,785
"Dan Fogelman,Jacob Grimm",843,786
"Cinco Paul,Ken Daurio",844,20
"Jennifer Lee,Hans Christian Andersen",845,787
"Rich Moore,Phil Johnston",846,788
"Mike Judge,Mike Judge",847,734
"Kaja Blackley,Sam Hamm",848,789
"Glenville Mareth,Paul L. Jacobson",849,790
"Michael Fallon,Mark Verheiden",850,791
"Jonathan Bond,Fred Mata",851,792
"Robert C. O'Brien,Don Bluth",852,793
"Susan Estelle Jansen,Adam De La Peña",853,794
"Sean McNamara,Jeff Phillips",854,795
"Jennifer Ventimilia,Joshua Sternin",855,796
James Merendino,856,797
,857,28
"Ricki Stern,Anne Sundberg",858,798
"David Osit,Malika Zouhali-Worrall",859,799
Samantha Futerman,860,800
,861,28
"Lizzie Borden,Ed Bowes",862,801
Dereck Joubert,863,802
Rob Stewart,864,803
,865,28
David Kennard,866,804
"Steven Blush,Steven Blush",867,805
"Ross Bagdasarian,Janice Karman",868,806
"Jared Bush,Phil Johnston",869,807
James Westby,870,808
"Charles M. Schulz,Charles M. Schulz",871,809
"Ken Daurio,Brian Lynch",872,810
"Andrew Stanton,Andrew Stanton",873,601
"Jonathan Aibel,Glenn Berger",874,767
Linda Woolverton,875,811
Trey Edward Shults,876,812
"Pete Docter,Ronnie Del Carmen",877,813
"Lou Howe,Lou Howe",878,814
"Boaz Yakin,Sheldon Lettich",879,815
James Westby,880,808
"Jordan Roberts,Robert L. Baird",881,816
"Stephen Hillenburg,Stephen Hillenburg",882,817
"Maya Forbes,Wallace Wolodarsky",883,818
"Don Rhymer,Carlos Kotkin",884,819
"Jorge R. Gutierrez,Douglas Langdale",885,820
"Jay Ward,Craig Wright",886,821
"Leonard Ripps,Tim Burton",887,822
Chris Butler,888,823
"Ron Mita,Jim McClain",889,824
"Philip K. Dick,Dan O'Bannon",890,825
"Dick Clement,Ian La Frenais",891,826
"Todd Alcott,Chris Weitz",892,827
"Len Blum,Lorne Cameron",893,828
"John Lasseter,Andrew Stanton",894,829
"Mark Burton,Billy Frolick",895,830
"Dean DeBlois,Cressida Cowell",896,831
"Robert Zemeckis,Bob Gale",897,832
"Pete Docter,Jill Culton",898,833
"Phil Lord,Christopher Miller",899,150
"Pete Docter,Bob Peterson",900,834
"Andrew Stanton,Pete Docter",901,835
"Alistair MacLean,Carl Foreman",902,836
"Chris Sanders,Chris Sanders",903,837
"Billy Wilder,Edwin Blum",904,838
"Peter Ackerman,Michael Berg",905,839
"Jonathan Aibel,Glenn Berger",906,767
"William Steig,Andrew Adamson",907,840
"William Steig,Andrew Adamson",908,840
"Peter Gaulke,Gerry Swallow",909,841
"Michael J. Wilson,Michael Berg",910,842
"William Steig,Josh Klausner",911,843
"Drew Pearce,Shane Black",912,844
"Travis Beacham,Guillermo del Toro",913,845
James Cameron,914,846
"Neill Blomkamp,Terri Tatchell",915,847
"David S. Goyer,David S. Goyer",916,848
"Justin Theroux,Stan Lee",917,849
"Rick Jaffa,Amanda Silver",918,850
"Roberto Orci,Alex Kurtzman",919,305
"Dean Devlin,Roland Emmerich",920,851
"Ashley Miller,Zack Stentz",921,852
"Brad Bird,Jan Pinkava",922,853
Brad Bird,923,854
"John Lasseter,Brad Lewis",924,855
Jeffrey M. Howard,925,856
"John Lasseter,Joe Ranft",926,857
"Lawrence Kasdan,George Lucas",927,858
Woody Allen,928,859
Bill Kelly,929,860
"Linda Woolverton,Charles Perrault",930,861
"Marie Brenner,Eric Roth",931,862
"Stanley Weiser,Oliver Stone",932,863
"Roger Towne,Kurt Wimmer",933,864
"Oliver Stone,Zachary Sklar",934,865
Stanley Weiser,935,866
Dan Gilroy,936,867
"Buzz Bissinger,David Aaron Cohen",937,868
"Ken Lipper,Paul Schrader",938,869
"Edwin Torres,David Koepp",939,870
"Andrew Neiderman,Jonathan Lemkin",940,871
Vince McKewin,941,872
Russell Gewirtz,942,204
"George Hurdalek,Howard Lindsay",943,873
"David Reuben,Woody Allen",944,874
"Roald Dahl,Roald Dahl",945,875
"Larry Clemmons,Ralph Wright",946,876
"Bill Walsh,Don DaGradi",947,877
"Erich Kästner,David Swift",948,878
"Woody Allen,Mickey Rose",949,879
"Charles Martin Smith,Karen Janszen",950,880
"Robert Ben Garant,Thomas Lennon",951,881
Woody Allen,952,859
"Peter Hedges,Ahmet Zappa",953,882
"Ann Peacock,Andrew Adamson",954,883
John Hughes,955,390
"Robert Ben Garant,Thomas Lennon",956,881
Mark Monroe,957,538
"Roald Dahl,John August",958,884
"John Hughes,John Hughes",959,885
"J.K. Rowling,Steve Kloves",960,140
"Jonathan Hensleigh,Greg Taylor",961,886
"J. David Stem,David N. Weiss",962,887
"J. David Stem,David N. Weiss",963,887
"Rob Sprackling,John R. Smith",964,888
"E.B. White,M. Night Shyamalan",965,889
"Ross Bagdasarian Sr.,Will McRobb,Chris Viscardi,Jon Vitti,Don Rhymer",966,890
"Jon Vitti,Jonathan Aibel",967,891
"Joel Cohen,Alec Sokolow",968,892
"Cinco Paul,Ken Daurio",969,20
"E.B. White,Douglas Wick",970,893
"Jim Davis,Joel Cohen",971,894
"Mike Myers,Mike Myers",972,895
"Trey Parker,Matt Stone",973,896
"Woody Allen,Mickey Rose",974,879
"Drake Sather,Ben Stiller",975,897
"Jack Bernstein,Jack Bernstein",976,898
"Mike Myers,Michael McCullers",977,899
"Mike Myers,Mike Myers",978,895
"Trey Parker,Matt Stone",979,896
"Jack Bernstein,Steve Oedekerk",980,900
"James L. Brooks,Matt Groening",981,901
"Greg Glienna,Mary Ruth Clarke",982,902
"Sacha Baron Cohen,Anthony Hines",983,903
"Mike Myers,Michael McCullers",984,899
"Lauren Faust,Meghan McCarthy",985,904
"Meghan McCarthy,Lauren Faust",986,905
"Lauren Faust,Meghan McCarthy",987,904
"Woody Allen,Marshall Brickman",988,906
Woody Allen,989,859
"Don Rhymer,Ash Brannon",990,907
Woody Allen,991,859
Woody Allen,992,859
Woody Allen,993,859
"Robert Gordon,Daniel Handler",994,908
"J.M. Barrie,J.M. Barrie",995,909
"Karey Kirkpatrick,David Berenbaum",996,910
"Susan Gauthier,Bruce Graham",997,911
"Christianna Brand,Emma Thompson",998,912
"Meg Cabot,Gina Wendkos",999,913
"Jane Goldman,Matthew Vaughn",1000,914
"Laurie Craig,Karen McCullah",1001,915
"J.M. Barrie,Ted Sears",1002,916
"Sam Harper,Craig Titley",1003,917
"Brian Gunn,Mark Gunn",1004,918
"Sean Anders,John Morris",1005,919
"Frank B. Gilbreth Jr.,Ernestine Gilbreth Carey",1006,920
"Michael D. Weiss,Jennifer Flackett",1007,921
"Javier Abad,Jorge Blanco",1008,922
"Jonathan Bernstein,James Greer",1009,923
"Matt Lopez,Mark Bomback",1010,924
"Nichole Millard,Kathryn Price",1011,925
"Thomas Lennon,Robert Ben Garant",1012,926
"Andrew Adamson,Christopher Markus",1013,927
"John Lasseter,Pete Docter",1014,22
"James Cameron,Gale Anne Hurd",1015,928
"Leigh Brackett,Lawrence Kasdan",1016,929
"Carl Binder,Susannah Grant",1017,930
"Jon Bernstein,Michelle Bochner Spitz",1018,931
"Jim Thomas,John Thomas",1019,932
Hans Christian Andersen,1020,933
Woody Allen,1021,859
Woody Allen,1022,859
"Bill Feigenbaum,Thomas Baum",1023,934
"Darren Doane,Cheston Hervey",1024,935
"Judd Apatow,Nicholas Stoller",1025,936
"Nicholas Stoller,Jarrad Paul",1026,937
"Steve Koren,Mark O'Keefe",1027,938
"Peter Farrelly,Bennett Yellin",1028,939
"Greg Glienna,Mary Ruth Clarke",1029,902
"Peter Farrelly,Mike Cerrone",1030,940
"Edward Rugoff,Michael Gottlieb",1031,393
"Judy Freudberg,Tony Geiss",1032,941
"Flint Dille,Charles Swenson",1033,942
"Rachel Koretsky,Steven Whitestone",1034,943
"David Odell,Jim Henson",1035,944
"Don Bluth,John Pomeroy",1036,945
"Stu Krieger,Don Bluth",1037,946
"Hans Christian Andersen,Don Bluth",1038,947
"Don Bluth,Ken Cromar",1039,948
"Jim Cox,Karey Kirkpatrick",1040,949
"Stu Krieger,Judy Freudberg",1041,950
"Peter S. Beagle,Peter S. Beagle",1042,951
"John Quaintance,Jessica Bendinger",1043,952
"Edward Emanuel,Kenny Kim",1044,953
"Jeffrey Pillars,Joseph Dattorre",1045,954
"Sang-ok Shin,Mark Saltzman",1046,955
Alex S. Kim,1047,956
"Ron J. Friedman,Steve Bencich",1048,957
,1049,28
"Bryn Evans,Bryn Evans",1050,958
,1051,28
,1052,28
Joseph Reidhead,1053,959
Penny Carlisi,1054,960
Jim Russell,1055,961
,1056,28
"Timothy A. Chey,John Senczuk",1057,962
,1058,28
Kerry Conran,1059,963
"Noah Pritzker,Noah Pritzker",1060,964
"James Algar,Winston Hibler",1061,965
,1062,28
"Dereck Joubert,Beverly Joubert",1063,966
"Linda Woolverton,Mose Richards",1064,967
,1065,28
Roko Belic,1066,968
"Hal Roach,Sam Taylor",1067,969
Andrew Rossi,1068,970
Greg Whiteley,1069,971
"Alex Orr,Adam Pinney",1070,972
"Ari Cohen,Lina Plioplyte",1071,973
,1072,28
"Alex Cox,Harry Harrison",1073,974
,1074,28
,1075,28
,1076,28
Brad Bird,1077,854
"Jean C. Havez,Clyde Bruckman",1078,975
"Yoshimitsu Banno,L. Frank Baum",1079,976
"Aleksandr Atanesyan,Vladlen Barbe",1080,977
Tom Stoppard,1081,978
"Charles M. Schulz,Charles M. Schulz",1082,809
"Charles M. Schulz,Charles M. Schulz",1083,809
Charles M. Schulz,1084,979
Alex Cox,1085,980
,1086,28
,1087,28
"Sally Blake,Su Rynard",1088,981
"John A. Davis,Steve Oedekerk",1089,982
"John Lasseter,Andrew Stanton",1090,829
"William Davies,Dean DeBlois",1091,983
"L. Frank Baum,L. Frank Baum",1092,984
"Bill Mikita,Cris D'Annunzio",1093,985
"Irene Mecchi,Gary Rydstrom",1094,986
"Karen Janszen,Noam Dromi",1095,987
"Jim Kouf,Tommy Swerdlow",1096,988
"Simon Hung,Guy Malim",1097,989
"Gigi Levangie,Gigi Levangie",1098,990
"Alan DiFiore,Jim Kouf",1099,991
"Billy Ray,Juan José Campanella",1100,992
"Dennis Lee,Dennis Lee",1101,993
"Takashi Bufford,Takashi Bufford",1102,994
"James Cameron,William Wisher Jr.",1103,995
"Thomas Harris,Ted Tally",1104,406
"Charlie Kaufman,Michel Gondry",1105,996
"Gustav Hasford,Stanley Kubrick",1106,997
Quentin Tarantino,1107,290
"Quentin Tarantino,Roger Avary",1108,998
David McKenna,1109,999
"Quentin Tarantino,Roger Avary",1110,998
Alan Ball,1111,1000
"Stephen King,Stanley Kubrick",1112,1001
Paul Schrader,1113,1002
"Paul Brickhill,James Clavell",1114,1003
"Jerry Seinfeld,Spike Feresten",1115,1004
"Lawrence Kasdan,George Lucas",1116,858
"Dan Harmon,Rob Schrab",1117,1005
"Charles Perrault,Tom Wheeler",1118,1006
"Roald Dahl,Karey Kirkpatrick",1119,1007
"Dr. Seuss,Cinco Paul",1120,1008
"Tim Burton,Michael McDowell",1121,1009
"Steve Bencich,Ron J. Friedman",1122,1010
"Mark Dindal,Mark Kennedy",1123,1011
"Ken Daurio,Cinco Paul",1124,1012
"John Alan Simon,Philip K. Dick",1125,1013
"Philip K. Dick,Scott Rosenberg",1126,1014
"David Webb Peoples,David Webb Peoples",1127,1015
"Charles Adair,Dan O'Bannon",1128,1016
"Billy Hayes,William Hoffer",1129,1017
"John Hargrove,John Jansen",1130,1018
"Bill Peet,Dodie Smith",1131,1019
"James Fogle,Gus Van Sant",1132,1020
"Robert D. San Souci,Rita Hsiao",1133,1021
"Ron Clements,John Musker",1134,1022
"Ron Clements,John Musker",1135,1022
"Gregg Chabot,Kevin Peterka",1136,1023
"Andy Wachowski,Lana Wachowski",1137,1024
George Lucas,1138,1025
"Roderick Thorp,Jeb Stuart",1139,1026
"Robert Zemeckis,Bob Gale",1140,832
"Robert Zemeckis,Bob Gale",1141,832
"H.G. Wells,R.C. Sherriff",1142,1027
Curt Siodmak,1143,1028
"John L. Balderston,Mary Shelley",1144,1029
"Mary Shelley,William Hurlbut",1145,1030
Curt Siodmak,1146,1028
"Harry Essex,Arthur A. Ross",1147,1031
"Mary Shelley,Wyllis Cooper",1148,1032
"Nina Wilcox Putnam,Richard Schayer",1149,1033
"Nunnally Johnson,Lukas Heller",1150,1034
"Cornelius Ryan,Cornelius Ryan",1151,1035
"Pierre Boulle,Carl Foreman",1152,1036
"Alistair MacLean,Alistair MacLean",1153,1037
Troy Kennedy-Martin,1154,1038
Donald S. Sanford,1155,1039
"Cornelius Ryan,William Goldman",1156,1040
"George Lucas,Bob Dolman",1157,1041
"Edward Khmara,Michael Thomas",1158,1042
"Philip Yordan,Milton Sperling",1159,1043
"Alistair MacLean,Robin Chapman",1160,1044
"Larry Forrester,Hideo Oguni",1161,1045
"Tab Murphy,Irene Mecchi",1162,1046
"Tab Murphy,Kirk Wise",1163,1047
"Robert Louis Stevenson,Ron Clements",1164,1048
Oliver Stone,1165,1049
"Charles Brackett,Billy Wilder",1166,1050
"Billy Wilder,Lesser Samuels",1167,1051
"Daniel Taradash,James Jones",1168,1052
"William Faulkner,Leigh Brackett",1169,1053
"Billy Wilder,Samuel A. Taylor",1170,1054
"Billy Wilder,I.A.L. Diamond",1171,300
"Robert E. Sherwood,MacKinlay Kantor",1172,1055
"Billy Wilder,I.A.L. Diamond",1173,300
"Charles Brackett,Billy Wilder",1174,1050
"Agatha Christie,Billy Wilder",1175,1056
"Billy Wilder,Raymond Chandler",1176,1057
"Charles R. Jackson,Charles Brackett",1177,1058
"Alan Moore,Kevin O'Neill",1178,1059
"Jacob Grimm,Wilhelm Grimm",1179,1060
"James Vanderbilt,Alvin Sargent",1180,1061
"Joss Whedon,Zak Penn",1181,1062
"Roberto Orci,Alex Kurtzman",1182,305
"Tom DeSanto,Bryan Singer",1183,1063
"James Gunn,Nicole Perlman",1184,1064
"Stan Lee,Steve Ditko",1185,1065
"Christopher Yost,Christopher Markus",1186,1066
"Ashley Miller,Zack Stentz",1187,852
"Christopher Markus,Stephen McFeely",1188,307
"Charles Lederer,Ben Hecht",1189,1067
"Zak Penn,David Hayter",1190,1068
"Zak Penn,Zak Penn",1191,1069
Neill Blomkamp,1192,1070
Rian Johnson,1193,1071
"Matthew Michael Carnahan,Drew Goddard",1194,1072
"Max Borenstein,Dave Callaham",1195,1073
Jordan Roberts,1196,1074
"Mark Protosevich,Akiva Goldsman",1197,1075
"Karl Gajdusek,Michael Arndt",1198,1076
"Mark Bomback,Rick Jaffa",1199,1077
"Christopher McQuarrie,Jez Butterworth",1200,1078
"Fran Walsh,Philippa Boyens",1201,1079
"Ted Elliott,Terry Rossio",1202,1080
"Gary Ross,Suzanne Collins",1203,1081
"Fran Walsh,Philippa Boyens",1204,1079
"Ted Elliott,Terry Rossio",1205,1080
"Ted Elliott,Terry Rossio",1206,1080
James Cameron,1207,846
"Simon Beaufoy,Michael Arndt",1208,1082
"Mark Bomback,Scott Frank",1209,1083
"Alvin Sargent,Ivan Raimi,Sam Raimi",1210,1084
Ron Friedman,1211,1085
Ehren Kruger,1212,1086
"Stan Lee,Steve Ditko",1213,1065
"David Benioff,Skip Woods",1214,1087
"Simon Kinberg,Zak Penn",1215,1088
"Leigh Brackett,Harry Brown",1216,1089
"Ehren Kruger,Roberto Orci",1217,1090
Ehren Kruger,1218,1086
"Josh Friedman,David Koepp",1219,1091
"Lowell Cunningham,Robert Gordon",1220,1092
"Vincent Ngo,Vince Gilligan",1221,1093
"Roland Emmerich,Harald Kloser",1222,1094
"Jonathan Hensleigh,J.J. Abrams",1223,1095
"Roland Emmerich,Roland Emmerich",1224,1096
"Florian Henckel von Donnersmarck,Christopher McQuarrie",1225,1097
"H.B. Halicki,Scott Rosenberg",1226,1098
Stephen Sommers,1227,603
Simon Kinberg,1228,1099
"Sara B. Cooper,Mike Werb",1229,1100
"Marianne Wibberley,Cormac Wibberley",1230,1101
Kurt Wimmer,1231,559
"Jerry Siegel,Joe Shuster",1232,1102
"Roberts Gannaway,Jeffrey M. Howard",1233,1103
"J.R.R. Tolkien,Fran Walsh",1234,1104
"J.R.R. Tolkien,Fran Walsh",1235,1104
"J.R.R. Tolkien,Fran Walsh",1236,1104
George Lucas,1237,1025
George Lucas,1238,1025
"George Lucas,George Lucas",1239,1105
"Willard Huyck,Gloria Katz",1240,1106
"Alan Trustman,Leslie Dixon",1241,1107
"Richard Maibaum,Paul Dehn",1242,1108
"Lawrence Kasdan,Mark Kasdan",1243,1109
"George MacDonald Fraser,Richard Maibaum",1244,1110
"Gregory Nava,Anna Thomas",1245,1111
Kevin Jarre,1246,1112
"John Fusco,John Fusco",1247,1113
Leigh Dunlap,1248,1114
"Meg Cabot,Gina Wendkos",1249,913
"Mary Rodgers,Heather Hach",1250,1115
"Ron Clements,John Musker",1251,1022
"Edward Kitsis,Adam Horowitz",1252,1116
"Steve Kloves,J.K. Rowling",1253,1117
"Christopher Markus,Stephen McFeely",1254,307
"Steve Kloves,J.K. Rowling",1255,1117
"Steve Kloves,J.K. Rowling",1256,1117
"Michael Goldenberg,J.K. Rowling",1257,1118
"J.K. Rowling,Steve Kloves",1258,140
Michael Mann,1259,1119
"Giovanni Arpino,Bo Goldman",1260,1120
"Valerie Curtin,Barry Levinson",1261,1121
"Joseph D. Pistone,Richard Woodley",1262,1122
"Gregory Allen Howard,Stephen J. Rivele",1263,1123
"James Fenimore Cooper,John L. Balderston",1264,1124
"Frederick Knott,Patrick Smith Kelly",1265,1125
"Allan Loeb,Stephen Schiff",1266,1126
"James Dearden,James Dearden",1267,1127
"Michael Crichton,Paul Attanasio",1268,1128
"Simon Moore,Stephen Gaghan",1269,1129
"Frederick Knott,Frederick Knott",1270,1130
"Stephen Singular,Eric Bogosian",1271,1131
"Stephen J. Rivele,Christopher Wilkinson",1272,1132
Ebbe Roe Smith,1273,1133
"Ron Kovic,Oliver Stone",1274,1134
Larry Cohen,1275,1135
Jon Robin Baitz,1276,1136
"David Ayer,David McKenna,Ron Mita,Jim McClain",1277,1137
James Westby,1278,808
Andrew Niccol,1279,1138
Gary Scott Thompson,1280,1139
"Randall Jahnson,Oliver Stone",1281,1140
John Fusco,1282,1141
"Le Ly Hayslip,Jay Wurts",1283,1142
"Quentin Tarantino,David Veloz",1284,1143
"Michael Blake,Michael Blake",1285,1144
"David Self,Ernest R. May",1286,1145
"Jeb Stuart,David Twohy",1287,1146
"Oscar Fraley,Eliot Ness",1288,1147
"Barrie Robinson,Sean Robinson",1289,1148
"Paul Schrader,Leonard Schrader",1290,1149
"Andrea Berloff,John McLoughlin",1291,1150
Dito Montiel,1292,1151
Noah Haidle,1293,1152
"Clive Cussler,Thomas Dean Donnelly",1294,1153
"Jamie Linden,Cory Helms",1295,1154
"John Romano,Michael Connelly",1296,1155
"Christopher Cleveland,Bettina Gilois",1297,1156
Brian Helgeland,1298,1157
Gregory Allen Howard,1299,1158
Brad Gann,1300,1159
"John Lee Hancock,Michael Lewis",1301,1160
"Jeff Maguire,Jac Flanders",1302,1161
,1303,28
"Mark Schwahn,John Gatins",1304,1162
Eric Guggenheim,1305,1163
"John Lee Hancock,Jeffrey Lieber,Scott Williams,Charles Leavitt",1306,1164
Richard Price,1307,1165
"Alvin Sargent,Erich Maria Remarque",1308,1166
Joseph Stefano,1309,1167
Heathcote Williams,1310,1168
"Ira Lewis,Ira Lewis",1311,1169
Terrence McNally,1312,1170
"Chazz Palminteri,Chazz Palminteri",1313,1171
"Harry Grey,Leonardo Benvenuti",1314,1172
