Creator,Actors,original_index,unique_index
"Skip Woods,Roderick Thorp","Bruce Willis,Jai Courtney,Sebastian Koch",308,308
"Stuart Beattie,David Elliot","Dennis Quaid,Channing Tatum,Marlon Wayans",309,309
"Roberto Orci,Alex Kurtzman","Shia LaBeouf,Megan Fox,Josh Duhamel",310,310
"Matthew Holloway,Arthur Marcum,Matthew Hollaway,Mark Fergus,Hawk Ostby","Robert Downey Jr.,Gwyneth Paltrow,Terrence Howard",311,311
"Christopher Markus,Stephen McFeely","Chris Evans,Samuel L. Jackson,Scarlett Johansson",312,312
"Alex Kurtzman,Roberto Orci","Andrew Garfield,Emma Stone,Jamie Foxx",313,313
"Carter Blanchard,Dean Devlin","Maika Monroe,Liam Hemsworth,Joey King",314,314
Allison Burnett,"Richard Gere,Winona Ryder,Anthony LaPaglia",315,315
"Sharon Y. Cobb,L. Gustavo Cooper","Casper Van Dien,Victoria Pratt,Eddie Jemison",316,316
"Masayuki Suo,Audrey Wells","Richard Gere,Jennifer Lopez,Susan Sarandon",317,317
Buddy Cooper,"Matt Mitler,Ruth Martinez,Bill Hitchcock",318,318
"Stephen Carpenter,Jeffrey Obrow","Laurie Lapinski,Stephen Sachs,David Snow",319,319
T.Y. Drake,"Ben Johnson,Jamie Lee Curtis,Hart Bochner",320,320
"Paul Caimi,Michael Hickey","Lilyan Chauvin,Gilmer McCormick,Toni Nero",321,321
"Dick Randall,Joe D'Amato","Christopher George,Lynda Day George,Frank Braña",322,322
"Robert Berger,Wesley Strick","Richard Gere,Kim Basinger,Uma Thurman",323,323
"Ann Peacock,John Romano","Diane Lane,Richard Gere,Christopher Meloni",324,324
Stu Silver,"Danny DeVito,Billy Crystal,Kim Greist",325,325
"Martin Donovan,David Koepp","Meryl Streep,Bruce Willis,Goldie Hawn",326,326
"Charles Gieg Jr.,Felix Sutton","Jeff Bridges,Caroline Goodall,John Savage",327,327
Thom Andersen,Encke King,328,328
"Danielle Alexandra,David Twohy","Demi Moore,Viggo Mortensen,Anne Bancroft",329,329
William Hjortsberg,"Tom Cruise,Mia Sara,Tim Curry",330,330
Callie Khouri,"Susan Sarandon,Geena Davis,Harvey Keitel",331,331
Howard Franklin,"Tom Berenger,Mimi Rogers,Lorraine Bracco",332,332
"George Dawes Green,Ted Tally","Demi Moore,Alec Baldwin,Joseph Gordon-Levitt",333,333
"Joan Didion,John Gregory Dunne","Robert Redford,Michelle Pfeiffer,Stockard Channing",334,334
"George Nolfi,Gerald Petievich","Michael Douglas,Kiefer Sutherland,Kim Basinger",335,335
Stan Seidel,"Liv Tyler,Matt Dillon,Mary Jo Smith",336,336
"George Clooney,Grant Heslov","Paul Giamatti,George Clooney,Philip Seymour Hoffman",337,337
J.C. Chandor,Robert Redford,338,338
"Alex Gibney,Bethany McLean","John Beard,Tim Belden,Barbara Boxer",339,339
"Fred Dekker,Ethan Wiley","Arye Gross,Jonathan Stark,Royal Dano",340,340
"Stephen King,Mark Pavia","Miguel Ferrer,Julie Entwisle,Dan Monahan",341,341
"Stephen King,Tobe Hooper","Robert Englund,Ted Levine,Daniel Matmor",342,342
"Donald A. Wollheim,Matthew Robbins","Mira Sorvino,Jeremy Northam,Alexander Goodwin",343,343
"Gene Brewer,Charles Leavitt","Kevin Spacey,Jeff Bridges,Mary McCormack",344,344
"Charles Ferguson,Chad Beck","Matt Damon,William Ackman,Daniel Alpert",345,345
J.C. Chandor,"Oscar Isaac,Jessica Chastain,David Oyelowo",346,346
Evan Daugherty,"Robert De Niro,John Travolta,Milo Ventimiglia",347,347
"Derek Cianfrance,Ben Coccio","Ryan Gosling,Bradley Cooper,Eva Mendes",348,348
"Nick Cave,Matt Bondurant","Tom Hardy,Shia LaBeouf,Guy Pearce",349,349
"Andrea Portes,Derick Martini","Chloë Grace Moretz,Blake Lively,Rory Culkin",350,350
"Stephen Gaghan,Robert Baer","George Clooney,Matt Damon,Amanda Peet",351,351
"George Nolfi,Philip K. Dick","Matt Damon,Emily Blunt,Lisa Thoreson",352,352
"Scott Z. Burns,Kurt Eichenwald","Matt Damon,Tony Hale,Patton Oswalt",353,353
Scott Z. Burns,"Matt Damon,Kate Winslet,Jude Law",354,354
Peter Morgan,"Matt Damon,Cécile De France,Bryce Dallas Howard",355,355
"Anthony Peckham,John Carlin","Morgan Freeman,Matt Damon,Tony Kgoroge",356,356
"Carl Ellsworth,Carl Ellsworth","Rachel McAdams,Cillian Murphy,Brian Cox",357,357
"Bill Robens,Kiff Scholl","Kelsey Wedeen,Rebecca Larsen,Darrett Sanders",358,358
"Gregory Hatanaka,Norith Soth","Sarah Lassez,James Duval,Devon Odessa",359,359
"David Johnson,Alex Mace","Vera Farmiga,Peter Sarsgaard,Isabelle Fuhrman",360,360
Michael Cooney,"John Cusack,Ray Liotta,Amanda Peet",361,361
"Catherine Ryan Hyde,Leslie Dixon","Kevin Spacey,Haley Joel Osment,Helen Hunt",362,362
John Waters,"Divine,Tab Hunter,Edith Massey",363,363
"Orin Jannings,Erich Maria Remarque","John Gavin,Liselotte Pulver,Jock Mahoney",364,364
Chris Sparling,"Matthew McConaughey,Naomi Watts,Katie Aselton",365,365
"Lloyd C. Douglas,Robert Blees","Jane Wyman,Rock Hudson,Agnes Moorehead",366,366
"Peg Fenwick,Edna L. Lee","Jane Wyman,Rock Hudson,Agnes Moorehead",367,367
"Betty Comden,Adolph Green","Fred Astaire,Cyd Charisse,Oscar Levant",368,368
"Bernard C. Schoenfeld,Ursula Parrott","Barbara Stanwyck,Fred MacMurray,Joan Bennett",369,369
"William Faulkner,George Zuckerman","Rock Hudson,Robert Stack,Dorothy Malone",370,370
"Eleanore Griffin,Allan Scott","Lana Turner,John Gavin,Sandra Dee",371,371
"Joseph Hoffman,Eleanor H. Porter","Piper Laurie,Rock Hudson,Charles Coburn",372,372
"Cyril Hume,Richard Maibaum","James Mason,Barbara Rush,Walter Matthau",373,373
"James Gunn,Robert Blees","Barbara Stanwyck,Richard Carlson,Lyle Bettger",374,374
Lawrence Kasdan,"William Hurt,Kathleen Turner,Richard Crenna",375,375
"Patricia Louisianna Knop,Zalman King","Mickey Rourke,Jacqueline Bisset,Carré Otis",376,376
"Elizabeth McNeill,Mick Davis","Mickey Rourke,Agathe de La Fontaine,Angie Everhart",377,377
"Peter Filardi,Peter Filardi","Robin Tunney,Fairuza Balk,Neve Campbell",378,378
"Lois Duncan,Kevin Williamson","Jennifer Love Hewitt,Sarah Michelle Gellar,Anne Heche",379,379
Roger Kumble,"Sarah Michelle Gellar,Ryan Phillippe,Reese Witherspoon",380,380
"Andy Hurst,Ross Helford","Serah D'Laine,Brad Johnson,Michael Mantell",381,381
Kevin Williamson,"Neve Campbell,Courteney Cox,David Arquette",382,382
,"Orion Acaba,Larry Norman",383,383
Donavon Warren,"Donavon Warren,Patrick Hume,Diana Gettinger",384,384
"Robert Gregg,Jack London","Pete Ammel,Phebe Horschel",385,385
Michele Davis-Gray,"Justin Long,Jerry O'Connell,John Corbett",386,386
"John Shirley,Alexandra Seros","Sylvester Stallone,Sharon Stone,James Woods",387,387
Adam Chanzit,"Wes Bentley,Vincent Piazza,Amber Tamblyn",388,388
"Michiko Jimenez,Shane Ryan","Michiko Jimenez,Jan Gould,Shane Ryan",389,389
Kamal Ahmed,"William Forsythe,Bianca Hunter,Tom Sizemore",390,390
"Pierre Boileau,Thomas Narcejac","Sharon Stone,Isabelle Adjani,Chazz Palminteri",391,391
"Rafael Azcona,Vicente Blasco Ibáñez","Christopher Rydell,Sharon Stone,Ana Torrent",392,392
,"Clint Eastwood,Portia de Rossi,Paul Newman",393,393
Michael Swerdlick,"Patrick Dempsey,Amanda Peterson,Courtney Gains",394,394
Chris Columbus,"John Candy,Maureen O'Hara,Ally Sheedy",395,395
Chris Columbus,"David Keith,Tuesday Weld,Charlie Schlatter",396,396
David Seltzer,"Corey Haim,Kerri Green,Charlie Sheen",397,397
Neil Tolkin,"Corey Haim,Corey Feldman,Carol Kane",398,398
John Hughes,"Eric Stoltz,Mary Stuart Masterson,Lea Thompson",399,399
John Hughes,"Dan Aykroyd,John Candy,Stephanie Faracy",400,400
John Hughes,"Anthony Michael Hall,Ilan Mitchell-Smith,Kelly LeBrock",401,401
"Chip Proser,Jeffrey Boam","Dennis Quaid,Martin Short,Meg Ryan",402,402
"Neil Landau,Tara Ison","Christina Applegate,Joanna Cassidy,Josh Charles",403,403
"Edward Rugoff,Michael Gottlieb","Andrew McCarthy,Kim Cattrall,Estelle Getty",404,404
Andy Cochran,"Emma Roberts,Evan Peters,John Cusack",405,405
Tom Gormican,"Zac Efron,Michael B. Jordan,Miles Teller",406,406
"Seth Rogen,Evan Goldberg","Michael Cera,Jonah Hill,Christopher Mintz-Plasse",407,407
"Rhett Reese,Paul Wernick","Jesse Eisenberg,Emma Stone,Woody Harrelson",408,408
"Simon Pegg,Nick Frost","Simon Pegg,Nick Frost,Seth Rogen",409,409
"Justin Theroux,Ben Stiller","Ben Stiller,Jack Black,Robert Downey Jr.",410,410
"Adam McKay,Chris Henchy","Will Ferrell,Mark Wahlberg,Derek Jeter",411,411
"Chris Henchy,Shawn Harwell","Will Ferrell,Zach Galifianakis,Jason Sudeikis",412,412
Scot Armstrong,"Will Ferrell,Woody Harrelson,André Benjamin",413,413
"Ed Decter,John J. Strauss","Ben Stiller,Cameron Diaz,Matt Dillon",414,414
"Paul Guay,Stephen Mazur","Jim Carrey,Maura Tierney,Justin Cooper",415,415
"Scott Alexander,Larry Karaszewski","Jim Carrey,Danny DeVito,Gerry Becker",416,416
"Thomas Harris,Ted Tally","Anthony Hopkins,Edward Norton,Ralph Fiennes",417,417
"Alan Moore,Eddie Campbell","Johnny Depp,Heather Graham,Ian Holm",418,418
"Hunter S. Thompson,Terry Gilliam","Johnny Depp,Benicio Del Toro,Tobey Maguire",419,419
"Bruce Robinson,Hunter S. Thompson","Johnny Depp,Giovanni Ribisi,Aaron Eckhart",420,420
"Phil Hay,Matt Manfredi","Ryan Reynolds,Jeff Bridges,Mary-Louise Parker",421,421
Tommy Wirkola,"Jeremy Renner,Gemma Arterton,Peter Stormare",422,422
"Jon Hoeber,Erich Hoeber","Alexander Skarsgård,Brooklyn Decker,Liam Neeson",423,423
"Roberto Orci,Alex Kurtzman","Daniel Craig,Harrison Ford,Olivia Wilde",424,424
"Caspian Tredwell-Owen,Alex Kurtzman","Scarlett Johansson,Ewan McGregor,Djimon Hounsou",425,425
"Bill Marsilii,Terry Rossio","Denzel Washington,Paula Patton,Jim Caviezel",426,426
James Kearns,"Denzel Washington,Robert Duvall,Gabriela Oltean",427,427
"Frank Pierson,P.F. Kluge","Al Pacino,John Cazale,Penelope Allen",428,428
"Michael Robert Johnson,Anthony Peckham","Robert Downey Jr.,Jude Law,Rachel McAdams",429,429
"Etan Cohen,Lowell Cunningham","Will Smith,Tommy Lee Jones,Josh Brolin",430,430
"Raymond F. Jones,Franklin Coen","Jeff Morrow,Faith Domergue,Rex Reason",431,431
Samuel Newman,"John Agar,Jean Byron,Philip Tonge",432,432
"Tom Taggart,Richard G. Taylor","Richard Egan,Constance Dowling,Herbert Marshall",433,433
"Jules Verne,Lucien Hubbard","Lionel Barrymore,Jacqueline Gadsdon,Lloyd Hughes",434,434
"Garnett Weston,Garnett Weston","Bela Lugosi,Madge Bellamy,Joseph Cawthorn",435,435
"Ezra Litwak,Marjorie Schwartz","Demi Moore,Jeff Daniels,George Dzundza",436,436
Joe Eszterhas,"Elizabeth Berkley,Kyle MacLachlan,Gina Gershon",437,437
Joseph G. Quinn,"Shepard Fairey,Billy Idol,Dave Navarro",438,438
"Daniel Mainwaring,Les Savage Jr.","Joel McCrea,Mari Blanchard,Murvyn Vye",439,439
"Owen Wister,Kirk La Shelle","Gary Cooper,Walter Huston,Mary Brian",440,440
"Jack Jevne,Charley Rogers","Stan Laurel,Oliver Hardy,Sharon Lynn",441,441
"Frank Craven,Byron Morgan","Stan Laurel,Oliver Hardy,Charley Chase",442,442
"Peter Buchman,Benjamin A. van der Veen","Demian Bichir,Rodrigo Santoro,Benicio Del Toro",443,443
"Robert Bodansky,John Colton","Lawrence Tibbett,Catherine Dale Owen,Nance O'Neil",444,444
"Tom Barry,John Hunter Booth","Paul Muni,Marguerite Churchill,Johnny Mack Brown",445,445
"Robert E. Burns,Howard J. Green","Paul Muni,Glenda Farrell,Helen Vinson",446,446
"Erwin S. Gelsey,James Seymour","Warren William,Joan Blondell,Aline MacMahon",447,447
"Warren Duff,Richard Maibaum","Dick Powell,Joan Blondell,Glenda Farrell",448,448
"Jerry Wald,Richard Macaulay","Dick Powell,Fred Waring and His Pennsylvanians,Ted Healy",449,449
"Norman Krasna,Leo Townsend","Deanna Durbin,Charles Laughton,Robert Cummings",450,450
"Richard L. Breen,T.E.B. Clarke","James Garner,Melina Mercouri,Sandra Dee",451,451
"Harry Lawton,Abraham Polonsky","Robert Redford,Katharine Ross,Robert Blake",452,452
"Tennessee Williams,Francis Ford Coppola","Natalie Wood,Robert Redford,Charles Bronson",453,453
"Neil Simon,Neil Simon","Robert Redford,Jane Fonda,Charles Boyer",454,454
"Neil Simon,Neil Simon","Jack Lemmon,Walter Matthau,John Fiedler",455,455
Neil Simon,"Jack Lemmon,Walter Matthau,Richard Riehle",456,456
"Matt Rager,Matt Rager","Selena Gomez,Analeigh Tipton,James Franco",457,457
"Damon Runyon,William R. Lipman","Adolphe Menjou,Shirley Temple,Dorothy Dell",458,458
Josh Evans,"Eduardo Noriega,Enrico Lo Verso,Paula Garcés",459,459
"David Levien,Brian Koppelman","Sasha Grey,Chris Santos,Philip Eytan",460,460
"Alex Haley,Malcolm X","Denzel Washington,Angela Bassett,Delroy Lindo",461,461
"Charles Martin,Marion Parsonnet","Ginger Rogers,Joseph Cotten,Shirley Temple",462,462
"E.L. Konigsburg,Blanche Hanalis","Ingrid Bergman,Sally Prager,Johnny Doran",463,463
"Robert B. Sherman,Richard M. Sherman","James Stewart,Mickey Rooney,Pernell Roberts",464,464
"Kristine Johnson,Jessie Nelson","Sean Penn,Michelle Pfeiffer,Dakota Fanning",465,465
David Lynch,"Naomi Watts,Laura Harring,Justin Theroux",466,466
"William Ludwig,Eleanor Atkinson","Edmund Gwenn,Donald Crisp,Geraldine Brooks",467,467
"Buford Hauser,David DeCoteau","Linnea Quigley,Ken Abraham,Michael Aranda",468,468
"Muffy Bolding,William Butler","Michelle Bauer,Pieter Christian Colson,Michael Deak",469,469
"William Butler,Domonic Muir","Timothy A. Bennett,Gary Busey,Orson Chaplin",470,470
Kent Roudebush,"Michelle McGee,Ian Roberts",471,471
"Michael Genet,Michael Genet","Anthony Mackie,Kerry Washington,Ellen Barkin",472,472
Russ Meyer,"Charles Pitts,Shari Eubank,Charles Napier",473,473
"Gorman Bechard,Carmine Capobianco","Carmine Capobianco,Patti Chambers,Carla Bragoli",474,474
Carol Frank,"Angela O'Neill,Wendy Martel,Pamela Ross",475,475
"Fritz Gordon,Robert Hiltzik","Pamela Springsteen,Renée Estevez,Tony Higgins",476,476
"Dave Campfield,Dave Campfield","Andre Gower,Vernon Wells,Sean Whalen",477,477
"Brandon Benz,Dennis Devine","Priscilla Barnes,Marlene Mc'Cohen,Shawn C. Phillips",478,478
"Ted Chalmers,Annie T. Conlon","Jenny Allford,Michael Beardsley,Rich Calderon",479,479
,"Debra Lamb,Natasha Talonz,Mike Gleason",480,480
"Ron Nyswaner,W. Somerset Maugham","Naomi Watts,Edward Norton,Liev Schreiber",481,481
Philippe Blot,"Sylvia Kristel,Gary Graham,Leigh Wood",482,482
Spike Lee,"Danny Aiello,Ossie Davis,Ruby Dee",483,483
"Richard Price,Richard Price","Harvey Keitel,John Turturro,Delroy Lindo",484,484
Charlie Kaufman,"John Cusack,Cameron Diaz,Catherine Keener",485,485
"Peter Viertel,Joan Harrison","Priscilla Lane,Robert Cummings,Otto Kruger",486,486
Brian Moore,"Paul Newman,Julie Andrews,Lila Kedrova",487,487
,Fidel Castro,488,488
"Gillian Flynn,Gilles Paquet-Brenner","Charlize Theron,Nicholas Hoult,Christina Hendricks",489,489
"David Pastor,Àlex Pastor","Ryan Reynolds,Natalie Martinez,Matthew Goode",490,490
"Jonathan M. Goldstein,John Francis Daley","Ed Helms,Christina Applegate,Skyler Gisondo",491,491
"John Green,Scott Neustadter","Nat Wolff,Cara Delevingne,Austin Abrams",492,492
Tony McNamara,"Mickey Rourke,Nat Wolff,Emma Roberts",493,493
"Shari Springer Berman,Eleanor Henderson","Ethan Hawke,Asa Butterfield,Hailee Steinfeld",494,494
"Rachel Davis,Mora Stephens,Joel Viertel","Patrick Wilson,Lena Headey,Ray Winstone",495,495
"True Boardman,Alexander Hull","Pal,Paul Kelly,Bruce Cowling",496,496
Paul McCusker,"Andrew Cheney,John Rhys-Davies,Kara Killmer",497,497
"Kevin Carraway,Lawrence Sara","Michael Jai White,Max Ryan,Steve Austin",498,498
"Adam Emerson,Andrew Kightlinger","Luke Goss,Dolph Lundgren,Chuck Liddell",499,499
"Phoebe Gloeckner,Marielle Heller","Bel Powley,Alexander Skarsgård,Kristen Wiig",500,500
"Fax Bahr,George Hickenlooper","Dennis Hopper,Martin Sheen,Marlon Brando",501,501
Kevin Williamson,"Neve Campbell,Courteney Cox,David Arquette",502,382
Ernest Lehman,"Cary Grant,Eva Marie Saint,James Mason",503,502
"Stephen King,Stanley Mann","Drew Barrymore,David Keith,Freddie Jones",504,503
"Eric L. Bloom,Ron Kurz","Lauren Tewes,Jennifer Jason Leigh,John DiSanti",505,504
"Margaret Fitts,William Ludwig","Jeanette MacDonald,Lloyd Nolan,Claude Jarman Jr.",506,505
"Jim Kouf,Cormac Wibberley","Nicolas Cage,Diane Kruger,Justin Bartha",507,506
Stuart Beattie,"Tom Cruise,Jamie Foxx,Jada Pinkett Smith",508,507
"Stanley Kubrick,Anthony Burgess","Malcolm McDowell,Patrick Magee,Michael Bates",509,508
"Robert E. Howard,John Milius","Arnold Schwarzenegger,James Earl Jones,Max von Sydow",510,509
"Clayton Frohman,Clayton Frohman","Nick Nolte,Ed Harris,Gene Hackman",511,510
"Will Honley,David Yarovesky","Steve Agee,Gabriel Basso,Talitha Bateman",512,511
"Deric Washburn,Walon Green","Jack Nicholson,Harvey Keitel,Valerie Perrine",513,512
"Kay Cousins Johnson,Steve Krantz","Lisa Pelikan,Bert Convy,Nina Foch",514,513
Brian De Palma,"Paul Williams,William Finley,Jessica Harper",515,514
"Robert Jaffe,Steven-Charles Jaffe","Rory Calhoun,Paul Linke,Nancy Parsons",516,515
"Joan Torres,Raymond Koenig","William Marshall,Don Mitchell,Pam Grier",517,516
Edward D. Murphy,"Cameron Mitchell,Geoffrey Binney,Hope Holiday",518,517
"Ron Howard,Akiva Goldsman,Cliff Hollingsworth,C. Gaby Mitchell","Russell Crowe,Renée Zellweger,Craig Bierko",519,518
"Frances Goodrich,Albert Hackett","Millie Perkins,Shelley Winters,Joseph Schildkraut",520,519
"Jules Eckert Goodman,Gouverneur Morris","George Arliss,Bette Davis,Violet Heming",521,520
Robert D. Siegel,"Mickey Rourke,Marisa Tomei,Evan Rachel Wood",522,521
"Evan S. Connell,Ruth Prawer Jhabvala","Paul Newman,Joanne Woodward,Saundra McClain",523,522
"Norman Reilly Raine,Æneas MacKenzie","Bette Davis,Errol Flynn,Olivia de Havilland",524,523
"Ralph Block,Doris Malloy","Barbara Stanwyck,Joel McCrea,Pat O'Brien",525,524
"Erwin S. Gelsey,Ladislas Fodor","William Powell,Kay Francis,Helen Vinson",526,525
,"Robert Crumb,Aline Kominsky,Charles Crumb",527,526
"Joel Coen,Ethan Coen","John Getz,Frances McDormand,Dan Hedaya",528,527
Melissa Mathison,"Henry Thomas,Drew Barrymore,Peter Coyote",529,528
"Henry Farrell,Lukas Heller","Bette Davis,Joan Crawford,Victor Buono",530,529
"Buster Keaton,Clyde Bruckman","Buster Keaton,Marion Mack,Glen Cavender",531,530
"Leigh Whannell,James Wan","Cary Elwes,Leigh Whannell,Danny Glover",532,531
"Jeffrey Reddick,George A. Romero","Mena Suvari,Nick Cannon,Michael Welch",533,532
"David Franzoni,David Franzoni","Russell Crowe,Joaquin Phoenix,Connie Nielsen",534,533
"Sarah Bird,Billy Kent","Parker Posey,Paul Rudd,Danny DeVito",535,534
"Tom McCarthy,Tom McCarthy","Paul Giamatti,Amy Ryan,Jeffrey Tambor",536,535
"Chuck Barris,Charlie Kaufman","Sam Rockwell,Drew Barrymore,George Clooney",537,536
"Robert Festinger,Todd Field","Tom Wilkinson,Sissy Spacek,Nick Stahl",538,537
John Logan,"Brad Pitt,Catherine Zeta-Jones,Joseph Fiennes",539,538
"Eric Darnell,Noah Baumbach","Ben Stiller,Jada Pinkett Smith,Chris Rock",540,539
"Stephen Vincent Benet,James Edward Grant","John Wayne,Nancy Olson,James Arness",541,540
"James Edward Grant,Clair Huffaker","John Wayne,Stuart Whitman,Ina Balin",542,541
Clair Huffaker,"John Wayne,Katharine Ross,Jim Hutton",543,542
"Louis Begley,Alexander Payne","Jack Nicholson,Hope Davis,Dermot Mulroney",544,543
"Daniel Clowes,Daniel Clowes","Max Minghella,Sophia Myles,John Malkovich",545,544
"Mark Rosenthal,Lawrence Konner","Michael J. Fox,Gabrielle Anwar,Anthony Higgins",546,545
"Susan Isaacs,David Seltzer","Michael Douglas,Melanie Griffith,Liam Neeson",547,546
"Neil B. Shulman,Laurian Leggett","Michael J. Fox,Julie Warner,Barnard Hughes",548,547
"Jesse Baget,Elias Benavidez","Landon Ackerman,April Adamson,Ali Adatia",549,548
"John Carpenter,Debra Hill","Jamie Lee Curtis,Donald Pleasence,Charles Cyphers",550,549
Tom Gries,"Charlton Heston,Joan Hackett,Donald Pleasence",551,550
"Harry Julian Fink,Harry Julian Fink","Charlton Heston,Richard Harris,Jim Hutton",552,551
"Rudy Wurlitzer,Will Corry","James Taylor,Warren Oates,Laurie Bird",553,552
"Irvin Berwick,Jack Kevan","Jonathan Kidd,Lyn Statten,John Harmon",554,553
"John Twist,Robert Buckner","Randolph Scott,Patrice Wymore,Dick Wesson",555,554
"Jerry Juhl,Joey Mazzarino","Dave Goelz,Steve Whitmire,Bill Barretta",556,555
"Charles Dickens,Jerry Juhl","Michael Caine,Dave Goelz,Steve Whitmire",557,556
"Robert Louis Stevenson,Jerry Juhl","Tim Curry,Billy Connolly,Jennifer Saunders",558,557
"Tom Patchett,Jay Tarses","Jim Henson,Frank Oz,Dave Goelz",559,558
"Jack Burns,Jerry Juhl","Jim Henson,Frank Oz,Jerry Nelson",560,559
,"Neil Young,Ralph Molina,Frank 'Pancho' Sampedro",561,560
Mark Monroe,"Roger Daltrey,Pete Townshend,John Entwistle",562,561
Joel Oliansky,"Forest Whitaker,Diane Venora,Michael Zelniker",563,562
Joseph B. Vasquez,"Doug E. Doug,Mario Joyner,John Leguizamo",564,563
Steven Palmer Peterson,"Tom Hopper,Amy Huberman,Nick Dunning",565,564
"Scott Spencer,Judith Rascoe","Brooke Shields,Martin Hewitt,Shirley Knight",566,565
"Bill L. Norton,Bill L. Norton","Tom Cruise,Jackie Earle Haley,John Stockwell",567,566
Lawrence Kasdan,"Kevin Costner,Whitney Houston,Gary Kemp",568,567
"Nicholas Sparks,Gerald Di Pego","Kevin Costner,Robin Wright,Paul Newman",569,568
"Marc Silverstein,Jason Katims,Abby Kohn","Rachel McAdams,Channing Tatum,Sam Neill",570,569
"Ewan Leslie,Karen McCullah","Amanda Bynes,Laura Ramsey,Channing Tatum",571,570
"Abby Kohn,Marc Silverstein","Jennifer Aniston,Jennifer Connelly,Morgan Lily",572,571
"Michael Dougherty,Dan Harris","Jennifer Lawrence,Michael Fassbender,Rose Byrne",573,572
"Stuart Gordon,Joe Haldeman","Gary Graham,Anne-Marie Johnson,Paul Koslo",574,573
"Roderick Taylor,Bruce A. Taylor","Jodie Foster,Terrence Howard,Naveen Andrews",575,574
