beer-name,ounces,original_index,unique_index
Wachusett IPA,12.0 OZ.,2320,2299
Strawberry White,12.0 OZ.,2321,2300
Larry Imperial IPA,12.0 ounce,2322,2301
Wachusett Summer,12.0 OZ.,2323,2302
Country Pale Ale,12.0 ounce,2324,2303
Wachusett Light IPA (2013),12.0 oz,2325,2304
Pumpkan,12.0 oz.,2326,2305
Wachusett Blueberry Ale,12.0 oz.,2327,2306
Green Monsta IPA,12.0 oz.,2328,2307
T-6 Red Ale (2004),12.0 oz.,2329,2308
Self Starter,16.0 oz,2330,2309
Ermal's,16.0 oz.,2331,2310
10 Ton,16.0 oz.,2332,2311
Flyin' Rye,16.0 oz.,2333,2312
Christmas Ale,12.0 oz.,2334,2313
Pay It Forward Cocoa Porter,12.0 oz.,2335,2314
West Sixth Amber Ale,12.0 ounce,2336,2315
West Sixth IPA,12.0 oz.,2337,2316
One Claw,12.0 ounce,2338,2317
Westbrook Gose,12.0 ounce,2339,2318
White Thai,12.0 oz.,2340,2319
Westbrook IPA,12.0 oz,2341,2320
Westfield Octoberfest,12.0 oz.,2342,2321
Pop's Old Fashioned Lager,12.0 oz,2343,2322
Charlie in the Rye,12.0 oz,2344,2323
Royal Lager,16.0 ounce,2345,2324
Rip Van Winkle (Current),12.0 oz,2346,2325
O’Malley’s Stout,12.0 ounce,2347,2326
O’Malley’s IPA,12.0 ounce,2348,2327
O’Malley’s Irish Style Cream Ale,12.0 oz,2349,2328
L'il Lucy's Hot Pepper Ale,12.0 oz.,2350,2329
Drop Kick Ale,12.0 oz,2351,2330
Raspberry Berliner Weisse,12.0 oz,2352,2331
Hop Session,12.0 oz.,2353,2332
Blueberry Berliner Weisse,12.0 oz.,2354,2333
Berliner Weisse,12.0 ounce,2355,2334
Super G IPA,16.0 ounce,2356,2335
Hefe Lemon,12.0 oz,2357,2336
Hefe Black,12.0 oz.,2358,2337
Widmer Brothers Hefeweizen,12.0 oz.,2359,2338
Hop Slayer Double IPA,12.0 oz. Alumi-Tek,2360,2339
Pumpkin Ale,12.0 oz,2361,2340
Big Bowl Blonde Ale,12.0 ounce,2362,2341
Phat Chance,12.0 OZ.,2363,2342
Hop Slayer Double IPA (2011),12.0 oz,2364,2343
Hop Slayer Double IPA (2011),12.0 oz. Alumi-Tek,2365,2344
Wild Onion Summer Wit,12.0 oz,2366,2345
Jack Stout,12.0 oz.,2367,2346
Wild Onion Pumpkin Ale (2010),12.0 ounce,2368,2347
Paddy Pale Ale,12.0 oz,2369,2348
Blonde Hunny,12.0 oz,2370,2349
Wild Wolf Wee Heavy Scottish Style Ale,12.0 oz.,2371,2350
Wild Wolf American Pilsner,12.0 ounce,2372,2351
Alpha Ale,12.0 oz,2373,2352
Mystical Stout,16.0 oz. Alumi-Tek,2374,2353
Bodacious Bock,16.0 oz.,2375,2354
Ambitious Lager,16.0 oz.,2376,2355
Wyoming Pale Ale,16.0 ounce,2377,2356
Wind River Blonde Ale,16.0 oz,2378,2357
Ace IPA,16.0 ounce,2379,2358
P-51 Porter,16.0 oz,2380,2359
#001 Golden Amber Lager,12.0 oz.,2381,2360
#002 American I.P.A.,12.0 ounce,2382,2361
#003 Brown & Robust Porter,12.0 oz.,2383,2362
#004 Session I.P.A.,12.0 OZ.,2384,2363
Tarasque,12.0 oz,2385,2364
Ananda India Pale Ale,12.0 ounce,2386,2365
Tiny Bomb,12.0 OZ.,2387,2366
Train Hopper,12.0 oz.,2388,2367
Edward’s Portly Brown,12.0 oz.,2389,2368
Troopers Alley IPA,12.0 oz,2390,2369
Wolverine Premium Lager,12.0 oz.,2391,2370
Woodchuck Amber Hard Cider,12.0 oz,2392,2371
4000 Footer IPA,12.0 ounce,2393,2372
Summer Brew,12.0 oz.,2394,2373
Be Hoppy IPA,16.0 oz,2395,2374
Worthy IPA,12.0 oz.,2396,2375
Easy Day Kolsch,12.0 oz,2397,2376
Lights Out Vanilla Cream Extra Stout,12.0 oz,2398,2377
Worthy IPA (2013),12.0 oz,2399,2378
Worthy Pale,12.0 oz,2400,2379
Patty's Chile Beer,12.0 oz.,2401,2380
Colorojo Imperial Red Ale,12.0 oz,2402,2381
Wynkoop Pumpkin Ale,12.0 oz.,2403,2382
Rocky Mountain Oyster Stout,12.0 oz.,2404,2383
Belgorado,12.0 oz.,2405,2384
Rail Yard Ale,12.0 oz. Alumi-Tek,2406,2385
B3K Black Lager,12.0 oz.,2407,2386
Silverback Pale Ale,12.0 ounce,2408,2387
Rail Yard Ale (2009),12.0 oz.,2409,2388
