Duration,RatingValue,original_index,unique_index
66 min,3.7,4235,2216
118 min,6.6,4236,1551
,"7.1/10,7.3/10",4237,2217
103 min,7.2,4238,1988
116 min,5.7,4239,2218
96 min,7.2,4240,1
101 min,7.0,4241,63
112 min,7.3,4242,2219
141 min,6.2,4243,2220
125 min,7.0,4244,17
116 min,7.4,4245,2221
113 min,7.5,4246,234
139 min,7.7,4247,2222
111 min,7.6,4248,1263
117 min,7.5,4249,2223
119 min,6.8,4250,1296
139 min,5.3,4251,2224
85 min,7.6,4252,134
106 min,7.8,4253,1111
130 min,6.5,4254,1800
110 min,7.4,4255,1717
92 min,7.4,4256,458
77 min,5.8,4257,2225
84 min,6.0,4258,250
85 min,6.5,4259,327
65 min,5.7,4260,2226
105 min,3.7,4261,2227
95 min,7.9,4262,1469
80 min,6.7,4263,2228
101 min,8.0,4264,936
84 min,7.0,4265,692
94 min,7.3,4266,1097
92 min,6.7,4267,691
90 min,4.4,4268,1828
107 min,7.9,4269,1701
117 min,7.1,4270,2177
105 min,6.7,4271,1590
83 min,6.7,4272,1894
72 min,6.1,4273,798
87 min,5.9,4274,2169
61 min,5.8,4275,2229
78 min,5.8,4276,636
81 min,6.0,4277,2230
77 min,7.4,4278,809
80 min,6.7,4279,2228
61 min,7.1,4280,2231
70 min,7.6,4281,2232
61 min,6.4,4282,2233
65 min,7.2,4283,1248
61 min,5.2,4284,2234
49 min,7.0,4285,2235
,,4286,29
113 min,6.9,4287,708
90 min,6.8,4288,615
79 min,6.3,4289,2236
104 min,6.4,4290,303
134 min,7.2,4291,1557
104 min,6.7,4292,1133
90 min,5.5,4293,259
105 min,5.9,4294,316
106 min,5.9,4295,157
99 min,6.5,4296,1505
94 min,5.9,4297,314
,5.5,4298,1181
,"5.2/10,5/10",4299,1499
108 min,7.2,4300,484
130 min,4.6,4301,2237
86 min,5.6,4302,460
122 min,5.2,4303,2238
113 min,7.2,4304,1325
127 min,6.1,4305,2239
124 min,4.9,4306,2240
108 min,6.3,4307,80
125 min,5.9,4308,1595
130 min,6.0,4309,2241
95 min,8.2,4310,347
91 min,7.5,4311,848
85 min,7.5,4312,690
170 min,8.3,4313,926
103 min,7.0,4314,201
103 min,7.3,4315,2242
106 min,7.1,4316,210
55 min,7.2,4317,2243
77 min,7.9,4318,2244
147 min,7.9,4319,2245
105 min,7.2,4320,11
96 min,5.3,4321,2246
,7.1,4322,1804
95 min,7.9,4323,1469
80 min,7.2,4324,2247
82 min,7.6,4325,719
91 min,7.5,4326,848
88 min,7.9,4327,2248
92 min,6.9,4328,738
88 min,6.3,4329,687
87 min,7.4,4330,794
129 min,7.5,4331,1287
77 min,7.0,4332,2203
134 min,6.2,4333,2249
144 min,7.8,4334,2250
87 min,8.6,4335,1450
91 min,5.9,4336,192
95 min,8.3,4337,2152
55 min,8.4,4338,2251
79 min,6.5,4339,1415
86 min,7.6,4340,41
82 min,7.0,4341,2252
77 min,6.5,4342,2253
76 min,6.7,4343,173
80 min,6.8,4344,2254
1 hr. 34 min.,7.1/10,4345,2255
87 min,7.3,4346,2256
86 min,6.4,4347,73
80 min,7.8,4348,1872
79 min,5.9,4349,298
81 min,7.7,4350,2257
81 min,6.6,4351,642
86 min,5.5,4352,2258
98 min,4.8,4353,2259
105 min,4.0,4354,2260
88 min,7.3,4355,1863
92 min,5.3,4356,2261
108 min,4.4,4357,2262
118 min,5.3,4358,2263
108 min,2.9,4359,2264
90 min,4.7,4360,1164
94 min,4.2,4361,1875
75 min,4.5,4362,1407
100 min,5.2,4363,2125
90 min,5.3,4364,457
104 min,5.2,4365,839
94 min,5.4,4366,810
98 min,4.7,4367,2158
103 min,6.4,4368,1182
96 min,6.1,4369,480
1 hr. 39 min.,"3.3/10,3.5/10",4370,2265
82 min,5.4,4371,2094
96 min,6.3,4372,808
78 min,7.9,4373,2266
90 min,7.4,4374,1226
101 min,7.5,4375,2267
110 min,6.7,4376,270
62 min,7.0,4377,2268
107 min,6.9,4378,476
77 min,7.0,4379,2203
102 min,7.0,4380,205
130 min,6.8,4381,1411
88 min,6.8,4382,124
90 min,7.1,4383,77
120 min,6.1,4384,112
58 min,5.5,4385,2269
86 min,7.7,4386,1578
97 min,6.7,4387,1806
87 min,6.2,4388,488
96 min,6.8,4389,689
129 min,8.4,4390,1318
109 min,6.6,4391,2164
122 min,8.1,4392,1623
105 min,7.6,4393,753
114 min,6.2,4394,1339
115 min,7.3,4395,245
117 min,6.6,4396,1242
91 min,6.3,4397,23
112 min,7.6,4398,211
135 min,7.9,4399,2270
128 min,7.2,4400,1377
109 min,6.4,4401,557
84 min,7.3,4402,639
105 min,7.1,4403,700
123 min,6.4,4404,2271
116 min,6.0,4405,550
121 min,6.7,4406,2212
120 min,5.8,4407,2272
112 min,6.7,4408,1171
116 min,6.0,4409,550
102 min,7.0,4410,205
114 min,6.3,4411,2273
115 min,7.1,4412,1695
99 min,3.0,4413,2274
57 min,8.0,4414,2275
178 min,7.2,4415,2276
123 min,6.9,4416,2277
119 min,7.2,4417,1288
110 min,6.4,4418,1208
123 min,7.0,4419,330
120 min,6.8,4420,6
79 min,6.9,4421,2278
113 min,7.5,4422,234
98 min,6.3,4423,703
141 min,7.2,4424,1124
85 min,7.2,4425,410
147 min,7.3,4426,2279
90 min,6.6,4427,46
83 min,6.5,4428,2166
74 min,6.4,4429,2280
97 min,6.5,4430,2281
118 min,7.6,4431,978
111 min,6.7,4432,1647
61 min,7.3,4433,2282
104 min,6.4,4434,303
58 min,6.3,4435,2283
76 min,6.4,4436,1148
98 min,7.6,4437,2284
83 min,7.5,4438,620
,6.3,4439,1848
47 min,6.7,4440,2285
54 min,7.5,4441,2286
82 min,6.2,4442,1114
52 min,7.2,4443,2287
96 min,7.1,4444,536
128 min,6.8,4445,2288
95 min,4.4,4446,2037
115 min,7.4,4447,1659
108 min,6.4,4448,456
104 min,6.6,4449,2289
97 min,7.3,4450,103
102 min,5.7,4451,1063
95 min,5.8,4452,190
107 min,6.1,4453,1338
96 min,8.0,4454,1949
102 min,5.0,4455,1998
90 min,7.1,4456,77
2 hr. 8 min.,"8.5/10,8.6/10",4457,2290
87 min,7.7,4458,2180
88 min,7.2,4459,142
100 min,7.1,4460,1225
75 min,6.6,4461,180
68 min,7.1,4462,1051
94 min,7.0,4463,588
99 min,6.5,4464,1505
96 min,3.4,4465,2291
100 min,4.5,4466,1844
1 hr. 32 min.,4.5/10,4467,2292
102 min,4.3,4468,2293
90 min,4.7,4469,1164
86 min,3.2,4470,2294
91 min,1.8,4471,1130
106 min,8.6,4472,1531
,6.2,4473,2295
90 min,6.5,4474,532
91 min,4.4,4475,2296
92 min,7.7,4476,686
93 min,7.0,4477,475
98 min,4.5,4478,2208
98 min,7.3,4479,694
72 min,7.4,4480,2297
110 min,6.3,4481,163
92 min,4.0,4482,2298
90 min,4.2,4483,104
119 min,6.8,4484,1296
90 min,6.8,4485,615
112 min,7.9,4486,1594
100 min,7.7,4487,167
80 min,6.0,4488,2299
98 min,6.5,4489,1613
95 min,5.0,4490,2300
76 min,5.4,4491,2301
72 min,5.3,4492,2302
86 min,5.7,4493,256
115 min,6.1,4494,1462
119 min,7.7,4495,266
107 min,7.1,4496,759
130 min,7.6,4497,2028
89 min,6.7,4498,117
108 min,7.2,4499,484
113 min,6.9,4500,708
111 min,7.5,4501,202
69 min,7.3,4502,837
108 min,8.0,4503,1951
128 min,6.2,4504,2303
103 min,7.4,4505,775
96 min,7.9,4506,1654
97 min,6.2,4507,1358
105 min,7.5,4508,1239
91 min,5.5,4509,1159
131 min,8.1,4510,2304
106 min,6.7,4511,216
101 min,7.6,4512,2305
91 min,5.5,4513,1159
111 min,7.7,4514,513
116 min,5.8,4515,129
128 min,8.2,4516,2306
122 min,6.3,4517,83
105 min,7.2,4518,11
106 min,7.0,4519,404
96 min,5.2,4520,1769
1 hr. 32 min.,"7.8/10,7.6/10",4521,2307
89 min,5.1,4522,2308
126 min,6.3,4523,603
106 min,7.1,4524,210
113 min,6.7,4525,2309
87 min,6.4,4526,2310
93 min,6.1,4527,310
100 min,8.0,4528,135
85 min,6.7,4529,144
95 min,7.7,4530,20
85 min,6.5,4531,327
81 min,6.6,4532,642
100 min,5.2,4533,2125
156 min,7.7,4534,2311
111 min,6.0,4535,1773
95 min,2.5,4536,2312
131 min,5.0,4537,2313
96 min,5.6,4538,377
89 min,6.5,4539,305
102 min,6.7,4540,698
100 min,7.0,4541,1884
107 min,7.7,4542,2314
92 min,7.9,4543,22
133 min,,4544,2315
103 min,7.9,4545,1745
110 min,7.7,4546,312
106 min,7.6,4547,2316
96 min,7.7,4548,622
100 min,7.6,4549,1185
79 min,7.4,4550,2317
83 min,7.8,4551,2318
106 min,7.9,4552,2057
93 min,7.8,4553,1805
112 min,6.1,4554,1878
123 min,6.0,4555,2319
82 min,6.5,4556,1246
97 min,7.2,4557,194
115 min,8.3,4558,348
95 min,7.3,4559,699
201 min,7.7,4560,2320
108 min,8.1,4561,2321
160 min,6.4,4562,2322
109 min,6.4,4563,557
114 min,7.7,4564,1536
120 min,7.9,4565,431
96 min,6.7,4566,1396
82 min,3.4,4567,1127
90 min,6.5,4568,532
84 min,3.0,4569,2323
91 min,3.9,4570,2324
100 min,7.0,4571,1884
115 min,5.8,4572,2325
85 min,4.3,4573,2326
71 min,4.5,4574,2327
91 min,3.5,4575,2328
93 min,6.7,4576,4
88 min,3.8,4577,2329
88 min,7.1,4578,257
83 min,3.6,4579,2330
108 min,4.5,4580,2331
82 min,4.7,4581,2332
89 min,4.6,4582,2146
88 min,3.5,4583,2333
89 min,7.2,4584,1979
88 min,6.2,4585,302
83 min,6.4,4586,1103
92 min,5.0,4587,2334
114 min,6.4,4588,1123
132 min,7.8,4589,332
91 min,6.0,4590,1229
97 min,6.1,4591,363
81 min,5.2,4592,1690
102 min,6.6,4593,1036
85 min,6.0,4594,2056
90 min,6.5,4595,532
97 min,6.9,4596,1696
109 min,6.9,4597,170
95 min,7.3,4598,699
104 min,7.0,4599,367
105 min,7.0,4600,2335
86 min,7.1,4601,2336
82 min,7.6,4602,719
93 min,,4603,656
124 min,7.9,4604,2337
119 min,6.5,4605,1092
96 min,6.7,4606,1396
1 hr. 31 min.,5.8/10,4607,2338
91 min,7.3,4608,337
92 min,7.1,4609,243
95 min,7.0,4610,925
117 min,6.5,4611,438
124 min,7.4,4612,563
115 min,6.7,4613,777
108 min,7.8,4614,906
149 min,7.6,4615,616
116 min,4.8,4616,2339
104 min,5.6,4617,2340
133 min,5.0,4618,2341
108 min,6.7,4619,666
105 min,5.8,4620,1830
120 min,6.9,4621,2342
98 min,5.7,4622,815
113 min,6.7,4623,2309
208 min,6.8,4624,2343
80 min,4.7,4625,2344
96 min,4.2,4626,1220
125 min,6.8,4627,984
88 min,6.9,4628,214
174 min,7.8,4629,2345
98 min,7.0,4630,518
154 min,7.0,4631,2346
100 min,6.2,4632,2003
123 min,7.0,4633,330
99 min,6.9,4634,490
95 min,6.8,4635,924
124 min,7.1,4636,1067
90 min,6.5,4637,532
82 min,6.7,4638,677
90 min,6.4,4639,1146
110 min,6.4,4640,1208
68 min,7.2,4641,2347
94 min,7.8,4642,1950
92 min,3.8,4643,2348
101 min,5.8,4644,1352
90 min,4.8,4645,1173
95 min,4.4,4646,2037
100 min,5.5,4647,1000
93 min,7.5,4648,525
105 min,4.7,4649,2349
197 min,8.0,4650,1191
89 min,5.1,4651,2308
84 min,6.7,4652,836
126 min,7.6,4653,1235
94 min,6.4,4654,670
104 min,7.5,4655,2350
86 min,7.8,4656,2351
145 min,7.5,4657,2352
82 min,7.5,4658,1917
106 min,7.4,4659,2353
114 min,7.4,4660,62
99 min,7.3,4661,1758
101 min,7.4,4662,278
81 min,6.6,4663,642
119 min,7.2,4664,1288
83 min,5.9,4665,972
,,4666,29
85 min,3.5,4667,2354
100 min,7.0,4668,1884
72 min,7.0,4669,227
97 min,7.8,4670,2355
109 min,7.5,4671,1474
108 min,4.7,4672,2356
60 min,6.1,4673,2357
92 min,4.3,4674,564
99 min,6.9,4675,490
69 min,5.4,4676,2358
103 min,6.3,4677,1667
116 min,6.2,4678,2084
113 min,6.4,4679,1038
82 min,6.6,4680,2359
113 min,6.6,4681,2360
81 min,5.6,4682,1862
92 min,7.3,4683,2361
98 min,6.2,4684,1571
117 min,6.8,4685,2362
103 min,6.7,4686,1766
82 min,5.5,4687,1401
106 min,7.0,4688,404
117 min,6.8,4689,2362
119 min,7.9,4690,2363
,"5.8/10,6/10",4691,2364
123 min,7.3,4692,2365
178 min,7.1,4693,2366
133 min,7.5,4694,1910
160 min,7.6,4695,2367
107 min,6.1,4696,1338
126 min,7.0,4697,1083
123 min,6.1,4698,2368
87 min,4.3,4699,2369
89 min,5.6,4700,1757
97 min,1.9,4701,2370
82 min,6.7,4702,677
85 min,4.4,4703,2076
91 min,5.1,4704,2371
90 min,5.5,4705,259
100 min,6.1,4706,1883
74 min,5.5,4707,2372
106 min,5.9,4708,157
129 min,6.2,4709,2373
102 min,6.4,4710,1405
79 min,6.8,4711,102
97 min,5.9,4712,297
62 min,4.8,4713,2374
,6.3,4714,1848
71 min,3.9,4715,2375
81 min,6.6,4716,642
114 min,6.2,4717,1339
78 min,7.2,4718,1899
89 min,6.9,4719,92
188 min,6.7,4720,2376
105 min,4.3,4721,2377
81 min,5.0,4722,2378
90 min,2.9,4723,2379
102 min,6.1,4724,2380
157 min,7.6,4725,985
87 min,5.5,4726,1679
110 min,4.7,4727,2381
137 min,6.9,4728,2382
92 min,5.9,4729,7
121 min,5.1,4730,2383
75 min,3.2,4731,2384
113 min,6.7,4732,2309
102 min,6.2,4733,186
104 min,5.4,4734,1563
94 min,6.3,4735,1183
105 min,5.7,4736,1341
105 min,5.4,4737,781
110 min,5.8,4738,937
119 min,6.8,4739,1296
97 min,5.1,4740,2385
118 min,6.2,4741,583
83 min,4.2,4742,1642
91 min,5.1,4743,2371
97 min,5.5,4744,1337
109 min,6.3,4745,1353
88 min,5.3,4746,313
108 min,6.2,4747,120
86 min,4.1,4748,2002
91 min,3.2,4749,2386
92 min,5.5,4750,1116
90 min,6.4,4751,1146
117 min,6.6,4752,1242
91 min,4.5,4753,2387
123 min,6.1,4754,2368
85 min,4.8,4755,841
93 min,6.0,4756,1064
92 min,7.0,4757,739
120 min,6.6,4758,575
97 min,5.0,4759,2388
126 min,6.9,4760,1492
110 min,5.9,4761,1730
90 min,5.5,4762,259
116 min,6.8,4763,1548
113 min,6.7,4764,2309
104 min,7.2,4765,191
80 min,6.0,4766,2299
84 min,6.2,4767,1230
74 min,7.2,4768,1141
100 min,6.5,4769,164
87 min,6.1,4770,1747
137 min,7.8,4771,2389
83 min,5.9,4772,972
101 min,5.9,4773,1332
108 min,8.0,4774,1951
78 min,7.4,4775,2390
96 min,4.6,4776,2391
90 min,5.1,4777,1012
98 min,6.2,4778,1571
101 min,6.0,4779,459
114 min,5.0,4780,2392
91 min,4.5,4781,2387
85 min,5.2,4782,1981
108 min,7.8,4783,906
1 hr. 40 min.,,4784,2393
102 min,6.4,4785,1405
103 min,7.0,4786,201
116 min,7.6,4787,2394
141 min,8.4,4788,2395
122 min,7.6,4789,1506
121 min,8.1,4790,942
115 min,7.4,4791,1659
1 hr. 34 min.,"5.7/10,6.3/10",4792,2396
123 min,8.0,4793,2397
94 min,5.3,4794,541
108 min,7.2,4795,484
104 min,7.1,4796,1361
110 min,6.5,4797,1437
109 min,6.9,4798,170
107 min,7.1,4799,759
97 min,5.4,4800,2119
112 min,6.1,4801,1878
84 min,6.5,4802,672
94 min,7.2,4803,1686
56 min,4.4,4804,2398
,,4805,29
,,4806,29
,,4807,29
,,4808,29
,,4809,29
141 min,7.7,4810,2399
88 min,7.4,4811,2400
93 min,5.1,4812,109
117 min,7.5,4813,2223
118 min,7.6,4814,978
76 min,7.9,4815,2401
91 min,7.9,4816,1268
97 min,7.0,4817,55
111 min,7.8,4818,2402
105 min,7.1,4819,700
88 min,7.7,4820,366
82 min,7.5,4821,1917
67 min,7.6,4822,2403
83 min,8.2,4823,2404
98 min,7.9,4824,2405
110 min,8.0,4825,2406
90 min,6.0,4826,145
112 min,7.6,4827,211
99 min,8.2,4828,2407
97 min,7.4,4829,1684
94 min,7.4,4830,1055
119 min,7.1,4831,372
106 min,6.1,4832,294
118 min,7.2,4833,634
99 min,5.7,4834,873
119 min,6.4,4835,1098
89 min,6.2,4836,2112
108 min,5.7,4837,2408
112 min,6.7,4838,1171
128 min,5.8,4839,2409
115 min,6.5,4840,657
98 min,6.6,4841,116
99 min,5.0,4842,1938
100 min,6.3,4843,229
77 min,7.4,4844,809
91 min,8.2,4845,2410
98 min,7.9,4846,2405
112 min,7.7,4847,2411
100 min,7.4,4848,727
95 min,7.3,4849,699
114 min,7.3,4850,182
137 min,6.0,4851,2412
102 min,5.5,4852,1947
219 min,6.3,4853,2413
96 min,5.4,4854,1119
120 min,5.4,4855,2414
122 min,7.9,4856,1186
96 min,4.3,4857,2415
106 min,5.7,4858,2024
103 min,5.3,4859,2124
92 min,5.6,4860,2016
,"7.1/10,7/10",4861,2416
1 hr. 57 min.,"5.5/10,6.1/10",4862,2417
99 min,5.9,4863,1155
109 min,6.7,4864,949
105 min,7.4,4865,2418
115 min,7.3,4866,245
,6.6,4867,27
117 min,8.2,4868,1300
87 min,5.4,4869,2419
87 min,5.3,4870,183
96 min,5.7,4871,568
79 min,5.7,4872,2420
84 min,5.2,4873,2421
97 min,5.7,4874,356
118 min,6.6,4875,1551
104 min,6.3,4876,355
120 min,6.8,4877,6
96 min,5.5,4878,1041
100 min,4.3,4879,2422
96 min,6.1,4880,480
101 min,5.9,4881,1332
154 min,7.2,4882,2423
101 min,5.6,4883,344
102 min,6.6,4884,1036
110 min,5.8,4885,937
93 min,4.9,4886,1107
80 min,7.1,4887,78
96 min,5.2,4888,1769
106 min,4.9,4889,2424
102 min,7.1,4890,1885
111 min,5.9,4891,609
88 min,5.3,4892,313
93 min,5.9,4893,1826
136 min,8.0,4894,2425
115 min,7.1,4895,1695
118 min,6.8,4896,1490
110 min,6.6,4897,580
104 min,7.6,4898,516
110 min,7.0,4899,1827
85 min,7.6,4900,134
91 min,7.9,4901,1268
98 min,4.5,4902,2208
111 min,7.6,4903,1263
83 min,7.5,4904,620
119 min,6.7,4905,1630
100 min,7.1,4906,1225
94 min,7.0,4907,588
141 min,6.2,4908,2220
113 min,6.5,4909,2426
2 hr.,"7.1/10,7.6/10",4910,2427
98 min,5.6,4911,2011
114 min,7.1,4912,118
102 min,7.1,4913,1885
109 min,6.5,4914,2131
96 min,6.2,4915,1427
,"4.4/10,4.5/10",4916,1876
118 min,6.5,4917,199
118 min,6.2,4918,583
110 min,6.3,4919,163
109 min,6.6,4920,2164
90 min,6.9,4921,857
110 min,7.1,4922,403
122 min,7.4,4923,1625
118 min,6.1,4924,2428
143 min,7.7,4925,2429
143 min,7.3,4926,971
119 min,6.6,4927,1293
143 min,8.0,4928,2430
92 min,7.1,4929,243
126 min,7.1,4930,2431
115 min,6.7,4931,777
118 min,7.4,4932,373
83 min,5.8,4933,2432
114 min,6.4,4934,1123
115 min,6.6,4935,762
125 min,6.8,4936,984
79 min,6.3,4937,2236
103 min,6.4,4938,1182
113 min,7.7,4939,930
105 min,6.6,4940,774
119 min,7.3,4941,1638
116 min,6.8,4942,1548
113 min,7.2,4943,1325
111 min,7.6,4944,1263
116 min,6.4,4945,2433
,,4946,29
90 min,7.9,4947,139
,8.0,4948,2434
,6.2,4949,2295
55 min,,4950,2435
84 min,8.0,4951,141
107 min,5.6,4952,1762
102 min,5.9,4953,407
110 min,5.6,4954,1334
100 min,6.9,4955,1093
,,4956,29
106 min,6.5,4957,2436
104 min,4.0,4958,2437
104 min,6.0,4959,1109
106 min,6.7,4960,216
107 min,5.8,4961,1607
107 min,6.6,4962,369
130 min,7.2,4963,1722
137 min,7.4,4964,2438
156 min,5.2,4965,2439
98 min,6.5,4966,1613
134 min,7.4,4967,326
119 min,6.6,4968,1293
127 min,7.3,4969,54
103 min,6.5,4970,1515
167 min,6.9,4971,2440
115 min,7.2,4972,1783
118 min,7.7,4973,375
105 min,7.3,4974,1223
97 min,7.8,4975,2355
91 min,7.4,4976,661
92 min,6.4,4977,877
80 min,4.6,4978,2441
105 min,5.6,4979,1605
143 min,6.7,4980,2442
115 min,6.2,4981,806
93 min,5.8,4982,121
116 min,6.2,4983,2084
115 min,6.5,4984,657
118 min,5.6,4985,2443
123 min,6.4,4986,2271
98 min,6.1,4987,1691
81 min,5.7,4988,2206
138 min,5.9,4989,2444
87 min,6.3,4990,1836
104 min,6.1,4991,396
107 min,5.6,4992,1762
92 min,6.4,4993,877
82 min,6.3,4994,1391
69 min,5.5,4995,2445
78 min,6.5,4996,2120
83 min,6.4,4997,1103
91 min,6.2,4998,890
98 min,6.9,4999,1100
92 min,6.8,5000,1500
165 min,7.1,5001,2446
123 min,6.0,5002,2319
86 min,5.8,5003,707
133 min,7.4,5004,2075
103 min,7.6,5005,511
,"5.7/10,5.5/10",5006,2447
94 min,7.4,5007,1055
104 min,7.1,5008,1361
116 min,7.6,5009,2394
106 min,7.8,5010,1111
116 min,7.7,5011,2184
104 min,7.4,5012,21
104 min,6.2,5013,1664
100 min,6.3,5014,229
96 min,7.0,5015,697
106 min,7.0,5016,404
89 min,5.9,5017,189
144 min,7.7,5018,918
111 min,7.3,5019,1493
,,5020,29
,,5021,29
,,5022,29
,,5023,29
,,5024,29
94 min,5.4,5025,810
,,5026,29
,,5027,29
100 min,6.7,5028,1195
94 min,6.3,5029,1183
100 min,6.8,5030,357
140 min,7.6,5031,2448
95 min,5.4,5032,729
116 min,7.3,5033,322
104 min,5.5,5034,1175
,"5.6/10,5.5/10",5035,2449
108 min,7.8,5036,906
88 min,7.0,5037,495
94 min,6.5,5038,174
96 min,6.2,5039,1427
93 min,6.6,5040,1009
109 min,5.3,5041,2207
77 min,7.4,5042,809
133 min,6.7,5043,2450
105 min,7.4,5044,2418
125 min,8.0,5045,2451
127 min,7.9,5046,2452
107 min,5.5,5047,1039
,,5048,29
2 hr.,,5049,2453
68 min,7.7,5050,2454
98 min,6.5,5051,1613
84 min,4.4,5052,293
106 min,6.4,5053,1577
123 min,6.5,5054,951
94 min,6.2,5055,796
97 min,5.9,5056,297
108 min,6.7,5057,666
124 min,6.0,5058,308
127 min,6.4,5059,770
81 min,5.7,5060,2206
,5.6,5061,1631
98 min,6.1,5062,1691
101 min,7.1,5063,89
95 min,7.5,5064,1205
88 min,6.3,5065,687
90 min,7.3,5066,93
106 min,7.9,5067,2057
84 min,4.8,5068,296
88 min,5.7,5069,2137
82 min,5.9,5070,487
97 min,5.3,5071,1042
130 min,6.6,5072,710
76 min,5.4,5073,2301
1 hr. 30 min.,"5.6/10,7/10",5074,2455
84 min,6.1,5075,2456
90 min,7.2,5076,589
87 min,6.0,5077,1061
81 min,5.2,5078,1690
85 min,6.1,5079,2457
134 min,6.9,5080,2193
102 min,6.0,5081,361
97 min,6.2,5082,1358
105 min,6.4,5083,501
107 min,6.6,5084,369
102 min,3.7,5085,2458
1 hr. 32 min.,4.3/10,5086,2459
95 min,3.7,5087,2118
81 min,5.1,5088,2173
124 min,6.6,5089,876
110 min,6.1,5090,2460
90 min,6.5,5091,532
63 min,5.9,5092,2461
89 min,5.0,5093,1147
91 min,6.7,5094,1213
95 min,7.1,5095,358
106 min,7.7,5096,2462
84 min,5.8,5097,452
87 min,7.0,5098,654
99 min,6.4,5099,2010
86 min,7.0,5100,331
104 min,6.7,5101,1133
101 min,6.5,5102,400
107 min,6.2,5103,1629
124 min,6.2,5104,1216
105 min,5.8,5105,1830
89 min,3.7,5106,898
96 min,4.3,5107,2415
97 min,5.2,5108,1991
103 min,4.8,5109,2463
100 min,4.1,5110,228
85 min,4.3,5111,2326
106 min,6.7,5112,216
92 min,6.5,5113,483
98 min,6.9,5114,1100
109 min,7.2,5115,434
99 min,6.9,5116,490
103 min,7.5,5117,100
102 min,5.7,5118,1063
105 min,6.4,5119,501
117 min,6.9,5120,1390
87 min,7.1,5121,561
117 min,7.3,5122,2464
89 min,6.0,5123,1858
89 min,7.2,5124,1979
96 min,7.6,5125,2465
94 min,7.0,5126,588
92 min,6.7,5127,691
93 min,5.1,5128,109
108 min,7.0,5129,795
94 min,6.1,5130,364
92 min,7.1,5131,243
106 min,5.8,5132,1516
92 min,6.6,5133,1508
110 min,7.1,5134,403
100 min,5.4,5135,1156
101 min,5.4,5136,1330
96 min,5.5,5137,1041
,3.9/10,5138,2466
100 min,5.6,5139,412
88 min,5.9,5140,422
101 min,5.9,5141,1332
93 min,5.0,5142,2188
60 min,7.2,5143,852
100 min,7.0,5144,1884
121 min,6.0,5145,2467
109 min,6.8,5146,440
101 min,6.0,5147,459
102 min,6.5,5148,2012
106 min,7.0,5149,404
112 min,7.1,5150,633
,,5151,29
103 min,6.7,5152,1766
101 min,7.4,5153,278
87 min,5.0,5154,1062
84 min,5.7,5155,2468
87 min,6.9,5156,1417
98 min,6.7,5157,1134
,"4.6/10,3.8/10",5158,2469
99 min,6.6,5159,1694
90 min,5.6,5160,665
86 min,5.1,5161,295
,"3.7/10,4.3/10",5162,2470
86 min,2.7,5163,2471
86 min,4.7,5164,1889
87 min,1.9,5165,2472
86 min,2.3,5166,2473
90 min,6.3,5167,793
92 min,6.4,5168,877
83 min,5.5,5169,2149
97 min,5.8,5170,1365
100 min,4.5,5171,1844
90 min,6.2,5172,159
92 min,5.9,5173,7
91 min,5.9,5174,192
109 min,6.6,5175,2164
100 min,7.4,5176,727
95 min,6.5,5177,1013
102 min,7.7,5178,2474
96 min,6.7,5179,1396
93 min,7.2,5180,696
97 min,6.8,5181,1975
110 min,6.3,5182,163
88 min,6.7,5183,273
109 min,5.6,5184,2475
89 min,5.8,5185,123
,"5.2/10,4.6/10",5186,2476
83 min,6.2,5187,896
93 min,5.6,5188,1105
120 min,5.8,5189,2272
112 min,6.4,5190,675
92 min,5.5,5191,1116
93 min,5.9,5192,1826
93 min,6.5,5193,1412
84 min,7.1,5194,537
103 min,7.7,5195,469
108 min,6.8,5196,801
78 min,5.1,5197,2477
74 min,6.0,5198,2478
76 min,5.6,5199,1335
124 min,6.2,5200,1216
90 min,4.0,5201,2072
86 min,4.9,5202,2479
85 min,6.8,5203,48
112 min,6.6,5204,2480
89 min,2.7,5205,2481
93 min,6.9,5206,2077
63 min,7.9,5207,2482
76 min,7.7,5208,98
86 min,4.9,5209,2479
,,5210,29
90 min,5.9,5211,350
81 min,4.3,5212,2483
,6.0,5213,2484
101 min,5.1,5214,529
80 min,6.7,5215,2228
89 min,6.6,5216,791
58 min,6.1,5217,2485
71 min,5.7,5218,1150
81 min,6.0,5219,2230
76 min,6.1,5220,2486
90 min,4.2,5221,104
88 min,7.1,5222,257
96 min,6.8,5223,689
86 min,5.2,5224,1795
72 min,7.0,5225,227
82 min,4.2,5226,1342
80 min,6.5,5227,635
90 min,5.0,5228,1665
89 min,5.3,5229,2487
88 min,4.4,5230,2062
80 min,6.0,5231,2299
80 min,7.3,5232,556
68 min,7.5,5233,465
115 min,7.8,5234,1376
95 min,7.8,5235,1675
114 min,5.2,5236,1513
89 min,5.9,5237,189
97 min,4.7,5238,1184
95 min,5.0,5239,2300
76 min,4.2,5240,2488
86 min,5.7,5241,256
96 min,4.5,5242,2489
103 min,4.3,5243,1888
104 min,5.1,5244,1113
93 min,4.7,5245,715
112 min,6.2,5246,2490
90 min,4.4,5247,1828
110 min,5.9,5248,1730
85 min,4.7,5249,1357
94 min,4.9,5250,1798
99 min,5.1,5251,874
89 min,5.1,5252,2308
86 min,6.4,5253,73
83 min,4.7,5254,2123
87 min,6.0,5255,1061
87 min,4.9,5256,1137
