brewery_name,city,original_index,unique_index,count
Westbrook Brewing Company,Mt. Pleasant,2338,635,4
Westbrook Brewing Company,Mt. Pleasant,2339,635,4
Westbrook Brewing Company,Mt. Pleasant,2340,635,4
Westbrook Brewing Company,Mt. Pleasant,2341,635,4
Westfield River Brewing Company,Westfield,2342,636,3
Westfield River Brewing Company,Westfield,2343,636,3
Westfield River Brewing Company,Westfield,2344,636,3
Weston Brewing Company,Weston,2345,637,7
Weston Brewing Company,Weston,2346,637,7
Weston Brewing Company,Weston,2347,637,7
Weston Brewing Company,Weston,2348,637,7
Weston Brewing Company,Weston,2349,637,7
Weston Brewing Company,Weston,2350,637,7
Weston Brewing Company,Weston,2351,637,7
White Birch Brewing,Hooksett,2352,638,4
White Birch Brewing,Hooksett,2353,638,4
White Birch Brewing,Hooksett,2354,638,4
White Birch Brewing,Hooksett,2355,638,4
White Flame Brewing Company,Hudsonville,2356,639,1
Widmer Brothers Brewing Company,Portland,2357,640,3
Widmer Brothers Brewing Company,Portland,2358,640,3
Widmer Brothers Brewing Company,Portland,2359,640,3
Wild Onion Brewing Company,Lake Barrington,2360,641,9
Wild Onion Brewing Company,Lake Barrington,2361,641,9
Wild Onion Brewing Company,Lake Barrington,2362,641,9
Wild Onion Brewing Company,Lake Barrington,2363,641,9
Wild Onion Brewing Company,Lake Barrington IL,2364,642,1
Wild Onion Brewing Company,Lake Barrington,2365,641,9
Wild Onion Brewing Company,Lake Barrington,2366,641,9
Wild Onion Brewing Company,Lake Barrington,2367,641,9
Wild Onion Brewing Company,Lake Barrington,2368,641,9
Wild Onion Brewing Company,Lake Barrington,2369,641,9
Wild Wolf Brewing Company,Nellysford VA,2370,643,1
Wild Wolf Brewing Company,Nellysford,2371,644,3
Wild Wolf Brewing Company,Nellysford,2372,644,3
Wild Wolf Brewing Company,Nellysford,2373,644,3
Wildwood Brewing Company,Stevensville,2374,645,2
Wildwood Brewing Company,Stevensville,2375,645,2
Wildwood Brewing Company,Stevensville MT,2376,646,1
Wind River Brewing Company,Pinedale,2377,647,2
Wind River Brewing Company,Pinedale,2378,647,2
Wingman Brewers,Tacoma,2379,648,2
Wingman Brewers,Tacoma,2380,648,2
Wisconsin Brewing Company,Verona,2381,649,4
Wisconsin Brewing Company,Verona,2382,649,4
Wisconsin Brewing Company,Verona,2383,649,4
Wisconsin Brewing Company,Verona,2384,649,4
Wiseacre Brewing Company,Memphis,2385,650,3
Wiseacre Brewing Company,Memphis,2386,650,3
Wiseacre Brewing Company,Memphis,2387,650,3
Witch's Hat Brewing Company,South Lyon,2388,651,2
Witch's Hat Brewing Company,South Lyon,2389,651,2
Wolf Hills Brewing Company,Abingdon,2390,652,1
Wolverine State Brewing Company,Ann Arbor,2391,653,1
Woodchuck Hard Cider,Middlebury,2392,654,1
"Woodstock Inn, Station & Brewery",North Woodstock NH,2393,655,1
"Woodstock Inn, Station & Brewery",North Woodstock,2394,656,1
Wormtown Brewery,Worcester,2395,657,1
Worthy Brewing Company,Bend,2396,658,5
Worthy Brewing Company,Bend,2397,658,5
Worthy Brewing Company,Bend,2398,658,5
Worthy Brewing Company,Bend,2399,658,5
Worthy Brewing Company,Bend,2400,658,5
Wynkoop Brewing Company,Denver,2401,659,9
Wynkoop Brewing Company,Denver,2402,659,9
Wynkoop Brewing Company,Denver,2403,659,9
Wynkoop Brewing Company,Denver,2404,659,9
Wynkoop Brewing Company,Denver,2405,659,9
Wynkoop Brewing Company,Denver,2406,659,9
Wynkoop Brewing Company,Denver,2407,659,9
Wynkoop Brewing Company,Denver,2408,659,9
Wynkoop Brewing Company,Denver,2409,659,9
