Country,Filming Locations,original_index,unique_index
"China,USA,Canada","Beijing Film Studio, Beijing, China",481,364
USA,"Lake Mead, Nevada, USA",482,365
USA,"Bedford-Stuyvesant, Brooklyn, New York City, New York, USA",483,366
USA,"88th Precinct - 298 Classon Avenue, Fort Greene, Brooklyn, New York City, New York, USA",484,367
USA,"California, USA",485,27
USA,"Owens Lake, California, USA",486,368
USA,"Hotel d'Angleterre, Copenhagen, Denmark",487,369
USA,,488,3
"UK,France,USA","Shreveport, Louisiana, USA",489,370
USA,"Louisiana, USA",490,25
USA,"Atlanta, Georgia, USA",491,161
USA,"North Carolina, USA",492,83
USA,"Charlotte, North Carolina, USA",493,371
USA,"Ossining, New York, USA",494,372
USA,"Louisiana, USA",495,25
USA,"California, USA",496,27
USA,"Michigan, USA",497,373
USA,"Cincinnati, Ohio, USA",498,374
USA,"Utah, USA",499,375
USA,"San Francisco, California, USA",500,363
USA,,501,3
USA,"Ann Arbor, Michigan, USA",502,376
USA,"Garces Highway 1/10th mile East from Corcoran Road and Kern National Wildlife Preserve, Kern County, California, USA",503,377
USA,"176 Elkwood Dr., Lake Lure, North Carolina, USA",504,378
USA,"Miami, Florida, USA",505,379
USA,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",506,54
USA,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA",507,380
USA,"1912 N Cahuenga Boulevard, Los Angeles, USA",508,381
"UK,USA","Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",509,382
USA,"Almería, Andalucía, Spain",510,383
USA,"Chiapas, Mexico",511,384
USA,,512,3
USA,"Antigua, Guatemala",513,385
USA,"333 S La Cienega Blvd, Los Angeles, California, USA",514,386
USA,"Greystone Park & Mansion - 905 Loma Vista Drive, Beverly Hills, California, USA",515,387
USA,"High Street, Moorpark, California, USA",516,388
USA,"Atlanta, Georgia, USA",517,161
"Philippines,USA",Philippines,518,389
USA,"Distillery District, Toronto, Ontario, Canada",519,390
USA,"Amsterdam, Noord-Holland, Netherlands",520,391
USA,"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",521,56
"USA,France","1230 East Linden Avenue, Linden, New Jersey, USA",522,392
"UK,USA,Canada",France,523,393
USA,"Stage 14, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",524,394
USA,"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",525,56
USA,"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",526,56
USA,"New York City, New York, USA",527,9
USA,"Pflugerville, Texas, USA",528,395
USA,"7121 Lonzo Street, Tujunga, Los Angeles, California, USA",529,396
USA,"172 S. McCadden Pl., Hancock Park, Los Angeles, California, USA",530,397
USA,"Cottage Grove, Oregon, USA",531,398
"USA,Australia","Lacy Street Production Center - 2630 Lacy Street, Los Angeles, California, USA",532,399
USA,Bulgaria,533,400
"USA,UK","Ait Benhaddou, Morocco",534,401
USA,"Cleveland, Ohio, USA",535,402
USA,"Gotham, New York City, New York, USA",536,403
"USA,Germany,Canada","White Stallion Ranch, Tucson, Arizona, USA",537,404
USA,"Belfast, Maine, USA",538,405
USA,,539,3
USA,,540,3
USA,"Pearl Harbor, O'ahu, Hawaii, USA",541,406
USA,"Castle Valley, Moab, Utah, USA",542,407
USA,"Conroe, Texas, USA",543,408
USA,"Nebraska, USA",544,409
USA,"Communications Center, Los Angeles City College - 855 North Vermont Avenue, Los Angeles, California, USA",545,410
USA,,546,3
"USA,UK","Hansaviertel, Tiergarten, Berlin, Germany",547,411
USA,"Santa Clarita, California, USA",548,70
USA,,549,3
USA,"California, USA",550,27
USA,"Old Tucson Studios, Tucson, Arizona, USA",551,412
USA,"Sierra Madre del Sur, Mexico",552,413
USA,"Athens, Tennessee, USA",553,414
USA,"San Francisco, California, USA",554,363
USA,"Bell Ranch, Santa Susana, California, USA",555,415
USA,"Screen Gems Studios - 1223 North 23rd Street, Wilmington, North Carolina, USA",556,416
USA,"Shepperton Studios, Shepperton, Surrey, England, UK",557,417
USA,"London, England, UK",558,418
USA,"Empire Stages of New York, Long Island City, Queens, New York City, New York, USA",559,419
"UK,USA","Santa Clarita, California, USA",560,420
USA,"Cow Palace, San Francisco, California, USA",561,421
"UK,USA","Eel Pie Studios, Twickenham, Middlesex, England, UK",562,422
USA,"Greystone Park & Mansion - 905 Loma Vista Drive, Beverly Hills, California, USA",563,387
USA,"Bronx, New York City, New York, USA",564,336
USA,"Dublin, Ireland",565,423
USA,"Kaufman Astoria Studios - 3412 36th Street, Astoria, Queens, New York City, New York, USA",566,424
"Canada,USA","Calexico, California, USA",567,425
USA,"10231 Charing Cross Road, Beverly Hills, California, USA",568,426
USA,"Bath, Maine, USA",569,427
"USA,France,Australia,UK,Germany,Canada","The Roastery Coffee House - 8 Pardee Avenue, Toronto, Ontario, Canada",570,428
"USA,Canada","British Columbia, Canada",571,429
"USA,Germany,Netherlands","Handy Market - 2514 W. Magnolia Boulevard, Burbank, California, USA",572,430
USA,"Montreal, Québec, Canada",573,431
USA,"Empire Studios, Rome, Lazio, Italy",574,96
"USA,Australia","183 Grand Street, New York City, New York, USA",575,432
USA,"Harlem, Manhattan, New York City, New York, USA",576,433
USA,"Cook Ranch, Galisteo, New Mexico, USA",577,434
USA,"13705 Ventura Blvd., Sherman Oaks, Los Angeles, California, USA",578,435
USA,"6th Street Bridge, Los Angeles, California, USA",579,436
USA,"297 Rue Marcel-Giguère, Blainville, Québec, Canada",580,437
USA,"Hall of Justice - 211 W. Temple Street, Downtown, Los Angeles, California, USA",581,438
USA,"Qualcomm Stadium - 9449 Friars Road, San Diego, California, USA",582,439
USA,"Monumental sculpture 'Double Ascension' 1973 Herbert Bayer 505 South Flower St, Los Angeles, California USA",583,440
USA,"500 Cheyney Rd, Glen Mills, Pennsylvania, USA",584,441
"UK,Italy,USA","77 Pottery Lane, Notting Hill, London, England, UK",585,442
USA,"John Hancock Center Condominium Owner's Entrance - 875 N Michigan Ave, Chicago, Illinois, USA",586,443
USA,"Saugus Speedway - 22500 Soledad Canyon Road, Saugus, California, USA",587,444
USA,"Chloride, Arizona, USA",588,445
USA,"Boston Common, Boston, Massachusetts, USA",589,446
"USA,West Germany","Santa Barbara, California, USA",590,447
USA,"Central Park, Manhattan, New York City, New York, USA",591,242
USA,"Du-Par's Restaurant - 12036 Ventura Boulevard, Studio City, Los Angeles, California, USA",592,448
USA,"Durango, Mexico",593,176
USA,"Creede, Colorado, USA",594,449
"USA,South Africa,Japan","Cape Town Film Studios, Cape Town, Western Cape, South Africa",595,450
"USA,Italy","5-7 Minetta Street, New York City, New York, USA",596,451
USA,"Restaurant, 1520 Sheepshead Bay Road, Brooklyn, New York, USA",597,452
USA,"4th Street, Downtown, Los Angeles, California, USA",598,51
"USA,Canada","Illinois, USA",599,453
USA,"Manhattan, New York City, New York, USA",600,213
"UK,USA","London, England, UK",601,22
USA,"Los Angeles, California, USA",602,10
USA,Mexico,603,454
USA,"Durango, Colorado, USA",604,455
USA,"Motion Picture Center Studios, Hollywood, Los Angeles, California, USA",605,456
USA,"Wildwood Regional Park, Thousand Oaks, California, USA",606,457
USA,"48th Street, Los Angeles, California, USA",607,458
USA,"Chemainus, North Cowichan, British Columbia, Canada",608,459
USA,"The Lot - 1041 N. Formosa Avenue, West Hollywood, California, USA",609,460
USA,"Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA",610,69
USA,"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",611,289
USA,"Los Angeles, California, USA",612,10
USA,"Culver Studios - 9336 W. Washington Blvd., Culver City, California, USA",613,222
USA,"Eugene, Oregon, USA",614,461
USA,"El Rey Theater - 5515 Wilshire Blvd., Los Angeles, California, USA",615,462
"USA,Italy","Atlanta, Georgia, USA",616,463
USA,"Manhattan, New York City, New York, USA",617,213
USA,"Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",618,58
USA,"Los Angeles, California, USA",619,10
USA,"Cheever Place, Carroll Gardens, Brooklyn, New York, USA",620,464
USA,"Monument Valley, Arizona, USA",621,130
USA,"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",622,56
USA,"Tourrettes-sur-Loup, Alpes-Maritimes, France",623,465
"USA,Germany","Santa Clarita, California, USA",624,466
USA,,625,3
USA,"Paris, France",626,467
"France,USA","Estudios Churubusco Azteca, Mexico City, Distrito Federal, Mexico",627,468
"USA,Germany","Chicago, Illinois, USA",628,469
USA,"Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA",629,19
USA,"Alaska, USA",630,470
USA,"Bloomsbury, London, England, UK",631,471
USA,"Bethel Missionary Baptist Church - 1972 N. Fair Oaks Avenue, Pasadena, California, USA",632,472
USA,"Greenwich Village, Manhattan, New York City, New York, USA",633,473
"UK,Germany,USA","Hamilton, Ontario, Canada",634,474
USA,"Sonoita, Arizona, USA",635,475
USA,"505 West End Avenue, Manhattan, New York City, New York, USA",636,476
USA,"3156 Perry Avenue, Bronx, New York City, New York, USA",637,477
USA,,638,3
USA,,639,3
USA,"Santa Rosa, California, USA",640,478
USA,"Biograph Studios, Bronx, New York City, New York, USA",641,479
USA,"Soundstage 6, Goldwyn Studios, Culver City, California, USA",642,480
USA,"Detroit, Michigan, USA",643,481
USA,"15819 Main Street, La Puente, California, USA",644,482
USA,"Faribault, Minnesota, USA",645,483
USA,,646,3
USA,"Beverly Hills, California, USA",647,116
USA,"Fremont Street, Las Vegas, Nevada, USA",648,484
USA,"Madison Square Garden, 7th Avenue, Chelsea, Manhattan, New York City, New York, USA",649,485
USA,"Ras Safsafa, South Sinai Governorate, Egypt",650,486
"France,USA",,651,487
"USA,Canada","British Columbia, Canada",652,429
USA,"Pacific Electric Building, Los Angeles, California, USA",653,488
USA,"Hollywood Beach, Florida, USA",654,489
USA,"Las Vegas, Nevada, USA",655,147
USA,"Manhattan, New York City, New York, USA",656,213
USA,,657,3
USA,,658,3
USA,"Sevananda Natural Foods Grocery, 1111 Euclid Ave. NE, Atlanta, Georgia, USA",659,490
"USA,UK","Arlington Heights, Illinois, USA",660,491
"USA,Japan","714 West Potrero Road, Hidden Valley, Westlake Village, California, USA",661,492
USA,"Gainesville, Florida, USA",662,493
USA,"Old Tucson - 201 S. Kinney Road, Tucson, Arizona, USA",663,494
USA,,664,3
USA,"Kingston, New York, USA",665,495
USA,"Baltimore, Maryland, USA",666,38
"USA,Hong Kong","Alberta, Canada",667,496
USA,"Baltimore, Maryland, USA",668,38
USA,"Show Dogs Fine Sausages - 1020 Market Street, San Francisco, California, USA",669,497
USA,"Santa Ventura Studios - 5301 North Ventura Avenue, Ventura, California, USA",670,498
USA,"Ohio State Fairgrounds, Columbus, Ohio, USA",671,499
USA,"Johns Hopkins University - 3400 N. Charles Street, Baltimore, Maryland, USA",672,500
USA,"Agoura, California, USA",673,501
USA,"Amecameca, Estado de México, Mexico",674,502
USA,,675,3
USA,"Brentwood, Los Angeles, California, USA",676,503
USA,"Stage 28, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",677,504
USA,"Baltimore, Maryland, USA",678,38
"USA,Japan,UK","London, England, UK",679,505
USA,,680,3
USA,,681,3
"USA,Portugal,West Germany,France,Spain,Netherlands,UK","Los Angeles, California, USA",682,506
USA,"Iverson Ranch - 1 Iverson Lane, Chatsworth, Los Angeles, California, USA",683,196
USA,"Monterey, California, USA",684,507
USA,"Yuma, Arizona, USA",685,99
USA,,686,3
USA,,687,3
USA,"California, USA",688,27
USA,"Utah, USA",689,375
USA,,690,3
"USA,Germany","527 Loring Ave, Los Angeles, California, USA",691,508
USA,"Fairhaven, Massachusetts, USA",692,509
"Germany,USA,Netherlands,France,UK,Italy","Ait Benhaddou, Morocco",693,510
"USA,UK,Ireland","Ardmore Studios, Herbert Road, Bray, County Wicklow, Ireland",694,511
USA,"Los Angeles, California, USA",695,10
"UK,Netherlands,USA",,696,512
"USA,France","The Vista Theatre - 4473 Sunset Drive, Los Angeles, California, USA",697,513
USA,"Jurassic Kahili Ranch, Kilauea, Kauai, Hawaii, USA",698,514
USA,"Palazzi Barbaro, Grand Canal, Venice, Veneto, Italy",699,515
"USA,UK","Barrandov Studios, Prague, Czech Republic",700,516
"USA,Czech Republic",Canada,701,517
"USA,UK","Montreal, Québec, Canada",702,518
"USA,Spain,Italy,Canada",,703,519
USA,"California, USA",704,27
USA,"Fontana, California, USA",705,520
"Italy,USA",,706,521
USA,"Los Angeles, California, USA",707,10
USA,"Secaucus, New Jersey, USA",708,522
USA,"Arches National Park, Moab, Utah, USA",709,523
"USA,West Germany,UK","637 S Lucerne Blvd, Los Angeles, California, USA",710,524
USA,"Chateau de Versailles, Versailles, Yvelines, France",711,525
USA,"Altadena, California, USA",712,526
"Israel,USA","Jerusalem, Israel",713,527
USA,"Limelite Studios, Miami, Florida, USA",714,528
USA,"Seattle, Washington, USA",715,529
USA,"Martins Ferry, Ohio, USA",716,530
"UK,USA",,717,531
USA,"Lacy Street Production Center - 2630 Lacy Street, Los Angeles, California, USA",718,532
USA,,719,3
"USA,Canada,Japan,Panama","Los Angeles, California, USA",720,533
USA,"Medina, Ohio, USA",721,534
"USA,UK","Pensacola, Florida, USA",722,535
USA,"Cuernavaca, Morelos, Mexico",723,536
USA,"North Carolina, USA",724,83
USA,"Athens, Georgia, USA",725,537
USA,"Los Angeles, California, USA",726,10
USA,"Los Angeles, California, USA",727,10
USA,"Rae's Restaurant, 2901 Pico Boulevard, Santa Monica, California, USA",728,538
USA,"Buena Park, California, USA",729,539
USA,"Abandoned train station, Memphis, Tennessee, USA",730,540
"USA,UK","Asheville, North Carolina, USA",731,541
USA,"Spring Street Towers - 650 S. Spring Street, Downtown, Los Angeles, California, USA",732,122
"USA,Spain","Longcross Studios, Chobham Lane, Longcross, Surrey, England, UK",733,542
USA,"Agua Dulce, California, USA",734,543
"USA,Canada","Alaska, USA",735,544
USA,"Courthouse Square, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",736,320
USA,,737,3
USA,,738,3
USA,"Sedona, Arizona, USA",739,545
USA,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",740,54
USA,"Aspen, Colorado, USA",741,546
USA,"Santa Clarita, California, USA",742,70
USA,"Janss Conejo Ranch, Thousand Oaks, California, USA",743,547
USA,"California Studios - 5530 Melrose Avenue, Hollywood, Los Angeles, California, USA",744,548
USA,,745,3
USA,"Central Park, Manhattan, New York City, New York, USA",746,242
USA,"Portland, Oregon, USA",747,24
USA,,748,3
USA,"1261 South Victoria Avenue, Los Angeles, California, USA",749,549
USA,"Los Angeles, California, USA",750,10
"France,USA","Phoenix, Arizona, USA",751,550
USA,"New Jersey, USA",752,145
USA,"Tucson, Arizona, USA",753,177
USA,"Eagan, Minnesota, USA",754,551
USA,"Molly's Reach, 647 School Road, Gibsons, British Columbia, Canada",755,552
"USA,UK,Germany","Conroe, Texas, USA",756,553
"Canada,USA,Italy","Montréal, Québec, Canada",757,554
"France,USA","534 Lewis Street, Monroe, Washington, USA",758,555
USA,"Los Angeles, California, USA",759,10
USA,"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",760,289
USA,"McGregor, Iowa, USA",761,556
USA,"Tucson, Arizona, USA",762,177
USA,"Charleston, South Carolina, USA",763,557
USA,"Shutters on the Beach - 1 Pico Blvd., Santa Monica, California, USA",764,558
USA,"Monmouth County, New Jersey, USA",765,559
"USA,Hong Kong","Santa Clarita, California, USA",766,560
USA,"Portland, Oregon, USA",767,24
USA,"Bensenville, Illinois, USA",768,561
USA,"Alabama Hills, Lone Pine, California, USA",769,133
USA,"Dijon Street, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",770,178
USA,"Grafton, Utah, USA",771,562
USA,"Irwindale, California, USA",772,563
"USA,UK","Los Angeles, California, USA",773,162
"Germany,USA","Santa Clarita, California, USA",774,564
USA,"Portland, Oregon, USA",775,24
USA,"Union Station - 800 NW 6th Avenue, Portland, Oregon, USA",776,565
"UK,USA","Backlot, Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",777,566
"Germany,USA","Sofia, Bulgaria",778,567
"UK,France,USA","California, USA",779,568
USA,"Bora Bora, Leeward Islands, French Polynesia",780,37
USA,"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",781,289
USA,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",782,54
USA,,783,3
"Germany,Belgium,USA",,784,569
USA,"Austin Convention Center - 500 E. Cesar Chavez Street, Austin, Texas, USA",785,570
USA,,786,3
"Germany,UK,USA","Los Angeles, California, USA",787,571
USA,"Austin, Texas, USA",788,216
USA,"Georgia, USA",789,572
USA,,790,3
USA,"New York City, New York, USA",791,9
USA,"Los Angeles, California, USA",792,10
"USA,UK,Australia","Leavesden Studios, Leavesden, Hertfordshire, England, UK",793,573
USA,,794,3
USA,,795,3
USA,"Falmouth, Massachusetts, USA",796,574
USA,"Sportsmen's Lodge - 12825 Ventura Blvd., Studio City, Los Angeles, California, USA",797,575
"USA,Germany","Burwood, Sydney, New South Wales, Australia",798,576
USA,"Calabasas, California, USA",799,577
USA,"2nd Ave & E 56th St, New York City, New York, USA",800,578
USA,"Los Angeles, California, USA",801,10
USA,"Los Angeles, California, USA",802,10
USA,,803,3
USA,,804,3
USA,,805,3
USA,"Chicago, Illinois, USA",806,244
USA,"608 Vallombrosa Dr, Pasadena, California, USA",807,579
USA,,808,3
"Greece,USA","Athens, Greece",809,580
USA,,810,3
USA,"Savannah, Georgia, USA",811,581
