Director,original_index,unique_index
Stephen J. Anderson,1018,732
John McTiernan,1019,257
R. Winer,1020,733
Woody Allen,1021,694
Woody Allen,1022,694
Bill Feigenbaum,1023,734
Darren Doane,1024,735
Dean Parisot,1025,736
Peyton Reed,1026,737
Tom Shadyac,1027,336
"Peter Farrelly,Bobby Farrelly",1028,738
Jay Roach,1029,334
"Bobby Farrelly,Peter Farrelly",1030,112
Michael Gottlieb,1031,327
Don Bluth,1032,638
"Phil Nibbelink,Simon Wells",1033,739
"Don Bluth,Gary Goldman",1034,722
"Jim Henson,Frank Oz",1035,740
"Don Bluth,Gary Goldman",1036,722
"Don Bluth,Gary Goldman",1037,722
"Don Bluth,Gary Goldman",1038,722
"Don Bluth,Gary Goldman",1039,722
"Hendel Butoy,Mike Gabriel",1040,741
Don Bluth,1041,638
"Jules Bass,Arthur Rankin Jr.",1042,742
Elizabeth Allen Rosenbaum,1043,743
Jon Turteltaub,1044,398
John R. Cherry III,1045,744
Charles T. Kanganis,1046,745
Sang-ok Shin,1047,746
Brad Peyton,1048,726
Hillevi Loven,1049,747
Bryn Evans,1050,748
Beth Harrington,1051,749
"William Beaudine,Ward Kimball",1052,750
Brandon Ho,1053,751
Daniel Knudsen,1054,752
Jim Russell,1055,753
"Richard Cameron White,Chris Cook",1056,754
Peter Cousens,1057,755
Kim Longinotto,1058,756
Kerry Conran,1059,757
Noah Pritzker,1060,758
James Algar,1061,759
Martin R. Smith,1062,760
Dereck Joubert,1063,647
"Adam Ravetch,Sarah Robertson",1064,761
"Dean Hamer,Joe Wilson",1065,762
Roko Belic,1066,763
Fred C. Newmeyer,1067,764
Andrew Rossi,1068,765
Greg Whiteley,1069,766
Alex Orr,1070,767
Lina Plioplyte,1071,768
"Jonathan Howells,Tom Roberts",1072,769
"Alex Cox,Danny Beard",1073,770
John Sorensen,1074,771
Theo Love,1075,772
Julien Temple,1076,773
Brad Bird,1077,629
"John G. Blystone,Buster Keaton",1078,774
"Fumihiko Takayama,John Danylkiw",1079,775
Vladlen Barbe,1080,776
Tom Stoppard,1081,777
"Bill Melendez,Phil Roman",1082,778
"Bill Melendez,Phil Roman",1083,778
Bill Melendez,1084,655
Alex Cox,1085,779
Lee Unkrich,1086,780
Nathan Greno,1087,781
Su Rynard,1088,782
John A. Davis,1089,783
Lee Unkrich,1090,780
"Dean DeBlois,Chris Sanders",1091,680
L. Frank Baum,1092,784
Gregory J. Lanesey,1093,785
Gary Rydstrom,1094,786
Charles Martin Smith,1095,703
Brian Levant,1096,728
Simon Hung,1097,787
Chris Columbus,1098,321
Jodie Foster,1099,788
Billy Ray,1100,789
Dennis Lee,1101,790
F. Gary Gray,1102,449
James Cameron,1103,685
Jonathan Demme,1104,791
Michel Gondry,1105,792
Stanley Kubrick,1106,30
"Quentin Tarantino,Eli Roth",1107,793
Quentin Tarantino,1108,245
Tony Kaye,1109,794
Quentin Tarantino,1110,245
Sam Mendes,1111,20
Stanley Kubrick,1112,30
Martin Scorsese,1113,236
John Sturges,1114,795
"Steve Hickner,Simon J. Smith",1115,796
Steven Spielberg,1116,413
Gil Kenan,1117,797
Chris Miller,1118,798
Henry Selick,1119,634
"Chris Renaud,Kyle Balda",1120,799
Henry Selick,1121,634
"Roger Allers,Jill Culton",1122,800
Mark Dindal,1123,125
"Jimmy Hayward,Steve Martino",1124,801
John Alan Simon,1125,802
Gary Fleder,1126,803
George P. Cosmatos,1127,804
Peter Svatek,1128,805
Alan Parker,1129,806
John Jansen,1130,807
"Clyde Geronimi,Hamilton Luske",1131,808
Gus Van Sant,1132,301
"Tony Bancroft,Barry Cook",1133,809
"Ron Clements,John Musker",1134,496
"Ron Clements,John Musker",1135,496
Rob Bowman,1136,810
"Andy Wachowski,Lana Wachowski",1137,811
George Lucas,1138,812
John McTiernan,1139,257
Robert Zemeckis,1140,242
Robert Zemeckis,1141,242
James Whale,1142,813
George Waggner,1143,814
James Whale,1144,813
James Whale,1145,813
Roy William Neill,1146,815
Jack Arnold,1147,547
Rowland V. Lee,1148,816
Karl Freund,1149,817
Robert Aldrich,1150,137
"Ken Annakin,Andrew Marton",1151,818
David Lean,1152,819
Brian G. Hutton,1153,820
Brian G. Hutton,1154,820
Jack Smight,1155,468
Richard Attenborough,1156,821
Ron Howard,1157,174
Richard Donner,1158,54
Ken Annakin,1159,822
Guy Hamilton,1160,823
"Richard Fleischer,Kinji Fukasaku",1161,824
"Gary Trousdale,Kirk Wise",1162,123
"Gary Trousdale,Kirk Wise",1163,123
"Ron Clements,John Musker",1164,496
Brian De Palma,1165,404
Billy Wilder,1166,255
Billy Wilder,1167,255
Fred Zinnemann,1168,480
Howard Hawks,1169,154
Billy Wilder,1170,255
Billy Wilder,1171,255
William Wyler,1172,28
Billy Wilder,1173,255
Billy Wilder,1174,255
Billy Wilder,1175,255
Billy Wilder,1176,255
Billy Wilder,1177,255
Stephen Norrington,1178,21
"William Cottrell,David Hand",1179,825
Marc Webb,1180,262
Joss Whedon,1181,826
Martin Campbell,1182,827
Bryan Singer,1183,442
James Gunn,1184,828
Sam Raimi,1185,829
Alan Taylor,1186,830
Kenneth Branagh,1187,622
Joe Johnston,1188,488
Howard Hawks,1189,154
Bryan Singer,1190,442
Louis Leterrier,1191,831
Neill Blomkamp,1192,686
Rian Johnson,1193,832
Marc Forster,1194,451
Gareth Edwards,1195,833
Jordan Roberts,1196,834
Francis Lawrence,1197,835
Joseph Kosinski,1198,836
Matt Reeves,1199,227
Doug Liman,1200,837
Peter Jackson,1201,838
Gore Verbinski,1202,130
Gary Ross,1203,839
Peter Jackson,1204,838
Gore Verbinski,1205,130
Gore Verbinski,1206,130
James Cameron,1207,685
Francis Lawrence,1208,835
James Mangold,1209,46
Sam Raimi,1210,829
Nelson Shin,1211,840
Michael Bay,1212,259
Sam Raimi,1213,829
Gavin Hood,1214,841
Brett Ratner,1215,338
Howard Hawks,1216,154
Michael Bay,1217,259
Michael Bay,1218,259
Steven Spielberg,1219,413
Barry Sonnenfeld,1220,347
Peter Berg,1221,344
Roland Emmerich,1222,263
Michael Bay,1223,259
Roland Emmerich,1224,263
Florian Henckel von Donnersmarck,1225,842
Dominic Sena,1226,843
Stephen Sommers,1227,14
Doug Liman,1228,837
Simon West,1229,844
Jon Turteltaub,1230,398
Phillip Noyce,1231,845
Richard Donner,1232,54
Roberts Gannaway,1233,846
Peter Jackson,1234,838
Peter Jackson,1235,838
Peter Jackson,1236,838
George Lucas,1237,812
George Lucas,1238,812
George Lucas,1239,812
Steven Spielberg,1240,413
John McTiernan,1241,257
Guy Hamilton,1242,823
Lawrence Kasdan,1243,303
John Glen,1244,847
Gregory Nava,1245,848
"George P. Cosmatos,Kevin Jarre",1246,849
Geoff Murphy,1247,850
Mark Rosman,1248,851
Garry Marshall,1249,253
Mark Waters,1250,252
"Ron Clements,John Musker",1251,496
Joseph Kosinski,1252,836
Mike Newell,1253,852
Michael Apted,1254,853
David Yates,1255,854
David Yates,1256,854
David Yates,1257,854
Chris Columbus,1258,321
Michael Mann,1259,399
Martin Brest,1260,855
Norman Jewison,1261,192
Mike Newell,1262,852
Michael Mann,1263,399
Michael Mann,1264,399
Andrew Davis,1265,856
Oliver Stone,1266,383
Adrian Lyne,1267,12
Barry Levinson,1268,139
Steven Soderbergh,1269,89
Alfred Hitchcock,1270,0
Oliver Stone,1271,383
Oliver Stone,1272,383
Joel Schumacher,1273,175
Oliver Stone,1274,383
Joel Schumacher,1275,175
Daniel Algrant,1276,857
Clark Johnson,1277,277
James Westby,1278,654
Andrew Niccol,1279,858
Jon Avnet,1280,276
Oliver Stone,1281,383
Christopher Cain,1282,859
Oliver Stone,1283,383
Oliver Stone,1284,383
Kevin Costner,1285,860
Roger Donaldson,1286,697
Andrew Davis,1287,856
Brian De Palma,1288,404
Sean Robinson,1289,861
Paul Schrader,1290,862
Oliver Stone,1291,383
Dito Montiel,1292,863
Fisher Stevens,1293,864
Breck Eisner,1294,865
McG,1295,866
Brad Furman,1296,867
James Gartner,1297,868
Brian Helgeland,1298,869
Boaz Yakin,1299,663
Ericson Core,1300,870
John Lee Hancock,1301,871
Phil Joanou,1302,272
David Anspaugh,1303,872
Thomas Carter,1304,873
Gavin O'Connor,1305,874
Gary Fleder,1306,803
Harold Becker,1307,698
Sydney Pollack,1308,76
James Foley,1309,161
David F. Wheeler,1310,875
Al Pacino,1311,876
Garry Marshall,1312,253
Robert De Niro,1313,877
Sergio Leone,1314,878
Martin Scorsese,1315,236
David Fincher,1316,460
Jan de Bont,1317,13
"Andy Wachowski,Lana Wachowski",1318,811
"Andy Wachowski,Lana Wachowski",1319,811
Francis Lawrence,1320,835
John Woo,1321,879
Alfonso Arau,1322,880
Steven Baigelman,1323,881
Peter Segal,1324,882
Andrew Davis,1325,856
Brian Robbins,1326,883
David S. Ward,1327,884
"George Abbott,Stanley Donen",1328,885
Robert Longo,1329,886
Joe Charbanic,1330,887
Michael Radford,1331,888
Frank Oz,1332,431
George Cukor,1333,889
"Victor Fleming,George Cukor",1334,890
Robert Stevenson,1335,702
John Ford,1336,97
"Michael Anderson,John Farrow",1337,891
Cecil B. DeMille,1338,78
Robert Zemeckis,1339,242
Michael Lehmann,1340,892
Chris Columbus,1341,321
"James Algar,Clyde Geronimi",1342,893
Wolfgang Reitherman,1343,701
"Samuel Armstrong,Norman Ferguson",1344,894
Wolfgang Reitherman,1345,701
"Norman Ferguson,T. Hee",1346,895
"Clyde Geronimi,Wilfred Jackson",1347,725
"Clyde Geronimi,Wilfred Jackson",1348,725
Wolfgang Reitherman,1349,701
"Wilfred Jackson,Harve Foster",1350,896
"James Algar,Samuel Armstrong",1351,897
"Clyde Geronimi,Wilfred Jackson",1352,725
Clyde Geronimi,1353,898
Angela Robinson,1354,899
Sara Sugarman,1355,900
Jim Fall,1356,901
Simon Wincer,1357,902
Tim McCanlies,1358,903
Dave Green,1359,904
Steve Miner,1360,416
Joel Souza,1361,905
Vince Marcello,1362,906
Charlie Kaufman,1363,907
Joshua Shreve,1364,908
Andy Fickman,1365,441
David Bowers,1366,909
Susanna White,1367,910
Cameron Crowe,1368,911
Sam Raimi,1369,829
Adam Shankman,1370,248
Gary Winick,1371,912
Alan Parker,1372,806
Gabriela Cowperthwaite,1373,913
Costa-Gavras,1374,914
Shaun Monson,1375,915
Michael Moore,1376,916
Eli Roth,1377,43
Michael Moore,1378,916
Michael Moore,1379,916
Robert Kenner,1380,917
Alfred Hitchcock,1381,0
Alfred Hitchcock,1382,0
Orson Welles,1383,918
Bud Townsend,1384,919
Alfred Hitchcock,1385,0
Milos Forman,1386,337
Raja Gosnell,1387,707
Tim Burton,1388,119
Wolfgang Petersen,1389,920
"Sarah Smith,Barry Cook",1390,921
J. Stuart Blackton,1391,922
Sidney Lumet,1392,346
Robert Zemeckis,1393,242
Betty Thomas,1394,709
Stephen Herek,1395,326
Penelope Spheeris,1396,713
Michael Lehmann,1397,892
Dennis Dugan,1398,923
Peter Hewitt,1399,710
Stephen Herek,1400,326
Tamra Davis,1401,924
Peter Segal,1402,882
David Zucker,1403,925
John Glen,1404,847
Roger Spottiswoode,1405,269
John G. Avildsen,1406,926
David Dobkin,1407,586
Nicolás López,1408,927
Rawson Marshall Thurber,1409,928
"Josh Gordon,Will Speck",1410,594
Adam McKay,1411,333
Adam McKay,1412,333
Adam McKay,1413,333
Adam McKay,1414,333
Dennis Dugan,1415,923
Trey Parker,1416,712
Larry Charles,1417,716
Joel Schumacher,1418,175
Keenen Ivory Wayans,1419,929
Richard Linklater,1420,930
Paul Weitz,1421,931
Larry Charles,1422,716
"Paul Weitz,Chris Weitz",1423,932
Mark Mylod,1424,933
Mike Joens,1425,934
"Anthony Bell,Ben Gluck",1426,935
Eli Roth,1427,43
Eli Roth,1428,43
"Anne Hathaway,Anthony Anderson,Chazz Palminteri,Glenn Close,James Belushi,Patrick Warburton,Sally Struthers,Tara Strong,Cory Edwards,Tom Kenny,Todd Edwards,Tony Leech,Xzibit",1429,936
Raja Gosnell,1430,707
John Schultz,1431,596
Ron Howard,1432,174
Chris Weitz,1433,937
Robert Zemeckis,1434,242
Marc Forster,1435,451
John G. Avildsen,1436,926
Richard Donner,1437,54
Stefen Fangmeier,1438,938
Gabor Csupo,1439,939
Jon Favreau,1440,260
Iain Softley,1441,285
"Brenda Chapman,Steve Hickner",1442,940
Zach Helm,1443,941
Penelope Spheeris,1444,713
Sean McNamara,1445,590
Tim Fywell,1446,942
Raja Gosnell,1447,707
Steve Carr,1448,943
Thor Freudenthal,1449,944
Brad Peyton,1450,726
Chris Columbus,1451,321
Frederik Du Chau,1452,945
Gregory McClatchy,1453,946
Frank Coraci,1454,947
Tom Shadyac,1455,336
David Bowers,1456,909
Cal Brunker,1457,88
John A. Davis,1458,783
Harald Zwart,1459,278
McG,1460,866
James Cameron,1461,685
Jonathan Mostow,1462,948
Ridley Scott,1463,240
David Fincher,1464,460
Paul Verhoeven,1465,11
Mark L. Lester,1466,397
James Cameron,1467,685
Paul W.S. Anderson,1468,949
Stephen Hopkins,1469,950
Nimród Antal,1470,951
Paul Verhoeven,1471,11
Paul Michael Glaser,1472,952
Eduardo Schuldt,1473,953
Lijun Sun,1474,954
Barry Mahon,1475,955
Lawrence Kasanoff,1476,956
Matthew Diamond,1477,957
John G. Avildsen,1478,926
"József Gémes,Jenõ Koltai",1479,958
Tibor Hernádi,1480,959
John Landis,1481,960
John Landis,1482,960
Nae Caranfil,1483,961
Miguel Ángel Vivas,1484,962
Frank Hall Green,1485,963
Richard Fleischer,1486,964
Andrew Marton,1487,965
"John Korty,Charles Swenson",1488,966
John R. Cherry III,1489,744
"Glenn Ficarra,John Requa",1490,967
"Bobby Farrelly,Peter Farrelly",1491,112
John Landis,1492,960
Neal Israel,1493,968
Paul Michael Glaser,1494,952
John Murlowski,1495,637
Donald Petrie,1496,969
Coke Sams,1497,970
"Phil Nibbelink,Simon Wells",1498,739
"Ted Berman,Richard Rich",1499,971
"Ron Clements,Burny Mattinson",1500,972
"John Lounsbery,Wolfgang Reitherman",1501,973
Simon Wells,1502,974
Richard Rich,1503,975
Charles Grosvenor,1504,976
"Larry Leker,Paul Sabella",1505,977
Richard Rich,1506,975
Jim Henson,1507,978
George Miller,1508,979
Bill Kroyer,1509,980
Frederik Du Chau,1510,945
Richard Rich,1511,975
George Scribner,1512,981
Aleksander Bach,1513,982
Max Joseph,1514,983
"Jules Bass,Arthur Rankin Jr.",1515,742
"Ted Berman,Richard Rich",1516,971
Martha Coolidge,1517,457
Andrew Fleming,1518,306
Mark Rosman,1519,851
Robert Lieberman,1520,984
Holly Goldberg Sloan,1521,985
Daniel Stern,1522,986
Duwayne Dunham,1523,987
Michael Pressman,1524,988
Sam Weisman,1525,989
Stephen Herek,1526,326
Rupert Wainwright,1527,990
Sean McNamara,1528,590
John R. Cherry III,1529,744
"John Cherry,John R. Cherry III",1530,991
Penelope Spheeris,1531,713
John R. Cherry III,1532,744
John R. Cherry III,1533,744
John R. Cherry III,1534,744
Christopher Cain,1535,859
David M. Evans,1536,992
Tom Dey,1537,501
Hoyt Yeatman,1538,993
Lawrence Guterman,1539,592
Jake Kasdan,1540,244
Tim Story,1541,994
"Evan Goldberg,Seth Rogen",1542,995
K.B. Montgomery,1543,996
Jeremy Garelick,1544,997
Walter Hill,1545,445
Duncan Christie,1546,998
Tony Scott,1547,25
Ulli Lommel,1548,999
John Landis,1549,960
Maclain Nelson,1550,1000
Paul Kaitson,1551,1001
Patrick Biesemans,1552,1002
Stephen Shimek,1553,1003
Julian Grant,1554,1004
Keith Alan Morris,1555,1005
Darva Campbell,1556,1006
Tim Hunter,1557,1007
Teddy Smith,1558,1008
Peter Markle,1559,1009
Joel Paul Reisig,1560,1010
John Landis,1561,960
Michael Damian,1562,1011
David Rotan,1563,1012
William Dear,1564,1013
Dennis Fallon,1565,1014
John Rogers,1566,1015
Cameron Crowe,1567,911
Cameron Crowe,1568,911
James Keach,1569,1016
Carl Reiner,1570,1017
Steve Royall,1571,1018
John K.D. Graham,1572,1019
Darnell Martin,1573,1020
Carl Reiner,1574,1017
"Andrew Droz Palermo,Tracy Droz Tragos",1575,1021
Jennifer Phang,1576,1022
Carl Reiner,1577,1017
James Signorelli,1578,1023
John Landis,1579,960
David Lean,1580,819
Paul Thomas Anderson,1581,1024
"Peter Lord,Jeff Newitt",1582,1025
David M. Evans,1583,992
Clara Mamet,1584,1026
Sean McNamara,1585,590
Tamar Halpern,1586,1027
Paul Jarrett,1587,1028
Demetrius Navarro,1588,1029
James Algar,1589,759
Roberto Gavaldón,1590,1030
James Algar,1591,759
James Algar,1592,759
James Algar,1593,759
James Algar,1594,759
Sam Raimi,1595,829
Christopher Kenneally,1596,1031
Andy Tennant,1597,1032
Damien Dante Wayans,1598,1033
"Tony Oliver,Ryuichi Yagi",1599,1034
Ron Shelton,1600,1035
Clint Eastwood,1601,293
Clint Eastwood,1602,293
Clint Eastwood,1603,293
Clint Eastwood,1604,293
Clint Eastwood,1605,293
Wally Pfister,1606,1036
Antoine Fuqua,1607,517
Nardo Castillo,1608,1037
Neil Burger,1609,1038
Kevin Reynolds,1610,247
John Badham,1611,100
Simon Wincer,1612,902
Carroll Ballard,1613,1039
Simon Wincer,1614,902
Jay Russell,1615,1040
Tony Scott,1616,25
Andrew Marton,1617,965
Jean-Jacques Annaud,1618,1041
"James Hill,Tom McGowan",1619,1042
Carroll Ballard,1620,1039
Luiso Berdejo,1621,1043
Blake Edwards,1622,1044
"Mike Thurmeier,Galen T. Chu",1623,1045
Lance Rivera,1624,1046
Bruce A. Evans,1625,1047
Mike Binder,1626,1048
Nancy Meyers,1627,474
Richard Donner,1628,54
Richard Donner,1629,54
Martin Brest,1630,855
Dan Steadman,1631,1049
Helene Klodawsky,1632,1050
Brian Helgeland,1633,869
Richard Donner,1634,54
Shlomi Eldar,1635,1051
Andrew Davis,1636,856
Félix Enríquez Alcalá,1637,1052
Keith Hartman,1638,1053
John Flynn,1639,182
Richard LeMay,1640,1054
Peter Richardson,1641,1055
Andrzej Bartkowiak,1642,1056
Geoff Murphy,1643,850
Steven Seagal,1644,1057
mink,1645,1058
Martin Scorsese,1646,236
Steven Spielberg,1647,413
Woody Allen,1648,694
Bruce Malmuth,1649,1059
John Gray,1650,1060
Marilyn Agrelo,1651,1061
Stuart Baird,1652,1062
Dwight H. Little,1653,1063
Peter Weir,1654,155
Bobbi Jo Hart,1655,1064
Mitch Dickman,1656,1065
Angela Sun,1657,1066
"Jose Antonio Vargas,Ann Raffaela Lupo",1658,1067
David Sampliner,1659,1068
Petra Costa,1660,1069
"Lacey Schwartz,James Adolphus",1661,1070
J. Lee Thompson,1662,72
Roger Spottiswoode,1663,269
Jonathan Demme,1664,791
"Charles Crichton,John Cleese",1665,1071
Marcos Siega,1666,1072
Lee Toland Krieger,1667,1073
Michael Apted,1668,853
Paul Greengrass,1669,10
Howard Zieff,1670,1074
"Ricardo Arnaiz,Mike Kunkel",1671,1075
Frank Oz,1672,431
Tony Bancroft,1673,1076
Carlos Saldanha,1674,616
Brian De Palma,1675,404
Joel Schumacher,1676,175
David Lister,1677,1077
Josh Cooley,1678,1078
Simon West,1679,844
Andrew Bergman,1680,1079
Brad Silberling,1681,721
"Igor Kovalyov,Norton Virgien",1682,1080
"Stig Bergqvist,Paul Demeyer",1683,1081
Zachary Wyman,1684,1082
Troy Miller,1685,1083
Robert Kirbyson,1686,1084
Robert Shallcross,1687,1085
Mike Figgis,1688,1086
Bernard Rose,1689,204
"Roberts Gannaway,Peggy Holmes",1690,1087
Isaac Florentine,1691,1088
Carl Franklin,1692,1089
Jim Fitzpatrick,1693,1090
Ron Howard,1694,174
Linda Shayne,1695,1091
Gary Fleder,1696,803
James R. Gorrie,1697,1092
Francis Ford Coppola,1698,1093
Brian Levant,1699,728
Frederik Du Chau,1700,945
Frank Marshall,1701,1094
Fred Savage,1702,1095
Charles Martin Smith,1703,703
Harold Cronk,1704,1096
Dito Montiel,1705,863
Chuck Powers,1706,1097
Kimberly Peirce,1707,1098
Robert Schwartzman,1708,1099
Bruce Beresford,1709,497
"Paul Duddridge,Nigel Levy",1710,1100
Isaac Florentine,1711,1088
Garry Marshall,1712,253
Michael Jai White,1713,1101
Ed Gass-Donnelly,1714,1102
Susan Dynner,1715,1103
Kevin Smith,1716,168
Kevin Smith,1717,168
Ben Ramsey,1718,1104
Kevin Smith,1719,168
Marc Lawrence,1720,1105
Herbert Ross,1721,145
Mike Newell,1722,852
Roger Michell,1723,1106
P.J. Hogan,1724,627
Garry Marshall,1725,253
Garry Marshall,1726,253
Joe Roth,1727,1107
Joel Schumacher,1728,175
Anne Fletcher,1729,250
"Ethan Coen,Joel Coen",1730,1108
Justin Chadwick,1731,1109
David Gordon Green,1732,1110
Gavin O'Connor,1733,874
Bharat Nalluri,1734,1111
Liv Ullmann,1735,1112
Scott Coffey,1736,328
Scott Coffey,1737,328
Noel Nosseck,1738,1113
Ryan Coogler,1739,1114
Bryan Buckley,1740,1115
Al Pacino,1741,876
Angelina Jolie,1742,1116
Tom McCarthy,1743,418
Jay Roach,1744,334
Craig Gillespie,1745,1117
Michael Cuesta,1746,1118
Patricia Riggen,1747,1119
Babak Najafi,1748,1120
Oliver Stone,1749,383
John Stockwell,1750,1121
Tim Burton,1751,119
Niki Caro,1752,1122
Thomas Vinterberg,1753,1123
Noah Baumbach,1754,1124
George A. Pappy Jr.,1755,1125
P.J. Hogan,1756,627
Shawn Ku,1757,1126
Caryn Waechter,1758,1127
Daniel Espinosa,1759,459
Megan Griffiths,1760,1128
Ernest R. Dickerson,1761,1129
George Tillman Jr.,1762,1130
Doug McHenry,1763,1131
John Singleton,1764,1132
F. Gary Gray,1765,449
"Albert Hughes,Allen Hughes",1766,339
Jeff Pollack,1767,1133
"Leslie Small,Tim Story",1768,1134
Theodore Witcher,1769,1135
John Singleton,1770,1132
Mario Van Peebles,1771,1136
Stephen Milburn Anderson,1772,1137
"Albert Hughes,Allen Hughes",1773,339
Peter Weir,1774,155
David Fincher,1775,460
Christopher Nolan,1776,109
Stanley Kubrick,1777,30
Ridley Scott,1778,240
Francis Ford Coppola,1779,1093
Steven Spielberg,1780,413
Steven Spielberg,1781,413
Jack Messitt,1782,1138
Christopher Nolan,1783,109
Oliver Stone,1784,383
Martin Scorsese,1785,236
Clint Eastwood,1786,293
Martin Scorsese,1787,236
Wolfgang Petersen,1788,920
Quentin Tarantino,1789,245
Christopher Nolan,1790,109
Quentin Tarantino,1791,245
Bill Pohlad,1792,1139
Frank Darabont,1793,1140
Quentin Tarantino,1794,245
Derek Lee Nixon,1795,1141
Ron Howard,1796,174
Robert Redford,1797,1142
Martin Scorsese,1798,236
George Roy Hill,1799,1143
George Roy Hill,1800,1143
Stuart Rosenberg,1801,1144
John Sturges,1802,795
Clint Eastwood,1803,293
Frank Capra,1804,80
Franklin J. Schaffner,1805,74
Rupert Goold,1806,1145
Norman Jewison,1807,192
Vincente Minnelli,1808,164
"Corinne Marchand,Charles Walters,Edwin Jerome,Eva Gabor,Hermione Gingold,Isabel Jeans,Jacques Bergerac,John Abbott,Leslie Caron,Louis Jourdan,Maurice Chevalier,Vincente Minnelli",1809,1146
James L. Brooks,1810,1147
John Madden,1811,1148
Rob Marshall,1812,211
Franklin J. Schaffner,1813,74
Sydney Pollack,1814,76
John Schlesinger,1815,1149
Steven Spielberg,1816,413
Richard Loncraine,1817,1150
Kevin Lima,1818,695
Brad Bird,1819,629
Robert Luketic,1820,249
Alan Poul,1821,1151
Andy Tennant,1822,1032
Howard Deutch,1823,324
Andy Tennant,1824,1032
"Anthony Russo,Joe Russo",1825,261
Jerry Zucker,1826,1152
Mimi Leder,1827,298
"Matthew O'Callaghan,Todd Wilderman",1828,1153
Cody Cameron,1829,1154
Fred Wolf,1830,1155
Terry Gilliam,1831,340
David Dobkin,1832,586
John Suits,1833,1156
