Duration,original_index,unique_index
,6363,7
88 min,6364,31
108 min,6365,50
102 min,6366,26
97 min,6367,37
98 min,6368,65
84 min,6369,39
87 min,6370,38
110 min,6371,10
133 min,6372,80
135 min,6373,77
109 min,6374,0
104 min,6375,18
120 min,6376,2
126 min,6377,54
87 min,6378,38
97 min,6379,37
115 min,6380,11
91 min,6381,19
98 min,6382,65
106 min,6383,17
96 min,6384,1
,6385,7
85 min,6386,35
98 min,6387,65
107 min,6388,71
97 min,6389,37
99 min,6390,62
103 min,6391,36
88 min,6392,31
93 min,6393,3
100 min,6394,8
85 min,6395,35
94 min,6396,33
115 min,6397,11
98 min,6398,65
113 min,6399,23
97 min,6400,37
91 min,6401,19
108 min,6402,50
114 min,6403,41
90 min,6404,34
91 min,6405,19
113 min,6406,23
105 min,6407,9
116 min,6408,52
,6409,7
103 min,6410,36
95 min,6411,6
119 min,6412,88
92 min,6413,5
92 min,6414,5
97 min,6415,37
88 min,6416,31
89 min,6417,56
93 min,6418,3
82 min,6419,66
89 min,6420,56
80 min,6421,48
85 min,6422,35
90 min,6423,34
94 min,6424,33
99 min,6425,62
102 min,6426,26
93 min,6427,3
92 min,6428,5
1 hr. 34 min.,6429,106
92 min,6430,5
81 min,6431,76
97 min,6432,37
92 min,6433,5
84 min,6434,39
91 min,6435,19
1 hr. 28 min.,6436,123
99 min,6437,62
75 min,6438,83
88 min,6439,31
104 min,6440,18
95 min,6441,6
102 min,6442,26
102 min,6443,26
,6444,7
84 min,6445,39
101 min,6446,42
91 min,6447,19
85 min,6448,35
100 min,6449,8
101 min,6450,42
99 min,6451,62
96 min,6452,1
80 min,6453,48
95 min,6454,6
104 min,6455,18
74 min,6456,60
91 min,6457,19
90 min,6458,34
95 min,6459,6
92 min,6460,5
90 min,6461,34
107 min,6462,71
92 min,6463,5
103 min,6464,36
102 min,6465,26
89 min,6466,56
95 min,6467,6
90 min,6468,34
94 min,6469,33
104 min,6470,18
81 min,6471,76
83 min,6472,85
77 min,6473,111
84 min,6474,39
92 min,6475,5
87 min,6476,38
84 min,6477,39
100 min,6478,8
105 min,6479,9
84 min,6480,39
97 min,6481,37
,6482,7
93 min,6483,3
109 min,6484,0
90 min,6485,34
112 min,6486,53
84 min,6487,39
93 min,6488,3
97 min,6489,37
88 min,6490,31
125 min,6491,15
80 min,6492,48
112 min,6493,53
92 min,6494,5
94 min,6495,33
77 min,6496,111
95 min,6497,6
98 min,6498,65
88 min,6499,31
85 min,6500,35
94 min,6501,33
92 min,6502,5
115 min,6503,11
110 min,6504,10
102 min,6505,26
101 min,6506,42
84 min,6507,39
90 min,6508,34
99 min,6509,62
102 min,6510,26
99 min,6511,62
117 min,6512,14
109 min,6513,0
98 min,6514,65
73 min,6515,46
99 min,6516,62
108 min,6517,50
99 min,6518,62
,6519,7
,6520,7
102 min,6521,26
97 min,6522,37
109 min,6523,0
,6524,7
,6525,7
56 min,6526,115
,6527,7
90 min,6528,34
,6529,7
81 min,6530,76
,6531,7
,6532,7
,6533,7
,6534,7
,6535,7
,6536,7
82 min,6537,66
93 min,6538,3
91 min,6539,19
64 min,6540,45
102 min,6541,26
82 min,6542,66
110 min,6543,10
103 min,6544,36
92 min,6545,5
85 min,6546,35
1 hr. 25 min.,6547,206
87 min,6548,38
86 min,6549,30
93 min,6550,3
,6551,7
94 min,6552,33
93 min,6553,3
106 min,6554,17
105 min,6555,9
99 min,6556,62
87 min,6557,38
96 min,6558,1
79 min,6559,32
71 min,6560,58
74 min,6561,60
80 min,6562,48
85 min,6563,35
101 min,6564,42
89 min,6565,56
73 min,6566,46
86 min,6567,30
103 min,6568,36
89 min,6569,56
98 min,6570,65
98 min,6571,65
80 min,6572,48
117 min,6573,14
87 min,6574,38
83 min,6575,85
145 min,6576,121
90 min,6577,34
89 min,6578,56
97 min,6579,37
82 min,6580,66
91 min,6581,19
90 min,6582,34
90 min,6583,34
88 min,6584,31
93 min,6585,3
95 min,6586,6
87 min,6587,38
104 min,6588,18
95 min,6589,6
98 min,6590,65
85 min,6591,35
83 min,6592,85
136 min,6593,55
80 min,6594,48
80 min,6595,48
75 min,6596,83
75 min,6597,83
110 min,6598,10
73 min,6599,46
90 min,6600,34
95 min,6601,6
99 min,6602,62
84 min,6603,39
88 min,6604,31
101 min,6605,42
,6606,7
73 min,6607,46
105 min,6608,9
101 min,6609,42
91 min,6610,19
60 min,6611,82
95 min,6612,6
83 min,6613,85
80 min,6614,48
105 min,6615,9
,6616,7
111 min,6617,44
77 min,6618,111
109 min,6619,0
90 min,6620,34
,6621,7
82 min,6622,66
,6623,7
,6624,7
,6625,7
96 min,6626,1
80 min,6627,48
98 min,6628,65
87 min,6629,38
67 min,6630,107
55 min,6631,183
94 min,6632,33
,6633,7
91 min,6634,19
1 hr. 49 min.,6635,207
87 min,6636,38
95 min,6637,6
105 min,6638,9
90 min,6639,34
86 min,6640,30
97 min,6641,37
76 min,6642,61
90 min,6643,34
97 min,6644,37
93 min,6645,3
96 min,6646,1
94 min,6647,33
84 min,6648,39
98 min,6649,65
93 min,6650,3
87 min,6651,38
83 min,6652,85
95 min,6653,6
89 min,6654,56
,6655,7
101 min,6656,42
95 min,6657,6
91 min,6658,19
85 min,6659,35
84 min,6660,39
99 min,6661,62
98 min,6662,65
88 min,6663,31
146 min,6664,24
85 min,6665,35
106 min,6666,17
104 min,6667,18
88 min,6668,31
112 min,6669,53
99 min,6670,62
89 min,6671,56
90 min,6672,34
97 min,6673,37
104 min,6674,18
72 min,6675,57
88 min,6676,31
80 min,6677,48
90 min,6678,34
98 min,6679,65
90 min,6680,34
75 min,6681,83
80 min,6682,48
85 min,6683,35
89 min,6684,56
85 min,6685,35
81 min,6686,76
90 min,6687,34
80 min,6688,48
102 min,6689,26
116 min,6690,52
98 min,6691,65
98 min,6692,65
114 min,6693,41
145 min,6694,121
100 min,6695,8
61 min,6696,188
180 min,6697,117
102 min,6698,26
119 min,6699,88
73 min,6700,46
87 min,6701,38
74 min,6702,60
86 min,6703,30
105 min,6704,9
80 min,6705,48
99 min,6706,62
96 min,6707,1
90 min,6708,34
94 min,6709,33
89 min,6710,56
,6711,7
93 min,6712,3
165 min,6713,67
78 min,6714,70
103 min,6715,36
83 min,6716,85
80 min,6717,48
1 hr. 30 min.,6718,156
112 min,6719,53
80 min,6720,48
75 min,6721,83
104 min,6722,18
91 min,6723,19
103 min,6724,36
99 min,6725,62
101 min,6726,42
87 min,6727,38
107 min,6728,71
99 min,6729,62
98 min,6730,65
112 min,6731,53
101 min,6732,42
,6733,7
100 min,6734,8
91 min,6735,19
,6736,7
80 min,6737,48
98 min,6738,65
94 min,6739,33
132 min,6740,101
89 min,6741,56
87 min,6742,38
90 min,6743,34
2 hr. 6 min.,6744,208
96 min,6745,1
89 min,6746,56
104 min,6747,18
,6748,7
,6749,7
98 min,6750,65
82 min,6751,66
90 min,6752,34
97 min,6753,37
115 min,6754,11
95 min,6755,6
91 min,6756,19
104 min,6757,18
90 min,6758,34
98 min,6759,65
103 min,6760,36
90 min,6761,34
90 min,6762,34
94 min,6763,33
88 min,6764,31
92 min,6765,5
111 min,6766,44
102 min,6767,26
131 min,6768,102
91 min,6769,19
120 min,6770,2
93 min,6771,3
85 min,6772,35
141 min,6773,145
86 min,6774,30
102 min,6775,26
97 min,6776,37
96 min,6777,1
90 min,6778,34
88 min,6779,31
97 min,6780,37
107 min,6781,71
93 min,6782,3
105 min,6783,9
134 min,6784,97
115 min,6785,11
91 min,6786,19
102 min,6787,26
86 min,6788,30
120 min,6789,2
98 min,6790,65
112 min,6791,53
104 min,6792,18
93 min,6793,3
89 min,6794,56
95 min,6795,6
114 min,6796,41
98 min,6797,65
93 min,6798,3
100 min,6799,8
93 min,6800,3
95 min,6801,6
86 min,6802,30
93 min,6803,3
103 min,6804,36
103 min,6805,36
86 min,6806,30
100 min,6807,8
86 min,6808,30
105 min,6809,9
88 min,6810,31
97 min,6811,37
100 min,6812,8
109 min,6813,0
102 min,6814,26
100 min,6815,8
81 min,6816,76
85 min,6817,35
98 min,6818,65
82 min,6819,66
96 min,6820,1
76 min,6821,61
90 min,6822,34
99 min,6823,62
,6824,7
119 min,6825,88
1 hr. 38 min.,6826,172
99 min,6827,62
105 min,6828,9
89 min,6829,56
117 min,6830,14
87 min,6831,38
85 min,6832,35
122 min,6833,20
106 min,6834,17
123 min,6835,90
122 min,6836,20
91 min,6837,19
103 min,6838,36
110 min,6839,10
122 min,6840,20
137 min,6841,68
91 min,6842,19
92 min,6843,5
95 min,6844,6
106 min,6845,17
,6846,7
98 min,6847,65
87 min,6848,38
95 min,6849,6
113 min,6850,23
94 min,6851,33
99 min,6852,62
110 min,6853,10
100 min,6854,8
103 min,6855,36
122 min,6856,20
98 min,6857,65
97 min,6858,37
100 min,6859,8
94 min,6860,33
90 min,6861,34
93 min,6862,3
102 min,6863,26
96 min,6864,1
85 min,6865,35
107 min,6866,71
107 min,6867,71
83 min,6868,85
97 min,6869,37
91 min,6870,19
94 min,6871,33
100 min,6872,8
103 min,6873,36
106 min,6874,17
96 min,6875,1
96 min,6876,1
104 min,6877,18
,6878,7
94 min,6879,33
89 min,6880,56
87 min,6881,38
84 min,6882,39
92 min,6883,5
102 min,6884,26
116 min,6885,52
111 min,6886,44
83 min,6887,85
105 min,6888,9
91 min,6889,19
115 min,6890,11
96 min,6891,1
92 min,6892,5
96 min,6893,1
84 min,6894,39
86 min,6895,30
1 hr. 22 min.,6896,209
84 min,6897,39
90 min,6898,34
90 min,6899,34
98 min,6900,65
118 min,6901,51
88 min,6902,31
90 min,6903,34
93 min,6904,3
107 min,6905,71
76 min,6906,61
89 min,6907,56
96 min,6908,1
109 min,6909,0
81 min,6910,76
103 min,6911,36
97 min,6912,37
114 min,6913,41
129 min,6914,63
123 min,6915,90
114 min,6916,41
1 hr. 46 min.,6917,173
126 min,6918,54
115 min,6919,11
97 min,6920,37
136 min,6921,55
118 min,6922,51
86 min,6923,30
112 min,6924,53
139 min,6925,91
90 min,6926,34
89 min,6927,56
97 min,6928,37
74 min,6929,60
93 min,6930,3
77 min,6931,111
71 min,6932,58
61 min,6933,188
86 min,6934,30
88 min,6935,31
93 min,6936,3
87 min,6937,38
99 min,6938,62
69 min,6939,108
105 min,6940,9
80 min,6941,48
79 min,6942,32
75 min,6943,83
80 min,6944,48
91 min,6945,19
112 min,6946,53
94 min,6947,33
70 min,6948,125
92 min,6949,5
100 min,6950,8
92 min,6951,5
104 min,6952,18
105 min,6953,9
88 min,6954,31
98 min,6955,65
91 min,6956,19
113 min,6957,23
85 min,6958,35
93 min,6959,3
1 hr. 37 min.,6960,210
88 min,6961,31
95 min,6962,6
93 min,6963,3
93 min,6964,3
117 min,6965,14
85 min,6966,35
95 min,6967,6
86 min,6968,30
104 min,6969,18
1 hr. 38 min.,6970,172
140 min,6971,74
121 min,6972,16
99 min,6973,62
50 min,6974,199
1 hr. 43 min.,6975,116
99 min,6976,62
91 min,6977,19
97 min,6978,37
117 min,6979,14
97 min,6980,37
93 min,6981,3
115 min,6982,11
114 min,6983,41
102 min,6984,26
103 min,6985,36
100 min,6986,8
120 min,6987,2
97 min,6988,37
110 min,6989,10
100 min,6990,8
93 min,6991,3
104 min,6992,18
90 min,6993,34
93 min,6994,3
95 min,6995,6
103 min,6996,36
105 min,6997,9
116 min,6998,52
49 min,6999,147
77 min,7000,111
98 min,7001,65
115 min,7002,11
99 min,7003,62
102 min,7004,26
72 min,7005,57
,7006,7
150 min,7007,129
118 min,7008,51
107 min,7009,71
100 min,7010,8
75 min,7011,83
76 min,7012,61
85 min,7013,35
94 min,7014,33
90 min,7015,34
102 min,7016,26
92 min,7017,5
78 min,7018,70
90 min,7019,34
97 min,7020,37
,7021,7
90 min,7022,34
63 min,7023,59
95 min,7024,6
104 min,7025,18
111 min,7026,44
,7027,7
70 min,7028,125
103 min,7029,36
85 min,7030,35
81 min,7031,76
75 min,7032,83
96 min,7033,1
,7034,7
90 min,7035,34
90 min,7036,34
90 min,7037,34
93 min,7038,3
90 min,7039,34
83 min,7040,85
85 min,7041,35
90 min,7042,34
80 min,7043,48
78 min,7044,70
95 min,7045,6
85 min,7046,35
97 min,7047,37
79 min,7048,32
87 min,7049,38
92 min,7050,5
114 min,7051,41
88 min,7052,31
87 min,7053,38
101 min,7054,42
94 min,7055,33
85 min,7056,35
,7057,7
82 min,7058,66
92 min,7059,5
90 min,7060,34
108 min,7061,50
110 min,7062,10
120 min,7063,2
102 min,7064,26
144 min,7065,49
97 min,7066,37
,7067,7
92 min,7068,5
91 min,7069,19
110 min,7070,10
1 hr. 32 min.,7071,144
,7072,7
104 min,7073,18
,7074,7
78 min,7075,70
92 min,7076,5
80 min,7077,48
84 min,7078,39
76 min,7079,61
80 min,7080,48
93 min,7081,3
102 min,7082,26
90 min,7083,34
94 min,7084,33
93 min,7085,3
,7086,7
,7087,7
81 min,7088,76
85 min,7089,35
82 min,7090,66
92 min,7091,5
98 min,7092,65
89 min,7093,56
107 min,7094,71
83 min,7095,85
95 min,7096,6
88 min,7097,31
,7098,7
75 min,7099,83
,7100,7
,7101,7
,7102,7
,7103,7
65 min,7104,131
78 min,7105,70
,7106,7
115 min,7107,11
87 min,7108,38
90 min,7109,34
85 min,7110,35
94 min,7111,33
91 min,7112,19
83 min,7113,85
91 min,7114,19
99 min,7115,62
94 min,7116,33
89 min,7117,56
86 min,7118,30
84 min,7119,39
85 min,7120,35
103 min,7121,36
,7122,7
113 min,7123,23
91 min,7124,19
70 min,7125,125
80 min,7126,48
91 min,7127,19
65 min,7128,131
86 min,7129,30
75 min,7130,83
125 min,7131,15
67 min,7132,107
82 min,7133,66
79 min,7134,32
68 min,7135,47
83 min,7136,85
71 min,7137,58
79 min,7138,32
84 min,7139,39
73 min,7140,46
93 min,7141,3
69 min,7142,108
66 min,7143,110
89 min,7144,56
78 min,7145,70
108 min,7146,50
93 min,7147,3
96 min,7148,1
90 min,7149,34
99 min,7150,62
81 min,7151,76
138 min,7152,114
109 min,7153,0
93 min,7154,3
64 min,7155,45
103 min,7156,36
87 min,7157,38
89 min,7158,56
81 min,7159,76
79 min,7160,32
82 min,7161,66
87 min,7162,38
95 min,7163,6
76 min,7164,61
77 min,7165,111
81 min,7166,76
102 min,7167,26
90 min,7168,34
71 min,7169,58
67 min,7170,107
85 min,7171,35
67 min,7172,107
89 min,7173,56
80 min,7174,48
85 min,7175,35
1 hr. 53 min.,7176,211
,7177,7
70 min,7178,125
93 min,7179,3
86 min,7180,30
93 min,7181,3
87 min,7182,38
78 min,7183,70
96 min,7184,1
80 min,7185,48
70 min,7186,125
71 min,7187,58
68 min,7188,47
63 min,7189,59
95 min,7190,6
81 min,7191,76
68 min,7192,47
116 min,7193,52
92 min,7194,5
124 min,7195,13
90 min,7196,34
79 min,7197,32
114 min,7198,41
78 min,7199,70
133 min,7200,80
109 min,7201,0
107 min,7202,71
115 min,7203,11
120 min,7204,2
141 min,7205,145
116 min,7206,52
102 min,7207,26
127 min,7208,12
120 min,7209,2
86 min,7210,30
97 min,7211,37
89 min,7212,56
87 min,7213,38
85 min,7214,35
103 min,7215,36
92 min,7216,5
90 min,7217,34
94 min,7218,33
91 min,7219,19
103 min,7220,36
101 min,7221,42
92 min,7222,5
,7223,7
146 min,7224,24
87 min,7225,38
102 min,7226,26
94 min,7227,33
104 min,7228,18
98 min,7229,65
94 min,7230,33
99 min,7231,62
100 min,7232,8
97 min,7233,37
114 min,7234,41
101 min,7235,42
92 min,7236,5
106 min,7237,17
94 min,7238,33
105 min,7239,9
94 min,7240,33
102 min,7241,26
115 min,7242,11
122 min,7243,20
97 min,7244,37
109 min,7245,0
105 min,7246,9
86 min,7247,30
93 min,7248,3
91 min,7249,19
89 min,7250,56
131 min,7251,102
98 min,7252,65
95 min,7253,6
88 min,7254,31
99 min,7255,62
82 min,7256,66
79 min,7257,32
,7258,7
93 min,7259,3
88 min,7260,31
96 min,7261,1
106 min,7262,17
90 min,7263,34
155 min,7264,99
118 min,7265,51
95 min,7266,6
109 min,7267,0
87 min,7268,38
94 min,7269,33
93 min,7270,3
108 min,7271,50
89 min,7272,56
101 min,7273,42
95 min,7274,6
1 hr. 38 min.,7275,172
94 min,7276,33
102 min,7277,26
88 min,7278,31
91 min,7279,19
97 min,7280,37
109 min,7281,0
100 min,7282,8
106 min,7283,17
93 min,7284,3
82 min,7285,66
91 min,7286,19
88 min,7287,31
95 min,7288,6
,7289,7
101 min,7290,42
,7291,7
76 min,7292,61
88 min,7293,31
90 min,7294,34
88 min,7295,31
81 min,7296,76
98 min,7297,65
92 min,7298,5
85 min,7299,35
95 min,7300,6
89 min,7301,56
81 min,7302,76
98 min,7303,65
81 min,7304,76
,7305,7
98 min,7306,65
102 min,7307,26
,7308,7
99 min,7309,62
105 min,7310,9
118 min,7311,51
85 min,7312,35
105 min,7313,9
107 min,7314,71
1 hr. 24 min.,7315,212
63 min,7316,59
53 min,7317,213
102 min,7318,26
137 min,7319,68
,7320,7
80 min,7321,48
93 min,7322,3
100 min,7323,8
93 min,7324,3
116 min,7325,52
85 min,7326,35
,7327,7
,7328,7
94 min,7329,33
93 min,7330,3
,7331,7
98 min,7332,65
91 min,7333,19
120 min,7334,2
93 min,7335,3
97 min,7336,37
103 min,7337,36
96 min,7338,1
104 min,7339,18
108 min,7340,50
100 min,7341,8
85 min,7342,35
90 min,7343,34
113 min,7344,23
111 min,7345,44
103 min,7346,36
91 min,7347,19
139 min,7348,91
91 min,7349,19
97 min,7350,37
89 min,7351,56
87 min,7352,38
1 hr. 42 min.,7353,170
98 min,7354,65
91 min,7355,19
108 min,7356,50
97 min,7357,37
1 hr. 31 min.,7358,164
88 min,7359,31
92 min,7360,5
93 min,7361,3
99 min,7362,62
97 min,7363,37
85 min,7364,35
1 hr. 49 min.,7365,207
97 min,7366,37
89 min,7367,56
97 min,7368,37
88 min,7369,31
100 min,7370,8
88 min,7371,31
83 min,7372,85
,7373,7
123 min,7374,90
123 min,7375,90
189 min,7376,127
123 min,7377,90
73 min,7378,46
151 min,7379,25
121 min,7380,16
86 min,7381,30
80 min,7382,48
90 min,7383,34
90 min,7384,34
96 min,7385,1
84 min,7386,39
112 min,7387,53
90 min,7388,34
108 min,7389,50
