Director,Creator,original_index,unique_index
Philippe Blot,Philippe Blot,482,475
Spike Lee,Spike Lee,483,476
Spike Lee,"Richard Price,Richard Price",484,477
Spike Jonze,Charlie Kaufman,485,478
Alfred Hitchcock,"Peter Viertel,Joan Harrison",486,479
Alfred Hitchcock,Brian Moore,487,480
Oliver Stone,,488,481
Gilles Paquet-Brenner,"Gillian Flynn,Gilles Paquet-Brenner",489,482
Tarsem Singh,"David Pastor,Àlex Pastor",490,483
"John Francis Daley,Jonathan M. Goldstein","Jonathan M. Goldstein,John Francis Daley",491,484
Jake Schreier,"John Green,Scott Neustadter",492,485
Tony McNamara,Tony McNamara,493,486
"Shari Springer Berman,Robert Pulcini","Shari Springer Berman,Eleanor Henderson",494,487
"Rachel Davis,Mora Stephens","Rachel Davis,Mora Stephens,Joel Viertel",495,488
Harold F. Kress,"True Boardman,Alexander Hull",496,489
Chad Burns,Paul McCusker,497,490
Kevin Carraway,"Kevin Carraway,Lawrence Sara",498,491
Ryan Little,"Adam Emerson,Andrew Kightlinger",499,492
Marielle Heller,"Phoebe Gloeckner,Marielle Heller",500,493
"Fax Bahr,George Hickenlooper","Fax Bahr,George Hickenlooper",501,494
Wes Craven,Kevin Williamson,502,380
Alfred Hitchcock,Ernest Lehman,503,495
Mark L. Lester,"Stephen King,Stanley Mann",504,496
Ken Wiederhorn,"Eric L. Bloom,Ron Kurz",505,497
Richard Thorpe,"Margaret Fitts,William Ludwig",506,498
Jon Turteltaub,"Jim Kouf,Cormac Wibberley",507,499
Michael Mann,Stuart Beattie,508,500
Stanley Kubrick,"Stanley Kubrick,Anthony Burgess",509,501
John Milius,"Robert E. Howard,John Milius",510,502
Roger Spottiswoode,"Clayton Frohman,Clayton Frohman",511,503
David Yarovesky,"Will Honley,David Yarovesky",512,504
Tony Richardson,"Deric Washburn,Walon Green",513,505
Brice Mack,"Kay Cousins Johnson,Steve Krantz",514,506
Brian De Palma,Brian De Palma,515,507
Kevin Connor,"Robert Jaffe,Steven-Charles Jaffe",516,508
Bob Kelljan,"Joan Torres,Raymond Koenig",517,509
Edward D. Murphy,Edward D. Murphy,518,510
Ron Howard,"Ron Howard,Akiva Goldsman,Cliff Hollingsworth,C. Gaby Mitchell",519,511
George Stevens,"Frances Goodrich,Albert Hackett",520,512
John G. Adolfi,"Jules Eckert Goodman,Gouverneur Morris",521,513
Darren Aronofsky,Robert D. Siegel,522,514
James Ivory,"Evan S. Connell,Ruth Prawer Jhabvala",523,515
Michael Curtiz,"Norman Reilly Raine,Æneas MacKenzie",524,516
Archie Mayo,"Ralph Block,Doris Malloy",525,517
William Dieterle,"Erwin S. Gelsey,Ladislas Fodor",526,518
Terry Zwigoff,,527,519
"Joel Coen,Ethan Coen","Joel Coen,Ethan Coen",528,110
Steven Spielberg,Melissa Mathison,529,520
Robert Aldrich,"Henry Farrell,Lukas Heller",530,521
"Clyde Bruckman,Buster Keaton","Buster Keaton,Clyde Bruckman",531,522
James Wan,"Leigh Whannell,James Wan",532,523
Steve Miner,"Jeffrey Reddick,George A. Romero",533,524
Ridley Scott,"David Franzoni,David Franzoni",534,525
Billy Kent,"Sarah Bird,Billy Kent",535,526
Tom McCarthy,"Tom McCarthy,Tom McCarthy",536,527
George Clooney,"Chuck Barris,Charlie Kaufman",537,528
Todd Field,"Robert Festinger,Todd Field",538,529
"Patrick Gilmore,Tim Johnson",John Logan,539,530
"Eric Darnell,Tom McGrath","Eric Darnell,Noah Baumbach",540,531
Edward Ludwig,"Stephen Vincent Benet,James Edward Grant",541,532
"Michael Curtiz,John Wayne","James Edward Grant,Clair Huffaker",542,533
Andrew V. McLaglen,Clair Huffaker,543,534
Alexander Payne,"Louis Begley,Alexander Payne",544,535
Terry Zwigoff,"Daniel Clowes,Daniel Clowes",545,536
Barry Sonnenfeld,"Mark Rosenthal,Lawrence Konner",546,537
David Seltzer,"Susan Isaacs,David Seltzer",547,538
Michael Caton-Jones,"Neil B. Shulman,Laurian Leggett",548,539
"Jesse Baget,Elias Benavidez","Jesse Baget,Elias Benavidez",549,540
Rick Rosenthal,"John Carpenter,Debra Hill",550,541
Tom Gries,Tom Gries,551,542
Sam Peckinpah,"Harry Julian Fink,Harry Julian Fink",552,543
Monte Hellman,"Rudy Wurlitzer,Will Corry",553,544
Irvin Berwick,"Irvin Berwick,Jack Kevan",554,545
Felix E. Feist,"John Twist,Robert Buckner",555,546
Tim Hill,"Jerry Juhl,Joey Mazzarino",556,547
Brian Henson,"Charles Dickens,Jerry Juhl",557,548
Brian Henson,"Robert Louis Stevenson,Jerry Juhl",558,549
Frank Oz,"Tom Patchett,Jay Tarses",559,550
James Frawley,"Jack Burns,Jerry Juhl",560,551
Neil Young,,561,552
"Paul Crowder,Murray Lerner",Mark Monroe,562,553
Clint Eastwood,Joel Oliansky,563,554
Joseph B. Vasquez,Joseph B. Vasquez,564,555
Paul Tanter,Steven Palmer Peterson,565,556
Franco Zeffirelli,"Scott Spencer,Judith Rascoe",566,557
Curtis Hanson,"Bill L. Norton,Bill L. Norton",567,558
Mick Jackson,Lawrence Kasdan,568,559
Luis Mandoki,"Nicholas Sparks,Gerald Di Pego",569,560
Michael Sucsy,"Marc Silverstein,Jason Katims,Abby Kohn",570,561
Andy Fickman,"Ewan Leslie,Karen McCullah",571,562
Ken Kwapis,"Abby Kohn,Marc Silverstein",572,563
Bryan Singer,"Michael Dougherty,Dan Harris",573,564
Stuart Gordon,"Stuart Gordon,Joe Haldeman",574,565
Neil Jordan,"Roderick Taylor,Bruce A. Taylor",575,566
Larry Cohen,"Stephen King,Larry Cohen",576,567
Walter Hill,"Ryûzô Kikushima,Akira Kurosawa",577,568
Howard Deutch,"Mitchell Kapner,Mitchell Kapner",578,569
Edward Zwick,"Lawrence Wright,Lawrence Wright",579,570
Jonathan Lynn,Mitchell Kapner,580,571
Rowdy Herrington,"Rowdy Herrington,Marty Kaplan",581,572
Tony Scott,"Shane Black,Greg Hicks",582,573
Shane Black,"Brett Halliday,Shane Black",583,574
F. Gary Gray,Kurt Wimmer,584,575
Michelangelo Antonioni,"Michelangelo Antonioni,Julio Cortázar",585,576
Marc Forster,Zach Helm,586,577
Nicolas Winding Refn,"Hossein Amini,James Sallis",587,578
Martin B. Cohen,"Martin B. Cohen,Michael Kars",588,579
Hal Ashby,"Robert Towne,Darryl Ponicsan",589,580
Bob Rafelson,"James M. Cain,David Mamet",590,581
Mike Nichols,Jules Feiffer,591,582
Martha Coolidge,"Wayne Crawford,Andrew Lane",592,583
Jack Nicholson,"John Herman Shaner,Al Ramrus",593,584
Gore Verbinski,"Justin Haythe,Ted Elliott",594,585
Daniel Espinosa,David Guggenheim,595,586
Sidney Lumet,"Peter Maas,Waldo Salt",596,587
James Foley,"David Mamet,David Mamet",597,588
David Fincher,"James Vanderbilt,Robert Graysmith",598,589
Duncan Jones,Ben Ripley,599,590
Barry Sonnenfeld,"Lowell Cunningham,Ed Solomon",600,591
"Douglas Hickox,Eugène Lourié","Robert Abel,Allen Adler",601,592
Sherman A. Rose,"William Raynor,James H. Nicholson",602,593
Byron Haskin,"Jules Verne,Robert Blees",603,594
George Sherman,"Joseph Hoffman,Irving Ravetch",604,595
Robert Parrish,"Richard Summers,D.D. Beauchamp",605,596
Stuart Gilmore,"Frances Goodrich,Albert Hackett",606,597
"George Marshall,Ray McCarey",H.M. Walker,607,598
Bob Rafelson,"Carole Eastman,Bob Rafelson",608,599
Michael Curtiz,"Abem Finkel,Carl Erickson",609,600
Henry Koster,"Adele Comandini,Adele Comandini",610,601
Jack Smight,"Oscar Brodney,Norman Krasna",611,602
Jason Connell,,612,603
Mike Nichols,Carole Eastman,613,604
Jack Nicholson,"Jeremy Larner,Jack Nicholson",614,605
Ken Dixon,,615,606
David Keith,David Chaskin,616,607
Henry Jaglom,Henry Jaglom,617,608
Bob Rafelson,"Bob Rafelson,Jack Nicholson",618,609
"Mike Justice,Stephen Kitaen","Mike Justice,Stephen Kitaen",619,610
Nancy Meyers,Nancy Meyers,620,611
Robert Zemeckis,"Winston Groom,Eric Roth",621,612
Alfred Hitchcock,"Hume Cronyn,Patrick Hamilton",622,613
Alfred Hitchcock,"John Michael Hayes,David Dodge",623,614
F. Gary Gray,"Christian Gudegast,Paul Scheuring",624,615
Zalman King,"Matthew Bright,Matthew Bright",625,616
Zalman King,"Anaïs Nin,Elisa M. Rothstein",626,617
Michael Cristofer,"Cornell Woolrich,Michael Cristofer",627,618
Alex Proyas,"Akiva Goldsman,Jeff Vintar",628,619
"Andrew Stanton,Lee Unkrich","Andrew Stanton,Andrew Stanton",629,620
Werner Herzog,Werner Herzog,630,621
Stephen Sommers,Stephen Sommers,631,622
Matthew Ogens,,632,623
Matt Mahurin,,633,624
Danny DeVito,Adam Resnick,634,625
Fred Zinnemann,"Sonya Levien,William Ludwig",635,626
Barbra Streisand,"André Cayatte,Gérard Oury",636,627
Stanley Kubrick,Stanley Kubrick,637,628
"Dan Klores,Fisher Stevens",Dan Klores,638,629
Errol Morris,,639,630
Daniel Taradash,"Daniel Taradash,Elick Moll",640,631
Elia Kazan,Budd Schulberg,641,632
Alexander Mackendrick,"Clifford Odets,Ernest Lehman",642,633
Frank Capra,"Howard Lindsay,Russel Crouse",643,634
Steve Miner,"Debra Hill,John Carpenter",644,635
Anne Goursaud,"Halle Eaton,Nicole Coady",645,636
Ralph Arlyck,Ralph Arlyck,646,637
Joe Johnston,"Stuart Gordon,Brian Yuzna",647,638
Randal Kleiser,"Stuart Gordon,Brian Yuzna",648,639
Joe Pytka,"Leo Benvenuti,Steve Rudnick",649,640
Cecil B. DeMille,"Dorothy Clarke Wilson,J.H. Ingraham",650,641
"Christophe Gans,Shûsuke Kaneko","Brent V. Friedman,Brent V. Friedman",651,642
Dan O'Bannon,"H.P. Lovecraft,Brent V. Friedman",652,643
David Fincher,Andrew Kevin Walker,653,644
Alexandra Codina,,654,645
Claes Lilja,Claes Lilja,655,646
John Orrichio,John Orrichio,656,647
Morgan Spurlock,"Jeremy Chilnick,Morgan Spurlock",657,648
"Ron Clements,John Musker","John Musker,Ron Clements",658,649
Bruce Beresford,"Alfred Uhry,Alfred Uhry",659,650
Bob Rafelson,"Nick Villiers,Bob Rafelson",660,651
Nancy Meyers,Nancy Meyers,661,611
Ron Howard,"Lowell Ganz,Babaloo Mandel",662,652
"Howard Hawks,Arthur Rosson","Borden Chase,Charles Schnee",663,653
"Tyler Measom,Jennilyn Merten",,664,654
Jeff Malmberg,,665,655
John Waters,John Waters,666,361
Tom Dey,"Miles Millar,Alfred Gough",667,656
John Waters,John Waters,668,361
Neil Jordan,"Anne Rice,Anne Rice",669,657
Steven Soderbergh,Susannah Grant,670,658
Taylor Hackford,"John J. McLaughlin,Donald E. Westlake",671,659
John Waters,John Waters,672,361
Budd Boetticher,"Charles Lang,Vernon L. Fluharty",673,660
Joseph H. Lewis,"Peter Packer,Glendon Swarthout",674,661
John Waters,John Waters,675,361
Robert Aldrich,"Jean Rouverol,Hugo Butler",676,662
Michael Curtiz,"Robert Wilder,Edmund H. North",677,663
John Waters,John Waters,678,361
Wendy Apple,Mark Jonathan Harris,679,664
"Ted Demme,Richard LaGravenese",,680,665
David Strohmaier,David Strohmaier,681,666
Wim Wenders,"Robert Kramer,Wim Wenders",682,667
Fred C. Brannon,"Royal K. Cole,William Lively",683,668
Rob Cohen,Leslie Bohem,684,669
Delmer Daves,"Halsted Welles,Elmore Leonard",685,670
Kirby Dick,"Kirby Dick,Amy Ziering",686,671
"Ian Roumain,Michael Schwartz",,687,672
Erik Sharkey,"Greg Boas,Charles Ricciardi",688,673
"Dwight H. Little,Mark Cullingham","Alan B. McElroy,Larry Rattner",689,674
David Gregory,,690,675
David R. Ellis,"Larry Cohen,Chris Morgan",691,676
Michael Stephenson,,692,677
Oliver Stone,"Oliver Stone,Christopher Kyle",693,678
Antoine Fuqua,David Franzoni,694,679
Ash Baron-Cohen,Ash Baron-Cohen,695,680
"Glenn Durfort,Colin Teague","Louis Dempsey,Andrew Howard",696,681
Tony Scott,Quentin Tarantino,697,682
Steven Spielberg,"Michael Crichton,Michael Crichton",698,683
Steven Spielberg,"Jeffrey Boam,George Lucas",699,684
"Andy Cadiff,Shelly Ziegler","Derek Guiley,David Schneiderman,Lilian Burch",700,685
Martha Coolidge,"Mark Amin,Katherine Fugate",701,686
Bryan Singer,"Simon Kinberg,Jane Goldman",702,687
"Tyler Measom,Justin Weinstein","Tyler Measom,Greg O'Toole",703,688
Albert Band,"Charles Band,Jackson Barr",704,689
Phillip J. Roth,"Phillip J. Roth,Phillip J. Roth",705,690
"Enzo G. Castellari,Luigi Cozzi","Ian Danby,Luigi Cozzi",706,691
Michael Mayer,,707,692
"Seth Kramer,Daniel A. Miller",Daniel A. Miller,708,693
Anthony Hickox,"John Burgess,Anthony Hickox",709,694
Anthony Hickox,Anthony Hickox,710,695
"W.S. Van Dyke,Julien Duvivier","Claudine West,Donald Ogden Stewart",711,696
Rob Zombie,"Rob Zombie,John Carpenter",712,697
Amos Kollek,Amos Kollek,713,698
Roger Holzberg,"Roger Holzberg,Douglas Weiser",714,699
Martin Bell,"Peter Silverman,Martin Bell",715,700
Shawn Holmes,"Shawn Holmes,Hari Sathappan",716,701
John Michael Williams,,717,702
"Todd Burrows,Christopher Folino",Christopher Folino,718,703
Yuri Shapochka,Yuri Shapochka,719,704
Kevin Derek,"Kevin Derek,Kevin Derek",720,705
Jay Summers,"Conor Duffy,Conor Duffy",721,706
W. Scott Peake,"Geoff Nicholson,W. Scott Peake",722,707
Philip Haas,"John Hawkes,Belinda Haas",723,708
Josh Boone,Josh Boone,724,709
James Ponsoldt,"Scott Neustadter,Michael H. Weber",725,710
Nicholas Stoller,"Andrew Jay Cohen,Brendan O'Brien",726,711
Todd Phillips,"Todd Phillips,Craig Mazin",727,712
Todd Phillips,"William Blinn,Stevie Long",728,713
Ben Stiller,Lou Holtz Jr.,729,714
Milos Forman,"Scott Alexander,Larry Karaszewski",730,412
Ridley Scott,"Thomas Harris,David Mamet",731,715
Ted Demme,"Nick Cassavetes,David McKenna",732,716
Jonathan Liebesman,"Dan Mazeau,David Johnson",733,717
J.J. Abrams,J.J. Abrams,734,718
Christopher Nolan,"Hillary Seitz,Nikolaj Frobenius",735,719
Jack Arnold,"Robert M. Fresco,Martin Berkeley",736,720
Kurt Neumann,"Lawrence L. Goldman,Irving Block",737,721
Fred F. Sears,"Samuel Newman,Paul Gangelin",738,722
Sidney Lanfield,"Frank Fenton,Winston Miller",739,723
Anthony Mann,"George Worthing Yates,Art Cohn",740,724
Anthony Mann,Guy Trosper,741,725
Jacques Tourneur,Daniel B. Ullman,742,726
Byron Haskin,"Daniel B. Ullman,Daniel B. Ullman",743,727
Charles Marquis Warren,"Jack Schaefer,David Victor",744,728
Dan Pascoe,Dan Pascoe,745,729
Herb Gardner,"Herb Gardner,Herb Gardner",746,730
Aaron Godfred,Aaron Godfred,747,731
Ken Dixon,Frank Ray Perilli,748,732
David DeCoteau,Sergei Hasenecz,749,733
Charles Band,"Charles Band,Shane Bitterling",750,734
Chris Walas,Richard Jefferies,751,735
Jim Markovic,Tommy Clohessy,752,736
Matthew Reel,"Elske McCain,Matthew Reel",753,737
Albert Magnoli,"Albert Magnoli,William Blinn",754,738
Fraser Clarke Heston,"Stephen King,W.D. Richter",755,739
Werner Herzog,,756,740
Boris Sagal,Charles E. Israel,757,741
David Lynch,"David Lynch,Robert Engels",758,742
Azazel Jacobs,"Patrick Dewitt,Patrick Dewitt",759,743
Charles Barton,"Hugh Wedlock Jr.,Howard Snyder",760,744
Becky Smith,Becky Smith,761,745
John Huston,"John Huston,B. Traven",762,746
Bruce Beresford,"Josephine Humphreys,Alfred Uhry",763,747
Nancy Meyers,Nancy Meyers,764,611
Vincent Pereira,Vincent Pereira,765,748
Brett Ratner,"Jeff Nathanson,John Rogers",766,749
"Ian Stout,Robin Vada",Ian Stout,767,750
Joel Schumacher,Peter Filardi,768,751
Budd Boetticher,Burt Kennedy,769,752
Edwin L. Marin,John Twist,770,753
Rebecca Thomas,Rebecca Thomas,771,754
"Andrey Konchalovskiy,Albert Magnoli",Randy Feldman,772,755
Miranda July,Miranda July,773,756
Adam Shankman,"Pamela Falk,Michael Ellis",774,757
Steven Richter,"Steven Richter,Steven Richter",775,758
York Alec Shackleton,York Alec Shackleton,776,759
Gene Fallaize,"Marcus Ako,Tony Cook",777,760
Bruce Campbell,"Bruce Campbell,Bruce Campbell",778,761
Joe Carnahan,Joe Carnahan,779,762
Peter Billingsley,"Jon Favreau,Vince Vaughn",780,763
Nathan Juran,"Martin Berkeley,William Alland",781,764
Fred M. Wilcox,"Cyril Hume,Irving Block",782,765
Rosemary Rodriguez,Rosemary Rodriguez,783,766
Sophie Barthes,"Felipe Marino,Gustave Flaubert",784,767
Mike Judge,"Mike Judge,Mike Judge",785,768
Genndy Tartakovsky,"Robert Smigel,Adam Sandler",786,769
Bob Clark,"Steven Paul,Gregory Poppen",787,770
Sara Hirsh Bordo,Michael Campo,788,771
David Dobkin,"Jon Lucas,Scott Moore",789,772
Peter Ramsey,"David Lindsay-Abaire,William Joyce",790,773
Will Gluck,"Will Gluck,Aline Brosh McKenna",791,774
Bob Clark,"Steven Paul,Francisca Matos",792,775
Joe Wright,"Jason Fuchs,J.M. Barrie",793,776
Sean McNamara,Steven Paul,794,777
Genndy Tartakovsky,"Peter Baynham,Robert Smigel",795,778
"Bobby Farrelly,Peter Farrelly","Pete Jones,Peter Farrelly",796,779
Jason Bateman,Andrew Dodge,797,780
Lawrence Guterman,Lance Khazei,798,781
Richard Gabai,Timothy Barton,799,782
"Josh Gordon,Will Speck","Allan Loeb,Jeffrey Eugenides",800,783
Bill Couturié,"Ken Richards,Janus Cercone",801,784
John Schultz,"Kathy Waugh,Megan McDonald",802,785
Alan Berg,"Alan Berg,Lauren Sanders",803,786
"Kyle Tekiela,Rebecca Schaper",,804,787
Mark Brian Smith,Mark Brian Smith,805,788
"Mark Helenowski,Kevin Pang",,806,789
Shawn Levy,Josh Klausner,807,790
Steve Martino,"Bryan Schulz,Charles M. Schulz",808,791
Alexandra Anthony,"Alexandra Anthony,Alexandra Anthony",809,792
Dana Nachman,"Kurt Kuenne,Dana Nachman",810,793
Paul Tibbitt,"Glenn Berger,Jonathan Aibel",811,794
"Graham Annable,Anthony Stacchi","Irena Brignull,Adam Pava",812,795
"Steve Box,Nick Park","Steve Box,Nick Park",813,796
"Eric Darnell,Simon J. Smith","Michael Colton,John Aboud",814,797
Tim Johnson,"Tom J. Astle,Matt Ember",815,798
"Kyle Balda,Pierre Coffin",Brian Lynch,816,799
Nicholas Stoller,Jason Segel,817,800
"Peter Lord,Nick Park","Peter Lord,Nick Park",818,801
"Kris Pearn,Cody Cameron","Jonathan M. Goldstein,John Francis Daley,Erica Rivinoja,Jonathan Goldstein",819,802
"Kirk De Micco,Chris Sanders","Chris Sanders,Kirk De Micco",820,803
Jennifer Yuh,"Jonathan Aibel,Glenn Berger",821,804
J.J. Abrams,"Roberto Orci,Alex Kurtzman",822,805
"Mark Andrews,Brenda Chapman","Brenda Chapman,Mark Andrews",823,806
Carlos Saldanha,"Carlos Saldanha,Earl Richey Jones",824,807
David Soren,"Darren Lemke,Robert D. Siegel",825,808
Chris Wedge,"James V. Hart,William Joyce",826,809
"Byron Howard,Chris Williams","Dan Fogelman,Chris Williams",827,810
"Steve Martino,Mike Thurmeier","Michael Berg,Jason Fuchs",828,811
Tom McGrath,"Alan Schoolcraft,Brent Simons",829,812
Kenneth Branagh,Chris Weitz,830,813
Oliver Stone,"Daniel Pyne,John Logan",831,814
John Huston,"Carol Sobieski,Thomas Meehan",832,815
Miguel Arteta,"Rob Lieber,Rob Lieber",833,816
Shawn Levy,"David Guion,Michael Handelman",834,817
Mike Mitchell,"Jonathan Aibel,Glenn Berger",835,818
Jay Roach,Mike Myers,836,819
"Ishi Rudell,Jayson Thiessen",Josh Haber,837,820
Jody Hill,Jody Hill,838,821
P.J. Hogan,"J.M. Barrie,P.J. Hogan",839,822
Michael Lembeck,"Lowell Ganz,Babaloo Mandel",840,823
Brad Bird,"Damon Lindelof,Brad Bird",841,824
Usama Alshaibi,Usama Alshaibi,842,825
"Nathan Greno,Byron Howard","Dan Fogelman,Jacob Grimm",843,826
"Pierre Coffin,Chris Renaud","Cinco Paul,Ken Daurio",844,20
"Chris Buck,Jennifer Lee","Jennifer Lee,Hans Christian Andersen",845,827
Rich Moore,"Rich Moore,Phil Johnston",846,828
Mike Judge,"Mike Judge,Mike Judge",847,768
Henry Selick,"Kaja Blackley,Sam Hamm",848,829
Nicholas Webster,"Glenville Mareth,Paul L. Jacobson",849,830
Chuck Russell,"Michael Fallon,Mark Verheiden",850,831
John Murlowski,"Jonathan Bond,Fred Mata",851,832
Don Bluth,"Robert C. O'Brien,Don Bluth",852,833
Sean McNamara,"Susan Estelle Jansen,Adam De La Peña",853,834
Sean McNamara,"Sean McNamara,Jeff Phillips",854,835
Eric Brevig,"Jennifer Ventimilia,Joshua Sternin",855,836
James Merendino,James Merendino,856,837
"Robert Machoian,Rodrigo Ojeda-Beck",,857,838
"Ricki Stern,Anne Sundberg","Ricki Stern,Anne Sundberg",858,839
"David Osit,Malika Zouhali-Worrall","David Osit,Malika Zouhali-Worrall",859,840
"Samantha Futerman,Ryan Miyamoto",Samantha Futerman,860,841
Robin Hauser Reynolds,,861,842
Lizzie Borden,"Lizzie Borden,Ed Bowes",862,843
Dereck Joubert,Dereck Joubert,863,844
Rob Stewart,Rob Stewart,864,845
"Chris Hegedus,D.A. Pennebaker",,865,846
David Kennard,David Kennard,866,847
Paul Rachman,"Steven Blush,Steven Blush",867,848
Walt Becker,"Ross Bagdasarian,Janice Karman",868,849
"Byron Howard,Rich Moore","Jared Bush,Phil Johnston",869,850
James Westby,James Westby,870,851
Bill Melendez,"Charles M. Schulz,Charles M. Schulz",871,852
"Chris Renaud,Yarrow Cheney","Ken Daurio,Brian Lynch",872,853
"Andrew Stanton,Angus MacLane","Andrew Stanton,Andrew Stanton",873,854
"Alessandro Carloni,Jennifer Yuh","Jonathan Aibel,Glenn Berger",874,855
James Bobin,Linda Woolverton,875,856
Trey Edward Shults,Trey Edward Shults,876,857
"Pete Docter,Ronnie Del Carmen","Pete Docter,Ronnie Del Carmen",877,858
Lou Howe,"Lou Howe,Lou Howe",878,859
Boaz Yakin,"Boaz Yakin,Sheldon Lettich",879,860
James Westby,James Westby,880,851
"Don Hall,Chris Williams","Jordan Roberts,Robert L. Baird",881,861
"Stephen Hillenburg,Mark Osborne","Stephen Hillenburg,Stephen Hillenburg",882,862
"Rob Letterman,Conrad Vernon","Maya Forbes,Wallace Wolodarsky",883,863
Carlos Saldanha,"Don Rhymer,Carlos Kotkin",884,864
Jorge R. Gutierrez,"Jorge R. Gutierrez,Douglas Langdale",885,865
Rob Minkoff,"Jay Ward,Craig Wright",886,866
Tim Burton,"Leonard Ripps,Tim Burton",887,867
"Chris Butler,Sam Fell",Chris Butler,888,868
"Chris Wedge,Carlos Saldanha","Ron Mita,Jim McClain",889,869
Christian Duguay,"Philip K. Dick,Dan O'Bannon",890,870
"David Bowers,Sam Fell","Dick Clement,Ian La Frenais",891,871
"Eric Darnell,Tim Johnson","Todd Alcott,Chris Weitz",892,872
"Tim Johnson,Karey Kirkpatrick","Len Blum,Lorne Cameron",893,873
"John Lasseter,Andrew Stanton","John Lasseter,Andrew Stanton",894,874
"Eric Darnell,Tom McGrath","Mark Burton,Billy Frolick",895,875
Dean DeBlois,"Dean DeBlois,Cressida Cowell",896,876
Robert Zemeckis,"Robert Zemeckis,Bob Gale",897,877
"Pete Docter,David Silverman","Pete Docter,Jill Culton",898,878
"Phil Lord,Christopher Miller","Phil Lord,Christopher Miller",899,153
"Pete Docter,Bob Peterson","Pete Docter,Bob Peterson",900,879
Andrew Stanton,"Andrew Stanton,Pete Docter",901,880
J. Lee Thompson,"Alistair MacLean,Carl Foreman",902,881
