beer_name,brewery_name,original_index,unique_index,count
OB-1 Organic Ale,Snake River Brewing Company,1917,1856,1
Snake River Lager,Snake River Brewing Company,1918,1857,1
Snake River Pale Ale,Snake River Brewing Company,1919,1858,1
Pako’s EyePA,Snake River Brewing Company,1920,1859,1
Thanksgiving Ale,Sockeye Brewing Company,1921,1860,1
Double Dagger Imperial IPA,Sockeye Brewing Company,1922,1861,1
Dagger Falls IPA,Sockeye Brewing Company,1923,1862,3
Dagger Falls IPA,Sockeye Brewing Company,1924,1862,3
Socktoberfest,Sockeye Brewing Company,1925,1863,1
Hopnoxious Imperial IPA,Sockeye Brewing Company,1926,1864,1
Barrel Aged Seven Devils Imperial Stout,Sockeye Brewing Company,1927,1865,1
Boise Co-Op Two Score Ale,Sockeye Brewing Company,1928,1866,1
Sockeye Belgian Style Summer Ale,Sockeye Brewing Company,1929,1867,1
Sockeye Maibock,Sockeye Brewing Company,1930,1868,1
Old Devil's Tooth,Sockeye Brewing Company,1931,1869,1
Galena Golden,Sockeye Brewing Company,1932,1870,1
Hell-Diver Pale Ale,Sockeye Brewing Company,1933,1871,1
Woolybugger Wheat,Sockeye Brewing Company,1934,1872,1
Power House Porter,Sockeye Brewing Company,1935,1873,1
Winterfest,Sockeye Brewing Company,1936,1874,1
Dagger Falls IPA,Sockeye Brewing Company,1937,1862,3
LuckenBock,South Austin Brewery,1938,1875,1
Texas Pale Ale (TPA),South Austin Brewery,1939,1876,1
6 String Saison,South Austin Brewery,1940,1877,1
Kol' Beer,South Austin Brewery,1941,1878,1
Montauk Light,Southampton Publick House,1942,1879,1
Na Zdraví Pilsner,Southern Oregon Brewing Company,1943,1880,1
Nice Rack IPA,Southern Oregon Brewing Company,1944,1881,1
2014 IPA Cicada Series,Southern Prohibition Brewing Com...,1945,1882,1
Sinister Minister Black IPA,Southern Prohibition Brewing Com...,1946,1883,1
Jack the Sipper,Southern Prohibition Brewing Com...,1947,1884,1
Devil's Harvest Extra Pale Ale,Southern Prohibition Brewing Com...,1948,1885,2
Suzy B Dirty Blonde Ale,Southern Prohibition Brewing Com...,1949,1886,2
Mississippi Fire Ant,Southern Prohibition Brewing Com...,1950,1887,1
Hipster Breakfast,Southern Prohibition Brewing Com...,1951,1888,1
Suzy B Dirty Blonde Ale,Southern Prohibition Brewing Com...,1952,1886,2
Devil's Harvest Extra Pale Ale,Southern Prohibition Brewing Com...,1953,1885,2
Pine Belt Pale Ale,Southern Star Brewing Company,1954,1889,2
Walloon,Southern Star Brewing Company,1955,1890,1
Le Mort Vivant,Southern Star Brewing Company,1956,1891,1
Red Cockaded Ale,Southern Star Brewing Company,1957,1892,1
Valkyrie Double IPA,Southern Star Brewing Company,1958,1893,1
Red Cockaded Ale (2013),Southern Star Brewing Company,1959,1894,1
Old Potentate,Southern Star Brewing Company,1960,1895,1
Bombshell Blonde,Southern Star Brewing Company,1961,1896,2
PRO-AM (2012) (2012),Southern Star Brewing Company,1962,1897,1
Walloon (2014),Southern Star Brewing Company,1963,1898,1
Le Mort Vivant (2011),Southern Star Brewing Company,1964,1899,1
Buried Hatchet Stout,Southern Star Brewing Company,1965,1900,1
Pine Belt Pale Ale,Southern Star Brewing Company,1966,1889,2
Bombshell Blonde,Southern Star Brewing Company,1967,1896,2
Baby Daddy Session IPA,Speakasy Ales & Lagers,1968,1901,1
Hopluia (2004),Spilker Ales,1969,1902,1
Ball & Chain (2014),Spiteful Brewing Company,1970,1903,1
Bitter Biker Double IPA,Spiteful Brewing Company,1971,1904,2
God Damn Pigeon Porter,Spiteful Brewing Company,1972,1905,1
Working for the Weekend,Spiteful Brewing Company,1973,1906,1
Angry Adam,Spiteful Brewing Company,1974,1907,1
Freedom Fries,Spiteful Brewing Company,1975,1908,1
Bitter Biker Double IPA,Spiteful Brewing Company,1976,1904,2
Ghost Bike Pale Ale,Spiteful Brewing Company,1977,1909,1
Spiteful IPA,Spiteful Brewing Company,1978,1910,1
Alley Time,Spiteful Brewing Company,1979,1911,1
Fat Badger,Spiteful Brewing Company,1980,1912,1
In the Weeds,Spiteful Brewing Company,1981,1913,1
Special Amber,Sprecher Brewing Company,1982,1914,2
Special Amber,Sprecher Brewing Company,1983,1914,2
Seven Gates Pale Ale,Spring House Brewing Company,1984,1915,1
Gunga Din,St. Julian Winery,1985,1916,1
Starr Pils,Starr Hill Brewery,1986,1917,1
Northern Lights India Pale Ale,Starr Hill Brewery,1987,1918,2
Festie,Starr Hill Brewery,1988,1919,1
Northern Lights India Pale Ale,Starr Hill Brewery,1989,1918,2
Third Eye Enlightened Pale Ale,Steamworks Brewing Company,1990,1920,1
Colorado Kölsch,Steamworks Brewing Company,1991,1921,1
Steam Engine Lager,Steamworks Brewing Company,1992,1922,1
Third Eye Pale Ale,Steamworks Brewing Company,1993,1923,1
Point Special (Current),Stevens Point Brewery,1994,1924,1
Point Special,Stevens Point Brewery,1995,1925,2
Point Cascade Pale Ale (2013),Stevens Point Brewery,1996,1926,1
Point Special,Stevens Point Brewery,1997,1925,2
Onyx Black Ale,Stevens Point Brewery,1998,1927,1
Beyond The Pale IPA,Stevens Point Brewery,1999,1928,1
Point Special (2013),Stevens Point Brewery,2000,1929,1
Point Special (2012),Stevens Point Brewery,2001,1930,1
Point Special Lager,Stevens Point Brewery,2002,1931,2
St. Benedict's Winter Ale,Stevens Point Brewery,2003,1932,1
Point Oktoberfest,Stevens Point Brewery,2004,1933,2
Point Nude Beach Summer Wheat,Stevens Point Brewery,2005,1934,2
Point Nude Beach Summer Wheat,Stevens Point Brewery,2006,1934,2
Point Nude Beach Summer Wheat (2011),Stevens Point Brewery,2007,1935,1
Drop Dead Blonde,Stevens Point Brewery,2008,1936,1
Three Kings Ale,Stevens Point Brewery,2009,1937,1
Point Oktoberfest,Stevens Point Brewery,2010,1933,2
2012 Black Ale,Stevens Point Brewery,2011,1938,1
Point Nude Beach Summer Wheat (2010),Stevens Point Brewery,2012,1939,1
Point Cascade Pale Ale,Stevens Point Brewery,2013,1940,1
Point Amber Classic,Stevens Point Brewery,2014,1941,1
Point Special Lager,Stevens Point Brewery,2015,1931,2
Wisco Disco,Stillmank Beer Company,2016,1942,1
Brontide,Stillwater Artisanal Ales,2017,1943,2
Brontide,Stillwater Artisanal Ales,2018,1943,2
Classique,Stillwater Artisanal Ales,2019,1944,1
Sunsplash Golden Ale (2004),Stone Coast Brewing Company,2020,1945,1
Sand Island Lighthouse,Straight to Ale,2021,1946,1
Lily Flagg Milk Stout,Straight to Ale,2022,1947,1
Monkeynaut IPA,Straight to Ale,2023,1948,1
Straub Beer (Current),Straub Brewery,2024,1949,1
American Lager,Straub Brewery,2025,1950,1
American Amber,Straub Brewery,2026,1951,1
American Light,Straub Brewery,2027,1952,1
Extra Pale Ale,Summit Brewing Company,2028,1953,1
Make It So,Summit Brewing Company,2029,1954,1
Hopvale Organic Ale,Summit Brewing Company,2030,1955,1
Unchained #18 Hop Silo,Summit Brewing Company,2031,1956,1
Tip Off,Sun King Brewing Company,2032,1957,1
Java Mac,Sun King Brewing Company,2033,1958,1
Cowbell,Sun King Brewing Company,2034,1959,1
Hop Up Offa That Brett (2014),Sun King Brewing Company,2035,1960,1
PV Muckle (2013),Sun King Brewing Company,2036,1961,1
Bourbon Barrel Batch 666: Sympathy for the Devil,Sun King Brewing Company,2037,1962,1
Whip Fight,Sun King Brewing Company,2038,1963,1
Port Barrel Wee Mac,Sun King Brewing Company,2039,1964,1
Fistful Of Hops Red,Sun King Brewing Company,2040,1965,1
Fistful of Hops Orange,Sun King Brewing Company,2041,1966,1
Fistful Of Hops Blue,Sun King Brewing Company,2042,1967,1
Fistful of Hops Green,Sun King Brewing Company,2043,1968,1
30 Min Coma,Sun King Brewing Company,2044,1969,1
Wee Muckle,Sun King Brewing Company,2045,1970,1
Royal Brat,Sun King Brewing Company,2046,1971,1
Grapefruit Jungle (GFJ),Sun King Brewing Company,2047,1972,1
Osiris Pale Ale,Sun King Brewing Company,2048,1973,1
Bourbon Barrel Aged Timmie,Sun King Brewing Company,2049,1974,1
Stupid Sexy Flanders,Sun King Brewing Company,2050,1975,1
Bourbon Barrel Cowbell,Sun King Brewing Company,2051,1976,1
Popcorn Pilsner,Sun King Brewing Company,2052,1977,1
Ring of Dingle,Sun King Brewing Company,2053,1978,1
Bourbon Barrel Wee Mac,Sun King Brewing Company,2054,1979,1
Bourbon Barrel Johan,Sun King Brewing Company,2055,1980,1
The Deuce,Sun King Brewing Company,2056,1981,1
The Velvet Fog,Sun King Brewing Company,2057,1982,1
Sun King Oktoberfest,Sun King Brewing Company,2058,1983,1
Indianapolis Indians Lager,Sun King Brewing Company,2059,1984,1
Indians Victory Lager (2012),Sun King Brewing Company,2060,1985,1
Chaka,Sun King Brewing Company,2061,1986,1
Isis,Sun King Brewing Company,2062,1987,1
Wee Muckle (2011),Sun King Brewing Company,2063,1988,1
Grapefruit Jungle (GFJ) (2011),Sun King Brewing Company,2064,1989,1
Sun King Oktoberfest (2011),Sun King Brewing Company,2065,1990,1
Johan the Barleywine,Sun King Brewing Company,2066,1991,1
Wee Mac Scottish-Style Ale,Sun King Brewing Company,2067,1992,1
Sunlight Cream Ale,Sun King Brewing Company,2068,1993,1
Osiris Pale Ale (2010),Sun King Brewing Company,2069,1994,1
Dam Lager,Sunken City Brewing Company,2070,1995,1
Red Clay IPA,Sunken City Brewing Company,2071,1996,1
Todd the Axe Man,Surly Brewing Company,2072,1997,1
Doomtree,Surly Brewing Company,2073,1998,1
BLAKKR,Surly Brewing Company,2074,1999,1
Overrated! West Coast Style IPA,Surly Brewing Company,2075,2000,1
WET,Surly Brewing Company,2076,2001,1
Bitter Brewer,Surly Brewing Company,2077,2002,1
SurlyFest,Surly Brewing Company,2078,2003,1
Coffee Bender,Surly Brewing Company,2079,2004,1
Bender,Surly Brewing Company,2080,2005,1
Abrasive Ale,Surly Brewing Company,2081,2006,1
Hell,Surly Brewing Company,2082,2007,1
CynicAle,Surly Brewing Company,2083,2008,1
Furious,Surly Brewing Company,2084,2009,1
Big Nose,Swamp Head Brewery,2085,2010,1
Cotton Mouth,Swamp Head Brewery,2086,2011,1
Stump Knocker Pale Ale,Swamp Head Brewery,2087,2012,1
Midnight Oil,Swamp Head Brewery,2088,2013,1
Wild Night,Swamp Head Brewery,2089,2014,1
Bermuda Triangle Ginger Beer,Swashbuckler Brewing Company,2090,2015,1
Take Two Pils,SweetWater Brewing Company,2091,2016,1
Waterkeeper,SweetWater Brewing Company,2092,2017,1
SweetWater IPA,SweetWater Brewing Company,2093,2018,1
420 Extra Pale Ale,SweetWater Brewing Company,2094,2019,1
Dodgy Knight Imperial IPA,TailGate Beer,2095,2020,1
TailGate Saison,TailGate Beer,2096,2021,1
TailGate IPA,TailGate Beer,2097,2022,2
TailGate IPA,TailGate Beer,2098,2022,2
TailGate Hefeweizen,TailGate Beer,2099,2023,2
Blacktop Blonde,TailGate Beer,2100,2024,2
Blacktop Blonde,TailGate Beer,2101,2024,2
TailGate Hefeweizen,TailGate Beer,2102,2023,2
Wooden Rooster,Tallgrass Brewing Company,2103,2025,1
Ginger Peach Saison,Tallgrass Brewing Company,2104,2026,1
Zombie Monkie,Tallgrass Brewing Company,2105,2027,1
Wild Plum Farmhouse Ale,Tallgrass Brewing Company,2106,2028,1
Vanilla Bean Buffalo Sweat,Tallgrass Brewing Company,2107,2029,1
Ethos IPA,Tallgrass Brewing Company,2108,2030,1
Tallgrass Pub Ale,Tallgrass Brewing Company,2109,2031,1
Oasis,Tallgrass Brewing Company,2110,2032,1
Buffalo Sweat,Tallgrass Brewing Company,2111,2033,1
Halcyon Unfiltered Wheat,Tallgrass Brewing Company,2112,2034,2
8-Bit Pale Ale,Tallgrass Brewing Company,2113,2035,1
Velvet Rooster,Tallgrass Brewing Company,2114,2036,1
Halcyon Unfiltered Wheat,Tallgrass Brewing Company,2115,2034,2
Köld Lager (2010),Tallgrass Brewing Company,2116,2037,1
Oasis (2010),Tallgrass Brewing Company,2117,2038,1
Tallgrass Ale,Tallgrass Brewing Company,2118,2039,1
Buffalo Sweat (2010),Tallgrass Brewing Company,2119,2040,1
Tallgrass IPA,Tallgrass Brewing Company,2120,2041,1
Hat Trick Hop IPA,Tamarack Brewing Company,2121,2042,1
Yard Sale Amber Ale,Tamarack Brewing Company,2122,2043,1
Loafin Bräu,Tampa Bay Brewing Company,2123,2044,1
Old Elephant Foot IPA,Tampa Bay Brewing Company,2124,2045,1
Peck's Porter,Tapistry Brewing,2125,2046,1
Reactor,Tapistry Brewing,2126,2047,1
Mr. Orange,Tapistry Brewing,2127,2048,1
Deduction,Taxman Brewing Company,2128,2049,1
Face Down Brown Ale,Telluride Brewing Company,2129,2050,1
Tempter IPA,Telluride Brewing Company,2130,2051,1
Bridal Veil Rye Pale Ale,Telluride Brewing Company,2131,2052,1
Smittytown,Temperance Beer Company,2132,2053,1
Greenwood Beach,Temperance Beer Company,2133,2054,1
Gatecrasher,Temperance Beer Company,2134,2055,1
RecreationAle,Terrapin Brewing Company,2135,2056,1
First Stand,Texian Brewing Co.,2136,2057,1
Battle LIne,Texian Brewing Co.,2137,2058,1
Broken Bridge,Texian Brewing Co.,2138,2059,1
Brutus,Texian Brewing Co.,2139,2060,1
Petit Mutant,The Alchemist,2140,2061,1
The Crusher,The Alchemist,2141,2062,1
Beelzebub,The Alchemist,2142,2063,1
Focal Banger,The Alchemist,2143,2064,1
Heady Topper,The Alchemist,2144,2065,2
Heady Topper,The Alchemist,2145,2065,2
Bomber Mountain Amber Ale (2013),The Black Tooth Brewing Company,2146,2066,1
Indian Paintbrush IPA,The Black Tooth Brewing Company,2147,2067,1
Saddle Bronc Brown Ale (2013),The Black Tooth Brewing Company,2148,2068,1
Wagon Box Wheat Beer,The Black Tooth Brewing Company,2149,2069,1
Birdhouse Pale Ale,The Brewer's Art,2150,2070,1
Ozzy,The Brewer's Art,2151,2071,1
Resurrection,The Brewer's Art,2152,2072,1
Bronx Summer Pale Ale,The Bronx Brewery,2153,2073,1
Bronx Black Pale Ale,The Bronx Brewery,2154,2074,1
Bronx Pale Ale,The Bronx Brewery,2155,2075,1
Surfrider,The Dudes' Brewing Company,2156,2076,1
Kolschtal Eddy,The Dudes' Brewing Company,2157,2077,1
South Bay Session IPA,The Dudes' Brewing Company,2158,2078,1
Grandma's Pecan,The Dudes' Brewing Company,2159,2079,1
Double Trunk,The Dudes' Brewing Company,2160,2080,1
Just IPA,The Just Beer Project,2161,2081,1
Lionshead,The Lion Brewery,2162,2082,1
Manhattan Gold Lager (1990),The Manhattan Brewing Company,2163,2083,1
G. B. Russo’s Italian Pistachio Pale Ale,The Mitten Brewing Company,2164,2084,1
Northern Hawk Owl Amber,The Right Brain Brewery,2165,2085,1
CEO Stout,The Right Brain Brewery,2166,2086,1
Will Power Pale Ale,The Right Brain Brewery,2167,2087,1
Curious Traveler Shandy,The Traveler Beer Company,2168,2088,1
Hunny Do Wheat,Third Street Brewhouse,2169,2089,1
Three Way Pale Ale,Third Street Brewhouse,2170,2090,1
Rise to the Top,Third Street Brewhouse,2171,2091,1
Lost Trout Brown Ale,Third Street Brewhouse,2172,2092,1
Watermelon Ale,Thomas Hooker Brewing Company,2173,2093,1
Knotty Blonde Ale,Three Creeks Brewing,2174,2094,1
Fivepine Chocolate Porter,Three Creeks Brewing,2175,2095,1
Hoodoo Voodoo IPA,Three Creeks Brewing,2176,2096,1
Hydraulion Red,Three Notch'd Brewing Company,2177,2097,1
40 Mile IPA,Three Notch'd Brewing Company,2178,2098,1
Citra Faced,Three Pints Brewing,2179,2099,1
Pole Barn Stout,Three Pints Brewing,2180,2100,1
Pale,Three Pints Brewing,2181,2101,1
Yoshi's Nectar,Three Pints Brewing,2182,2102,1
Leatherhead Red,Thunderhead Brewing Company,2183,2103,1
Cropduster Mid-American IPA,Thunderhead Brewing Company,2184,2104,1
Golden Frau Honey Wheat,Thunderhead Brewing Company,2185,2105,1
Cornstalker Dark Wheat,Thunderhead Brewing Company,2186,2106,1
Cafe Leche,Tin Man Brewing Company,2187,2107,1
Damascene Apricot Sour,Tin Man Brewing Company,2188,2108,1
Csar,Tin Man Brewing Company,2189,2109,1
Klingon Warnog Roggen Dunkel,Tin Man Brewing Company,2190,2110,1
Overlord Imperial IPA,Tin Man Brewing Company,2191,2111,1
Alloy,Tin Man Brewing Company,2192,2112,1
Rivet Irish Red Ale,Tin Man Brewing Company,2193,2113,1
3 Gear Robust Porter,Tin Man Brewing Company,2194,2114,1
Circuit Bohemian Pilsner,Tin Man Brewing Company,2195,2115,1
Turnrow Harvest Ale,Tin Roof Brewing Company,2196,2116,1
Juke Joint IPA,Tin Roof Brewing Company,2197,2117,1
Parade Ground Coffee Porter,Tin Roof Brewing Company,2198,2118,1
Tin Roof Watermelon Wheat,Tin Roof Brewing Company,2199,2119,1
Tin Roof Blonde Ale,Tin Roof Brewing Company,2200,2120,1
Voodoo Bengal Pale Ale,Tin Roof Brewing Company,2201,2121,1
Perfect Tin Amber,Tin Roof Brewing Company,2202,2122,1
IPA & a Half,Tommyknocker Brewery,2203,2123,1
Ornery Amber Lager (2003),Tommyknocker Brewery,2204,2124,1
Big Island Shandy,Tonka Beer Company,2205,2125,1
Preservation IPA,Tonka Beer Company,2206,2126,1
Almanac IPA,Tractor Brewing Company,2207,2127,1
Milk Mustachio Stout,Tractor Brewing Company,2208,2128,1
Farmer's Tan Red Ale,Tractor Brewing Company,2209,2129,1
Triangle India Pale Ale,Triangle Brewing Company,2210,2130,1
Triangle White Ale,Triangle Brewing Company,2211,2131,1
Triangle Belgian Golden Ale,Triangle Brewing Company,2212,2132,1
Troegenator,Tröegs Brewing Company,2213,2133,1
Nugget Nectar,Tröegs Brewing Company,2214,2134,1
Sunshine Pils,Tröegs Brewing Company,2215,2135,1
Troegenator Doublebock,Tröegs Brewing Company,2216,2136,1
Perpetual IPA,Tröegs Brewing Company,2217,2137,1
Greenville Pale Ale,Twin Lakes Brewing Company,2218,2138,1
Hoppy Boy,Twisted Pine Brewing Company,2219,2139,1
Cow Creek,Twisted X Brewing Company,2220,2140,1
Chupahopra,Twisted X Brewing Company,2221,2141,1
Twisted X,Twisted X Brewing Company,2222,2142,1
Day Hike Session,Two Beers Brewing Company,2223,2143,1
Trailhead ISA,Two Beers Brewing Company,2224,2144,1
Immersion Amber,Two Beers Brewing Company,2225,2145,1
Evo IPA,Two Beers Brewing Company,2226,2146,1
Presidential Pils,Two Beers Brewing Company,2227,2147,1
Evolutionary IPA (2012),Two Beers Brewing Company,2228,2148,1
Persnickety Pale,Two Beers Brewing Company,2229,2149,1
SoDo Brown Ale,Two Beers Brewing Company,2230,2150,1
Immersion Amber Ale (2011),Two Beers Brewing Company,2231,2151,1
Evolutionary IPA (2011),Two Beers Brewing Company,2232,2152,1
Trailhead India Style Session Ale (2011),Two Beers Brewing Company,2233,2153,1
Panorama Wheat Ale,Two Beers Brewing Company,2234,2154,1
Wobble,Two Brothers Brewing Company,2235,2155,1
Night Cat,Two Brothers Brewing Company,2236,2156,1
Night Cat (2014),Two Brothers Brewing Company,2237,2157,1
Dog Days Lager,Two Brothers Brewing Company,2238,2158,1
Sidekick Extra Pale Ale,Two Brothers Brewing Company,2239,2159,1
Atom Smasher,Two Brothers Brewing Company,2240,2160,1
Testudo,Two Brothers Brewing Company,2241,2161,1
Hobnob B & B Pale Ale,Two Brothers Brewing Company,2242,2162,1
Cane and Ebel,Two Brothers Brewing Company,2243,2163,1
Outlaw IPA (2015),Two Brothers Brewing Company,2244,2164,1
The Gilded Age,Two Henrys Brewing Company,2245,2165,1
No Limits Hefeweizen,Two Roads Brewing Company,2246,2166,1
Honeyspot Road White IPA,Two Roads Brewing Company,2247,2167,1
Road 2 Ruin Double IPA,Two Roads Brewing Company,2248,2168,1
Workers Comp Saison,Two Roads Brewing Company,2249,2169,1
Ol' Factory Pils,Two Roads Brewing Company,2250,2170,1
PUNK'N,Uinta Brewing Company,2251,2171,1
Yard Sale Winter Lager,Uinta Brewing Company,2252,2172,1
Trader Session IPA,Uinta Brewing Company,2253,2173,1
Hop Nosh IPA,Uinta Brewing Company,2254,2174,1
SUM'R,Uinta Brewing Company,2255,2175,1
Organic Baba Black Lager,Uinta Brewing Company,2256,2176,1
Hop Notch IPA (2013),Uinta Brewing Company,2257,2177,1
Cutthroat Pale Ale,Uinta Brewing Company,2258,2178,1
WYLD Extra Pale Ale,Uinta Brewing Company,2259,2179,1
Pilsner Ukiah,Ukiah Brewing Company,2260,2180,1
The Green Room,Uncle Billy's Brewery and Smokeh...,2261,2181,1
Humbucker Helles,Uncle Billy's Brewery and Smokeh...,2262,2182,1
Uncle John's Apple Cherry Cider,Uncle John's Fruit House Winery,2263,2183,1
Uncle John's Apricot Apple Cider,Uncle John's Fruit House Winery,2264,2184,1
Draught Hard Apple Cider,Uncle John's Fruit House Winery,2265,2185,1
Scotty K NA,Uncommon Brewers,2266,2186,1
Bacon Brown Ale,Uncommon Brewers,2267,2187,1
Golden State Ale,Uncommon Brewers,2268,2188,1
Baltic Porter,Uncommon Brewers,2269,2189,1
Siamese twin,Uncommon Brewers,2270,2190,1
Double Duckpin,Union Craft Brewing,2271,2191,1
Old Pro,Union Craft Brewing,2272,2192,1
Duckpin Pale Ale,Union Craft Brewing,2273,2193,1
Balt Altbier,Union Craft Brewing,2274,2194,1
Campside Session IPA,Upland Brewing Company,2275,2195,1
Upland Wheat Ale,Upland Brewing Company,2276,2196,1
Dragonfly IPA,Upland Brewing Company,2277,2197,1
Lee Hill Series Vol. 5 - Belgian Style Quadrupel Ale,Upslope Brewing Company,2278,2198,1
Lee Hill Series Vol. 4 - Manhattan Style Rye Ale,Upslope Brewing Company,2279,2199,1
Lee Hill Series Vol. 2 - Wild Saison,Upslope Brewing Company,2280,2200,1
Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout,Upslope Brewing Company,2281,2201,1
Lee Hill Series Vol. 1 - Barrel Aged Brown Ale,Upslope Brewing Company,2282,2202,1
Blood Orange Saison,Upslope Brewing Company,2283,2203,1
Thai Style White IPA,Upslope Brewing Company,2284,2204,1
Ferus Fluxus Wild Belgian Pale Ale,Upslope Brewing Company,2285,2205,1
Upslope Imperial India Pale Ale,Upslope Brewing Company,2286,2206,1
Upslope Christmas Ale,Upslope Brewing Company,2287,2207,1
Upslope Pumpkin Ale,Upslope Brewing Company,2288,2208,1
Upslope Belgian Style Pale Ale,Upslope Brewing Company,2289,2209,1
Upslope Foreign Style Stout,Upslope Brewing Company,2290,2210,1
Top Rope Mexican-style Craft Lager,Upslope Brewing Company,2291,2211,1
Upslope Craft Lager,Upslope Brewing Company,2292,2212,1
Upslope Brown Ale,Upslope Brewing Company,2293,2213,1
Upslope Pale Ale,Upslope Brewing Company,2294,2214,1
Upslope India Pale Ale,Upslope Brewing Company,2295,2215,1
Common Sense Kentucky Common Ale,Upstate Brewing Company,2296,2216,1
Upstate I.P.W.,Upstate Brewing Company,2297,2217,1
Squatters Full Suspension Pale Ale,Utah Brewers Cooperative,2298,2218,2
Squatters Hop Rising Double IPA,Utah Brewers Cooperative,2299,2219,1
Devastator Double Bock,Utah Brewers Cooperative,2300,2220,1
Wasatch Ghostrider White IPA,Utah Brewers Cooperative,2301,2221,1
Wasatch Ghostrider White IPA (2014),Utah Brewers Cooperative,2302,2222,1
Wasatch Apricot Hefeweizen,Utah Brewers Cooperative,2303,2223,1
Squatters Hop Rising Double IPA (2014),Utah Brewers Cooperative,2304,2224,1
Squatters Full Suspension Pale Ale,Utah Brewers Cooperative,2305,2218,2
Nunica Pine,Vander Mill Ciders,2306,2225,1
Ginger Peach,Vander Mill Ciders,2307,2226,1
Totally Roasted,Vander Mill Ciders,2308,2227,1
Blue Gold,Vander Mill Ciders,2309,2228,1
Hard Apple,Vander Mill Ciders,2310,2229,1
Nitro Can Coffee Stout,Vault Brewing Company,2311,2230,1
Voodoo Love Child,Voodoo Brewery,2312,2231,1
White Magick of the Sun,Voodoo Brewery,2313,2232,1
Wynona's Big Brown Ale,Voodoo Brewery,2314,2233,1
Gran Met,Voodoo Brewery,2315,2234,1
Good Vibes IPA,Voodoo Brewery,2316,2235,1
Pilzilla,Voodoo Brewery,2317,2236,1
Wachusett Light IPA,Wachusett Brewing Company,2318,2237,1
Green Monsta IPA,Wachusett Brewing Company,2319,2238,2
Wachusett IPA,Wachusett Brewing Company,2320,2239,1
Strawberry White,Wachusett Brewing Company,2321,2240,1
Larry Imperial IPA,Wachusett Brewing Company,2322,2241,1
Wachusett Summer,Wachusett Brewing Company,2323,2242,1
Country Pale Ale,Wachusett Brewing Company,2324,2243,1
Wachusett Light IPA (2013),Wachusett Brewing Company,2325,2244,1
Pumpkan,Wachusett Brewing Company,2326,2245,1
Wachusett Blueberry Ale,Wachusett Brewing Company,2327,2246,1
Green Monsta IPA,Wachusett Brewing Company,2328,2238,2
T-6 Red Ale (2004),Warbird Brewing Company,2329,2247,1
Self Starter,Warped Wing Brewing Company,2330,2248,1
Ermal's,Warped Wing Brewing Company,2331,2249,1
10 Ton,Warped Wing Brewing Company,2332,2250,1
Flyin' Rye,Warped Wing Brewing Company,2333,2251,1
Christmas Ale,West Sixth Brewing,2334,2252,1
Pay It Forward Cocoa Porter,West Sixth Brewing,2335,2253,1
West Sixth Amber Ale,West Sixth Brewing,2336,2254,1
West Sixth IPA,West Sixth Brewing,2337,2255,1
One Claw,Westbrook Brewing Company,2338,2256,1
Westbrook Gose,Westbrook Brewing Company,2339,2257,1
White Thai,Westbrook Brewing Company,2340,2258,1
Westbrook IPA,Westbrook Brewing Company,2341,2259,1
Westfield Octoberfest,Westfield River Brewing Company,2342,2260,1
Pop's Old Fashioned Lager,Westfield River Brewing Company,2343,2261,1
Charlie in the Rye,Westfield River Brewing Company,2344,2262,1
Royal Lager,Weston Brewing Company,2345,2263,1
Rip Van Winkle (Current),Weston Brewing Company,2346,2264,1
O’Malley’s Stout,Weston Brewing Company,2347,2265,1
O’Malley’s IPA,Weston Brewing Company,2348,2266,1
O’Malley’s Irish Style Cream Ale,Weston Brewing Company,2349,2267,1
L'il Lucy's Hot Pepper Ale,Weston Brewing Company,2350,2268,1
Drop Kick Ale,Weston Brewing Company,2351,2269,1
Raspberry Berliner Weisse,White Birch Brewing,2352,2270,1
Hop Session,White Birch Brewing,2353,2271,1
Blueberry Berliner Weisse,White Birch Brewing,2354,2272,1
Berliner Weisse,White Birch Brewing,2355,2273,1
Super G IPA,White Flame Brewing Company,2356,2274,1
Hefe Lemon,Widmer Brothers Brewing Company,2357,2275,1
Hefe Black,Widmer Brothers Brewing Company,2358,2276,1
Widmer Brothers Hefeweizen,Widmer Brothers Brewing Company,2359,2277,1
Hop Slayer Double IPA,Wild Onion Brewing Company,2360,2278,1
Pumpkin Ale,Wild Onion Brewing Company,2361,2279,1
Big Bowl Blonde Ale,Wild Onion Brewing Company,2362,2280,1
Phat Chance,Wild Onion Brewing Company,2363,2281,1
Hop Slayer Double IPA (2011),Wild Onion Brewing Company,2364,2282,2
Hop Slayer Double IPA (2011),Wild Onion Brewing Company,2365,2282,2
Wild Onion Summer Wit,Wild Onion Brewing Company,2366,2283,1
Jack Stout,Wild Onion Brewing Company,2367,2284,1
Wild Onion Pumpkin Ale (2010),Wild Onion Brewing Company,2368,2285,1
Paddy Pale Ale,Wild Onion Brewing Company,2369,2286,1
Blonde Hunny,Wild Wolf Brewing Company,2370,2287,1
Wild Wolf Wee Heavy Scottish Style Ale,Wild Wolf Brewing Company,2371,2288,1
Wild Wolf American Pilsner,Wild Wolf Brewing Company,2372,2289,1
Alpha Ale,Wild Wolf Brewing Company,2373,2290,1
Mystical Stout,Wildwood Brewing Company,2374,2291,1
Bodacious Bock,Wildwood Brewing Company,2375,2292,1
