Year,Filming Locations,original_index,unique_index
2015,"Utah, USA",499,462
2015,"San Francisco, California, USA",500,445
1991,,501,9
2011,"Ann Arbor, Michigan, USA",502,463
1959,"Garces Highway 1/10th mile East from Corcoran Road and Kern National Wildlife Preserve, Kern County, California, USA",503,464
1984,"176 Elkwood Dr., Lake Lure, North Carolina, USA",504,465
1981,"Miami, Florida, USA",505,466
1949,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",506,467
2004,"Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA",507,468
2004,"1912 N Cahuenga Boulevard, Los Angeles, USA",508,469
1971,"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",509,470
1982,"Almería, Andalucía, Spain",510,471
1983,"Chiapas, Mexico",511,472
2015,,512,49
1982,"Antigua, Guatemala",513,473
1978,"333 S La Cienega Blvd, Los Angeles, California, USA",514,474
1974,"Greystone Park & Mansion - 905 Loma Vista Drive, Beverly Hills, California, USA",515,475
1980,"High Street, Moorpark, California, USA",516,476
1973,"Atlanta, Georgia, USA",517,477
1982,Philippines,518,478
2004 2005 2006,"Distillery District, Toronto, Ontario, Canada",519,479
1959,"Amsterdam, Noord-Holland, Netherlands",520,480
1932,"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",521,94
2008,"1230 East Linden Avenue, Linden, New Jersey, USA",522,481
1990,France,523,482
1939,"Stage 14, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",524,483
1934,"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",525,484
1932,"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",526,94
1994,"New York City, New York, USA",527,485
1984,"Pflugerville, Texas, USA",528,486
1982,"7121 Lonzo Street, Tujunga, Los Angeles, California, USA",529,487
1962,"172 S. McCadden Pl., Hancock Park, Los Angeles, California, USA",530,488
1926,"Cottage Grove, Oregon, USA",531,489
2004,"Lacy Street Production Center - 2630 Lacy Street, Los Angeles, California, USA",532,490
2008,Bulgaria,533,491
2000,"Ait Benhaddou, Morocco",534,492
2006,"Cleveland, Ohio, USA",535,493
2011,"Gotham, New York City, New York, USA",536,494
2002 2003 2004,"White Stallion Ranch, Tucson, Arizona, USA",537,495
2001,"Belfast, Maine, USA",538,496
2003,,539,497
2012,,540,47
1952,"Pearl Harbor, O'ahu, Hawaii, USA",541,498
1961,"Castle Valley, Moab, Utah, USA",542,499
1968,"Conroe, Texas, USA",543,500
2002,"Nebraska, USA",544,501
2006,"Communications Center, Los Angeles City College - 855 North Vermont Avenue, Los Angeles, California, USA",545,502
1993,,546,503
1992,"Hansaviertel, Tiergarten, Berlin, Germany",547,504
1991,"Santa Clarita, California, USA",548,505
2015,,549,49
1981,"California, USA",550,506
1967,"Old Tucson Studios, Tucson, Arizona, USA",551,507
1965,"Sierra Madre del Sur, Mexico",552,508
1971,"Athens, Tennessee, USA",553,509
1961,"San Francisco, California, USA",554,510
1953,"Bell Ranch, Santa Susana, California, USA",555,511
1999,"Screen Gems Studios - 1223 North 23rd Street, Wilmington, North Carolina, USA",556,512
1992,"Shepperton Studios, Shepperton, Surrey, England, UK",557,513
1996,"London, England, UK",558,514
1984,"Empire Stages of New York, Long Island City, Queens, New York City, New York, USA",559,515
1979,"Santa Clarita, California, USA",560,516
1979,"Cow Palace, San Francisco, California, USA",561,517
2007,"Eel Pie Studios, Twickenham, Middlesex, England, UK",562,518
1988,"Greystone Park & Mansion - 905 Loma Vista Drive, Beverly Hills, California, USA",563,519
1991,"Bronx, New York City, New York, USA",564,520
2016,"Dublin, Ireland",565,521
1981,"Kaufman Astoria Studios - 3412 36th Street, Astoria, Queens, New York City, New York, USA",566,522
1983,"Calexico, California, USA",567,523
1992,"10231 Charing Cross Road, Beverly Hills, California, USA",568,524
1999,"Bath, Maine, USA",569,525
2011 2012 2013,"The Roastery Coffee House - 8 Pardee Avenue, Toronto, Ontario, Canada",570,526
2006,"British Columbia, Canada",571,527
2009,"Handy Market - 2514 W. Magnolia Boulevard, Burbank, California, USA",572,528
2016,"Montreal, Québec, Canada",573,529
1989,"Empire Studios, Rome, Lazio, Italy",574,530
2007,"183 Grand Street, New York City, New York, USA",575,531
1987,"Harlem, Manhattan, New York City, New York, USA",576,532
1996,"Cook Ranch, Galisteo, New Mexico, USA",577,533
2004,"13705 Ventura Blvd., Sherman Oaks, Los Angeles, California, USA",578,534
1998,"6th Street Bridge, Los Angeles, California, USA",579,535
1999 2000 2001,"297 Rue Marcel-Giguère, Blainville, Québec, Canada",580,536
1993,"Hall of Justice - 211 W. Temple Street, Downtown, Los Angeles, California, USA",581,537
1991,"Qualcomm Stadium - 9449 Friars Road, San Diego, California, USA",582,538
2005,"Monumental sculpture 'Double Ascension' 1973 Herbert Bayer 505 South Flower St, Los Angeles, California USA",583,539
2009,"500 Cheyney Rd, Glen Mills, Pennsylvania, USA",584,540
1966,"77 Pottery Lane, Notting Hill, London, England, UK",585,541
2006,"John Hancock Center Condominium Owner's Entrance - 875 N Michigan Ave, Chicago, Illinois, USA",586,542
2011,"Saugus Speedway - 22500 Soledad Canyon Road, Saugus, California, USA",587,543
1970,"Chloride, Arizona, USA",588,544
1973,"Boston Common, Boston, Massachusetts, USA",589,545
1981,"Santa Barbara, California, USA",590,546
1971,"Central Park, Manhattan, New York City, New York, USA",591,547
1983,"Du-Par's Restaurant - 12036 Ventura Boulevard, Studio City, Los Angeles, California, USA",592,548
1978,"Durango, Mexico",593,549
2013,"Creede, Colorado, USA",594,550
2012,"Cape Town Film Studios, Cape Town, Western Cape, South Africa",595,551
1973,"5-7 Minetta Street, New York City, New York, USA",596,552
1992,"Restaurant, 1520 Sheepshead Bay Road, Brooklyn, New York, USA",597,553
2007,"4th Street, Downtown, Los Angeles, California, USA",598,554
2011,"Illinois, USA",599,555
1997,"Manhattan, New York City, New York, USA",600,556
1959,"London, England, UK",601,557
1954,"Los Angeles, California, USA",602,558
1958,Mexico,603,559
1953,"Durango, Colorado, USA",604,560
1952,"Motion Picture Center Studios, Hollywood, Los Angeles, California, USA",605,561
1946,"Wildwood Regional Park, Thousand Oaks, California, USA",606,562
1932,"48th Street, Los Angeles, California, USA",607,563
1970,"Chemainus, North Cowichan, British Columbia, Canada",608,564
1935,"The Lot - 1041 N. Formosa Avenue, West Hollywood, California, USA",609,565
1936,"Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA",610,254
1964,"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",611,566
2007,"Los Angeles, California, USA",612,567
1975,"Culver Studios - 9336 W. Washington Blvd., Culver City, California, USA",613,568
1971,"Eugene, Oregon, USA",614,569
1986,"El Rey Theater - 5515 Wilshire Blvd., Los Angeles, California, USA",615,570
1987,"Atlanta, Georgia, USA",616,571
1971,"Manhattan, New York City, New York, USA",617,572
1968,"Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",618,573
2013,"Los Angeles, California, USA",619,175
2015,"Cheever Place, Carroll Gardens, Brooklyn, New York, USA",620,574
1994,"Monument Valley, Arizona, USA",621,575
1948,"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",622,576
1955,"Tourrettes-sur-Loup, Alpes-Maritimes, France",623,577
2003,"Santa Clarita, California, USA",624,29
1988,,625,578
1995,"Paris, France",626,579
2001,"Estudios Churubusco Azteca, Mexico City, Distrito Federal, Mexico",627,580
2003 2004 2005,"Chicago, Illinois, USA",628,581
2003,"Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA",629,582
2005,"Alaska, USA",630,583
2001,"Bloomsbury, London, England, UK",631,584
2007,"Bethel Missionary Baptist Church - 1972 N. Fair Oaks Avenue, Pasadena, California, USA",632,585
2004,"Greenwich Village, Manhattan, New York City, New York, USA",633,586
2002,"Hamilton, Ontario, Canada",634,587
1955,"Sonoita, Arizona, USA",635,588
1996,"505 West End Avenue, Manhattan, New York City, New York, USA",636,589
1955,"3156 Perry Avenue, Bronx, New York City, New York, USA",637,590
2007,,638,3
2010,,639,20
1956,"Santa Rosa, California, USA",640,591
1957,"Biograph Studios, Bronx, New York City, New York, USA",641,592
1957,"Soundstage 6, Goldwyn Studios, Culver City, California, USA",642,593
1948,"Detroit, Michigan, USA",643,594
1998,"15819 Main Street, La Puente, California, USA",644,595
1995,"Faribault, Minnesota, USA",645,596
2005,,646,318
1989,"Beverly Hills, California, USA",647,597
1992,"Fremont Street, Las Vegas, Nevada, USA",648,598
1996,"Madison Square Garden, 7th Avenue, Chelsea, Manhattan, New York City, New York, USA",649,599
1956,"Ras Safsafa, South Sinai Governorate, Egypt",650,600
1993,,651,503
1991,"British Columbia, Canada",652,601
1995,"Pacific Electric Building, Los Angeles, California, USA",653,602
2009,"Hollywood Beach, Florida, USA",654,603
2001,"Las Vegas, Nevada, USA",655,604
2007,"Manhattan, New York City, New York, USA",656,605
2011,,657,144
1989,,658,606
1989,"Sevananda Natural Foods Grocery, 1111 Euclid Ave. NE, Atlanta, Georgia, USA",659,607
1996,"Arlington Heights, Illinois, USA",660,608
2009,"714 West Potrero Road, Hidden Valley, Westlake Village, California, USA",661,609
1989,"Gainesville, Florida, USA",662,610
1948,"Old Tucson - 201 S. Kinney Road, Tucson, Arizona, USA",663,611
2010,,664,20
2010,"Kingston, New York, USA",665,612
1974,"Baltimore, Maryland, USA",666,613
2000,"Alberta, Canada",667,614
1970,"Baltimore, Maryland, USA",668,615
1994,"Show Dogs Fine Sausages - 1020 Market Street, San Francisco, California, USA",669,616
2000,"Santa Ventura Studios - 5301 North Ventura Avenue, Ventura, California, USA",670,617
2013,"Ohio State Fairgrounds, Columbus, Ohio, USA",671,618
1969,"Johns Hopkins University - 3400 N. Charles Street, Baltimore, Maryland, USA",672,619
1957,"Agoura, California, USA",673,620
1956,"Amecameca, Estado de México, Mexico",674,621
2015,,675,49
1956,"Brentwood, Los Angeles, California, USA",676,622
1949,"Stage 28, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",677,623
1977,"Baltimore, Maryland, USA",678,624
2004,"London, England, UK",679,625
2003,,680,497
2002,,681,626
1982,"Los Angeles, California, USA",682,298
1949,"Iverson Ranch - 1 Iverson Lane, Chatsworth, Los Angeles, California, USA",683,627
1996,"Monterey, California, USA",684,628
1957,"Yuma, Arizona, USA",685,629
2012,,686,47
2012,,687,47
2013,"California, USA",688,630
1987 1988 1989,"Utah, USA",689,631
2014,,690,245
2004,"527 Loring Ave, Los Angeles, California, USA",691,632
2012,"Fairhaven, Massachusetts, USA",692,633
2004,"Ait Benhaddou, Morocco",693,634
2004,"Ardmore Studios, Herbert Road, Bray, County Wicklow, Ireland",694,635
2003,"Los Angeles, California, USA",695,636
2002,,696,626
1993,"The Vista Theatre - 4473 Sunset Drive, Los Angeles, California, USA",697,637
1993,"Jurassic Kahili Ranch, Kilauea, Kauai, Hawaii, USA",698,638
1989,"Palazzi Barbaro, Grand Canal, Venice, Veneto, Italy",699,639
2003 2004 2005,"Barrandov Studios, Prague, Czech Republic",700,640
2004,Canada,701,641
2014,"Montreal, Québec, Canada",702,642
2014,,703,245
1993,"California, USA",704,643
1994,"Fontana, California, USA",705,644
1989,,706,606
2013,"Los Angeles, California, USA",707,175
2012,"Secaucus, New Jersey, USA",708,645
1989,"Arches National Park, Moab, Utah, USA",709,646
1988,"637 S Lucerne Blvd, Los Angeles, California, USA",710,647
1938,"Chateau de Versailles, Versailles, Yvelines, France",711,648
2007,"Altadena, California, USA",712,649
1992,"Jerusalem, Israel",713,650
1988,"Limelite Studios, Miami, Florida, USA",714,651
1992,"Seattle, Washington, USA",715,652
2012,"Martins Ferry, Ohio, USA",716,653
2013,,717,45
2013,"Lacy Street Production Center - 2630 Lacy Street, Los Angeles, California, USA",718,654
2013,,719,45
2015,"Los Angeles, California, USA",720,56
2014,"Medina, Ohio, USA",721,655
2007,"Pensacola, Florida, USA",722,656
1997,"Cuernavaca, Morelos, Mexico",723,657
2012,"North Carolina, USA",724,658
2013,"Athens, Georgia, USA",725,659
2014,"Los Angeles, California, USA",726,41
2013,"Los Angeles, California, USA",727,175
2004,"Rae's Restaurant, 2901 Pico Boulevard, Santa Monica, California, USA",728,660
1996,"Buena Park, California, USA",729,661
1996,"Abandoned train station, Memphis, Tennessee, USA",730,662
2001,"Asheville, North Carolina, USA",731,663
2000 2001 2002,"Spring Street Towers - 650 S. Spring Street, Downtown, Los Angeles, California, USA",732,664
2012,"Longcross Studios, Chobham Lane, Longcross, Surrey, England, UK",733,665
2011,"Agua Dulce, California, USA",734,666
2002,"Alaska, USA",735,667
1955,"Courthouse Square, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",736,668
1957,,737,669
1957,,738,669
1948,"Sedona, Arizona, USA",739,670
1951,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",740,73
1950,"Aspen, Colorado, USA",741,671
1955,"Santa Clarita, California, USA",742,672
1956,"Janss Conejo Ranch, Thousand Oaks, California, USA",743,673
1957,"California Studios - 5530 Melrose Avenue, Hollywood, Los Angeles, California, USA",744,674
1999,,745,139
1996,"Central Park, Manhattan, New York City, New York, USA",746,675
2010,"Portland, Oregon, USA",747,676
1981,,748,677
1988,"1261 South Victoria Avenue, Los Angeles, California, USA",749,678
2012,"Los Angeles, California, USA",750,679
1992,"Phoenix, Arizona, USA",751,680
2012,"New Jersey, USA",752,681
2010,"Tucson, Arizona, USA",753,682
1984,"Eagan, Minnesota, USA",754,683
1993,"Molly's Reach, 647 School Road, Gibsons, British Columbia, Canada",755,684
2011,"Conroe, Texas, USA",756,685
1978,"Montréal, Québec, Canada",757,686
1992,"534 Lewis Street, Monroe, Washington, USA",758,687
2011,"Los Angeles, California, USA",759,44
1949,"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",760,688
2009,"McGregor, Iowa, USA",761,689
1948,"Tucson, Arizona, USA",762,690
1992,"Charleston, South Carolina, USA",763,691
2003,"Shutters on the Beach - 1 Pico Blvd., Santa Monica, California, USA",764,692
1997,"Monmouth County, New Jersey, USA",765,693
2000 2001 2002,"Santa Clarita, California, USA",766,694
2015,"Portland, Oregon, USA",767,695
1990,"Bensenville, Illinois, USA",768,696
1956,"Alabama Hills, Lone Pine, California, USA",769,697
1951,"Dijon Street, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",770,698
2012,"Grafton, Utah, USA",771,699
1989,"Irwindale, California, USA",772,700
2005,"Los Angeles, California, USA",773,701
2001,"Santa Clarita, California, USA",774,182
2015,"Portland, Oregon, USA",775,695
2011,"Union Station - 800 NW 6th Avenue, Portland, Oregon, USA",776,702
2016,"Backlot, Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",777,703
2005,"Sofia, Bulgaria",778,704
2006,"California, USA",779,705
2009,"Bora Bora, Leeward Islands, French Polynesia",780,706
1957,"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",781,348
1956,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",782,707
2001,,783,136
2014,,784,245
2006,"Austin Convention Center - 500 E. Cesar Chavez Street, Austin, Texas, USA",785,708
2015,,786,49
2004,"Los Angeles, California, USA",787,142
2015,"Austin, Texas, USA",788,709
2011,"Georgia, USA",789,710
2012,,790,47
2014,"New York City, New York, USA",791,325
1999,"Los Angeles, California, USA",792,711
2015,"Leavesden Studios, Leavesden, Hertfordshire, England, UK",793,712
2015,,794,49
2012,,795,47
2011,"Falmouth, Massachusetts, USA",796,713
2013,"Sportsmen's Lodge - 12825 Ventura Blvd., Studio City, Los Angeles, California, USA",797,714
2005,"Burwood, Sydney, New South Wales, Australia",798,715
2005,"Calabasas, California, USA",799,716
2010,"2nd Ave & E 56th St, New York City, New York, USA",800,717
1996,"Los Angeles, California, USA",801,718
2011,"Los Angeles, California, USA",802,44
2015,,803,49
2012,,804,47
2015,,805,49
2015,"Chicago, Illinois, USA",806,719
2010,"608 Vallombrosa Dr, Pasadena, California, USA",807,720
2015,,808,49
2014,"Athens, Greece",809,721
2015,,810,49
2015,"Savannah, Georgia, USA",811,722
2014,,812,245
2005,,813,318
2014,,814,245
2015,,815,49
2015,,816,49
2008,"Hawaii, USA",817,723
2000,,818,140
2012 2013 2014,,819,724
2013,,820,45
2011,,821,144
2009,"Alaska, USA",822,725
2012,"Emeryville, California, USA",823,726
2011,,824,144
2013,,825,45
2013,,826,45
2008,,827,43
2012,,828,47
2010,,829,20
2015,"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",830,727
1999,"Joe Robbie Stadium - 2269 NW 199th Street, Miami, Florida, USA",831,728
1982,"Administration Building, Monmouth College - 45 Elm Road, West Long Branch, New Jersey, USA",832,729
2014,"Los Angeles, California, USA",833,41
