Name,Director,original_index,unique_index
Grizzly Man,Werner Herzog,630,630
The Mummy Returns,Stephen Sommers,631,631
Confessions of a Superhero,Matthew Ogens,632,632
I Like Killing Flies,Matt Mahurin,633,633
Death to Smoochy,Danny DeVito,634,634
Oklahoma!,Fred Zinnemann,635,635
The Mirror Has Two Faces,Barbra Streisand,636,636
Killer's Kiss,Stanley Kubrick,637,637
Crazy Love,"Dan Klores,Fisher Stevens",638,638
Tabloid,Errol Morris,639,639
Storm Center,Daniel Taradash,640,640
A Face in the Crowd,Elia Kazan,641,641
Sweet Smell of Success,Alexander Mackendrick,642,642
State of the Union,Frank Capra,643,643
Halloween H20: 20 Years Later,Steve Miner,644,644
Embrace of the Vampire,Anne Goursaud,645,645
Following Sean,Ralph Arlyck,646,646
"Honey, I Shrunk the Kids",Joe Johnston,647,647
Honey I Blew Up the Kid,Randal Kleiser,648,648
Space Jam,Joe Pytka,649,649
The Ten Commandments,Cecil B. DeMille,650,650
Necronomicon: Book of Dead,"Christophe Gans,Shûsuke Kaneko",651,651
Shatterbrain,Dan O'Bannon,652,652
Se7en,David Fincher,653,653
Monica & David,Alexandra Codina,654,654
Beyond Vanilla,Claes Lilja,655,655
Black Ribbon,John Orrichio,656,656
The Greatest Movie Ever Sold,Morgan Spurlock,657,657
The Little Mermaid,"Ron Clements,John Musker",658,658
Driving Miss Daisy,Bruce Beresford,659,659
Blood and Wine,Bob Rafelson,660,660
It's Complicated,Nancy Meyers,661,661
Parenthood,Ron Howard,662,662
Red River,"Howard Hawks,Arthur Rosson",663,663
Sons of Perdition,"Tyler Measom,Jennilyn Merten",664,664
Marwencol,Jeff Malmberg,665,665
Female Trouble,John Waters,666,666
Shanghai Noon,Tom Dey,667,667
Multiple Maniacs,John Waters,668,668
Interview with the Vampire: The Vampire Chronicles,Neil Jordan,669,669
Erin Brockovich,Steven Soderbergh,670,670
Parker,Taylor Hackford,671,671
Mondo Trasho,John Waters,672,672
Decision at Sundown,Budd Boetticher,673,673
7th Cavalry,Joseph H. Lewis,674,674
Kiddie Flamingos,John Waters,675,675
Autumn Leaves,Robert Aldrich,676,676
Flamingo Road,Michael Curtiz,677,677
Desperate Living,John Waters,678,678
The Cutting Edge: The Magic of Movie Editing,Wendy Apple,679,679
A Decade Under the Influence,"Ted Demme,Richard LaGravenese",680,680
Cinerama Adventure,David Strohmaier,681,681
Der Stand der Dinge,Wim Wenders,682,682
King of the Rocket Men,Fred C. Brannon,683,683
Daylight,Rob Cohen,684,684
3:10 to Yuma,Delmer Daves,685,685
The Invisible War,Kirby Dick,686,686
That Guy ... Who Was in That Thing 1,"Ian Roumain,Michael Schwartz",687,687
Drew: The Man Behind the Poster,Erik Sharkey,688,688
Halloween 4: The Return of Michael Myers,"Dwight H. Little,Mark Cullingham",689,689
Lost Soul: The Doomed Journey of Richard Stanley's Island of Dr. Moreau,David Gregory,690,690
Cellular,David R. Ellis,691,691
The American Scream,Michael Stephenson,692,692
Alexander,Oliver Stone,693,693
King Arthur,Antoine Fuqua,694,694
This Girl's Life,Ash Baron-Cohen,695,695
Shooters,"Glenn Durfort,Colin Teague",696,696
True Romance,Tony Scott,697,697
Jurassic Park,Steven Spielberg,698,698
Indiana Jones and the Last Crusade,Steven Spielberg,699,699
Chasing Liberty,"Andy Cadiff,Shelly Ziegler",700,700
The Prince and Me,Martha Coolidge,701,701
X-Men: Days of Future Past,Bryan Singer,702,702
An Honest Liar,"Tyler Measom,Justin Weinstein",703,703
Robot Wars,Albert Band,704,704
A.P.E.X.,Phillip J. Roth,705,705
Sinbad of the Seven Seas,"Enzo G. Castellari,Luigi Cozzi",706,706
Mortified Nation,Michael Mayer,707,707
Évocateur: The Morton Downey Jr. Movie,"Seth Kramer,Daniel A. Miller",708,708
Sundown: The Vampire in Retreat,Anthony Hickox,709,709
Waxwork,Anthony Hickox,710,710
Marie Antoinette,"W.S. Van Dyke,Julien Duvivier",711,711
Halloween,Rob Zombie,712,712
Double Edge,Amos Kollek,713,713
Midnight Crossing,Roger Holzberg,714,714
American Heart,Martin Bell,715,715
Memory Lane,Shawn Holmes,716,716
Bridgend,John Michael Williams,717,717
Sparks,"Todd Burrows,Christopher Folino",718,718
Clubhouse,Yuri Shapochka,719,719
The Real Miyagi,Kevin Derek,720,720
Revenge of the Spacemen,Jay Summers,721,721
Permanent Vacation,W. Scott Peake,722,722
The Blood Oranges,Philip Haas,723,723
Stuck in Love,Josh Boone,724,724
The Spectacular Now,James Ponsoldt,725,725
Neighbors,Nicholas Stoller,726,726
The Hangover Part III,Todd Phillips,727,727
Starsky & Hutch,Todd Phillips,728,728
The Cable Guy,Ben Stiller,729,729
The People vs. Larry Flynt,Milos Forman,730,730
Hannibal,Ridley Scott,731,731
Blow,Ted Demme,732,732
Wrath of the Titans,Jonathan Liebesman,733,733
Super 8,J.J. Abrams,734,734
Insomnia,Christopher Nolan,735,735
Tarantula,Jack Arnold,736,736
Kronos,Kurt Neumann,737,737
The Giant Claw,Fred F. Sears,738,738
Station West,Sidney Lanfield,739,739
The Tall Target,Anthony Mann,740,740
Devil's Doorway,Anthony Mann,741,741
Wichita,Jacques Tourneur,742,742
The First Texan,Byron Haskin,743,743
Trooper Hook,Charles Marquis Warren,744,744
Ambrose in Trouble,Dan Pascoe,745,745
I'm Not Rappaport,Herb Gardner,746,746
Little Blue Pill,Aaron Godfred,747,747
The Best of Sex and Violence,Ken Dixon,748,748
Sorority Babes in the Slimeball Bowl-O-Rama,David DeCoteau,749,749
Puppet Master X: Axis Rising,Charles Band,750,750
The Vagrant,Chris Walas,751,751
Sleepaway Camp IV: The Survivor,Jim Markovic,752,752
Jessicka Rabid,Matthew Reel,753,753
Purple Rain,Albert Magnoli,754,754
Needful Things,Fraser Clarke Heston,755,755
Into the Abyss,Werner Herzog,756,756
Angela,Boris Sagal,757,757
Twin Peaks: Fire Walk with Me,David Lynch,758,758
Terri,Azazel Jacobs,759,759
"Abbott and Costello Meet the Killer, Boris Karloff",Charles Barton,760,760
16 to Life,Becky Smith,761,761
The Treasure of the Sierra Madre,John Huston,762,762
Rich in Love,Bruce Beresford,763,763
Something's Gotta Give,Nancy Meyers,764,764
A Better Place,Vincent Pereira,765,765
Rush Hour 2,Brett Ratner,766,766
Actual Reality,"Ian Stout,Robin Vada",767,767
Flatliners,Joel Schumacher,768,768
Seven Men from Now,Budd Boetticher,769,769
Fort Worth,Edwin L. Marin,770,770
Electrick Children,Rebecca Thomas,771,771
Tango & Cash,"Andrey Konchalovskiy,Albert Magnoli",772,772
Me and You and Everyone We Know,Miranda July,773,773
The Wedding Planner,Adam Shankman,774,774
Birds of Neptune,Steven Richter,775,775
1 Out of 7,York Alec Shackleton,776,776
Dark Ascension,Gene Fallaize,777,777
Man with the Screaming Brain,Bruce Campbell,778,778
Smokin' Aces,Joe Carnahan,779,779
Couples Retreat,Peter Billingsley,780,780
The Deadly Mantis,Nathan Juran,781,781
Forbidden Planet,Fred M. Wilcox,782,782
Acts of Worship,Rosemary Rodriguez,783,783
Madame Bovary,Sophie Barthes,784,784
Idiocracy,Mike Judge,785,785
Hotel Transylvania 2,Genndy Tartakovsky,786,786
Superbabies: Baby Geniuses 2,Bob Clark,787,787
A Brave Heart: The Lizzie Velasquez Story,Sara Hirsh Bordo,788,788
The Change-Up,David Dobkin,789,789
Rise of the Guardians,Peter Ramsey,790,790
Annie,Will Gluck,791,791
Baby Geniuses,Bob Clark,792,792
Pan,Joe Wright,793,793
Baby Geniuses and the Space Baby,Sean McNamara,794,794
Hotel Transylvania,Genndy Tartakovsky,795,795
Hall Pass,"Bobby Farrelly,Peter Farrelly",796,796
Bad Words,Jason Bateman,797,797
Son of the Mask,Lawrence Guterman,798,798
Popstar,Richard Gabai,799,799
The Switch,"Josh Gordon,Will Speck",800,800
Ed,Bill Couturié,801,801
Judy Moody and the Not Bummer Summer,John Schultz,802,802
The Jones Family Will Make a Way,Alan Berg,803,803
A Sister's Call,"Kyle Tekiela,Rebecca Schaper",804,804
Fear No Fruit,Mark Brian Smith,805,805
For Grace,"Mark Helenowski,Kevin Pang",806,806
Date Night,Shawn Levy,807,807
The Peanuts Movie,Steve Martino,808,808
Lost in the Bewilderness,Alexandra Anthony,809,809
Batkid Begins,Dana Nachman,810,810
The SpongeBob Movie: Sponge Out of Water,Paul Tibbitt,811,811
The Boxtrolls,"Graham Annable,Anthony Stacchi",812,812
The Curse of the Were-Rabbit,"Steve Box,Nick Park",813,813
Penguins of Madagascar,"Eric Darnell,Simon J. Smith",814,814
Home,Tim Johnson,815,815
Minions,"Kyle Balda,Pierre Coffin",816,816
Forgetting Sarah Marshall,Nicholas Stoller,817,817
Chicken Run,"Peter Lord,Nick Park",818,818
Cloudy with a Chance of Meatballs 2,"Kris Pearn,Cody Cameron",819,819
The Croods,"Kirk De Micco,Chris Sanders",820,820
Kung Fu Panda 2,Jennifer Yuh,821,821
Star Trek,J.J. Abrams,822,822
Brave,"Mark Andrews,Brenda Chapman",823,823
Rio,Carlos Saldanha,824,824
Turbo,David Soren,825,825
Epic,Chris Wedge,826,826
Bolt,"Byron Howard,Chris Williams",827,827
Ice Age: Continental Drift,"Steve Martino,Mike Thurmeier",828,828
Megamind,Tom McGrath,829,829
Cinderella,Kenneth Branagh,830,830
Any Given Sunday,Oliver Stone,831,831
Annie,John Huston,832,832
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Miguel Arteta,833,833
Night at the Museum: Secret of the Tomb,Shawn Levy,834,834
Alvin and the Chipmunks: Chipwrecked,Mike Mitchell,835,835
Austin Powers: International Man of Mystery,Jay Roach,836,836
My Little Pony: Equestria Girls - Friendship Games,"Ishi Rudell,Jayson Thiessen",837,837
Observe and Report,Jody Hill,838,838
Peter Pan,P.J. Hogan,839,839
Tooth Fairy,Michael Lembeck,840,840
Tomorrowland,Brad Bird,841,841
American Arab,Usama Alshaibi,842,842
Tangled,"Nathan Greno,Byron Howard",843,843
Despicable Me 2,"Pierre Coffin,Chris Renaud",844,844
Frozen,"Chris Buck,Jennifer Lee",845,845
Wreck-It Ralph,Rich Moore,846,846
Office Space,Mike Judge,847,847
Monkeybone,Henry Selick,848,848
Santa Claus Conquers the Martians,Nicholas Webster,849,849
The Mask,Chuck Russell,850,850
Santa with Muscles,John Murlowski,851,851
The Secret of NIMH,Don Bluth,852,852
Bratz,Sean McNamara,853,853
3 Ninjas: High Noon at Mega Mountain,Sean McNamara,854,854
Yogi Bear,Eric Brevig,855,855
SLC Punk!,James Merendino,856,856
God Bless The Child,"Robert Machoian,Rodrigo Ojeda-Beck",857,857
In My Father's House,"Ricki Stern,Anne Sundberg",858,858
Thank You for Playing,"David Osit,Malika Zouhali-Worrall",859,859
Twinsters,"Samantha Futerman,Ryan Miyamoto",860,860
CODE: Debugging the Gender Gap,Robin Hauser Reynolds,861,861
Born in Flames,Lizzie Borden,862,862
The Last Lions,Dereck Joubert,863,863
Revolution,Rob Stewart,864,864
Kings of Pastry,"Chris Hegedus,D.A. Pennebaker",865,865
A Year in Burgundy,David Kennard,866,866
American Hardcore,Paul Rachman,867,867
Alvin and the Chipmunks: The Road Chip,Walt Becker,868,868
Zootopia,"Byron Howard,Rich Moore",869,869
Anoosh of the Airways,James Westby,870,870
A Boy Named Charlie Brown,Bill Melendez,871,871
The Secret Life of Pets,"Chris Renaud,Yarrow Cheney",872,872
Finding Dory,"Andrew Stanton,Angus MacLane",873,873
Kung Fu Panda 3,"Alessandro Carloni,Jennifer Yuh",874,874
Alice Through the Looking Glass,James Bobin,875,875
Krisha,Trey Edward Shults,876,876
Inside Out,"Pete Docter,Ronnie Del Carmen",877,877
Gabriel,Lou Howe,878,878
Max,Boaz Yakin,879,879
Bloody Mary,James Westby,880,880
Big Hero 6,"Don Hall,Chris Williams",881,881
The SpongeBob SquarePants Movie,"Stephen Hillenburg,Mark Osborne",882,882
Monsters vs. Aliens,"Rob Letterman,Conrad Vernon",883,883
Rio 2,Carlos Saldanha,884,884
The Book of Life,Jorge R. Gutierrez,885,885
Mr. Peabody & Sherman,Rob Minkoff,886,886
Frankenweenie,Tim Burton,887,887
ParaNorman,"Chris Butler,Sam Fell",888,888
Robots,"Chris Wedge,Carlos Saldanha",889,889
Screamers,Christian Duguay,890,890
Flushed Away,"David Bowers,Sam Fell",891,891
Antz,"Eric Darnell,Tim Johnson",892,892
Over the Hedge,"Tim Johnson,Karey Kirkpatrick",893,893
A Bug's Life,"John Lasseter,Andrew Stanton",894,894
Madagascar,"Eric Darnell,Tom McGrath",895,895
How to Train Your Dragon 2,Dean DeBlois,896,896
Back to the Future,Robert Zemeckis,897,897
"Monsters, Inc.","Pete Docter,David Silverman",898,898
The Lego Movie,"Phil Lord,Christopher Miller",899,899
Up,"Pete Docter,Bob Peterson",900,900
WALL·E,Andrew Stanton,901,901
The Guns of Navarone,J. Lee Thompson,902,902
Lilo & Stitch,"Dean DeBlois,Chris Sanders",903,903
Stalag 17,Billy Wilder,904,904
Ice Age: Dawn of the Dinosaurs,"Carlos Saldanha,Mike Thurmeier",905,905
Kung Fu Panda,"Mark Osborne,John Stevenson",906,906
Shrek the Third,"Chris Miller,Raman Hui",907,907
Shrek 2,"Andrew Adamson,Kelly Asbury",908,908
Ice Age: The Meltdown,Carlos Saldanha,909,909
Ice Age,"Chris Wedge,Carlos Saldanha",910,910
Shrek Forever After,Mike Mitchell,911,911
Iron Man 3,Shane Black,912,912
Pacific Rim,Guillermo del Toro,913,913
Avatar,James Cameron,914,914
District 9,Neill Blomkamp,915,915
Man of Steel,Zack Snyder,916,916
Iron Man 2,Jon Favreau,917,917
Rise of the Planet of the Apes,Rupert Wyatt,918,918
Star Trek Into Darkness,J.J. Abrams,919,919
Independence Day,Roland Emmerich,920,920
X-Men: First Class,Matthew Vaughn,921,921
Ratatouille,"Brad Bird,Jan Pinkava",922,922
The Incredibles,Brad Bird,923,923
Cars 2,"John Lasseter,Brad Lewis",924,924
Planes,Klay Hall,925,925
Cars,"John Lasseter,Joe Ranft",926,926
Star Wars: Episode VI - Return of the Jedi,Richard Marquand,927,927
Interiors,Woody Allen,928,928
Enchanted,Kevin Lima,929,929
Maleficent,Robert Stromberg,930,930
The Insider,Michael Mann,931,931
Wall Street,Oliver Stone,932,932
The Recruit,Roger Donaldson,933,933
JFK,Oliver Stone,934,934
W.,Oliver Stone,935,935
Two for the Money,D.J. Caruso,936,936
Friday Night Lights,Peter Berg,937,937
City Hall,Harold Becker,938,938
Carlito's Way,Brian De Palma,939,939
The Devil's Advocate,Taylor Hackford,940,940
The Replacements,Howard Deutch,941,941
Righteous Kill,Jon Avnet,942,942
The Sound of Music,Robert Wise,943,943
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,Woody Allen,944,944
Willy Wonka & the Chocolate Factory,Mel Stuart,945,945
The Jungle Book,Wolfgang Reitherman,946,946
Mary Poppins,Robert Stevenson,947,947
The Parent Trap,Nancy Meyers,948,948
Take the Money and Run,Woody Allen,949,949
Dolphin Tale 2,Charles Martin Smith,950,950
Night at the Museum,Shawn Levy,951,951
Radio Days,Woody Allen,952,952
The Odd Life of Timothy Green,Peter Hedges,953,953
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Andrew Adamson,954,954
Home Alone,Chris Columbus,955,955
Night at the Museum: Battle of the Smithsonian,Shawn Levy,956,956
The Cove,Louie Psihoyos,957,957
Charlie and the Chocolate Factory,Tim Burton,958,958
Home Alone 2: Lost in New York,Chris Columbus,959,959
Harry Potter and the Sorcerer's Stone,Chris Columbus,960,960
Jumanji,Joe Johnston,961,961
The Smurfs,Raja Gosnell,962,962
The Smurfs 2,Raja Gosnell,963,963
Gnomeo & Juliet,Kelly Asbury,964,964
Stuart Little,Rob Minkoff,965,965
Alvin and the Chipmunks,Tim Hill,966,966
Alvin and the Chipmunks: The Squeakquel,Betty Thomas,967,967
Garfield: A Tail of Two Kitties,Tim Hill,968,968
Hop,Tim Hill,969,969
Stuart Little 2,Rob Minkoff,970,970
Garfield,Peter Hewitt,971,971
Wayne's World 2,Stephen Surjik,972,972
South Park: Bigger Longer & Uncut,Trey Parker,973,973
Bananas,Woody Allen,974,974
Zoolander,Ben Stiller,975,975
Ace Ventura: Pet Detective,Tom Shadyac,976,976
Austin Powers: The Spy Who Shagged Me,Jay Roach,977,977
Wayne's World,Penelope Spheeris,978,978
Team America: World Police,Trey Parker,979,979
Ace Ventura: When Nature Calls,Steve Oedekerk,980,980
The Simpsons Movie,David Silverman,981,981
Meet the Parents,Jay Roach,982,982
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Larry Charles,983,983
Austin Powers in Goldmember,Jay Roach,984,984
My Little Pony: Equestria Girls - Rainbow Rocks,"Jayson Thiessen,Ishi Rudell",985,985
My Little Pony: Equestria Girls,"Jayson Thiessen,Noelle Benvenuti",986,986
My Little Pony,Jayson Thiessen,987,987
Sleeper,Woody Allen,988,988
A Midsummer Night's Sex Comedy,Woody Allen,989,989
Surf's Up,"Ash Brannon,Chris Buck",990,990
Stardust Memories,Woody Allen,991,991
Zelig,Woody Allen,992,992
Broadway Danny Rose,Woody Allen,993,993
Lemony Snicket's A Series of Unfortunate Events,Brad Silberling,994,994
Hook,Steven Spielberg,995,995
The Spiderwick Chronicles,Mark Waters,996,996
Anastasia,"Don Bluth,Gary Goldman",997,997
Nanny McPhee,Kirk Jones,998,998
The Princess Diaries,Garry Marshall,999,999
Stardust,Matthew Vaughn,1000,1000
Ella Enchanted,Tommy O'Haver,1001,1001
Peter Pan,"Clyde Geronimi,Wilfred Jackson",1002,1002
Cheaper by the Dozen 2,Adam Shankman,1003,1003
Journey 2: The Mysterious Island,Brad Peyton,1004,1004
Mr. Popper's Penguins,Mark Waters,1005,1005
Cheaper by the Dozen,Shawn Levy,1006,1006
Journey to the Center of the Earth,Eric Brevig,1007,1007
Planet 51,"Jorge Blanco,Javier Abad",1008,1008
The Spy Next Door,Brian Levant,1009,1009
Race to Witch Mountain,Andy Fickman,1010,1010
The Game Plan,Andy Fickman,1011,1011
The Pacifier,Adam Shankman,1012,1012
The Chronicles of Narnia: Prince Caspian,Andrew Adamson,1013,1013
Toy Story,John Lasseter,1014,1014
The Terminator,James Cameron,1015,1015
Star Wars: Episode V - The Empire Strikes Back,Irvin Kershner,1016,1016
Pocahontas,"Mike Gabriel,Eric Goldberg",1017,1017
Meet the Robinsons,Stephen J. Anderson,1018,1018
Predator,John McTiernan,1019,1019
Santa and the Ice Cream Bunny,R. Winer,1020,1020
The Purple Rose of Cairo,Woody Allen,1021,1021
Crimes and Misdemeanors,Woody Allen,1022,1022
Hugo the Hippo,Bill Feigenbaum,1023,1023
Saving Christmas,Darren Doane,1024,1024
Fun with Dick and Jane,Dean Parisot,1025,1025
Yes Man,Peyton Reed,1026,1026
Bruce Almighty,Tom Shadyac,1027,1027
Dumb & Dumber,"Peter Farrelly,Bobby Farrelly",1028,1028
Meet the Fockers,Jay Roach,1029,1029
"Me, Myself & Irene","Bobby Farrelly,Peter Farrelly",1030,1030
Mr. Nanny,Michael Gottlieb,1031,1031
An American Tail,Don Bluth,1032,1032
An American Tail: Fievel Goes West,"Phil Nibbelink,Simon Wells",1033,1033
The Pebble and the Penguin,"Don Bluth,Gary Goldman",1034,1034
The Dark Crystal,"Jim Henson,Frank Oz",1035,1035
Rock-A-Doodle,"Don Bluth,Gary Goldman",1036,1036
A Troll in Central Park,"Don Bluth,Gary Goldman",1037,1037
Thumbelina,"Don Bluth,Gary Goldman",1038,1038
All Dogs Go to Heaven,"Don Bluth,Gary Goldman",1039,1039
The Rescuers Down Under,"Hendel Butoy,Mike Gabriel",1040,1040
The Land Before Time,Don Bluth,1041,1041
The Last Unicorn,"Jules Bass,Arthur Rankin Jr.",1042,1042
Aquamarine,Elizabeth Allen Rosenbaum,1043,1043
3 Ninjas,Jon Turteltaub,1044,1044
Ernest in the Army,John R. Cherry III,1045,1045
3 Ninjas Kick Back,Charles T. Kanganis,1046,1046
3 Ninjas Knuckle Up,Sang-ok Shin,1047,1047
Cats & Dogs: The Revenge of Kitty Galore,Brad Peyton,1048,1048
Deep Run,Hillevi Loven,1049,1049
Hip Hop-eration,Bryn Evans,1050,1050
The Winding Stream,Beth Harrington,1051,1051
The Mickey Mouse Anniversary Show,"William Beaudine,Ward Kimball",1052,1052
Missed Connections,Brandon Ho,1053,1053
A Horse Called Bear,Daniel Knudsen,1054,1054
Normandy Is My Name,Jim Russell,1055,1055
The Roughnecks,"Richard Cameron White,Chris Cook",1056,1056
Freedom,Peter Cousens,1057,1057
Dreamcatcher,Kim Longinotto,1058,1058
Sky Captain and the World of Tomorrow,Kerry Conran,1059,1059
Quitters,Noah Pritzker,1060,1060
The African Lion,James Algar,1061,1061
The Doors: Mr. Mojo Risin - The Story of LA Woman,Martin R. Smith,1062,1062
Whispers: An Elephant's Tale,Dereck Joubert,1063,1063
Arctic Tale,"Adam Ravetch,Sarah Robertson",1064,1064
Out in the Silence,"Dean Hamer,Joe Wilson",1065,1065
Happy,Roko Belic,1066,1066
Grandma's Boy,Fred C. Newmeyer,1067,1067
Ivory Tower,Andrew Rossi,1068,1068
Mitt,Greg Whiteley,1069,1069
A Is for Alex,Alex Orr,1070,1070
Advanced Style,Lina Plioplyte,1071,1071
Alfred and Jakobine,"Jonathan Howells,Tom Roberts",1072,1072
Bill the Galactic Hero,"Alex Cox,Danny Beard",1073,1073
Project Happiness,John Sorensen,1074,1074
Little Hope Was Arson,Theo Love,1075,1075
The Filth and the Fury,Julien Temple,1076,1076
The Incredibles 2,Brad Bird,1077,1077
Our Hospitality,"John G. Blystone,Buster Keaton",1078,1078
