flight,act_arr_time,original_index,unique_index
UA-2830-MCO-CLT,5:17 p.m.,2162,155
CO-58-DEN-IAH,3:31 p.m.,2163,303
UA-5487-SFO-MRY,11:21 a.m.,2164,304
AA-204-LAX-MCO,,2165,5
UA-414-LAX-SFO,7:17 a.m.,2166,305
CO-1614-LAX-IAH,5:26 a.m.,2167,306
UA-2726-FLL-PHL,6:25 p.m.,2168,63
CO-52-IAH-LAX,9:09 a.m.,2169,161
CO-1090-BOS-IAH,1:19 p.m.,2170,307
AA-616-DFW-DTW,1:18 p.m.,2171,163
UA-3515-IAD-MSP,9:56 a.m.,2172,67
AA-3468-CVG-MIA,9:45 a.m.,2173,6
AA-484-DFW-MIA,7:39 p.m.,2174,7
AA-1886-BOS-MIA,1:40 p.m.,2175,10
CO-62-IAH-EWR,7:10 p.m.,2176,308
CO-1561-PHX-IAH,11:32 a.m.,2177,309
UA-2314-ATL-PHL,5:00 p.m.,2178,310
AA-446-DFW-PHL,4:09 p.m.,2179,8
CO-1023-IAH-DEN,1:14 p.m.,2180,311
AA-466-IAH-MIA,9:05 a.m.,2181,9
UA-3050-PHX-CLT,5:03 p.m.,2182,173
CO-89-IAH-EWR,10:27 a.m.,2183,312
CO-1088-CLE-IAH,10:56 a.m.,2184,313
AA-1664-MIA-ATL,11:50 a.m.,2185,80
AA-1279-DFW-PHX,3:19 p.m.,2186,176
UA-854-SFO-IAH,1:30 p.m.,2187,314
UA-382-IAD-LAX,3:21 p.m.,2188,315
AA-4344-ORD-DTW,2:01 p.m.,2189,179
UA-257-JFK-SFO,5:42 p.m.,2190,316
UA-2945-PHL-CLT,1:14 p.m.,2191,181
CO-63-EWR-IAH,8:03 p.m.,2192,317
CO-47-IAH-LAX,9:38 p.m.,2193,183
AA-2050-ORD-MIA,2:46 p.m.,2194,20
UA-248-PHX-ORD,5:34 p.m.,2195,318
AA-4330-CVG-ORD,3:25 p.m.,2196,186
AA-1434-DFW-MCO,10:29 a.m.,2197,187
AA-1640-MIA-MCO,,2198,2
AA-4307-ORD-DTW,8:43 p.m.,2199,189
CO-1694-LAX-IAH,,2200,96
UA-843-LAX-ORD,7:58 p.m.,2201,319
CO-1193-EWR-MCO,12:09 p.m.,2202,320
AA-3842-MSP-ORD,7:51 a.m.,2203,25
AA-643-MIA-ORD,9:29 a.m.,2204,193
AA-1007-MIA-PHX,7:53 p.m.,2205,194
UA-2906-PHL-MCO,6:35 p.m.,2206,321
UA-938-DEN-ORD,7:36 p.m.,2207,322
AA-1221-MCO-ORD,9:49 p.m.,2208,197
CO-16-LAX-EWR,6:34 p.m.,2209,323
UA-2515-DFW-CLT,10:45 a.m.,2210,199
AA-400-DFW-JFK,3:04 p.m.,2211,29
UA-664-ORD-PHL,4:23 p.m.,2212,324
AA-3756-ORD-SLC,2:52 p.m.,2213,202
UA-37-EWR-MCO,4:17 p.m.,2214,325
AA-1522-SFO-ORD,,2215,31
UA-233-LAX-JFK,,2216,326
AA-3823-LAX-DEN,,2217,32
AA-2312-DFW-DTW,,2218,33
AA-1165-JFK-MIA,10:04 a.m.,2219,34
AA-431-MIA-SFO,11:44 a.m.,2220,35
UA-3373-IAD-PHL,9:13 a.m.,2221,117
AA-649-ORD-SNA,,2222,36
CO-1250-MIA-IAH,4:59 p.m.,2223,327
UA-6273-YYC-SFO,8:45 a.m.,2224,328
UA-828-SFO-ORD,,2225,121
CO-4888-IAH-DAL,,2226,213
UA-858-PVG-SFO,8:02 a.m.,2227,329
UA-2704-DTW-PHX,2:02 p.m.,2228,215
AA-3063-SLC-LAX,9:11 p.m.,2229,216
UA-2708-EWR-CLT,4:24 p.m.,2230,217
UA-62-IAH-EWR,7:10 p.m.,2231,330
UA-1500-IAH-GUA,12:12 p.m.,2232,331
AA-3804-PHL-ORD,3:36 p.m.,2233,129
AA-1917-JFK-MCO,5:34 p.m.,2234,220
AA-2268-PHX-ORD,11:07 a.m.,2235,221
AA-4277-CVG-JFK,1:43 p.m.,2236,41
AA-2957-DFW-CVG,11:00 a.m.,2237,223
UA-37-EDI-EWR,12:09 p.m.,2238,332
AA-789-ORD-DEN,3:01 p.m.,2239,225
AA-415-BOS-ORD,10:10 a.m.,2240,226
AA-85-JFK-SFO,6:43 p.m.,2241,44
AA-3979-CVG-ORD,7:57 a.m.,2242,228
AA-1544-SAN-ORD,4:56 p.m.,2243,45
AA-3786-IAH-ORD,6:09 p.m.,2244,230
AA-271-MIA-LAX,2:27 p.m.,2245,19
AA-2525-DFW-MIA,11:06 a.m.,2246,17
CO-50-CLE-EWR,5:26 p.m.,2247,333
UA-3099-PHX-PHL,6:17 p.m.,2248,334
AA-4198-ORD-CLE,12:48 p.m.,2249,235
AA-404-MIA-MCO,7:32 a.m.,2250,236
CO-45-EWR-MIA,6:36 p.m.,2251,335
AA-3809-PHX-LAX,6:19 a.m.,2252,48
AA-59-JFK-SFO,11:12 a.m.,2253,49
AA-222-LAX-BOS,3:14 p.m.,2254,47
AA-3859-IAH-ORD,9:22 a.m.,2255,50
AA-518-MIA-JFK,9:14 a.m.,2256,52
CO-1586-IAH-MCO,10:24 p.m.,2257,453
UA-3925-IAD-ORF,9:44 a.m.,2258,391
AA-1733-ORD-PHX,10:28 p.m.,2259,358
AA-204-LAX-MCO,6:55 a.m.,2260,454
UA-2726-FLL-PHL,6:23 p.m.,2261,455
CO-52-IAH-LAX,9:08 a.m.,2262,456
AA-3468-CVG-MIA,9:29 a.m.,2263,68
AA-484-DFW-MIA,7:37 p.m.,2264,69
AA-616-DFW-DTW,1:11 p.m.,2265,66
AA-446-DFW-PHL,3:59 p.m.,2266,457
CO-1023-IAH-DEN,1:07 p.m.,2267,458
AA-466-IAH-MIA,8:50 a.m.,2268,76
UA-3050-PHX-CLT,4:57 p.m.,2269,390
AA-2957-DFW-CVG,10:58 a.m.,2270,133
AA-1664-MIA-ATL,11:50 a.m.,2271,80
AA-3979-CVG-ORD,7:59 a.m.,2272,138
AA-1279-DFW-PHX,3:13 p.m.,2273,81
AA-404-MIA-MCO,7:35 a.m.,2274,459
AA-3756-ORD-SLC,2:40 p.m.,2275,460
UA-382-IAD-LAX,3:07 p.m.,2276,365
UA-257-JFK-SFO,5:27 p.m.,2277,461
UA-2945-PHL-CLT,1:08 p.m.,2278,462
CO-63-EWR-IAH,7:43 p.m.,2279,393
AA-2525-DFW-MIA,10:43 a.m.,2280,102
CO-47-IAH-LAX,8:46 p.m.,2281,394
AA-271-MIA-LAX,2:21 p.m.,2282,140
AA-2050-ORD-MIA,2:39 p.m.,2283,89
AA-4330-CVG-ORD,3:26 p.m.,2284,366
AA-1434-DFW-MCO,10:29 a.m.,2285,187
AA-1640-MIA-MCO,7:25 p.m.,2286,93
AA-4307-ORD-DTW,8:38 p.m.,2287,94
AA-3-JFK-LAX,3:04 p.m.,2288,95
CO-1694-LAX-IAH,12:02 a.m.,2289,392
CO-1193-EWR-MCO,12:02 p.m.,2290,367
AA-3842-MSP-ORD,7:49 a.m.,2291,99
AA-643-MIA-ORD,9:26 a.m.,2292,100
AA-1007-MIA-PHX,7:43 p.m.,2293,101
UA-2906-PHL-MCO,6:34 p.m.,2294,463
AA-1221-MCO-ORD,9:47 p.m.,2295,105
AA-400-DFW-JFK,2:58 p.m.,2296,108
UA-664-ORD-PHL,4:20 p.m.,2297,109
UA-37-EWR-MCO,4:06 p.m.,2298,203
UA-233-LAX-JFK,12:19 a.m.,2299,464
AA-3823-LAX-DEN,12:01 a.m.,2300,465
AA-2312-DFW-DTW,11:35 p.m.,2301,114
AA-1165-JFK-MIA,9:45 a.m.,2302,115
AA-431-MIA-SFO,11:33 a.m.,2303,116
AA-649-ORD-SNA,3:40 p.m.,2304,466
UA-828-SFO-ORD,5:21 a.m.,2305,467
CO-4888-IAH-DAL,6:56 p.m.,2306,468
AA-3063-SLC-LAX,9:11 p.m.,2307,216
AA-3804-PHL-ORD,3:36 p.m.,2308,129
AA-1917-JFK-MCO,5:39 p.m.,2309,130
AA-2268-PHX-ORD,11:04 a.m.,2310,131
AA-4277-CVG-JFK,1:42 p.m.,2311,132
AA-789-ORD-DEN,2:49 p.m.,2312,135
AA-85-JFK-SFO,6:30 p.m.,2313,137
AA-3786-IAH-ORD,6:11 p.m.,2314,139
AA-222-LAX-BOS,3:12 p.m.,2315,148
UA-3099-PHX-PHL,5:34 p.m.,2316,142
AA-4198-ORD-CLE,12:37 p.m.,2317,143
CO-45-EWR-MIA,6:33 p.m.,2318,237
AA-3809-PHX-LAX,6:09 a.m.,2319,395
AA-59-JFK-SFO,10:52 a.m.,2320,147
AA-3859-IAH-ORD,9:32 a.m.,2321,0
AA-518-MIA-JFK,9:28 a.m.,2322,3
UA-397-JFK-SFO,11:58 a.m.,2323,301
AA-1733-ORD-PHX,10:30 p.m. (Estimated),2324,336
AA-1640-MIA-MCO,7:25 p.m. (Estimated runway),2325,337
CO-1694-LAX-IAH,12:21 a.m. (Estimated),2326,345
UA-2830-MCO-CLT,5:17 p.m.,2327,155
AA-204-LAX-MCO,6:35 a.m. (Estimated runway),2328,338
UA-2726-FLL-PHL,6:28 p.m.,2329,339
AA-3468-CVG-MIA,9:45 a.m.,2330,6
AA-484-DFW-MIA,7:39 p.m.,2331,7
AA-616-DFW-DTW,1:27 p.m.,2332,15
AA-446-DFW-PHL,4:09 p.m.,2333,8
AA-466-IAH-MIA,9:05 a.m.,2334,9
UA-3050-PHX-CLT,5:05 p.m.,2335,341
AA-2957-DFW-CVG,11:01 a.m.,2336,11
AA-1664-MIA-ATL,11:56 a.m.,2337,12
AA-3979-CVG-ORD,8:06 a.m.,2338,13
AA-1279-DFW-PHX,3:20 p.m. (runway),2339,342
AA-404-MIA-MCO,7:40 a.m.,2340,18
AA-3756-ORD-SLC,2:50 p.m.,2341,4
UA-2945-PHL-CLT,1:15 p.m.,2342,343
AA-2525-DFW-MIA,11:06 a.m.,2343,17
AA-271-MIA-LAX,2:27 p.m.,2344,19
AA-2050-ORD-MIA,2:46 p.m.,2345,20
AA-1434-DFW-MCO,10:36 a.m.,2346,22
AA-4307-ORD-DTW,8:53 p.m.,2347,23
AA-3-JFK-LAX,3:16 p.m.,2348,24
CO-1193-EWR-MCO,12:09 p.m.,2349,320
AA-3842-MSP-ORD,7:51 a.m.,2350,25
AA-643-MIA-ORD,9:31 a.m.,2351,26
UA-2906-PHL-MCO,6:38 p.m.,2352,346
AA-1221-MCO-ORD,9:53 p.m.,2353,28
UA-664-ORD-PHL,4:23 p.m.,2354,324
AA-1522-SFO-ORD,5:42 a.m. (Estimated runway),2355,348
UA-233-LAX-JFK,12:01 a.m. (Estimated runway),2356,349
AA-3823-LAX-DEN,11:49 p.m. (Estimated runway),2357,350
AA-2312-DFW-DTW,11:35 p.m. (Estimated runway),2358,351
AA-1165-JFK-MIA,10:04 a.m.,2359,34
AA-431-MIA-SFO,11:44 a.m.,2360,35
UA-257-JFK-SFO,5:42 p.m.,2361,316
AA-649-ORD-SNA,3:29 p.m. (Estimated runway),2362,472
AA-3804-PHL-ORD,3:43 p.m.,2363,38
AA-1917-JFK-MCO,5:43 p.m.,2364,39
AA-2268-PHX-ORD,11:06 a.m.,2365,40
AA-4277-CVG-JFK,1:43 p.m.,2366,41
AA-789-ORD-DEN,3:13 p.m.,2367,42
AA-85-JFK-SFO,6:43 p.m.,2368,44
AA-3786-IAH-ORD,6:15 p.m.,2369,46
AA-222-LAX-BOS,3:14 p.m.,2370,47
UA-3099-PHX-PHL,5:38 p.m.,2371,357
AA-4198-ORD-CLE,12:50 p.m.,2372,30
CO-45-EWR-MIA,6:36 p.m.,2373,335
AA-3809-PHX-LAX,6:19 a.m.,2374,48
AA-59-JFK-SFO,11:12 a.m.,2375,49
