beer-name,style,original_index,unique_index
Lee Hill Series Vol. 1 - Barrel Aged Brown Ale,American Brown Ale,2282,2185
Blood Orange Saison,Saison / Farmhouse Ale,2283,2186
Thai Style White IPA,American White IPA,2284,2187
Ferus Fluxus Wild Belgian Pale Ale,American Wild Ale,2285,2188
Upslope Imperial India Pale Ale,American Double / Imperial IPA,2286,2189
Upslope Christmas Ale,Winter Warmer,2287,2190
Upslope Pumpkin Ale,Pumpkin Ale,2288,2191
Upslope Belgian Style Pale Ale,Belgian Pale Ale,2289,2192
Upslope Foreign Style Stout,Foreign / Export Stout,2290,2193
Top Rope Mexican-style Craft Lager,Vienna Lager,2291,2194
Upslope Craft Lager,Vienna Lager,2292,2195
Upslope Brown Ale,English Brown Ale,2293,2196
Upslope Pale Ale,American Pale Ale (APA),2294,2197
Upslope India Pale Ale,American IPA,2295,2198
Common Sense Kentucky Common Ale,American Brown Ale,2296,2199
Upstate I.P.W.,American IPA,2297,2200
Squatters Full Suspension Pale Ale,American Pale Ale (APA),2298,2201
Squatters Hop Rising Double IPA,American Double / Imperial IPA,2299,2202
Devastator Double Bock,Doppelbock,2300,2203
Wasatch Ghostrider White IPA,American White IPA,2301,2204
Wasatch Ghostrider White IPA (2014),American White IPA,2302,2205
Wasatch Apricot Hefeweizen,Fruit / Vegetable Beer,2303,2206
Squatters Hop Rising Double IPA (2014),American Double / Imperial IPA,2304,2207
Squatters Full Suspension Pale Ale,American Pale Ale (APA),2305,2201
Nunica Pine,Cider,2306,2208
Ginger Peach,Cider,2307,2209
Totally Roasted,Cider,2308,2210
Blue Gold,Cider,2309,2211
Hard Apple,Cider,2310,2212
Nitro Can Coffee Stout,American Stout,2311,2213
Voodoo Love Child,Tripel,2312,2214
White Magick of the Sun,Witbier,2313,2215
Wynona's Big Brown Ale,American Brown Ale,2314,2216
Gran Met,Belgian Strong Pale Ale,2315,2217
Good Vibes IPA,American IPA,2316,2218
Pilzilla,American Double / Imperial Pilsner,2317,2219
Wachusett Light IPA,American IPA,2318,2220
Green Monsta IPA,American IPA,2319,2221
Wachusett IPA,American IPA,2320,2222
Strawberry White,Witbier,2321,2223
Larry Imperial IPA,American Double / Imperial IPA,2322,2224
Wachusett Summer,American Pale Wheat Ale,2323,2225
Country Pale Ale,English Pale Ale,2324,2226
Wachusett Light IPA (2013),American IPA,2325,2227
Pumpkan,Pumpkin Ale,2326,2228
Wachusett Blueberry Ale,Fruit / Vegetable Beer,2327,2229
Green Monsta IPA,American IPA,2328,2221
T-6 Red Ale (2004),American Amber / Red Ale,2329,2230
Self Starter,American IPA,2330,2231
Ermal's,Cream Ale,2331,2232
10 Ton,Oatmeal Stout,2332,2233
Flyin' Rye,American IPA,2333,2234
Christmas Ale,Herbed / Spiced Beer,2334,2235
Pay It Forward Cocoa Porter,American Porter,2335,2236
West Sixth Amber Ale,American Amber / Red Ale,2336,2237
West Sixth IPA,American IPA,2337,2238
One Claw,American Pale Ale (APA),2338,2239
Westbrook Gose,Gose,2339,2240
White Thai,Witbier,2340,2241
Westbrook IPA,American IPA,2341,2242
Westfield Octoberfest,Märzen / Oktoberfest,2342,2243
Pop's Old Fashioned Lager,American Amber / Red Lager,2343,2244
Charlie in the Rye,American IPA,2344,2245
Royal Lager,American Pale Lager,2345,2246
Rip Van Winkle (Current),Bock,2346,2247
O’Malley’s Stout,English Stout,2347,2248
O’Malley’s IPA,American IPA,2348,2249
O’Malley’s Irish Style Cream Ale,Cream Ale,2349,2250
L'il Lucy's Hot Pepper Ale,Chile Beer,2350,2251
Drop Kick Ale,American Amber / Red Ale,2351,2252
Raspberry Berliner Weisse,Berliner Weissbier,2352,2253
Hop Session,American IPA,2353,2254
Blueberry Berliner Weisse,Berliner Weissbier,2354,2255
Berliner Weisse,Berliner Weissbier,2355,2256
Super G IPA,American IPA,2356,2257
Hefe Lemon,Radler,2357,2258
Hefe Black,Hefeweizen,2358,2259
Widmer Brothers Hefeweizen,Hefeweizen,2359,2260
Hop Slayer Double IPA,American Double / Imperial IPA,2360,2261
Pumpkin Ale,Pumpkin Ale,2361,2262
Big Bowl Blonde Ale,American Brown Ale,2362,2263
Phat Chance,American Blonde Ale,2363,2264
Hop Slayer Double IPA (2011),American Double / Imperial IPA,2364,2265
Hop Slayer Double IPA (2011),American Double / Imperial IPA,2365,2265
Wild Onion Summer Wit,Witbier,2366,2266
Jack Stout,Oatmeal Stout,2367,2267
Wild Onion Pumpkin Ale (2010),Pumpkin Ale,2368,2268
Paddy Pale Ale,American Pale Ale (APA),2369,2269
Blonde Hunny,Belgian Pale Ale,2370,2270
Wild Wolf Wee Heavy Scottish Style Ale,Scotch Ale / Wee Heavy,2371,2271
Wild Wolf American Pilsner,American Pilsner,2372,2272
Alpha Ale,American Pale Ale (APA),2373,2273
Mystical Stout,Irish Dry Stout,2374,2274
Bodacious Bock,Bock,2375,2275
Ambitious Lager,Munich Helles Lager,2376,2276
Wyoming Pale Ale,American Pale Ale (APA),2377,2277
Wind River Blonde Ale,American Blonde Ale,2378,2278
Ace IPA,American IPA,2379,2279
P-51 Porter,American Porter,2380,2280
#001 Golden Amber Lager,American Amber / Red Lager,2381,2281
#002 American I.P.A.,American IPA,2382,2282
#003 Brown & Robust Porter,American Porter,2383,2283
#004 Session I.P.A.,American IPA,2384,2284
Tarasque,Saison / Farmhouse Ale,2385,2285
Ananda India Pale Ale,American IPA,2386,2286
Tiny Bomb,American Pilsner,2387,2287
Train Hopper,American IPA,2388,2288
Edward’s Portly Brown,American Brown Ale,2389,2289
Troopers Alley IPA,American IPA,2390,2290
Wolverine Premium Lager,American Pale Lager,2391,2291
Woodchuck Amber Hard Cider,Cider,2392,2292
4000 Footer IPA,American IPA,2393,2293
Summer Brew,American Pilsner,2394,2294
Be Hoppy IPA,American IPA,2395,2295
Worthy IPA,American IPA,2396,2296
Easy Day Kolsch,Kölsch,2397,2297
Lights Out Vanilla Cream Extra Stout,American Double / Imperial IPA,2398,2298
Worthy IPA (2013),American IPA,2399,2299
Worthy Pale,American Pale Ale (APA),2400,2300
Patty's Chile Beer,Chile Beer,2401,2301
Colorojo Imperial Red Ale,American Strong Ale,2402,2302
Wynkoop Pumpkin Ale,Pumpkin Ale,2403,2303
Rocky Mountain Oyster Stout,American Stout,2404,2304
Belgorado,Belgian IPA,2405,2305
Rail Yard Ale,American Amber / Red Ale,2406,2306
B3K Black Lager,Schwarzbier,2407,2307
Silverback Pale Ale,American Pale Ale (APA),2408,2308
Rail Yard Ale (2009),American Amber / Red Ale,2409,2309
