Director,Actors,original_index,unique_index
George Nolfi,"Matt Damon,Emily Blunt,Lisa Thoreson",352,352
Steven Soderbergh,"Matt Damon,Tony Hale,Patton Oswalt",353,353
Steven Soderbergh,"Matt Damon,Kate Winslet,Jude Law",354,354
Clint Eastwood,"Matt Damon,Cécile De France,Bryce Dallas Howard",355,355
Clint Eastwood,"Morgan Freeman,Matt Damon,Tony Kgoroge",356,356
Wes Craven,"Rachel McAdams,Cillian Murphy,Brian Cox",357,357
Kiff Scholl,"Kelsey Wedeen,Rebecca Larsen,Darrett Sanders",358,358
Gregory Hatanaka,"Sarah Lassez,James Duval,Devon Odessa",359,359
Jaume Collet-Serra,"Vera Farmiga,Peter Sarsgaard,Isabelle Fuhrman",360,360
James Mangold,"John Cusack,Ray Liotta,Amanda Peet",361,361
Mimi Leder,"Kevin Spacey,Haley Joel Osment,Helen Hunt",362,362
John Waters,"Divine,Tab Hunter,Edith Massey",363,363
Douglas Sirk,"John Gavin,Liselotte Pulver,Jock Mahoney",364,364
Gus Van Sant,"Matthew McConaughey,Naomi Watts,Katie Aselton",365,365
Douglas Sirk,"Jane Wyman,Rock Hudson,Agnes Moorehead",366,366
Douglas Sirk,"Jane Wyman,Rock Hudson,Agnes Moorehead",367,366
Vincente Minnelli,"Fred Astaire,Cyd Charisse,Oscar Levant",368,367
Douglas Sirk,"Barbara Stanwyck,Fred MacMurray,Joan Bennett",369,368
Douglas Sirk,"Rock Hudson,Robert Stack,Dorothy Malone",370,369
Douglas Sirk,"Lana Turner,John Gavin,Sandra Dee",371,370
Douglas Sirk,"Piper Laurie,Rock Hudson,Charles Coburn",372,371
Nicholas Ray,"James Mason,Barbara Rush,Walter Matthau",373,372
Douglas Sirk,"Barbara Stanwyck,Richard Carlson,Lyle Bettger",374,373
Lawrence Kasdan,"William Hurt,Kathleen Turner,Richard Crenna",375,374
Zalman King,"Mickey Rourke,Jacqueline Bisset,Carré Otis",376,375
Anne Goursaud,"Mickey Rourke,Agathe de La Fontaine,Angie Everhart",377,376
Andrew Fleming,"Robin Tunney,Fairuza Balk,Neve Campbell",378,377
Jim Gillespie,"Jennifer Love Hewitt,Sarah Michelle Gellar,Anne Heche",379,378
Roger Kumble,"Sarah Michelle Gellar,Ryan Phillippe,Reese Witherspoon",380,379
Jay Lowi,"Serah D'Laine,Brad Johnson,Michael Mantell",381,380
Wes Craven,"Neve Campbell,Courteney Cox,David Arquette",382,381
David Di Sabatino,"Orion Acaba,Larry Norman",383,382
"Tim Gagliardo,Donavon Warren","Donavon Warren,Patrick Hume,Diana Gettinger",384,383
Kevin Swigert,"Pete Ammel,Phebe Horschel",385,384
Richard Gray,"Justin Long,Jerry O'Connell,John Corbett",386,385
Luis Llosa,"Sylvester Stallone,Sharon Stone,James Woods",387,386
Gabriel Cowan,"Wes Bentley,Vincent Piazza,Amber Tamblyn",388,387
Shane Ryan,"Michiko Jimenez,Jan Gould,Shane Ryan",389,388
Kamal Ahmed,"William Forsythe,Bianca Hunter,Tom Sizemore",390,389
Jeremiah S. Chechik,"Sharon Stone,Isabelle Adjani,Chazz Palminteri",391,390
Javier Elorrieta,"Christopher Rydell,Sharon Stone,Ana Torrent",392,391
Jeffrey Schwarz,"Clint Eastwood,Portia de Rossi,Paul Newman",393,392
Steve Rash,"Patrick Dempsey,Amanda Peterson,Courtney Gains",394,393
Chris Columbus,"John Candy,Maureen O'Hara,Ally Sheedy",395,394
Chris Columbus,"David Keith,Tuesday Weld,Charlie Schlatter",396,395
David Seltzer,"Corey Haim,Kerri Green,Charlie Sheen",397,396
Greg Beeman,"Corey Haim,Corey Feldman,Carol Kane",398,397
Howard Deutch,"Eric Stoltz,Mary Stuart Masterson,Lea Thompson",399,398
Howard Deutch,"Dan Aykroyd,John Candy,Stephanie Faracy",400,399
John Hughes,"Anthony Michael Hall,Ilan Mitchell-Smith,Kelly LeBrock",401,400
Joe Dante,"Dennis Quaid,Martin Short,Meg Ryan",402,401
Stephen Herek,"Christina Applegate,Joanna Cassidy,Josh Charles",403,402
Michael Gottlieb,"Andrew McCarthy,Kim Cattrall,Estelle Getty",404,403
Scott Coffey,"Emma Roberts,Evan Peters,John Cusack",405,404
Tom Gormican,"Zac Efron,Michael B. Jordan,Miles Teller",406,405
Greg Mottola,"Michael Cera,Jonah Hill,Christopher Mintz-Plasse",407,406
Ruben Fleischer,"Jesse Eisenberg,Emma Stone,Woody Harrelson",408,407
Greg Mottola,"Simon Pegg,Nick Frost,Seth Rogen",409,408
Ben Stiller,"Ben Stiller,Jack Black,Robert Downey Jr.",410,409
Adam McKay,"Will Ferrell,Mark Wahlberg,Derek Jeter",411,410
Jay Roach,"Will Ferrell,Zach Galifianakis,Jason Sudeikis",412,411
Kent Alterman,"Will Ferrell,Woody Harrelson,André Benjamin",413,412
"Bobby Farrelly,Peter Farrelly","Ben Stiller,Cameron Diaz,Matt Dillon",414,413
Tom Shadyac,"Jim Carrey,Maura Tierney,Justin Cooper",415,414
Milos Forman,"Jim Carrey,Danny DeVito,Gerry Becker",416,415
Brett Ratner,"Anthony Hopkins,Edward Norton,Ralph Fiennes",417,416
"Albert Hughes,Allen Hughes","Johnny Depp,Heather Graham,Ian Holm",418,417
Terry Gilliam,"Johnny Depp,Benicio Del Toro,Tobey Maguire",419,418
Bruce Robinson,"Johnny Depp,Giovanni Ribisi,Aaron Eckhart",420,419
Robert Schwentke,"Ryan Reynolds,Jeff Bridges,Mary-Louise Parker",421,420
Tommy Wirkola,"Jeremy Renner,Gemma Arterton,Peter Stormare",422,421
Peter Berg,"Alexander Skarsgård,Brooklyn Decker,Liam Neeson",423,422
Jon Favreau,"Daniel Craig,Harrison Ford,Olivia Wilde",424,423
Michael Bay,"Scarlett Johansson,Ewan McGregor,Djimon Hounsou",425,424
Tony Scott,"Denzel Washington,Paula Patton,Jim Caviezel",426,425
Nick Cassavetes,"Denzel Washington,Robert Duvall,Gabriela Oltean",427,426
Sidney Lumet,"Al Pacino,John Cazale,Penelope Allen",428,427
Guy Ritchie,"Robert Downey Jr.,Jude Law,Rachel McAdams",429,428
Barry Sonnenfeld,"Will Smith,Tommy Lee Jones,Josh Brolin",430,429
Joseph M. Newman,"Jeff Morrow,Faith Domergue,Rex Reason",431,430
Edward L. Cahn,"John Agar,Jean Byron,Philip Tonge",432,431
Herbert L. Strock,"Richard Egan,Constance Dowling,Herbert Marshall",433,432
"Lucien Hubbard,Benjamin Christensen","Lionel Barrymore,Jacqueline Gadsdon,Lloyd Hughes",434,433
Victor Halperin,"Bela Lugosi,Madge Bellamy,Joseph Cawthorn",435,434
Terry Hughes,"Demi Moore,Jeff Daniels,George Dzundza",436,435
Paul Verhoeven,"Elizabeth Berkley,Kyle MacLachlan,Gina Gershon",437,436
Joseph G. Quinn,"Shepard Fairey,Billy Idol,Dave Navarro",438,437
Jesse Hibbs,"Joel McCrea,Mari Blanchard,Murvyn Vye",439,438
Victor Fleming,"Gary Cooper,Walter Huston,Mary Brian",440,439
James W. Horne,"Stan Laurel,Oliver Hardy,Sharon Lynn",441,440
William A. Seiter,"Stan Laurel,Oliver Hardy,Charley Chase",442,441
Steven Soderbergh,"Demian Bichir,Rodrigo Santoro,Benicio Del Toro",443,442
"Lionel Barrymore,Hal Roach","Lawrence Tibbett,Catherine Dale Owen,Nance O'Neil",444,443
William K. Howard,"Paul Muni,Marguerite Churchill,Johnny Mack Brown",445,444
Mervyn LeRoy,"Paul Muni,Glenda Farrell,Helen Vinson",446,445
Mervyn LeRoy,"Warren William,Joan Blondell,Aline MacMahon",447,446
Lloyd Bacon,"Dick Powell,Joan Blondell,Glenda Farrell",448,447
William Keighley,"Dick Powell,Fred Waring and His Pennsylvanians,Ted Healy",449,448
Henry Koster,"Deanna Durbin,Charles Laughton,Robert Cummings",450,449
"Ronald Neame,Cliff Owen","James Garner,Melina Mercouri,Sandra Dee",451,450
Abraham Polonsky,"Robert Redford,Katharine Ross,Robert Blake",452,451
Sydney Pollack,"Natalie Wood,Robert Redford,Charles Bronson",453,452
Gene Saks,"Robert Redford,Jane Fonda,Charles Boyer",454,453
Gene Saks,"Jack Lemmon,Walter Matthau,John Fiedler",455,454
Howard Deutch,"Jack Lemmon,Walter Matthau,Richard Riehle",456,455
James Franco,"Selena Gomez,Analeigh Tipton,James Franco",457,456
Alexander Hall,"Adolphe Menjou,Shirley Temple,Dorothy Dell",458,457
Josh Evans,"Eduardo Noriega,Enrico Lo Verso,Paula Garcés",459,458
Steven Soderbergh,"Sasha Grey,Chris Santos,Philip Eytan",460,459
Spike Lee,"Denzel Washington,Angela Bassett,Delroy Lindo",461,460
"William Dieterle,George Cukor","Ginger Rogers,Joseph Cotten,Shirley Temple",462,461
Fielder Cook,"Ingrid Bergman,Sally Prager,Johnny Doran",463,462
Don Chaffey,"James Stewart,Mickey Rooney,Pernell Roberts",464,463
Jessie Nelson,"Sean Penn,Michelle Pfeiffer,Dakota Fanning",465,464
David Lynch,"Naomi Watts,Laura Harring,Justin Theroux",466,465
Richard Thorpe,"Edmund Gwenn,Donald Crisp,Geraldine Brooks",467,466
David DeCoteau,"Linnea Quigley,Ken Abraham,Michael Aranda",468,467
Silvia St. Croix,"Michelle Bauer,Pieter Christian Colson,Michael Deak",469,468
Charles Band,"Timothy A. Bennett,Gary Busey,Orson Chaplin",470,469
Charles Band,"Michelle McGee,Ian Roberts",471,470
Spike Lee,"Anthony Mackie,Kerry Washington,Ellen Barkin",472,471
Russ Meyer,"Charles Pitts,Shari Eubank,Charles Napier",473,472
Gorman Bechard,"Carmine Capobianco,Patti Chambers,Carla Bragoli",474,473
Carol Frank,"Angela O'Neill,Wendy Martel,Pamela Ross",475,474
Michael A. Simpson,"Pamela Springsteen,Renée Estevez,Tony Higgins",476,475
Dave Campfield,"Andre Gower,Vernon Wells,Sean Whalen",477,476
Dennis Devine,"Priscilla Barnes,Marlene Mc'Cohen,Shawn C. Phillips",478,477
Dennis Devine,"Jenny Allford,Michael Beardsley,Rich Calderon",479,478
Charles Webb,"Debra Lamb,Natasha Talonz,Mike Gleason",480,479
John Curran,"Naomi Watts,Edward Norton,Liev Schreiber",481,480
Philippe Blot,"Sylvia Kristel,Gary Graham,Leigh Wood",482,481
Spike Lee,"Danny Aiello,Ossie Davis,Ruby Dee",483,482
Spike Lee,"Harvey Keitel,John Turturro,Delroy Lindo",484,483
Spike Jonze,"John Cusack,Cameron Diaz,Catherine Keener",485,484
Alfred Hitchcock,"Priscilla Lane,Robert Cummings,Otto Kruger",486,485
Alfred Hitchcock,"Paul Newman,Julie Andrews,Lila Kedrova",487,486
Oliver Stone,Fidel Castro,488,487
Gilles Paquet-Brenner,"Charlize Theron,Nicholas Hoult,Christina Hendricks",489,488
Tarsem Singh,"Ryan Reynolds,Natalie Martinez,Matthew Goode",490,489
"John Francis Daley,Jonathan M. Goldstein","Ed Helms,Christina Applegate,Skyler Gisondo",491,490
Jake Schreier,"Nat Wolff,Cara Delevingne,Austin Abrams",492,491
Tony McNamara,"Mickey Rourke,Nat Wolff,Emma Roberts",493,492
"Shari Springer Berman,Robert Pulcini","Ethan Hawke,Asa Butterfield,Hailee Steinfeld",494,493
"Rachel Davis,Mora Stephens","Patrick Wilson,Lena Headey,Ray Winstone",495,494
Harold F. Kress,"Pal,Paul Kelly,Bruce Cowling",496,495
Chad Burns,"Andrew Cheney,John Rhys-Davies,Kara Killmer",497,496
Kevin Carraway,"Michael Jai White,Max Ryan,Steve Austin",498,497
Ryan Little,"Luke Goss,Dolph Lundgren,Chuck Liddell",499,498
Marielle Heller,"Bel Powley,Alexander Skarsgård,Kristen Wiig",500,499
"Fax Bahr,George Hickenlooper","Dennis Hopper,Martin Sheen,Marlon Brando",501,500
Wes Craven,"Neve Campbell,Courteney Cox,David Arquette",502,381
Alfred Hitchcock,"Cary Grant,Eva Marie Saint,James Mason",503,501
Mark L. Lester,"Drew Barrymore,David Keith,Freddie Jones",504,502
Ken Wiederhorn,"Lauren Tewes,Jennifer Jason Leigh,John DiSanti",505,503
Richard Thorpe,"Jeanette MacDonald,Lloyd Nolan,Claude Jarman Jr.",506,504
Jon Turteltaub,"Nicolas Cage,Diane Kruger,Justin Bartha",507,505
Michael Mann,"Tom Cruise,Jamie Foxx,Jada Pinkett Smith",508,506
Stanley Kubrick,"Malcolm McDowell,Patrick Magee,Michael Bates",509,507
John Milius,"Arnold Schwarzenegger,James Earl Jones,Max von Sydow",510,508
Roger Spottiswoode,"Nick Nolte,Ed Harris,Gene Hackman",511,509
David Yarovesky,"Steve Agee,Gabriel Basso,Talitha Bateman",512,510
Tony Richardson,"Jack Nicholson,Harvey Keitel,Valerie Perrine",513,511
Brice Mack,"Lisa Pelikan,Bert Convy,Nina Foch",514,512
Brian De Palma,"Paul Williams,William Finley,Jessica Harper",515,513
Kevin Connor,"Rory Calhoun,Paul Linke,Nancy Parsons",516,514
Bob Kelljan,"William Marshall,Don Mitchell,Pam Grier",517,515
Edward D. Murphy,"Cameron Mitchell,Geoffrey Binney,Hope Holiday",518,516
Ron Howard,"Russell Crowe,Renée Zellweger,Craig Bierko",519,517
George Stevens,"Millie Perkins,Shelley Winters,Joseph Schildkraut",520,518
John G. Adolfi,"George Arliss,Bette Davis,Violet Heming",521,519
Darren Aronofsky,"Mickey Rourke,Marisa Tomei,Evan Rachel Wood",522,520
James Ivory,"Paul Newman,Joanne Woodward,Saundra McClain",523,521
Michael Curtiz,"Bette Davis,Errol Flynn,Olivia de Havilland",524,522
Archie Mayo,"Barbara Stanwyck,Joel McCrea,Pat O'Brien",525,523
William Dieterle,"William Powell,Kay Francis,Helen Vinson",526,524
Terry Zwigoff,"Robert Crumb,Aline Kominsky,Charles Crumb",527,525
"Joel Coen,Ethan Coen","John Getz,Frances McDormand,Dan Hedaya",528,526
Steven Spielberg,"Henry Thomas,Drew Barrymore,Peter Coyote",529,527
Robert Aldrich,"Bette Davis,Joan Crawford,Victor Buono",530,528
"Clyde Bruckman,Buster Keaton","Buster Keaton,Marion Mack,Glen Cavender",531,529
James Wan,"Cary Elwes,Leigh Whannell,Danny Glover",532,530
Steve Miner,"Mena Suvari,Nick Cannon,Michael Welch",533,531
Ridley Scott,"Russell Crowe,Joaquin Phoenix,Connie Nielsen",534,532
Billy Kent,"Parker Posey,Paul Rudd,Danny DeVito",535,533
Tom McCarthy,"Paul Giamatti,Amy Ryan,Jeffrey Tambor",536,534
George Clooney,"Sam Rockwell,Drew Barrymore,George Clooney",537,535
Todd Field,"Tom Wilkinson,Sissy Spacek,Nick Stahl",538,536
"Patrick Gilmore,Tim Johnson","Brad Pitt,Catherine Zeta-Jones,Joseph Fiennes",539,537
"Eric Darnell,Tom McGrath","Ben Stiller,Jada Pinkett Smith,Chris Rock",540,538
Edward Ludwig,"John Wayne,Nancy Olson,James Arness",541,539
"Michael Curtiz,John Wayne","John Wayne,Stuart Whitman,Ina Balin",542,540
Andrew V. McLaglen,"John Wayne,Katharine Ross,Jim Hutton",543,541
Alexander Payne,"Jack Nicholson,Hope Davis,Dermot Mulroney",544,542
Terry Zwigoff,"Max Minghella,Sophia Myles,John Malkovich",545,543
Barry Sonnenfeld,"Michael J. Fox,Gabrielle Anwar,Anthony Higgins",546,544
David Seltzer,"Michael Douglas,Melanie Griffith,Liam Neeson",547,545
Michael Caton-Jones,"Michael J. Fox,Julie Warner,Barnard Hughes",548,546
"Jesse Baget,Elias Benavidez","Landon Ackerman,April Adamson,Ali Adatia",549,547
Rick Rosenthal,"Jamie Lee Curtis,Donald Pleasence,Charles Cyphers",550,548
Tom Gries,"Charlton Heston,Joan Hackett,Donald Pleasence",551,549
Sam Peckinpah,"Charlton Heston,Richard Harris,Jim Hutton",552,550
Monte Hellman,"James Taylor,Warren Oates,Laurie Bird",553,551
Irvin Berwick,"Jonathan Kidd,Lyn Statten,John Harmon",554,552
Felix E. Feist,"Randolph Scott,Patrice Wymore,Dick Wesson",555,553
Tim Hill,"Dave Goelz,Steve Whitmire,Bill Barretta",556,554
Brian Henson,"Michael Caine,Dave Goelz,Steve Whitmire",557,555
Brian Henson,"Tim Curry,Billy Connolly,Jennifer Saunders",558,556
Frank Oz,"Jim Henson,Frank Oz,Dave Goelz",559,557
James Frawley,"Jim Henson,Frank Oz,Jerry Nelson",560,558
Neil Young,"Neil Young,Ralph Molina,Frank 'Pancho' Sampedro",561,559
"Paul Crowder,Murray Lerner","Roger Daltrey,Pete Townshend,John Entwistle",562,560
Clint Eastwood,"Forest Whitaker,Diane Venora,Michael Zelniker",563,561
Joseph B. Vasquez,"Doug E. Doug,Mario Joyner,John Leguizamo",564,562
Paul Tanter,"Tom Hopper,Amy Huberman,Nick Dunning",565,563
Franco Zeffirelli,"Brooke Shields,Martin Hewitt,Shirley Knight",566,564
Curtis Hanson,"Tom Cruise,Jackie Earle Haley,John Stockwell",567,565
Mick Jackson,"Kevin Costner,Whitney Houston,Gary Kemp",568,566
Luis Mandoki,"Kevin Costner,Robin Wright,Paul Newman",569,567
Michael Sucsy,"Rachel McAdams,Channing Tatum,Sam Neill",570,568
Andy Fickman,"Amanda Bynes,Laura Ramsey,Channing Tatum",571,569
Ken Kwapis,"Jennifer Aniston,Jennifer Connelly,Morgan Lily",572,570
Bryan Singer,"Jennifer Lawrence,Michael Fassbender,Rose Byrne",573,571
Stuart Gordon,"Gary Graham,Anne-Marie Johnson,Paul Koslo",574,572
Neil Jordan,"Jodie Foster,Terrence Howard,Naveen Andrews",575,573
Larry Cohen,"Michael Moriarty,Samuel Fuller,Ricky Addison Reed",576,574
Walter Hill,"Bruce Willis,Bruce Dern,William Sanderson",577,575
Howard Deutch,"Bruce Willis,Matthew Perry,Natasha Henstridge",578,576
Edward Zwick,"Denzel Washington,Bruce Willis,Annette Bening",579,577
Jonathan Lynn,"Bruce Willis,Matthew Perry,Rosanna Arquette",580,578
Rowdy Herrington,"Bruce Willis,Sarah Jessica Parker,Dennis Farina",581,579
Tony Scott,"Bruce Willis,Damon Wayans,Chelsea Field",582,580
Shane Black,"Robert Downey Jr.,Val Kilmer,Michelle Monaghan",583,581
F. Gary Gray,"Gerard Butler,Jamie Foxx,Leslie Bibb",584,582
Michelangelo Antonioni,"David Hemmings,Vanessa Redgrave,Sarah Miles",585,583
Marc Forster,"Will Ferrell,Emma Thompson,Dustin Hoffman",586,584
Nicolas Winding Refn,"Ryan Gosling,Carey Mulligan,Bryan Cranston",587,585
Martin B. Cohen,"Cameron Mitchell,Bruce Dern,Diane Ladd",588,586
Hal Ashby,"Jack Nicholson,Randy Quaid,Otis Young",589,587
Bob Rafelson,"Jack Nicholson,Jessica Lange,John Colicos",590,588
Mike Nichols,"Jack Nicholson,Candice Bergen,Ann-Margret",591,589
Martha Coolidge,"Nicolas Cage,Deborah Foreman,Elizabeth Daily",592,590
Jack Nicholson,"Jack Nicholson,Mary Steenburgen,Christopher Lloyd",593,591
Gore Verbinski,"Johnny Depp,Armie Hammer,William Fichtner",594,592
Daniel Espinosa,"Denzel Washington,Ryan Reynolds,Robert Patrick",595,593
Sidney Lumet,"Al Pacino,John Randolph,Jack Kehoe",596,594
James Foley,"Al Pacino,Jack Lemmon,Alec Baldwin",597,595
David Fincher,"Jake Gyllenhaal,Robert Downey Jr.,Mark Ruffalo",598,596
Duncan Jones,"Jake Gyllenhaal,Michelle Monaghan,Vera Farmiga",599,597
Barry Sonnenfeld,"Tommy Lee Jones,Will Smith,Linda Fiorentino",600,598
"Douglas Hickox,Eugène Lourié","Gene Evans,André Morell,John Turner",601,599
Sherman A. Rose,"Richard Denning,Kathleen Crowley,Virginia Grey",602,600
Byron Haskin,"Joseph Cotten,George Sanders,Debra Paget",603,601
George Sherman,"Joel McCrea,Barbara Hale,Alex Nicol",604,602
Robert Parrish,"Joel McCrea,Yvonne De Carlo,Sidney Blackmer",605,603
Stuart Gilmore,"Joel McCrea,Brian Donlevy,Sonny Tufts",606,604
"George Marshall,Ray McCarey","Stan Laurel,Oliver Hardy,Don Dillaway",607,605
Bob Rafelson,"Jack Nicholson,Karen Black,Billy Green Bush",608,606
Michael Curtiz,"Paul Muni,Karen Morley,William Gargan",609,607
Henry Koster,"Binnie Barnes,Charles Winninger,Alice Brady",610,608
Jack Smight,"Sandra Dee,Robert Goulet,Andy Williams",611,609
Jason Connell,"Terry Bolo,Geoffrey Gould,Cecilia Hartfeld",612,610
Mike Nichols,"Stockard Channing,Jack Nicholson,Warren Beatty",613,611
Jack Nicholson,"William Tepper,Karen Black,Michael Margotta",614,612
Ken Dixon,"Karrene Janyl Caudle,Tracy Burton,Paula Singleton",615,613
David Keith,"Wil Wheaton,Claude Akins,Malcolm Danare",616,614
Henry Jaglom,"Tuesday Weld,Orson Welles,Jack Nicholson",617,615
Bob Rafelson,"Peter Tork,Davy Jones,Micky Dolenz",618,616
"Mike Justice,Stephen Kitaen","Peter Stickles,Rena Riffel,Eric Dean",619,617
Nancy Meyers,"Robert De Niro,Anne Hathaway,Rene Russo",620,618
Robert Zemeckis,"Tom Hanks,Robin Wright,Gary Sinise",621,619
Alfred Hitchcock,"James Stewart,John Dall,Farley Granger",622,620
Alfred Hitchcock,"Cary Grant,Grace Kelly,Jessie Royce Landis",623,621
F. Gary Gray,"Vin Diesel,Timothy Olyphant,Larenz Tate",624,622
Zalman King,"Steven Bauer,Linda Fiorentino,Will Patton",625,623
Zalman King,"Audie England,Costas Mandylor,Eric Da Silva",626,624
Michael Cristofer,"Antonio Banderas,Angelina Jolie,Thomas Jane",627,625
Alex Proyas,"Will Smith,Bridget Moynahan,Bruce Greenwood",628,626
"Andrew Stanton,Lee Unkrich","Albert Brooks,Ellen DeGeneres,Alexander Gould",629,627
Werner Herzog,"Timothy Treadwell,Amie Huguenard,Werner Herzog",630,628
Stephen Sommers,"Brendan Fraser,Rachel Weisz,John Hannah",631,17
Matthew Ogens,"Christopher Dennis,Maxwell Allen,Jennifer Wenger",632,629
Matt Mahurin,"Michael Fishman,John A. Papa,Eve Shopsin",633,630
Danny DeVito,"Robin Williams,Edward Norton,Catherine Keener",634,631
Fred Zinnemann,"Gordon MacRae,Gloria Grahame,Gene Nelson",635,632
Barbra Streisand,"Barbra Streisand,Jeff Bridges,Lauren Bacall",636,633
Stanley Kubrick,"Frank Silvera,Irene Kane,Jamie Smith",637,634
"Dan Klores,Fisher Stevens","Burt Pugach,Linda Pugach,Bob Janoff",638,635
Errol Morris,"Joyce McKinney,Peter Tory,Troy Williams",639,636
Daniel Taradash,"Bette Davis,Brian Keith,Kim Hunter",640,637
Elia Kazan,"Andy Griffith,Patricia Neal,Anthony Franciosa",641,638
Alexander Mackendrick,"Burt Lancaster,Tony Curtis,Susan Harrison",642,639
Frank Capra,"Spencer Tracy,Katharine Hepburn,Van Johnson",643,640
Steve Miner,"Jamie Lee Curtis,Josh Hartnett,Adam Arkin",644,641
Anne Goursaud,"Martin Kemp,Rebecca Ferratti,Alyssa Milano",645,642
Ralph Arlyck,"Ralph Arlyck,Sean Farrell",646,643
Joe Johnston,"Rick Moranis,Matt Frewer,Marcia Strassman",647,644
Randal Kleiser,"Rick Moranis,Marcia Strassman,Robert Oliveri",648,645
Joe Pytka,"Michael Jordan,Wayne Knight,Theresa Randle",649,646
Cecil B. DeMille,"Charlton Heston,Yul Brynner,Anne Baxter",650,647
"Christophe Gans,Shûsuke Kaneko","Jeffrey Combs,Tony Azito,Juan Fernández",651,648
Dan O'Bannon,"John Terry,Jane Sibbett,Chris Sarandon",652,649
David Fincher,"Morgan Freeman,Brad Pitt,Kevin Spacey",653,650
Alexandra Codina,,654,651
Claes Lilja,"Mitch Banning,Celeste,Chloe",655,652
John Orrichio,"Tony Rugnetta,Jacki Vogel,Rudy J. Altenor",656,653
Morgan Spurlock,"J.J. Abrams,Peter Berg,Paul Brennan",657,654
"Ron Clements,John Musker","Jodi Benson,Samuel E. Wright,Rene Auberjonois",658,655
Bruce Beresford,"Morgan Freeman,Jessica Tandy,Dan Aykroyd",659,656
Bob Rafelson,"Jack Nicholson,Michael Caine,Stephen Dorff",660,657
Nancy Meyers,"Meryl Streep,Steve Martin,Alec Baldwin",661,658
Ron Howard,"Steve Martin,Mary Steenburgen,Dianne Wiest",662,659
"Howard Hawks,Arthur Rosson","John Wayne,Montgomery Clift,Joanne Dru",663,660
"Tyler Measom,Jennilyn Merten","Bruce Barlow,Deloy Bateman,Michelle Benward",664,661
Jeff Malmberg,"Mark Hogancamp,Emmanuel Nneji,Edda Hogancamp",665,662
John Waters,"Divine,David Lochary,Mary Vivian Pearce",666,663
Tom Dey,"Jackie Chan,Owen Wilson,Lucy Liu",667,664
John Waters,"Divine,David Lochary,Mary Vivian Pearce",668,663
Neil Jordan,"Brad Pitt,Tom Cruise,Antonio Banderas",669,665
Steven Soderbergh,"Julia Roberts,Albert Finney,David Brisbin",670,666
