beer_name,ounces,original_index,unique_index,count
Bronx Black Pale Ale,16.0 oz,2154,2133,1
Bronx Pale Ale,16.0 ounce,2155,2134,1
Surfrider,16.0 ounce,2156,2135,1
Kolschtal Eddy,16.0 oz.,2157,2136,1
South Bay Session IPA,16.0 oz,2158,2137,1
Grandma's Pecan,16.0 oz.,2159,2138,1
Double Trunk,16.0 oz,2160,2139,1
Just IPA,12.0 ounce,2161,2140,1
Lionshead,12.0 oz. Alumi-Tek,2162,2141,1
Manhattan Gold Lager (1990),12.0 ounce,2163,2142,1
G. B. Russo’s Italian Pistachio Pale Ale,16.0 oz.,2164,2143,1
Northern Hawk Owl Amber,12.0 OZ.,2165,2144,1
CEO Stout,16.0 oz.,2166,2145,1
Will Power Pale Ale,16.0 oz.,2167,2146,1
Curious Traveler Shandy,12.0 oz.,2168,2147,1
Hunny Do Wheat,12.0 oz. Alumi-Tek,2169,2148,1
Three Way Pale Ale,12.0 oz,2170,2149,1
Rise to the Top,12.0 oz,2171,2150,1
Lost Trout Brown Ale,12.0 ounce,2172,2151,1
Watermelon Ale,12.0 ounce,2173,2152,1
Knotty Blonde Ale,12.0 oz. Alumi-Tek,2174,2153,1
Fivepine Chocolate Porter,12.0 oz.,2175,2154,1
Hoodoo Voodoo IPA,12.0 oz.,2176,2155,1
Hydraulion Red,12.0 oz. Silo Can,2177,2156,1
40 Mile IPA,12.0 oz,2178,2157,1
Citra Faced,16.0 oz,2179,2158,1
Pole Barn Stout,16.0 oz.,2180,2159,1
Pale,16.0 oz,2181,2160,1
Yoshi's Nectar,16.0 OZ.,2182,2161,1
Leatherhead Red,12.0 ounce,2183,2162,1
Cropduster Mid-American IPA,12.0 oz,2184,2163,1
Golden Frau Honey Wheat,12.0 oz,2185,2164,1
Cornstalker Dark Wheat,12.0 oz,2186,2165,1
Cafe Leche,16.0 ounce,2187,2166,1
Damascene Apricot Sour,16.0 oz,2188,2167,1
Csar,16.0 oz,2189,2168,1
Klingon Warnog Roggen Dunkel,16.0 OZ.,2190,2169,1
Overlord Imperial IPA,16.0 ounce,2191,2170,1
Alloy,16.0 oz.,2192,2171,1
Rivet Irish Red Ale,16.0 oz,2193,2172,1
3 Gear Robust Porter,16.0 oz.,2194,2173,1
Circuit Bohemian Pilsner,16.0 oz.,2195,2174,1
Turnrow Harvest Ale,12.0 ounce,2196,2175,1
Juke Joint IPA,12.0 oz,2197,2176,1
Parade Ground Coffee Porter,12.0 oz,2198,2177,1
Tin Roof Watermelon Wheat,12.0 ounce,2199,2178,1
Tin Roof Blonde Ale,12.0 oz.,2200,2179,1
Voodoo Bengal Pale Ale,12.0 oz,2201,2180,1
Perfect Tin Amber,12.0 oz.,2202,2181,1
IPA & a Half,12.0 oz.,2203,2182,1
Ornery Amber Lager (2003),12.0 oz.,2204,2183,1
Big Island Shandy,16.0 oz.,2205,2184,1
Preservation IPA,16.0 oz.,2206,2185,1
Almanac IPA,12.0 oz.,2207,2186,1
Milk Mustachio Stout,12.0 oz,2208,2187,1
Farmer's Tan Red Ale,12.0 oz. Alumi-Tek,2209,2188,1
Triangle India Pale Ale,12.0 oz.,2210,2189,1
Triangle White Ale,12.0 ounce,2211,2190,1
Triangle Belgian Golden Ale,12.0 ounce,2212,2191,1
Troegenator,16.0 ounce,2213,2192,1
Nugget Nectar,16.0 ounce,2214,2193,1
Sunshine Pils,12.0 oz.,2215,2194,1
Troegenator Doublebock,16.0 ounce,2216,2195,1
Perpetual IPA,12.0 ounce,2217,2196,1
Greenville Pale Ale,12.0 oz.,2218,2197,1
Hoppy Boy,16.0 ounce,2219,2198,1
Cow Creek,12.0 ounce,2220,2199,1
Chupahopra,12.0 oz. Alumi-Tek,2221,2200,1
Twisted X,12.0 oz.,2222,2201,1
Day Hike Session,12.0 oz,2223,2202,1
Trailhead ISA,12.0 oz,2224,2203,1
Immersion Amber,12.0 oz,2225,2204,1
Evo IPA,12.0 ounce,2226,2205,1
Presidential Pils,12.0 ounce,2227,2206,1
Evolutionary IPA (2012),12.0 oz.,2228,2207,1
Persnickety Pale,12.0 ounce,2229,2208,1
SoDo Brown Ale,12.0 ounce,2230,2209,1
Immersion Amber Ale (2011),12.0 oz,2231,2210,1
Evolutionary IPA (2011),12.0 oz.,2232,2211,1
Trailhead India Style Session Ale (2011),12.0 ounce,2233,2212,1
Panorama Wheat Ale,12.0 ounce,2234,2213,1
Wobble,16.0 oz,2235,2214,1
Night Cat,12.0 oz,2236,2215,1
Night Cat (2014),12.0 oz.,2237,2216,1
Dog Days Lager,12.0 oz.,2238,2217,1
Sidekick Extra Pale Ale,12.0 oz. Alumi-Tek,2239,2218,1
Atom Smasher,12.0 oz,2240,2219,1
Testudo,12.0 ounce,2241,2220,1
Hobnob B & B Pale Ale,12.0 ounce,2242,2221,1
Cane and Ebel,12.0 oz,2243,2222,1
Outlaw IPA (2015),12.0 OZ.,2244,2223,1
The Gilded Age,12.0 oz,2245,2224,1
No Limits Hefeweizen,16.0 oz.,2246,2225,1
Honeyspot Road White IPA,12.0 oz,2247,2226,1
Road 2 Ruin Double IPA,12.0 oz.,2248,2227,1
Workers Comp Saison,12.0 oz,2249,2228,1
Ol' Factory Pils,12.0 ounce,2250,2229,1
PUNK'N,12.0 OZ.,2251,2230,1
Yard Sale Winter Lager,12.0 oz,2252,2231,1
Trader Session IPA,12.0 oz.,2253,2232,1
Hop Nosh IPA,12.0 OZ.,2254,2233,1
SUM'R,12.0 ounce,2255,2234,1
Organic Baba Black Lager,12.0 oz,2256,2235,1
Hop Notch IPA (2013),12.0 oz.,2257,2236,1
Cutthroat Pale Ale,12.0 oz.,2258,2237,1
WYLD Extra Pale Ale,12.0 oz.,2259,2238,1
Pilsner Ukiah,12.0 ounce,2260,2239,1
The Green Room,16.0 oz,2261,2240,1
Humbucker Helles,16.0 oz.,2262,2241,1
Uncle John's Apple Cherry Cider,16.0 ounce,2263,2242,1
Uncle John's Apricot Apple Cider,16.0 ounce,2264,2243,1
Draught Hard Apple Cider,16.0 oz,2265,2244,1
Scotty K NA,16.0 ounce,2266,2245,1
Bacon Brown Ale,16.0 oz,2267,2246,1
Golden State Ale,16.0 oz.,2268,2247,1
Baltic Porter,16.0 oz.,2269,2248,1
Siamese twin,16.0 OZ.,2270,2249,1
Double Duckpin,12.0 oz,2271,2250,1
Old Pro,12.0 OZ.,2272,2251,1
Duckpin Pale Ale,12.0 oz,2273,2252,1
Balt Altbier,12.0 oz.,2274,2253,1
Campside Session IPA,16.0 oz.,2275,2254,1
Upland Wheat Ale,16.0 oz. Alumi-Tek,2276,2255,1
Dragonfly IPA,16.0 oz.,2277,2256,1
Lee Hill Series Vol. 5 - Belgian Style Quadrupel Ale,19.2 oz.,2278,2257,1
Lee Hill Series Vol. 4 - Manhattan Style Rye Ale,19.2 oz,2279,2258,1
Lee Hill Series Vol. 2 - Wild Saison,19.2 oz.,2280,2259,1
Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout,19.2 OZ.,2281,2260,1
Lee Hill Series Vol. 1 - Barrel Aged Brown Ale,19.2 OZ.,2282,2261,1
Blood Orange Saison,12.0 oz.,2283,2262,1
Thai Style White IPA,12.0 oz.,2284,2263,1
Ferus Fluxus Wild Belgian Pale Ale,19.2 oz,2285,2264,1
Upslope Imperial India Pale Ale,19.2 oz.,2286,2265,1
Upslope Christmas Ale,16.0 oz.,2287,2266,1
Upslope Pumpkin Ale,16.0 ounce,2288,2267,1
Upslope Belgian Style Pale Ale,12.0 oz.,2289,2268,1
Upslope Foreign Style Stout,12.0 oz.,2290,2269,1
Top Rope Mexican-style Craft Lager,12.0 ounce,2291,2270,1
Upslope Craft Lager,12.0 oz,2292,2271,1
Upslope Brown Ale,12.0 oz,2293,2272,1
Upslope Pale Ale,12.0 oz.,2294,2273,1
Upslope India Pale Ale,12.0 ounce,2295,2274,1
Common Sense Kentucky Common Ale,16.0 OZ.,2296,2275,1
Upstate I.P.W.,12.0 oz,2297,2276,1
Squatters Full Suspension Pale Ale,12.0 oz.,2298,2277,1
Squatters Hop Rising Double IPA,12.0 ounce,2299,2278,1
Devastator Double Bock,12.0 oz. Alumi-Tek,2300,2279,1
Wasatch Ghostrider White IPA,12.0 ounce,2301,2280,1
Wasatch Ghostrider White IPA (2014),12.0 oz.,2302,2281,1
Wasatch Apricot Hefeweizen,12.0 ounce,2303,2282,1
Squatters Hop Rising Double IPA (2014),12.0 ounce,2304,2283,1
Squatters Full Suspension Pale Ale,12.0 ounce,2305,2284,1
Nunica Pine,16.0 oz.,2306,2285,1
Ginger Peach,16.0 oz.,2307,2286,1
Totally Roasted,16.0 ounce,2308,2287,1
Blue Gold,16.0 OZ.,2309,2288,1
Hard Apple,16.0 oz,2310,2289,1
Nitro Can Coffee Stout,12.0 ounce,2311,2290,1
Voodoo Love Child,12.0 oz,2312,2291,1
White Magick of the Sun,12.0 oz.,2313,2292,1
Wynona's Big Brown Ale,12.0 OZ.,2314,2293,1
Gran Met,12.0 oz.,2315,2294,1
Good Vibes IPA,12.0 oz. Alumi-Tek,2316,2295,1
Pilzilla,12.0 ounce,2317,2296,1
Wachusett Light IPA,12.0 oz,2318,2297,1
Green Monsta IPA,12.0 oz,2319,2298,1
Wachusett IPA,12.0 OZ.,2320,2299,1
Strawberry White,12.0 OZ.,2321,2300,1
Larry Imperial IPA,12.0 ounce,2322,2301,1
Wachusett Summer,12.0 OZ.,2323,2302,1
Country Pale Ale,12.0 ounce,2324,2303,1
Wachusett Light IPA (2013),12.0 oz,2325,2304,1
Pumpkan,12.0 oz.,2326,2305,1
Wachusett Blueberry Ale,12.0 oz.,2327,2306,1
Green Monsta IPA,12.0 oz.,2328,2307,1
T-6 Red Ale (2004),12.0 oz.,2329,2308,1
Self Starter,16.0 oz,2330,2309,1
Ermal's,16.0 oz.,2331,2310,1
10 Ton,16.0 oz.,2332,2311,1
Flyin' Rye,16.0 oz.,2333,2312,1
Christmas Ale,12.0 oz.,2334,2313,1
Pay It Forward Cocoa Porter,12.0 oz.,2335,2314,1
West Sixth Amber Ale,12.0 ounce,2336,2315,1
West Sixth IPA,12.0 oz.,2337,2316,1
One Claw,12.0 ounce,2338,2317,1
Westbrook Gose,12.0 ounce,2339,2318,1
White Thai,12.0 oz.,2340,2319,1
Westbrook IPA,12.0 oz,2341,2320,1
Westfield Octoberfest,12.0 oz.,2342,2321,1
Pop's Old Fashioned Lager,12.0 oz,2343,2322,1
Charlie in the Rye,12.0 oz,2344,2323,1
Royal Lager,16.0 ounce,2345,2324,1
Rip Van Winkle (Current),12.0 oz,2346,2325,1
O’Malley’s Stout,12.0 ounce,2347,2326,1
O’Malley’s IPA,12.0 ounce,2348,2327,1
O’Malley’s Irish Style Cream Ale,12.0 oz,2349,2328,1
L'il Lucy's Hot Pepper Ale,12.0 oz.,2350,2329,1
Drop Kick Ale,12.0 oz,2351,2330,1
Raspberry Berliner Weisse,12.0 oz,2352,2331,1
Hop Session,12.0 oz.,2353,2332,1
Blueberry Berliner Weisse,12.0 oz.,2354,2333,1
Berliner Weisse,12.0 ounce,2355,2334,1
Super G IPA,16.0 ounce,2356,2335,1
Hefe Lemon,12.0 oz,2357,2336,1
Hefe Black,12.0 oz.,2358,2337,1
Widmer Brothers Hefeweizen,12.0 oz.,2359,2338,1
Hop Slayer Double IPA,12.0 oz. Alumi-Tek,2360,2339,1
Pumpkin Ale,12.0 oz,2361,2340,1
Big Bowl Blonde Ale,12.0 ounce,2362,2341,1
Phat Chance,12.0 OZ.,2363,2342,1
Hop Slayer Double IPA (2011),12.0 oz,2364,2343,1
Hop Slayer Double IPA (2011),12.0 oz. Alumi-Tek,2365,2344,1
Wild Onion Summer Wit,12.0 oz,2366,2345,1
Jack Stout,12.0 oz.,2367,2346,1
Wild Onion Pumpkin Ale (2010),12.0 ounce,2368,2347,1
Paddy Pale Ale,12.0 oz,2369,2348,1
Blonde Hunny,12.0 oz,2370,2349,1
Wild Wolf Wee Heavy Scottish Style Ale,12.0 oz.,2371,2350,1
Wild Wolf American Pilsner,12.0 ounce,2372,2351,1
Alpha Ale,12.0 oz,2373,2352,1
Mystical Stout,16.0 oz. Alumi-Tek,2374,2353,1
Bodacious Bock,16.0 oz.,2375,2354,1
Ambitious Lager,16.0 oz.,2376,2355,1
Wyoming Pale Ale,16.0 ounce,2377,2356,1
Wind River Blonde Ale,16.0 oz,2378,2357,1
Ace IPA,16.0 ounce,2379,2358,1
P-51 Porter,16.0 oz,2380,2359,1
#001 Golden Amber Lager,12.0 oz.,2381,2360,1
#002 American I.P.A.,12.0 ounce,2382,2361,1
#003 Brown & Robust Porter,12.0 oz.,2383,2362,1
#004 Session I.P.A.,12.0 OZ.,2384,2363,1
Tarasque,12.0 oz,2385,2364,1
Ananda India Pale Ale,12.0 ounce,2386,2365,1
Tiny Bomb,12.0 OZ.,2387,2366,1
Train Hopper,12.0 oz.,2388,2367,1
Edward’s Portly Brown,12.0 oz.,2389,2368,1
Troopers Alley IPA,12.0 oz,2390,2369,1
Wolverine Premium Lager,12.0 oz.,2391,2370,1
Woodchuck Amber Hard Cider,12.0 oz,2392,2371,1
4000 Footer IPA,12.0 ounce,2393,2372,1
Summer Brew,12.0 oz.,2394,2373,1
Be Hoppy IPA,16.0 oz,2395,2374,1
Worthy IPA,12.0 oz.,2396,2375,1
Easy Day Kolsch,12.0 oz,2397,2376,1
Lights Out Vanilla Cream Extra Stout,12.0 oz,2398,2377,1
Worthy IPA (2013),12.0 oz,2399,2378,1
Worthy Pale,12.0 oz,2400,2379,1
Patty's Chile Beer,12.0 oz.,2401,2380,1
Colorojo Imperial Red Ale,12.0 oz,2402,2381,1
Wynkoop Pumpkin Ale,12.0 oz.,2403,2382,1
Rocky Mountain Oyster Stout,12.0 oz.,2404,2383,1
Belgorado,12.0 oz.,2405,2384,1
Rail Yard Ale,12.0 oz. Alumi-Tek,2406,2385,1
B3K Black Lager,12.0 oz.,2407,2386,1
Silverback Pale Ale,12.0 ounce,2408,2387,1
Rail Yard Ale (2009),12.0 oz.,2409,2388,1
