flight,act_dep_time,original_index,unique_index
UA-5487-SFO-MRY,10:53 a.m.,2164,57
AA-204-LAX-MCO,,2165,5
UA-414-LAX-SFO,6:10 a.m.,2166,59
CO-1614-LAX-IAH,12:58 a.m.,2167,143
UA-2726-FLL-PHL,4:10 p.m.,2168,61
CO-52-IAH-LAX,7:56 a.m.,2169,144
CO-1090-BOS-IAH,10:35 a.m.,2170,145
AA-616-DFW-DTW,10:11 a.m.,2171,64
UA-3515-IAD-MSP,8:26 a.m.,2172,65
AA-3468-CVG-MIA,7:25 a.m.,2173,6
AA-484-DFW-MIA,4:30 p.m.,2174,146
AA-1886-BOS-MIA,10:55 a.m.,2175,10
CO-62-IAH-EWR,2:59 p.m.,2176,147
CO-1561-PHX-IAH,8:18 a.m.,2177,148
UA-2314-ATL-PHL,3:04 p.m.,2178,69
AA-446-DFW-PHL,12:13 p.m.,2179,70
CO-1023-IAH-DEN,12:06 p.m.,2180,149
AA-466-IAH-MIA,6:09 a.m.,2181,72
UA-3050-PHX-CLT,11:45 a.m.,2182,73
CO-89-IAH-EWR,6:17 a.m.,2183,150
CO-1088-CLE-IAH,9:01 a.m.,2184,151
AA-1664-MIA-ATL,10:19 a.m.,2185,76
AA-1279-DFW-PHX,2:04 p.m.,2186,14
UA-854-SFO-IAH,8:07 a.m.,2187,78
UA-382-IAD-LAX,12:56 p.m.,2188,79
AA-4344-ORD-DTW,12:14 p.m.,2189,80
UA-257-JFK-SFO,2:43 p.m.,2190,81
UA-2945-PHL-CLT,12:08 p.m.,2191,152
CO-63-EWR-IAH,5:38 p.m.,2192,153
CO-47-IAH-LAX,8:36 p.m.,2193,154
AA-2050-ORD-MIA,11:06 a.m.,2194,85
UA-248-PHX-ORD,1:43 p.m.,2195,86
AA-4330-CVG-ORD,3:36 p.m.,2196,21
AA-1434-DFW-MCO,7:22 a.m.,2197,88
AA-1640-MIA-MCO,,2198,2
AA-4307-ORD-DTW,6:56 p.m.,2199,90
CO-1694-LAX-IAH,,2200,92
UA-843-LAX-ORD,2:38 p.m.,2201,158
CO-1193-EWR-MCO,9:58 a.m.,2202,159
AA-3842-MSP-ORD,6:57 a.m.,2203,95
AA-643-MIA-ORD,7:31 a.m.,2204,96
AA-1007-MIA-PHX,5:09 p.m.,2205,97
UA-2906-PHL-MCO,4:46 p.m.,2206,160
UA-938-DEN-ORD,4:37 p.m.,2207,99
AA-1221-MCO-ORD,8:23 p.m.,2208,28
CO-16-LAX-EWR,10:37 a.m.,2209,161
UA-2515-DFW-CLT,7:31 a.m.,2210,162
AA-400-DFW-JFK,11:02 a.m.,2211,102
UA-664-ORD-PHL,1:48 p.m.,2212,103
AA-3756-ORD-SLC,12:42 p.m.,2213,104
UA-37-EWR-MCO,2:01 p.m.,2214,163
AA-1522-SFO-ORD,,2215,31
UA-233-LAX-JFK,,2216,228
AA-3823-LAX-DEN,,2217,32
AA-2312-DFW-DTW,,2218,33
AA-1165-JFK-MIA,7:23 a.m.,2219,110
AA-431-MIA-SFO,8:52 a.m.,2220,111
UA-3373-IAD-PHL,8:37 a.m.,2221,112
AA-649-ORD-SNA,,2222,36
CO-1250-MIA-IAH,3:17 p.m.,2223,168
UA-6273-YYC-SFO,7:41 a.m.,2224,115
UA-828-SFO-ORD,,2225,116
CO-4888-IAH-DAL,,2226,169
UA-858-PVG-SFO,1:45 p.m.,2227,229
UA-2704-DTW-PHX,11:47 a.m.,2228,119
AA-3063-SLC-LAX,8:40 p.m.,2229,120
UA-2708-EWR-CLT,3:04 p.m.,2230,121
UA-62-IAH-EWR,2:59 p.m.,2231,171
UA-1500-IAH-GUA,9:43 a.m.,2232,172
AA-3804-PHL-ORD,2:44 p.m.,2233,38
AA-1917-JFK-MCO,3:28 p.m.,2234,124
AA-2268-PHX-ORD,7:23 a.m.,2235,173
AA-4277-CVG-JFK,12:11 p.m.,2236,125
AA-2957-DFW-CVG,8:05 a.m.,2237,174
UA-37-EDI-EWR,9:05 a.m.,2238,175
AA-789-ORD-DEN,1:20 p.m.,2239,127
AA-415-BOS-ORD,8:56 a.m.,2240,43
AA-85-JFK-SFO,3:38 p.m.,2241,129
AA-3979-CVG-ORD,8:04 a.m.,2242,13
AA-1544-SAN-ORD,11:41 a.m.,2243,56
AA-3786-IAH-ORD,4:12 p.m.,2244,46
AA-271-MIA-LAX,11:52 a.m.,2245,19
AA-2525-DFW-MIA,7:40 a.m.,2246,176
CO-50-CLE-EWR,4:02 p.m.,2247,177
UA-3099-PHX-PHL,11:55 a.m.,2248,131
AA-4198-ORD-CLE,10:55 a.m.,2249,132
AA-404-MIA-MCO,6:58 a.m.,2250,133
CO-45-EWR-MIA,4:15 p.m.,2251,178
AA-3809-PHX-LAX,6:11 a.m.,2252,135
AA-59-JFK-SFO,7:40 a.m.,2253,136
AA-222-LAX-BOS,7:32 a.m.,2254,137
AA-3859-IAH-ORD,7:16 a.m.,2255,0
AA-518-MIA-JFK,6:54 a.m.,2256,3
CO-1586-IAH-MCO,7:42 p.m.,2257,138
UA-3925-IAD-ORF,8:51 a.m.,2258,306
AA-1733-ORD-PHX,7:59 p.m.,2259,53
AA-204-LAX-MCO,11:57 p.m.,2260,431
UA-2726-FLL-PHL,4:10 p.m.,2261,61
CO-52-IAH-LAX,7:56 a.m.,2262,144
AA-3468-CVG-MIA,7:25 a.m.,2263,6
AA-484-DFW-MIA,4:29 p.m.,2264,7
AA-616-DFW-DTW,10:10 a.m.,2265,15
AA-446-DFW-PHL,12:13 p.m.,2266,70
CO-1023-IAH-DEN,12:06 p.m.,2267,149
AA-466-IAH-MIA,6:08 a.m.,2268,9
UA-3050-PHX-CLT,11:45 a.m.,2269,73
AA-2957-DFW-CVG,8:05 a.m.,2270,174
AA-1664-MIA-ATL,10:19 a.m.,2271,76
AA-3979-CVG-ORD,8:04 a.m.,2272,13
AA-1279-DFW-PHX,2:04 p.m.,2273,14
AA-404-MIA-MCO,6:57 a.m.,2274,18
AA-3756-ORD-SLC,12:42 p.m.,2275,104
UA-382-IAD-LAX,12:56 p.m.,2276,79
UA-257-JFK-SFO,2:42 p.m.,2277,348
UA-2945-PHL-CLT,12:07 p.m.,2278,82
CO-63-EWR-IAH,5:38 p.m.,2279,153
AA-2525-DFW-MIA,7:39 a.m.,2280,17
CO-47-IAH-LAX,7:27 p.m.,2281,308
AA-271-MIA-LAX,11:52 a.m.,2282,19
AA-2050-ORD-MIA,11:05 a.m.,2283,20
AA-4330-CVG-ORD,3:36 p.m.,2284,21
AA-1434-DFW-MCO,7:21 a.m.,2285,22
AA-1640-MIA-MCO,6:47 p.m.,2286,89
AA-4307-ORD-DTW,6:56 p.m.,2287,90
AA-3-JFK-LAX,12:12 p.m.,2288,91
CO-1694-LAX-IAH,7:25 p.m.,2289,307
CO-1193-EWR-MCO,9:57 a.m.,2290,432
AA-3842-MSP-ORD,6:56 a.m.,2291,25
AA-643-MIA-ORD,7:31 a.m.,2292,96
AA-1007-MIA-PHX,5:08 p.m.,2293,27
UA-2906-PHL-MCO,4:45 p.m.,2294,433
AA-1221-MCO-ORD,8:23 p.m.,2295,28
AA-400-DFW-JFK,11:01 a.m.,2296,29
UA-664-ORD-PHL,1:48 p.m.,2297,103
UA-37-EWR-MCO,2:01 p.m.,2298,163
UA-233-LAX-JFK,4:35 p.m.,2299,434
AA-3823-LAX-DEN,9:16 p.m.,2300,435
AA-2312-DFW-DTW,8:29 p.m.,2301,109
AA-1165-JFK-MIA,7:22 a.m.,2302,34
AA-431-MIA-SFO,8:51 a.m.,2303,35
AA-649-ORD-SNA,1:40 p.m.,2304,436
UA-828-SFO-ORD,11:35 p.m.,2305,437
CO-4888-IAH-DAL,6:11 p.m.,2306,438
AA-3063-SLC-LAX,8:40 p.m.,2307,120
AA-3804-PHL-ORD,2:44 p.m.,2308,38
AA-1917-JFK-MCO,3:27 p.m.,2309,39
AA-2268-PHX-ORD,7:23 a.m.,2310,173
AA-4277-CVG-JFK,12:10 p.m.,2311,41
AA-789-ORD-DEN,1:19 p.m.,2312,42
AA-85-JFK-SFO,3:36 p.m.,2313,44
AA-3786-IAH-ORD,4:12 p.m.,2314,46
AA-222-LAX-BOS,7:32 a.m.,2315,137
UA-3099-PHX-PHL,11:55 a.m.,2316,131
AA-4198-ORD-CLE,10:55 a.m.,2317,132
CO-45-EWR-MIA,4:14 p.m.,2318,439
AA-3809-PHX-LAX,6:10 a.m.,2319,48
AA-59-JFK-SFO,7:39 a.m.,2320,49
AA-3859-IAH-ORD,7:16 a.m.,2321,0
AA-518-MIA-JFK,6:54 a.m.,2322,3
UA-397-JFK-SFO,8:29 a.m.,2323,231
AA-1733-ORD-PHX,7:58 p.m.,2324,1
AA-1640-MIA-MCO,6:47 p.m. (Estimated runway),2325,233
CO-1694-LAX-IAH,7:15 p.m. (Estimated),2326,254
UA-2830-MCO-CLT,3:28 p.m.,2327,234
AA-204-LAX-MCO,11:29 p.m. (Estimated runway),2328,236
UA-2726-FLL-PHL,3:58 p.m.,2329,239
AA-3468-CVG-MIA,7:25 a.m.,2330,6
AA-484-DFW-MIA,4:29 p.m.,2331,7
AA-616-DFW-DTW,10:10 a.m.,2332,15
AA-446-DFW-PHL,12:12 p.m.,2333,8
AA-466-IAH-MIA,6:08 a.m.,2334,9
UA-3050-PHX-CLT,11:30 a.m.,2335,246
AA-2957-DFW-CVG,8:04 a.m.,2336,11
AA-1664-MIA-ATL,10:18 a.m.,2337,12
AA-3979-CVG-ORD,8:04 a.m.,2338,13
AA-1279-DFW-PHX,2:04 p.m.,2339,14
AA-404-MIA-MCO,6:57 a.m.,2340,18
AA-3756-ORD-SLC,12:41 p.m.,2341,4
UA-2945-PHL-CLT,11:51 a.m.,2342,250
AA-2525-DFW-MIA,7:39 a.m.,2343,17
AA-271-MIA-LAX,11:52 a.m.,2344,19
AA-2050-ORD-MIA,11:05 a.m.,2345,20
AA-1434-DFW-MCO,7:21 a.m.,2346,22
AA-4307-ORD-DTW,6:55 p.m.,2347,23
AA-3-JFK-LAX,12:11 p.m.,2348,24
CO-1193-EWR-MCO,9:14 a.m.,2349,256
AA-3842-MSP-ORD,6:56 a.m.,2350,25
AA-643-MIA-ORD,7:30 a.m.,2351,26
UA-2906-PHL-MCO,4:28 p.m.,2352,257
AA-1221-MCO-ORD,8:23 p.m.,2353,28
UA-664-ORD-PHL,1:31 p.m.,2354,261
AA-1522-SFO-ORD,12:10 a.m. (Estimated runway),2355,263
UA-233-LAX-JFK,4:28 p.m. (Estimated runway),2356,264
AA-3823-LAX-DEN,9:06 p.m. (Estimated runway),2357,265
AA-2312-DFW-DTW,8:29 p.m. (Estimated runway),2358,266
AA-1165-JFK-MIA,7:22 a.m.,2359,34
AA-431-MIA-SFO,8:51 a.m.,2360,35
UA-257-JFK-SFO,2:26 p.m.,2361,268
AA-649-ORD-SNA,1:41 p.m. (Estimated runway),2362,453
AA-3804-PHL-ORD,2:44 p.m.,2363,38
AA-1917-JFK-MCO,3:27 p.m.,2364,39
AA-2268-PHX-ORD,7:22 a.m.,2365,40
AA-4277-CVG-JFK,12:10 p.m.,2366,41
AA-789-ORD-DEN,1:19 p.m.,2367,42
AA-85-JFK-SFO,3:36 p.m.,2368,44
AA-3786-IAH-ORD,4:12 p.m.,2369,46
AA-222-LAX-BOS,7:31 a.m.,2370,47
UA-3099-PHX-PHL,11:43 a.m.,2371,277
AA-4198-ORD-CLE,10:54 a.m.,2372,30
CO-45-EWR-MIA,3:58 p.m.,2373,278
AA-3809-PHX-LAX,6:10 a.m.,2374,48
AA-59-JFK-SFO,7:39 a.m.,2375,49
