Release Date,original_index,unique_index
11 December 1987 (USA),932,311
31 January 2003 (USA),933,856
20 December 1991 (USA),934,857
17 October 2008 (USA),935,858
7 October 2005 (USA),936,755
8 October 2004 (USA),937,859
16 February 1996 (USA),938,522
12 November 1993 (USA),939,860
17 October 1997 (USA),940,357
11 August 2000 (USA),941,302
12 September 2008 (USA),942,861
29 March 1965 (UK),943,862
31 January 1973 (West Germany),944,863
30 June 1971 (USA),945,864
7 December 1967 (Argentina),946,865
11 September 1964 (Brazil),947,866
29 July 1998 (USA),948,867
10 July 1970 (Ireland),949,868
12 September 2014 (USA),950,869
22 December 2006 (USA),951,870
30 January 1987 (USA),952,871
15 August 2012 (USA),953,872
9 December 2005 (USA),954,334
16 November 1990 (USA),955,873
22 May 2009 (USA),956,874
7 August 2009 (USA),957,44
15 July 2005 (USA),958,875
20 November 1992 (USA),959,876
16 November 2001 (USA),960,877
15 December 1995 (USA),961,878
29 July 2011 (USA),962,401
31 July 2013 (USA),963,879
11 February 2011 (USA),964,880
17 December 1999 (USA),965,881
"Dec 14, 2007 Wide",966,882
23 December 2009 (USA),967,883
16 June 2006 (USA),968,884
1 April 2011 (USA),969,561
19 July 2002 (USA),970,885
11 June 2004 (USA),971,139
10 December 1993 (USA),972,886
30 June 1999 (USA),973,887
19 July 1971 (Sweden),974,888
28 September 2001 (USA),975,889
4 February 1994 (USA),976,890
11 June 1999 (USA),977,891
14 February 1992 (USA),978,892
15 October 2004 (USA),979,303
10 November 1995 (USA),980,893
27 July 2007 (USA),981,894
6 October 2000 (USA),982,895
3 November 2006 (USA),983,819
26 July 2002 (USA),984,896
27 September 2014 (USA),985,897
24 August 2013 (Australia),986,898
2017 (USA),987,105
17 December 1973 (USA),988,899
16 July 1982 (USA),989,900
8 June 2007 (USA),990,901
26 September 1980 (USA),991,902
15 July 1983 (USA),992,903
27 January 1984 (USA),993,164
17 December 2004 (USA),994,904
11 December 1991 (USA),995,905
14 February 2008 (USA),996,292
21 November 1997 (USA),997,906
"Jan 27, 2006 Wide",998,907
3 August 2001 (USA),999,587
10 August 2007 (USA),1000,908
9 April 2004 (USA),1001,540
5 February 1953 (USA),1002,909
21 December 2005 (USA),1003,910
10 February 2012 (USA),1004,557
17 June 2011 (USA),1005,911
25 December 2003 (USA),1006,776
11 July 2008 (USA),1007,912
20 November 2009 (USA),1008,913
15 January 2010 (USA),1009,914
13 March 2009 (USA),1010,915
28 September 2007 (USA),1011,612
4 March 2005 (USA),1012,916
16 May 2008 (USA),1013,917
22 November 1995 (USA),1014,918
26 October 1984 (USA),1015,919
20 June 1980 (USA),1016,920
23 June 1995 (USA),1017,921
30 March 2007 (USA),1018,922
12 June 1987 (USA),1019,923
,1020,47
9 May 1985 (Australia),1021,924
13 October 1989 (USA),1022,925
January 1976 (USA),1023,926
14 November 2014 (USA),1024,927
21 December 2005 (USA),1025,910
19 December 2008 (USA),1026,928
23 May 2003 (USA),1027,929
16 December 1994 (USA),1028,930
22 December 2004 (USA),1029,931
23 June 2000 (USA),1030,759
8 October 1993 (USA),1031,932
21 November 1986 (USA),1032,933
22 November 1991 (USA),1033,144
11 April 1995 (USA),1034,934
17 December 1982 (USA),1035,935
3 April 1992 (USA),1036,936
7 October 1994 (USA),1037,365
30 March 1994 (USA),1038,937
17 November 1989 (USA),1039,614
16 November 1990 (USA),1040,873
18 November 1988 (USA),1041,938
19 November 1982 (USA),1042,939
3 March 2006 (USA),1043,940
7 August 1992 (USA),1044,941
24 February 1998 (USA),1045,942
6 May 1994 (USA),1046,943
7 April 1995 (USA),1047,944
30 July 2010 (USA),1048,945
2015 (USA),1049,258
January 2015 (USA),1050,946
15 March 2014 (USA),1051,947
22 December 1968 (USA),1052,948
31 January 2015 (USA),1053,949
25 May 2015 (USA),1054,950
9 August 2015 (USA),1055,951
November 2014 (USA),1056,952
5 April 2015 (USA),1057,953
27 March 2015 (USA),1058,757
17 September 2004 (USA),1059,954
15 March 2015 (USA),1060,955
14 September 1955 (USA),1061,956
24 January 2012 (USA),1062,957
10 March 2000 (USA),1063,958
17 August 2007 (USA),1064,384
5 August 2009 (USA),1065,959
"Sep 16, 2011 Limited",1066,960
3 September 1922 (USA),1067,961
4 May 2015 (Norway),1068,962
24 January 2014 (USA),1069,963
8 March 2014 (USA),1070,964
9 May 2014 (UK),1071,965
25 April 2014 (Canada),1072,966
12 December 2014 (USA),1073,967
1 May 2011 (USA),1074,968
6 May 2015 (Belgium),1075,969
12 May 2000 (UK),1076,970
16 November 2016 (USA),1077,971
19 November 1923 (USA),1078,972
31 May 1982 (USA),1079,973
2015 (Russia),1080,974
8 February 1991 (USA),1081,163
24 August 1977 (USA),1082,975
30 May 1980 (USA),1083,976
19 May 1972 (USA),1084,977
2 March 1984 (USA),1085,978
22 November 2017 (USA),1086,979
2018 (USA),1087,980
4 December 2015 (USA),1088,981
21 December 2001 (USA),1089,982
18 June 2010 (USA),1090,983
26 March 2010 (USA),1091,27
14 October 1914 (USA),1092,984
16 July 2010 (USA),1093,985
23 January 2015 (USA),1094,721
23 September 2011 (USA),1095,986
18 January 2002 (USA),1096,987
7 May 2015 (USA),1097,988
25 December 1998 (USA),1098,989
8 April 2016 (USA),1099,990
20 November 2015 (USA),1100,991
20 April 2012 (USA),1101,992
6 November 1996 (USA),1102,993
3 July 1991 (USA),1103,994
14 February 1991 (USA),1104,995
19 March 2004 (USA),1105,52
10 July 1987 (USA),1106,996
21 August 2009 (USA),1107,997
14 October 1994 (USA),1108,998
20 November 1998 (USA),1109,999
2 September 1992 (France),1110,1000
1 October 1999 (USA),1111,1001
23 May 1980 (USA),1112,1002
8 February 1976 (USA),1113,1003
4 July 1963 (USA),1114,1004
2 November 2007 (USA),1115,592
12 June 1981 (USA),1116,134
21 July 2006 (USA),1117,1005
28 October 2011 (USA),1118,397
12 April 1996 (USA),1119,1006
2 March 2012 (USA),1120,1007
29 October 1993 (USA),1121,1008
29 September 2006 (USA),1122,1009
4 November 2005 (USA),1123,1010
14 March 2008 (USA),1124,1011
27 June 2014 (USA),1125,1012
4 January 2002 (USA),1126,12
17 March 1989 (USA),1127,1013
31 July 1997 (Italy),1128,1014
6 October 1978 (USA),1129,555
May 2002 (USA),1130,1015
25 January 1961 (USA),1131,1016
October 1989 (USA),1132,1017
19 June 1998 (USA),1133,1018
25 November 1992 (USA),1134,530
27 June 1997 (USA),1135,1019
12 July 2002 (USA),1136,1020
31 March 1999 (USA),1137,1021
25 May 1977 (USA),1138,1022
20 July 1988 (USA),1139,1023
22 November 1989 (USA),1140,1024
25 May 1990 (USA),1141,1025
13 November 1933 (USA),1142,1026
12 December 1941 (USA),1143,1027
21 November 1931 (USA),1144,1028
22 April 1935 (USA),1145,1029
5 March 1943 (USA),1146,1030
5 March 1954 (USA),1147,1031
13 January 1939 (USA),1148,1032
22 December 1932 (USA),1149,1033
15 June 1967 (USA),1150,1034
4 October 1962 (USA),1151,1035
14 December 1957 (USA),1152,1036
12 March 1969 (USA),1153,1037
23 June 1970 (USA),1154,1038
18 June 1976 (USA),1155,1039
15 June 1977 (USA),1156,1040
20 May 1988 (USA),1157,1041
12 April 1985 (USA),1158,185
16 December 1965 (USA),1159,1042
8 December 1978 (USA),1160,1043
23 September 1970 (USA),1161,1044
21 June 1996 (USA),1162,1045
15 June 2001 (USA),1163,1046
27 November 2002 (USA),1164,1047
9 December 1983 (USA),1165,1048
4 May 1943 (USA),1166,1049
29 June 1951 (USA),1167,1050
15 October 1953 (Australia),1168,1051
31 August 1946 (USA),1169,1052
October 1954 (USA),1170,1053
16 September 1960 (France),1171,1054
17 June 1947 (Argentina),1172,1055
15 December 1961 (USA),1173,1056
25 August 1950 (Australia),1174,1057
6 February 1958 (USA),1175,1058
24 April 1944 (USA),1176,1059
16 November 1945 (USA),1177,1060
11 July 2003 (USA),1178,1061
10 January 1938 (Brazil),1179,1062
3 July 2012 (USA),1180,1063
4 May 2012 (USA),1181,1064
28 October 2005 (USA),1182,1065
14 July 2000 (USA),1183,1066
1 August 2014 (USA),1184,1067
3 May 2002 (USA),1185,1068
8 November 2013 (USA),1186,1069
6 May 2011 (USA),1187,1070
22 July 2011 (USA),1188,1071
18 January 1940 (USA),1189,1072
2 May 2003 (USA),1190,1073
13 June 2008 (USA),1191,1074
9 August 2013 (USA),1192,1075
28 September 2012 (USA),1193,739
21 June 2013 (USA),1194,21
16 May 2014 (USA),1195,1076
10 March 2012 (USA),1196,1077
14 December 2007 (USA),1197,1078
19 April 2013 (USA),1198,331
11 July 2014 (USA),1199,1079
6 June 2014 (USA),1200,1080
14 December 2012 (USA),1201,1081
25 May 2007 (USA),1202,1082
23 March 2012 (USA),1203,699
13 December 2013 (USA),1204,1083
9 July 2003 (USA),1205,1084
7 July 2006 (USA),1206,1085
19 December 1997 (USA),1207,1086
22 November 2013 (USA),1208,1087
26 July 2013 (USA),1209,1088
"May 4, 2007 Wide",1210,1089
8 August 1986 (USA),1211,1090
29 June 2011 (USA),1212,1091
30 June 2004 (USA),1213,1092
1 May 2009 (USA),1214,290
26 May 2006 (USA),1215,1093
7 June 1967 (USA),1216,1094
24 June 2009 (USA),1217,1095
27 June 2014 (USA),1218,1012
29 June 2005 (USA),1219,1096
3 July 2002 (USA),1220,1097
2 July 2008 (USA),1221,1098
13 November 2009 (USA),1222,1099
1 July 1998 (USA),1223,1100
28 May 2004 (USA),1224,1101
10 December 2010 (USA),1225,1102
9 June 2000 (USA),1226,1103
7 May 2004 (USA),1227,1104
10 June 2005 (USA),1228,1105
15 June 2001 (USA),1229,1046
21 December 2007 (USA),1230,1106
23 July 2010 (USA),1231,1107
15 December 1978 (USA),1232,1108
18 July 2014 (USA),1233,1109
18 December 2002 (USA),1234,1110
17 December 2003 (USA),1235,1111
19 December 2001 (USA),1236,1112
19 May 1999 (USA),1237,1113
19 May 2005 (USA),1238,1114
16 May 2002 (USA),1239,1115
23 May 1984 (USA),1240,1116
6 August 1999 (USA),1241,286
9 January 1965 (USA),1242,1117
10 July 1985 (USA),1243,1118
10 June 1983 (USA),1244,1119
22 April 1988 (USA),1245,1120
25 December 1993 (USA),1246,1121
1 August 1990 (USA),1247,1122
16 July 2004 (USA),1248,1123
11 August 2004 (USA),1249,1124
6 August 2003 (USA),1250,1125
11 December 2009 (USA),1251,24
17 December 2010 (USA),1252,790
18 November 2005 (USA),1253,545
10 December 2010 (USA),1254,1102
19 November 2010 (USA),1255,1126
15 July 2009 (USA),1256,1127
11 July 2007 (USA),1257,1128
15 November 2002 (USA),1258,1129
15 December 1995 (USA),1259,878
8 January 1993 (USA),1260,1130
19 October 1979 (USA),1261,1131
28 February 1997 (USA),1262,1132
25 December 2001 (USA),1263,1133
25 September 1992 (USA),1264,1134
5 June 1998 (USA),1265,1135
24 September 2010 (USA),1266,54
18 September 1987 (USA),1267,1136
9 December 1994 (USA),1268,1137
5 January 2001 (USA),1269,1138
29 May 1954 (USA),1270,1139
13 January 1989 (USA),1271,1140
5 January 1996 (USA),1272,1141
26 February 1993 (USA),1273,1142
5 January 1990 (USA),1274,1143
4 April 2003 (USA),1275,584
21 November 2002 (Peru),1276,1144
"Aug 8, 2003 Wide",1277,1145
28 January 2005 (USA),1278,1146
23 August 2002 (USA),1279,1147
18 April 2008 (USA),1280,758
1 March 1991 (USA),1281,1148
12 August 1988 (USA),1282,1149
7 January 1994 (USA),1283,1150
26 August 1994 (USA),1284,1151
21 November 1990 (USA),1285,536
12 January 2001 (USA),1286,1152
6 August 1993 (USA),1287,1153
3 June 1987 (USA),1288,1154
2010 (USA),1289,1155
20 September 1985 (USA),1290,1156
9 August 2006 (USA),1291,1157
9 July 2011 (Japan),1292,1158
1 February 2013 (USA),1293,1159
8 April 2005 (USA),1294,1160
22 December 2006 (USA),1295,870
18 March 2011 (USA),1296,386
13 January 2006 (USA),1297,604
12 April 2013 (USA),1298,1161
29 September 2000 (USA),1299,1162
"Aug 25, 2006 Wide",1300,1163
20 November 2009 (USA),1301,913
15 September 2006 (USA),1302,1164
"Oct 13, 1993 Wide",1303,1165
14 January 2005 (USA),1304,1166
6 February 2004 (USA),1305,1167
"Oct 10, 2008 Wide",1306,1168
15 September 1989 (USA),1307,1169
3 November 1977 (Netherlands),1308,1170
22 November 1995 (USA),1309,918
March 1990 (USA),1310,1171
2 September 2000 (USA),1311,1172
"Oct 11, 1991 Wide",1312,1173
29 September 1993 (USA),1313,1174
28 September 1984 (Italy),1314,1175
22 November 1995 (USA),1315,918
12 September 1997 (USA),1316,1176
10 June 1994 (USA),1317,1177
15 May 2003 (USA),1318,1178
5 November 2003 (USA),1319,1179
18 February 2005 (USA),1320,742
27 June 1997 (USA),1321,1019
11 August 1995 (USA),1322,1180
13 September 1996 (USA),1323,1181
27 May 2005 (USA),1324,822
2 August 1996 (USA),1325,1182
14 September 2001 (USA),1326,1183
7 April 1989 (USA),1327,1184
6 March 1959 (Finland),1328,1185
26 May 1995 (USA),1329,1186
8 September 2000 (USA),1330,1187
18 February 2005 (USA),1331,742
13 July 2001 (USA),1332,1188
25 December 1964 (USA),1333,1189
25 August 1939 (USA),1334,1190
13 December 1971 (USA),1335,1191
9 April 1942 (Australia),1336,1192
1958 (USA),1337,1193
"Feb 21, 1952 Limited",1338,1194
22 June 1988 (USA),1339,1195
2 February 2007 (USA),1340,1196
24 November 1993 (USA),1341,1197
December 1949 (UK),1342,1198
24 December 1970 (USA),1343,1199
31 October 1941 (USA),1344,1200
6 December 1973 (Argentina),1345,1201
23 February 1940 (USA),1346,1202
26 July 1951 (USA),1347,1203
22 June 1955 (USA),1348,1204
25 December 1963 (USA),1349,1205
December 1946 (UK),1350,1206
14 August 1942 (Brazil),1351,1207
4 March 1950 (USA),1352,1208
6 February 1959 (Brazil),1353,1209
22 June 2005 (USA),1354,1210
20 February 2004 (USA),1355,1211
2 May 2003 (USA),1356,1073
16 July 1993 (USA),1357,1212
10 March 2013 (USA),1358,1213
2 July 2014 (USA),1359,1214
1 May 1981 (USA),1360,1215
August 2015 (USA),1361,1216
9 June 2015 (USA),1362,1217
21 November 2008 (USA),1363,767
21 April 2015 (USA),1364,1218
25 December 2012 (USA),1365,260
3 August 2012 (USA),1366,1219
20 August 2010 (USA),1367,744
23 December 2011 (USA),1368,1220
8 March 2013 (USA),1369,1221
25 December 2008 (USA),1370,1222
15 December 2006 (USA),1371,1223
27 January 1989 (USA),1372,1224
18 October 2013 (Iceland),1373,1225
January 1990 (USA),1374,1226
24 September 2005 (USA),1375,1227
3 July 2007 (USA),1376,297
6 January 2006 (USA),1377,1228
15 November 2002 (USA),1378,1129
25 June 2004 (USA),1379,1229
31 July 2009 (USA),1380,1230
1954 (UK),1381,1231
1958 (UK),1382,1232
5 September 1941 (USA),1383,1233
November 1972 (USA),1384,1234
29 March 1963 (USA),1385,1235
21 November 1975 (USA),1386,1236
12 December 1997 (USA),1387,1237
19 June 1992 (USA),1388,1238
20 July 1984 (USA),1389,1239
23 November 2011 (USA),1390,1240
6 June 1908 (USA),1391,1241
17 December 1982 (USA),1392,935
10 November 2004 (USA),1393,1242
26 June 1998 (USA),1394,240
27 November 1996 (USA),1395,1243
2 February 1996 (USA),1396,313
5 August 1994 (USA),1397,1244
17 January 1997 (USA),1398,1245
19 July 1991 (USA),1399,1246
"Feb 17, 1989 Wide",1400,1247
10 February 1995 (USA),1401,1248
31 March 1995 (USA),1402,1249
31 July 1998 (USA),1403,1250
31 July 1987 (USA),1404,198
19 December 1997 (USA),1405,1086
21 July 1973 (Sweden),1406,1251
15 July 2005 (USA),1407,875
12 June 2014 (Chile),1408,1252
18 June 2004 (USA),1409,1253
30 March 2007 (USA),1410,922
9 July 2004 (USA),1411,1254
18 December 2013 (USA),1412,1255
"Aug 4, 2006 Wide",1413,1256
25 July 2008 (USA),1414,1257
16 February 1996 (USA),1415,522
23 October 1998 (USA),1416,1258
10 July 2009 (USA),1417,1259
23 February 2007 (USA),1418,1260
7 July 2000 (USA),1419,1261
3 October 2003 (USA),1420,1262
22 December 2010 (USA),1421,1263
16 May 2012 (USA),1422,1264
9 July 1999 (USA),1423,1265
22 March 2002 (UK),1424,1266
6 June 1986 (USA),1425,1267
17 September 2010 (USA),1426,236
12 September 2003 (USA),1427,1268
8 June 2007 (USA),1428,901
"Jan 13, 2005 Wide",1429,1269
26 March 2004 (USA),1430,191
31 July 2009 (USA),1431,1230
17 November 2000 (USA),1432,1270
7 December 2007 (USA),1433,1271
6 November 2009 (USA),1434,1272
17 December 2004 (USA),1435,904
22 June 1984 (USA),1436,1273
7 June 1985 (USA),1437,1274
15 December 2006 (USA),1438,1223
16 February 2007 (USA),1439,1275
11 November 2005 (USA),1440,1276
23 January 2009 (USA),1441,1277
18 December 1998 (USA),1442,1278
16 November 2007 (USA),1443,281
5 August 1994 (USA),1444,1244
8 October 2004 (USA),1445,859
18 March 2005 (USA),1446,1279
23 November 2005 (USA),1447,1280
9 May 2003 (USA),1448,1281
7 August 2013 (USA),1449,1282
30 April 2016 (USA),1450,1283
12 February 2010 (USA),1451,291
3 August 2007 (USA),1452,13
30 September 2008 (USA),1453,1284
8 July 2011 (USA),1454,1285
22 June 2007 (USA),1455,1286
23 October 2009 (USA),1456,1287
15 February 2013 (USA),1457,1288
28 July 2006 (USA),1458,1289
11 June 2010 (USA),1459,1290
21 May 2009 (USA),1460,1291
18 July 1986 (USA),1461,1292
2 July 2003 (USA),1462,504
25 May 1979 (USA),1463,1293
22 May 1992 (USA),1464,197
1 June 1990 (USA),1465,1294
4 October 1985 (USA),1466,1295
15 July 1994 (USA),1467,235
13 August 2004 (USA),1468,1296
21 November 1990 (USA),1469,536
9 July 2010 (USA),1470,20
17 July 1987 (USA),1471,1297
13 November 1987 (USA),1472,1298
26 January 2012 (Peru),1473,1299
11 July 2011 (China),1474,1300
,1475,47
12 February 2013 (USA),1476,1301
29 August 2012 (USA),1477,332
3 December 1976 (USA),1478,1302
1997 (USA),1479,1303
11 May 1989 (West Germany),1480,1304
30 August 1996 (USA),1481,1305
6 December 1985 (USA),1482,1306
17 April 2015 (USA),1483,794
31 July 2015 (USA),1484,1307
25 September 2015 (USA),1485,50
15 May 1947 (USA),1486,1308
2 April 1954 (USA),1487,1309
5 August 1983 (USA),1488,1310
11 November 1988 (USA),1489,1311
7 January 2011 (USA),1490,1312
14 November 2014 (USA),1491,927
28 July 1978 (USA),1492,1313
20 August 1993 (USA),1493,1314
17 July 1996 (USA),1494,1315
16 August 1996 (UK),1495,1316
21 December 1994 (USA),1496,1317
14 December 1994 (USA),1497,1318
24 November 1993 (USA),1498,1197
10 July 1981 (USA),1499,1319
2 July 1986 (USA),1500,1320
22 June 1977 (USA),1501,1321
22 December 1995 (USA),1502,1322
4 August 1998 (USA),1503,1323
18 June 1993 (USA),1504,1324
29 March 1996 (USA),1505,1325
18 November 1994 (USA),1506,1326
27 June 1986 (USA),1507,1327
8 February 1991 (USA),1508,163
10 April 1992 (USA),1509,1328
15 May 1998 (USA),1510,1329
18 July 1997 (USA),1511,1330
18 November 1988 (USA),1512,938
21 August 2015 (USA),1513,1331
28 August 2015 (USA),1514,113
3 August 1986 (USA),1515,1332
24 July 1985 (USA),1516,1333
18 August 2006 (USA),1517,1334
15 June 2007 (USA),1518,1335
17 June 2005 (USA),1519,1336
4 October 1996 (USA),1520,1337
29 September 1995 (USA),1521,1338
7 July 1993 (USA),1522,1339
14 October 1994 (USA),1523,998
22 March 1991 (USA),1524,1340
25 March 1994 (USA),1525,1341
2 October 1992 (USA),1526,559
11 February 1994 (USA),1527,1342
24 September 1999 (USA),1528,1343
22 May 1987 (USA),1529,1344
"Oct 11, 1991 Wide",1530,1173
15 October 1993 (USA),1531,1345
12 November 1993 (USA),1532,860
September 1997 (Portugal),1533,1346
6 April 1990 (USA),1534,1347
12 August 1994 (USA),1535,1348
30 August 1996 (USA),1536,1305
4 June 2010 (USA),1537,1349
24 July 2009 (USA),1538,289
4 July 2001 (USA),1539,1350
18 July 2014 (USA),1540,1109
17 January 2014 (USA),1541,1351
24 December 2014 (USA),1542,1352
