Creator,Cast,original_index,unique_index
"William Ludwig,Charles Lederer","William Powell,Myrna Loy,Gail Patrick,Jack Carson,Florence Bates,Sidney Blackmer,Sig Ruman,Vladimir Sokoloff,Donald MacBride,Sara Haden,Kathleen Lockhart,Fern Emmett,Joseph Crehan,George Meeker,Clarence Muse",102,102
"Lenore J. Coffee,W.E. Woodward","William Powell,Myrna Loy,Una Merkel,Rosalind Russell,Isabel Jewell,Harvey Stephens,Edward Brophy,Henry Wadsworth,Cora Sue Collins,Frank Conroy,Jessie Ralph",103,103
"Irving Brecher,Harry Kurnitz","William Powell,Myrna Loy,Barry Nelson,Donna Reed,Sam Levene,Alan Baxter,Henry O'Neill,Richard Hall,Stella Adler,Loring Smith,Joseph Anthony,Lou Lubin,Louise Beavers,Asta a Dog,Aldrich Bowker",104,104
"Menahem Golan,Coby Recht","Catherine Mary Stewart,George Gilmour,Grace Kennedy,Allan Love,Joss Ackland,Vladek Sheybal,Ray Shell,Miriam Margolyes,Derek Deadman,Michael Logan,George S. Clinton,Francesca Poston,Leslie Meadows,Günther Notthoff,Clem Davies",105,105
"Scott Bindley,Peter Lepeniotis","Jeff Dunham,Joe Pingue,Rob Tinkler",106,106
"Jeffrey Boam,Shane Black","Mel Gibson,Danny Glover,Joe Pesci,Joss Ackland,Derrick O'Connor,Patsy Kensit,Darlene Love,Traci Wolfe,Steve Kahan,Mark Rolston,Jenette Goldstein,Dean Norris,Juney Smith,Nestor Serrano,Philip Suriano",107,107
Lem Dobbs,"Terence Stamp,Lesley Ann Warren,Luis Guzmán,Barry Newman,Joe Dallesandro,Nicky Katt,Peter Fonda,Amelia Heinle,Melissa George,William Lucking,Matthew Kimbrough,John Robotham,Steve Heinze,Nancy Lenehan,Wayne Pére",108,108
Steve Barancik,"Linda Fiorentino,Bill Pullman,Michael Raysses,Zack Phifer,Peter Berg,Brien Varady,Dean Norris,Donna Wilson,Mik Scriba,J.T. Walsh,Erik-Anders Nilsson,Patricia R. Caprio,Herb Mitchell,Bill Nunn,Renee Rogers",109,109
"Joel Coen,Ethan Coen","Gabriel Byrne,Marcia Gay Harden,John Turturro,Jon Polito,J.E. Freeman,Albert Finney,Mike Starr,Al Mancini,Richard Woods,Thomas Toner,Steve Buscemi,Mario Todisco,Olek Krupa,Michael Jeter,Lanny Flaherty",110,110
"Samuel W. Taylor,John Hughes","Robin Williams,Marcia Gay Harden,Christopher McDonald,Ted Levine,Clancy Brown,Raymond J. Barry,Wil Wheaton,Edie McClurg,Jodi Benson,Leslie Stefanson,Malcolm Brownson,Benjamin Brock,Dakin Matthews,Zack Zeigler,Sam Lloyd",111,111
"Casey Robinson,Olive Higgins Prouty","Bette Davis,Paul Henreid,Claude Rains,Gladys Cooper,Bonita Granville,John Loder,Ilka Chase,Lee Patrick,Franklin Pangborn,Katharine Alexander,James Rennie,Mary Wickes",112,112
"Wendell Mayes,John D. Voelker","James Stewart,Lee Remick,Ben Gazzara,Arthur O'Connell,Eve Arden,Kathryn Grant,George C. Scott,Orson Bean,Russ Brown,Murray Hamilton,Brooks West,Ken Lynch,John Qualen,Howard McNear,Alexander Campbell",113,113
"Alex Kendrick,Stephen Kendrick","Priscilla C. Shirer,T.C. Stallings,Karen Abercrombie,Beth Moore,Michael Jr.,Jadin Harris,Tenae Downing,Alena Pitts,Kathleen Dellinger,Toochukwu T.C. Anyachonkeya,Noël Baker,Perry Ball,J.D. Banks,Elizabeth Becka,Audrey Blackwelder",114,114
"Gregory Widen,Eric Bernt","Adrian Paul,Christopher Lambert,Bruce Payne,Lisa Barbuscia,Donnie Yen,Jim Byrnes,Peter Wingfield,Damon Dash,Beatie Edney,Sheila Gish,Oris Erhuero,Ian Paul Cassidy,Adam Copeland,Mihnea Trusca,June Watson",115,115
"Nunnally Johnson,John Steinbeck","Henry Fonda,Jane Darwell,John Carradine,Charley Grapewin,Dorris Bowdon,Russell Simpson,O.Z. Whitehead,John Qualen,Eddie Quillan,Zeffie Tilbury,Frank Sully,Frank Darien,Darryl Hickman,Shirley Mills,Roger Imhof",116,116
"Lew Wallace,Karl Tunberg","Charlton Heston,Jack Hawkins,Haya Harareet,Stephen Boyd,Hugh Griffith,Martha Scott,Cathy O'Donnell,Sam Jaffe,Finlay Currie,Frank Thring,Terence Longdon,George Relph,André Morell",117,117
"Michael Wilson,Rod Serling","Charlton Heston,Roddy McDowall,Kim Hunter,Maurice Evans,James Whitmore,James Daly,Linda Harrison,Robert Gunner,Lou Wagner,Woodrow Parfrey,Jeff Burton,Buck Kartalian,Norman Burton,Wright King,Paul Lambert",118,118
"John William Corrington,Joyce Hooper Corrington","Charlton Heston,Anthony Zerbe,Rosalind Cash,Paul Koslo,Eric Laneuville,Lincoln Kilpatrick,Jill Giraldi,Anna Aries,Brian Tochi,DeVeren Bookwalter,John Dierkes,Monika Henreid,Linda Redfearn,Forrest Wood",119,119
"Deric Washburn,Michael Cimino","Bruce Dern,Cliff Potts,Ron Rifkin,Jesse Vint,Mark Persons,Steven Brown,Cheryl Sparks,Larry Whisenhunt",120,120
"Lawrence Lasker,Walter F. Parkes","Matthew Broderick,Dabney Coleman,John Wood,Ally Sheedy,Barry Corbin,Juanin Clay,Kent Williams,Dennis Lipscomb,Joe Dorsey,Irving Metzman,Michael Ensign,William Bogert,Susan Davis,James Tolkan,David Clover",121,121
"Fede Alvarez,Rodo Sayagues","Jane Levy,Shiloh Fernandez,Lou Taylor Pucci,Jessica Lucas,Elizabeth Blackmore,Phoenix Connolly,Jim McLarty,Stephen Butterworth,Karl Willetts,Randal Wilson,Rupert Degas,Bob Dorian,Ellen Sandweiss,Inca",122,122
"Leigh Whannell,James Wan","Tobin Bell,Shawnee Smith,Angus Macfadyen,Bahar Soomekh,Donnie Wahlberg,Dina Meyer,Leigh Whannell,Mpho Koaho,Barry Flatman,Lyriq Bent,J. LaRose,Debra McCabe,Costas Mandylor,Betsy Russell,Jane Luk",123,123
"Glen Morgan,James Wong","Mary Elizabeth Winstead,Ryan Merriman,Kris Lemche,Alexz Johnson,Sam Easton,Jesse Moss,Gina Holden,Texas Battle,Chelan Simmons,Crystal Lowe,Amanda Crew,Maggie Ma,Ecstasia Sanders,Jody Racicot,Patrick Gallagher",124,124
"Eric Bress,Jeffrey Reddick","Bobby Campo,Shantel VanSanten,Nick Zano,Haley Webb,Mykelti Williamson,Krista Allen,Andrew Fiscella,Justin Welborn,Stephanie Honoré,Lara Grice,Jackson Walker,Phil Austin,William Aguillard,Brendan Aguillard,Juan Kincaid",125,125
Ken Wiederhorn,"Michael Kenworthy,Thor Van Lingen,Jason Hogan,James Karen,Thom Mathews,Suzanne Snyder,Marsha Dietlein,Hanala Sagal,Jonathan Terry,Dana Ashbrook,Sally Smythe,Allan Trautman,Don Maxwell,Reynold Cindrich,Philip Bruns",126,126
Fred Dekker,"Jason Lively,Steve Marshall,Jill Whitlow,Tom Atkins,Wally Taylor,Bruce Solomon,Vic Polizos,Allan Kayser,Ken Heron,Alice Cadogan,June Harris,David Paymer,David Oliver,Evelyne Smith,Ivan E. Roth",127,127
"H.P. Lovecraft,Brian Yuzna","Jeffrey Combs,Barbara Crampton,Ted Sorel,Ken Foree,Carolyn Purdy-Gordon,Bunny Summers,Bruce McGuire,Del Russel,Dale Wyatt,Karen Christenfeld,Andy Miller,John Leamer,Regina Bleesz",128,128
Mike Flanagan,"Catherine Parker,Courtney Bell,Dave Levine,Justin Gordon,Morgan Peter Brown,James Flanagan,Doug Jones,Scott Graham,Connie Ventress,Ian Gregory,Mark Dumonski,Elisabeth Adwin,Erin Cipolletti,Jonathan Fisher,Brandon Valley Jones",129,129
"Jonathan Nolan,Christopher Nolan","Christian Bale,Gary Oldman,Tom Hardy,Joseph Gordon-Levitt,Anne Hathaway,Marion Cotillard,Morgan Freeman,Michael Caine,Matthew Modine,Alon Aboutboul,Ben Mendelsohn,Burn Gorman,Daniel Sunjata,Aidan Gillen,Sam Kennard",130,130
"Frank Herbert,David Lynch","Francesca Annis,Leonardo Cimino,Brad Dourif,José Ferrer,Linda Hunt,Freddie Jones,Richard Jordan,Kyle MacLachlan,Virginia Madsen,Silvana Mangano,Everett McGill,Kenneth McMillan,Jack Nance,Siân Phillips,Jürgen Prochnow",131,131
Christopher Bertolini,"Aaron Eckhart,Ramon Rodriguez,Will Rothhaar,Cory Hardrict,Jim Parrack,Gino Anthony Pesi,Ne-Yo,James Hiroyuki Liao,Bridget Moynahan,Noel Fisher,Adetokumboh M'Cormack,Bryce Cass,Michael Peña,Michelle Rodriguez,Neil Brown Jr.",132,132
Michael Simmons,"Jacqui Holland,Olivia Bellafontaine,Breanne Benson,Matt Bianca,Matt Jones,Ryan Keely,Charlie Laine,Zachery Marsala,Marek Matousek,Sir Nick,Christy Patrick,Sally Sandoval",133,133
Marc Hyman,"Chris Rock,Laurence Fishburne,David Hyde Pierce,Brandy Norwood,William Shatner,Ron Howard,Kid Rock,Kenny Olson,Jason Krause,Joe C.,Stefanie Eulinberg,Jimmie Bones,Uncle Kracker,Jonathan Adams,Carlos Alazraqui",134,134
Beverley Cross,"Laurence Olivier,Claire Bloom,Maggie Smith,Ursula Andress,Jack Gwillim,Susan Fleetwood,Pat Roach,Harry Hamlin,Judi Bowker,Burgess Meredith,Siân Phillips,Flora Robson,Anna Manahan,Freda Jackson,Tim Pigott-Smith",135,135
"Sheridan Le Fanu,Harry Fine","Ingrid Pitt,Pippa Steel,Madeline Smith,Peter Cushing,George Cole,Dawn Addams,Kate O'Mara,Douglas Wilmer,Jon Finch,Ferdy Mayne,Kirsten Lindholm,John Forbes-Robertson,Shelagh Wilcocks,Harvey Hall,Janet Key",136,136
Jimmy Sangster,"Peter Cushing,Christopher Lee,Yvonne Furneaux,Eddie Byrne,Felix Aylmer,Raymond Huntley,George Pastell,Michael Ripper,George Woodbridge,Harold Goodwin,Denis Shaw,Gerald Lawson,Willoughby Gray,John Stuart,David Browning",137,137
"Bram Stoker,Hamilton Deane","Bela Lugosi,Helen Chandler,David Manners,Dwight Frye,Edward Van Sloan,Herbert Bunston,Frances Dade,Joan Standing,Charles K. Gerrard",138,138
"James Ashmore Creelman,Ruth Rose","Fay Wray,Robert Armstrong,Bruce Cabot,Frank Reicher,Sam Hardy,Noble Johnson,Steve Clemente,James Flavin,King Kong",139,139
Morgan Spurlock,"Chemeeka Walker,Dania Abu-Rmaileh,Amanda Kearsan,Christian Baucher,Amelia Giancarlo,Geoffrey Giancarlo,Alexandria Morgan,Chanelle Clarke,Marisa Danenfield,Katie Danenfield,Megan Foley,Edmand Cardero,Jay Cohen,Jonnae Strong,Audrey Whitfield",140,140
"Linda Woolverton,Lewis Carroll","Johnny Depp,Mia Wasikowska,Helena Bonham Carter,Anne Hathaway,Crispin Glover,Matt Lucas,Michael Sheen,Stephen Fry,Alan Rickman,Barbara Windsor,Paul Whitehouse,Timothy Spall,Marton Csokas,Tim Pigott-Smith,John Surman",141,141
"J.K. Rowling,Steve Kloves","Daniel Radcliffe,Richard Griffiths,Pam Ferris,Fiona Shaw,Harry Melling,Adrian Rawlins,Geraldine Somerville,Lee Ingleby,Lenny Henry,Jimmy Gardner,Gary Oldman,Jim Tavaré,Robert Hardy,Abby Ford,Rupert Grint",142,142
"William Steig,Ted Elliott","Mike Myers,Eddie Murphy,Cameron Diaz,John Lithgow,Vincent Cassel,Peter Dennis,Clive Pearse,Jim Cummings,Bobby Block,Chris Miller,Cody Cameron,Kathleen Freeman,Michael Galasso,Christopher Knights,Simon J. Smith",143,143
"Irene Mecchi,Jonathan Roberts","Matthew Broderick,Jonathan Taylor Thomas,James Earl Jones,Jim Cummings,Jeremy Irons,Moira Kelly,Niketa Calame,Ernie Sabella,Nathan Lane,Robert Guillaume,Rowan Atkinson,Madge Sinclair,Whoopi Goldberg,Cheech Marin,Jason Weaver",144,144
"Linda Woolverton,Roger Allers","Robby Benson,Jesse Corti,Rex Everhart,Angela Lansbury,Paige O'Hara,Jerry Orbach,Bradley Pierce,David Ogden Stiers,Richard White,Jo Anne Worley,Mary Kay Bergman,Brian Cummings,Alvin Epstein,Tony Jay,Alec Murphy",145,145
"Tab Murphy,Bob Tzudiker","Brian Blessed,Glenn Close,Minnie Driver,Tony Goldwyn,Nigel Hawthorne,Lance Henriksen,Wayne Knight,Alex D. Linz,Rosie O'Donnell,Beth Anderson,Jack Angel,Joseph Ashton,Bob Bergen,Billy Bodine,Rodger Bumpass",146,146
"Chris Williams,Mark Dindal","David Spade,John Goodman,Eartha Kitt,Patrick Warburton,Wendie Malick,Kellyann Kelso,Eli Russell Linnetz,Tom Jones,Stephen J. Anderson,Bob Bergen,Rodger Bumpass,Robert Clotworthy,Jennifer Darling,Patti Deutsch,John Fiedler",147,147
"Tab Murphy,Lorne Cameron","Joaquin Phoenix,Jeremy Suarez,Jason Raize,Rick Moranis,Dave Thomas,D.B. Sweeney,Joan Copeland,Michael Clarke Duncan,Harold Gould,Paul Christie,Danny Mastrogiorgio,Estelle Harris,Greg Proops,Pauley Perrette,Darko Cesar",148,148
"Terry Rossio,Ted Elliott","Kevin Kline,Kenneth Branagh,Rosie Perez,Armand Assante,Edward James Olmos,Jim Cummings,Frank Welker,Tobin Bell,Duncan Marjoribanks,Elijah Chiang,Cyrus Shaki-Khan,Elton John",149,149
"Michael J. Wilson,Rob Letterman","Will Smith,Robert De Niro,Renée Zellweger,Jack Black,Angelina Jolie,Martin Scorsese,Ziggy Marley,Doug E. Doug,Michael Imperioli,Vincent Pastore,Peter Falk,Katie Couric,David Soren,David P. Smith,Bobb'e J. Thompson",150,150
"George Miller,John Collee","Carlos Alazraqui,Lombardo Boyar,Jeffrey Garcia,Johnny A. Sanchez,Robin Williams,Elijah Wood,Brittany Murphy,Hugh Jackman,Nicole Kidman,Hugo Weaving,Elizabeth Daily,Magda Szubanski,Miriam Margolyes,Fat Joe,Alyssa Shafer",151,151
"John Logan,John Logan","Johnny Depp,Isla Fisher,Abigail Breslin,Ned Beatty,Alfred Molina,Bill Nighy,Stephen Root,Harry Dean Stanton,Timothy Olyphant,Ray Winstone,Ian Abercrombie,Gil Birmingham,James Ward Byrkit,Claudia Black,Blake Clark",152,152
"Phil Lord,Christopher Miller","Bill Hader,Anna Faris,James Caan,Andy Samberg,Bruce Campbell,Mr. T,Bobb'e J. Thompson,Benjamin Bratt,Neil Patrick Harris,Al Roker,Lauren Graham,Will Forte,Max Neuwirth,Peter Siragusa,Angela Shelton",153,153
"Etan Cohen,Eric Darnell","Ben Stiller,Chris Rock,David Schwimmer,Jada Pinkett Smith,Sacha Baron Cohen,Cedric the Entertainer,Andy Richter,Bernie Mac,Alec Baldwin,Sherri Shepherd,Will.i.am,Elisa Gabrielli,Tom McGrath,Chris Miller,Christopher Knights",154,154
"Ernest Lehman,Arthur Laurents","Natalie Wood,Richard Beymer,Russ Tamblyn,Rita Moreno,George Chakiris,Simon Oakland,Ned Glass,William Bramley,Tucker Smith,Tony Mordente,David Winters,Eliot Feld,Bert Michaels,David Bean,Robert Banas",155,155
Paul Mazursky,"Jill Clayburgh,Alan Bates,Michael Murphy,Cliff Gorman,Patricia Quinn,Kelly Bishop,Lisa Lucas,Linda Miller,Andrew Duncan,Daniel Seltzer,Matthew Arkin,Penelope Russianoff,Novella Nelson,Raymond J. Barry,Ivan Karp",156,156
"Dan Wakefield,James L. Brooks","Burt Reynolds,Jill Clayburgh,Candice Bergen,Charles Durning,Frances Sternhagen,Austin Pendleton,Mary Kay Place,MacIntyre Dixon,Jay O. Sanders,Charles Kimbrough,Richard Whiting,Alfie Wise,Wallace Shawn,Sturgis Warner,Mary Catherine Wright",157,157
"Walter Bernstein,Dan Jenkins","Burt Reynolds,Kris Kristofferson,Jill Clayburgh,Robert Preston,Bert Convy,Roger E. Mosley,Lotte Lenya,Richard Masur,Carl Weathers,Brian Dennehy,Mary Jo Catlett,Joe Kapp,Ron Silver,James MacKrell,Peter Bromilow",158,158
"Tracy Keenan Wynn,Albert S. Ruddy","Burt Reynolds,Eddie Albert,Ed Lauter,Michael Conrad,James Hampton,Harry Caesar,John Steadman,Charles Tyner,Mike Henry,Jim Nicholson,Bernadette Peters,Pervis Atkins,Tony Cacciotti,Anitra Ford,Michael Fox",159,159
"Elaine May,Warren Beatty","Warren Beatty,Julie Christie,James Mason,Jack Warden,Charles Grodin,Dyan Cannon,Buck Henry,Vincent Gardenia,Joseph Maher,Hamilton Camp,Arthur Malet,Stephanie Faracy,Jeannie Linero,Harry D.K. Wong,George J. Manos",160,160
James Toback,"Warren Beatty,Annette Bening,Harvey Keitel,Ben Kingsley,Elliott Gould,Joe Mantegna,Richard C. Sarafian,Bebe Neuwirth,Gian-Carlo Scandiuzzi,Wendy Phillips,Stefanie Mason,Kimberly McCullough,Andy Romano,Robert Beltran,Bill Graham",161,161
David Mamet,"Jack Nicholson,Danny DeVito,Armand Assante,J.T. Walsh,John C. Reilly,Frank Whaley,Kevin Anderson,John P. Ryan,Robert Prosky,Natalija Nogulich,Nicholas Pryor,Paul Guilfoyle,Karen Young,Cliff Gorman,Joanne Neer",162,162
"Friedrich Dürrenmatt,Jerzy Kromolowski","Patricia Clarkson,Beau Daniels,Benicio Del Toro,Dale Dickey,Wendy Morrow Donaldson,Adrien Dorval,Aaron Eckhart,Shawn Henter,Kathy Jensen,Taryn Knowles,Nels Lennarson,Costas Mandylor,J.J. McColl,Gordon May,Gardiner Millar",163,163
"Albert Hackett,Frances Goodrich","Steve Martin,Diane Keaton,Martin Short,Kimberly Williams-Paisley,George Newbern,Kieran Culkin,BD Wong,Peter Michael Goetz,Kate McGregor-Stewart,Jane Adams,Eugene Levy,Rebecca Chambers,April Ortiz,Dulcy Rogers,Kathy Anthony",164,164
Steve Martin,"Steve Martin,Victoria Tennant,Richard E. Grant,Marilu Henner,Sarah Jessica Parker,Susan Forristal,Kevin Pollak,Sam McMurray,Patrick Stewart,Andrew Amador,Gail Grate,Eddie De Harp,M.C. Shan,Frances Fisher,Iman",165,165
"Bruce Jay Friedman,Neil Simon","Steve Martin,Charles Grodin,Judith Ivey,Steve Lawrence,Robyn Douglass,Merv Griffin,Joyce Brothers,Candi Brough,Randi Brough,Julie Payne,Madison Arnold,Roger Robinson,Dan Hannafin,Joan Sweeny,Nicholas Mele",166,166
Dennis Potter,"Steve Martin,Bernadette Peters,Jessica Harper,Vernel Bagneris,John McMartin,John Karlen,Jay Garner,Robert Fitch,Tommy Rall,Eliska Krupka,Christopher Walken,Francis X. McCarthy,Raleigh Bond,Gloria LeRoy,Nancy Parsons",167,167
"Katherine Leslie Moore,William Rankin,Jo Swerling","Bing Crosby,Madge Evans,Edith Fellows,Louis Armstrong,Donald Meek,John Gallaudet,William Stack,Nana Bryant,Tom Dugan,Nydia Westman,William Byrne",168,168
"Rex Beach,Lawrence Hazard","Marlene Dietrich,Randolph Scott,John Wayne,Margaret Lindsay,Harry Carey,Richard Barthelmess,George Cleveland,Samuel S. Hinds,Russell Simpson,William Farnum,Marietta Canty,Jack Norton,Ray Bennett,Forrest Taylor,Art Miles",169,169
"P.J. Wolfson,Neil H. Swanson","Claire Trevor,John Wayne,George Sanders,Brian Donlevy,Wilfrid Lawson,Robert Barrat,John F. Hamilton,Moroni Olsen,Eddie Quillan,Chill Wills,Ian Wolfe,Wallis Clark,Monte Montague,Olaf Hytten,Eddy Waller",170,170
"Albert Sidney Fleischman,Albert Sidney Fleischman","John Wayne,Lauren Bacall,Paul Fix,Joy Kim,Berry Kroeger,Mike Mazurki,Anita Ekberg",171,171
"Borden Chase,Æneas MacKenzie","John Wayne,Susan Hayward,Dennis O'Keefe,William Frawley,Leonid Kinskey,J.M. Kerrigan,Grant Withers,Paul Fix,Ben Welden,William Forrest,Addison Richards,Jay Norris,Duncan Renaldo",172,172
"William L. White,Frank Wead","Robert Montgomery,John Wayne,Donna Reed,Jack Holt,Ward Bond,Marshall Thompson,Paul Langton,Leon Ames,Arthur Walsh,Donald Curtis,Cameron Mitchell,Jeff York,Murray Alper,Harry Tenbrook,Jack Pennick",173,173
Frank S. Nugent,"John Wayne,Henry Fonda,Shirley Temple,Pedro Armendáriz,Ward Bond,George O'Brien,Victor McLaglen,Anna Lee,Irene Rich,Dick Foran,Guy Kibbee,Grant Withers,Jack Pennick,Ray Hyke,Movita",174,174
"Glendon Swarthout,Miles Hood Swarthout","John Wayne,Lauren Bacall,Ron Howard,James Stewart,Richard Boone,Hugh O'Brian,Bill McKinney,Harry Morgan,John Carradine,Sheree North,Rick Lenz,Scatman Crothers,Gregg Palmer,Alfred Dennis,Dick Winslow",175,175
"William H. Wright,Allan Weiss","John Wayne,Dean Martin,Martha Hyer,Michael Anderson Jr.,Earl Holliman,Jeremy Slate,James Gregory,Paul Fix,George Kennedy,Dennis Hopper,Sheldon Allman,John Litel,John Doucette,James Westerfield,Rhys Williams",176,176
"John Lee Mahin,Martin Rackin","John Wayne,Stewart Granger,Ernie Kovacs,Fabian,Capucine,Mickey Shaughnessy,Karl Swenson,Joe Sawyer,Kathleen Freeman,John Qualen,Stanley Adams",177,177
"Frank S. Nugent,James Edward Grant","John Wayne,Lee Marvin,Elizabeth Allen,Jack Warden,Cesar Romero,Dick Foran,Dorothy Lamour,Marcel Dalio,Mike Mazurki,Jacqueline Malouf,Cherylene Lee,Jeffrey Byron,Edgar Buchanan,Jon Fong",178,178
"Leigh Brackett,Harry Kurnitz","John Wayne,Hardy Krüger,Elsa Martinelli,Red Buttons,Gérard Blain,Bruce Cabot,Michèle Girardon,Valentin de Vargas,Eduard Franz,Queenie Leonard",179,179
"Keith R. Clarke,Slavomir Rawicz","Dragos Bucur,Colin Farrell,Ed Harris,Alexandru Potocean,Saoirse Ronan,Gustaf Skarsgård,Mark Strong,Jim Sturgess,Sebastian Urzendowsky,Zachary Baharov,Sally E. Brunski,Igor Gnezdilov,Dejan Angelov,Stanislav Pishtalov,Mariy Grigorov",180,180
"Olivia Bohnhoff,Katherine Brooks","Erin Kelly,Diane Gaidry,Laura Breckenridge,Michelle Horn,Gustine Fudickar,Ilene Graff,Kevin McCarthy,Markus Flanagan,Karen Teliha,Marla Maples,Greg Joelson,Wendy Schaal,Gregory Carroll,Shawn Thompson,Leslie Andrews",181,181
Maria Maggenti,"Laurel Holloman,Maggie Moore,Kate Stafford,Sabrina Artel,Toby Poser,Nelson Edwin Rodríguez,Dale Dickey,Nicole Ari Parker,Andrew Wright,Katlin Tyler,Anna Padgett,Chelsea Catthouse,Stephanie Berry,Babs Davy,John Elsen",182,182
"John Kamps,Gavin Scott,John Camps","John Goodman,Mark Williams,Jim Broadbent,Celia Imrie,Flora Newbigin,Tom Felton,Raymond Pickard,Bradley Pierce,Aden Gillett,Doon Mackichan,Hugh Laurie,Ruby Wax,Andrew Dunford,Bob Goody,Patrick Monckton",183,183
"Rick Kerb,Bill Holderman","Robert Redford,Nick Nolte,Emma Thompson,Mary Steenburgen,Nick Offerman,Kristen Schaal,R. Keith Harris,Randall Newsome,Hayley Lovitt,Linds Edwards,Susan McPhail,Andrew Vogel,Derek Krantz,Gaia Wise,Tucker Meek",184,184
Travis Mathews,"Val Lauren,Christian Patrick,Brenden Gregory,Brad Roberge,Robbie Acklen,Osbaldo Daniel Alvarez,Andres Barcelo,Samantha Barrows,Nick Buda,Seana Carroll,Collin Chavez,Jol Devitro,Julie Diaz,James Franco,Brianna Getrost",185,185
"Andrew Smith,Andrew Smith","Madonna,Griffin Dunne,Haviland Morris,John McMartin,Bibi Besch,John Mills,Robert Swan,Drew Pillsbury,Coati Mundi,Dennis Burkley,James Dietz,Cecile Callan,Karen Elise Baldwin,Kimberlin Brown,Crystal Carson",186,186
Leora Barish,"Rosanna Arquette,Madonna,Aidan Quinn,Mark Blum,Robert Joy,Laurie Metcalf,Anna Levine,Will Patton,Peter Maloney,Steven Wright,John Turturro,Anne Carlisle,José Angel Santana,Giancarlo Esposito,Richard Hell",187,187
Jordan Mohr,"Michael Abruscato,Katy Baker,Sam Bologna,Veli Erturk,Jordan Mohr,CC Perkinson,Jonah Perkinson,Karen Teliha,Don Yanan",188,188
"James Jones,John Patrick","Frank Sinatra,Dean Martin,Shirley MacLaine,Martha Hyer,Arthur Kennedy,Nancy Gates,Leora Dana,Betty Lou Keim,Larry Gates,Steve Peck,Connie Gilchrist,Ned Wever",189,189
Guy Ritchie,"Gerard Butler,Tom Wilkinson,Thandie Newton,Mark Strong,Idris Elba,Tom Hardy,Karel Roden,Toby Kebbell,Jeremy Piven,Ludacris,Jimi Mistry,Matt King,Geoff Bell,Dragan Micanovic,Michael Ryan",190,190
Bryan Johnson,"Brian O'Halloran,Bryan Johnson,Jerry Lewkowitz,Ethan Suplee,Matthew Maher,Don Gentile,Thomas W. Leidner,Michael Tierney,David Gilbert,Erik Johnson,Scott Schiaffo,Darin Johnson,Brian Hartsgrove,Aaron Hakeem,Jamie Schutz",191,191
Kevin Smith,"Marc Bernardin,Ming Chen,Matt Cohen,Kevin Conroy,Eliza Dushku,Brian Faraldo,Walter Flanagan,James Franco Jr.,Neil Gaiman,Ralph Garman,Ben Gleib,Kyle Hebert,Paul Hipp,Bryan Johnson,Ray William Johnson",192,192
"Kevin Smith,Kevin Smith","Jason Mewes,Kevin Smith,Ben Affleck,Jeff Anderson,Brian O'Halloran,Shannon Elizabeth,Eliza Dushku,Ali Larter,Jennifer Schwalbach Smith,Will Ferrell,Jason Lee,Judd Nelson,George Carlin,Carrie Fisher,Seann William Scott",193,193
Kevin Smith,"Betty Aberlin,Matt McFarland,Sarah Stafford,Paulie Litt,Christian Fan,Victor Chavez,William Mace,Raquel Castro,Ben Affleck,Jennifer Schwalbach Smith,Jennifer Lopez,George Carlin,Stephen Root,Mike Starr,S. Epatha Merkerson",194,194
