Language,Genre,original_index,unique_index
English,"Crime,Drama,Fantasy",755,352
English,"Documentary,Crime",756,207
English,Drama,757,35
English,"Horror,Mystery,Thriller",758,0
English,"Comedy,Drama",759,10
English,"Comedy,Horror,Mystery",760,353
English,"Comedy,Romance",761,9
"English,Spanish","Action,Adventure,Drama",762,293
English,Drama,763,35
"English,French","Comedy,Drama,Romance",764,354
English,Drama,765,35
"English,Mandarin,Cantonese","Action & Adventure,Comedy",766,355
English,Sci-Fi,767,161
English,"Drama,Horror,Sci-Fi",768,356
English,Western,769,122
English,Western,770,122
English,Drama,771,35
English,"Action,Comedy,Crime",772,132
English,"Comedy,Drama",773,10
"English,Italian","Comedy,Romance",774,357
English,"Drama,Music,Mystery",775,358
English,Drama,776,35
English,"Action,Adventure,Fantasy",777,190
English,"Adventure,Comedy,Sci-Fi",778,359
English,"Action,Crime,Drama",779,27
English,Comedy,780,61
English,"Horror,Romance,Sci-Fi",781,360
English,"Action,Adventure,Family",782,361
English,Drama,783,35
"English,French,Latin",Drama,784,362
English,"Adventure,Comedy,Sci-Fi",785,359
English,"Animation,Comedy,Family",786,20
English,"Comedy,Family,Sci-Fi",787,84
"English,Spanish","Documentary,Biography,Family",788,363
English,Comedy,789,61
"English,French","Animation,Adventure,Family",790,364
English,"Comedy,Drama,Family",791,297
English,"Comedy,Crime,Family",792,365
English,"Adventure,Family,Fantasy",793,98
English,Family,794,168
English,"Animation,Comedy,Family",795,20
English,"Comedy,Romance",796,9
English,"Comedy,Drama",797,10
English,"Adventure,Comedy,Family",798,296
English,"Comedy,Family,Romance",799,366
English,"Comedy,Drama,Romance",800,73
English,"Comedy,Family,Sport",801,367
English,"Comedy,Family",802,368
English,"Documentary,Drama,Family",803,369
English,"Documentary,Biography,Drama",804,370
English,"Documentary,Biography,Family",805,371
English,"Documentary,Biography,Family",806,371
"English,Hebrew","Comedy,Crime,Romance",807,372
English,"Animation,Adventure,Comedy",808,21
"English,Greek","Documentary,Biography,Family",809,373
English,"Documentary,Biography,Family",810,371
English,"Animation,Adventure,Comedy",811,21
English,"Animation,Adventure,Comedy",812,21
English,"Animation,Comedy,Family",813,20
English,"Animation,Adventure,Comedy",814,21
English,"Animation,Adventure,Comedy",815,21
English,"Animation,Comedy,Family",816,20
"English,Hawaiian,German,Japanese","Comedy,Drama,Romance",817,374
English,"Animation,Family,Comedy",818,375
English,"Action & Adventure,Animation,Kids & Family,Science Fiction & Fantasy",819,376
English,"Animation,Adventure,Comedy",820,21
English,"Animation,Action,Adventure",821,97
English,"Action,Adventure,Sci-Fi",822,151
English,"Animation,Adventure,Comedy",823,21
"English,Portuguese","Animation,Adventure,Comedy",824,377
English,"Animation,Adventure,Comedy",825,21
English,"Animation,Adventure,Family",826,105
English,"Animation,Adventure,Comedy",827,21
English,"Animation,Adventure,Comedy",828,21
English,"Animation,Action,Comedy",829,378
English,"Drama,Family,Fantasy",830,379
English,"Drama,Sport",831,282
English,"Comedy,Drama,Family",832,297
English,"Comedy,Family",833,368
English,"Adventure,Comedy,Family",834,296
English,"Animation,Adventure,Comedy",835,21
English,Comedy,836,61
English,"Animation,Family,Fantasy",837,380
English,"Comedy,Crime,Drama",838,111
English,"Adventure,Family,Fantasy",839,98
English,"Comedy,Family,Fantasy",840,381
"English,French,Japanese","Action,Adventure,Family",841,382
English,"Documentary,Biography,Family",842,371
English,"Animation,Comedy,Family",843,20
English,"Animation,Comedy,Family",844,20
"English,Icelandic","Animation,Adventure,Comedy",845,383
English,"Animation,Adventure,Comedy",846,21
English,Comedy,847,61
English,"Animation,Comedy,Fantasy",848,384
English,"Comedy,Family,Sci-Fi",849,84
"English,Swedish","Comedy,Fantasy",850,385
English,"Family,Comedy",851,386
English,"Animation,Adventure,Drama",852,387
"English,Spanish","Comedy,Family,Music",853,388
English,"Action,Adventure,Comedy",854,156
English,"Animation,Adventure,Comedy",855,21
English,"Comedy,Drama,Music",856,271
English,"Drama,Kids & Family",857,389
English,"Documentary,Drama,Family",858,369
English,"Documentary,Drama,Family",859,369
"English,French,Korean","Documentary,Biography,Family",860,390
English,"Documentary,Biography,Family",861,371
English,"Comedy,Drama,Fantasy",862,44
English,"Documentary,Family",863,391
English,"Documentary,Adventure,Family",864,392
"English,French","Documentary,Drama,Family",865,393
English,"Documentary,Drama,Family",866,369
English,"Documentary,History,Music",867,394
English,"Animation,Adventure,Comedy",868,21
English,"Animation,Action,Adventure",869,97
English,Comedy,870,61
English,"Animation,Comedy,Drama",871,395
English,"Animation,Comedy,Family",872,20
English,"Animation,Adventure,Comedy",873,21
English,"Animation,Action,Adventure",874,97
English,"Adventure,Family,Fantasy",875,98
English,"Drama,Family",876,260
English,"Animation,Adventure,Comedy",877,21
English,"Drama,Family,Thriller",878,396
English,"Adventure,Family",879,397
English,Comedy,880,61
English,"Animation,Action,Adventure",881,97
English,"Animation,Adventure,Comedy",882,21
English,"Animation,Action,Adventure",883,97
"English,Portuguese","Animation,Adventure,Comedy",884,377
"English,Spanish","Animation,Romance",885,398
"Spanish,English","Animation,Adventure,Comedy",886,399
English,"Animation,Comedy,Family",887,20
English,"Animation,Adventure,Comedy",888,21
"English,Italian","Animation,Adventure,Comedy",889,400
English,"Action,Adventure,Horror",890,401
English,"Animation,Adventure,Comedy",891,21
English,"Animation,Adventure,Comedy",892,21
English,"Animation,Adventure,Comedy",893,21
English,"Animation,Adventure,Comedy",894,21
"English,Portuguese,Spanish,German,French","Animation,Adventure,Comedy",895,402
English,"Animation,Action,Adventure",896,97
English,"Adventure,Comedy,Sci-Fi",897,359
English,"Animation,Adventure,Comedy",898,21
English,"Animation,Action,Adventure",899,97
English,"Animation,Adventure,Comedy",900,21
English,"Animation,Adventure,Family",901,105
"English,Greek,German","Action,Adventure,Drama",902,403
"English,Hawaiian","Animation,Adventure,Comedy",903,404
"English,German,Russian","Comedy,Drama,War",904,405
English,"Animation,Action,Adventure",905,97
English,"Animation,Action,Adventure",906,97
English,"Animation,Adventure,Comedy",907,21
English,"Animation,Adventure,Comedy",908,21
English,"Animation,Action,Adventure",909,97
"English,Croatian","Animation,Adventure,Comedy",910,406
English,"Animation,Adventure,Comedy",911,21
English,"Action & Adventure,Science Fiction & Fantasy",912,407
"English,Japanese,Cantonese,Mandarin","Action,Adventure,Sci-Fi",913,408
"English,Spanish","Action,Adventure,Fantasy",914,409
"English,Nyanja,Afrikaans,Zulu,Xhosa,Southern Sotho","Action,Sci-Fi,Thriller",915,410
English,"Action,Adventure,Fantasy",916,190
"English,French,Russian","Action,Adventure,Sci-Fi",917,411
"English,Sign Languages","Action,Drama,Sci-Fi",918,412
"English,Klingon","Action,Adventure,Sci-Fi",919,413
English,"Action,Adventure,Sci-Fi",920,151
"English,German,French,Spanish,Russian","Action,Adventure,Sci-Fi",921,414
"English,French","Animation,Comedy,Family",922,415
"English,French","Animation,Action,Adventure",923,416
"English,Japanese,Italian,French","Animation,Adventure,Comedy",924,417
"English,Spanish","Animation,Kids & Family,Comedy",925,418
"English,Italian,Japanese,Yiddish","Animation,Adventure,Comedy",926,419
English,"Action,Adventure,Fantasy",927,190
English,Drama,928,35
English,"Animation,Comedy,Family",929,20
English,"Action,Adventure,Family",930,361
"English,Japanese,Arabic,Persian","Biography,Drama,Thriller",931,420
English,"Crime,Drama",932,210
"English,Persian,Russian","Action,Crime,Drama",933,421
"English,Spanish","Drama,History,Thriller",934,422
"English,Spanish","Biography,Drama,History",935,423
English,"Drama,Sport,Thriller",936,424
English,"Action,Drama,Sport",937,425
English,"Drama,Thriller",938,23
"English,Spanish","Crime,Drama",939,24
"English,German,Italian,Mandarin,Spanish","Drama,Mystery,Thriller",940,426
"English,American Sign Language","Comedy,Sport",941,427
"English,Spanish,Russian","Action,Crime,Drama",942,428
"English,German","Biography,Drama,Family",943,281
"English,Italian",Comedy,944,429
"English,French,German","Family,Fantasy,Musical",945,430
English,"Animation,Adventure,Family",946,105
English,"Comedy,Family,Fantasy",947,381
"English,French","Adventure,Comedy,Drama",948,431
English,"Comedy,Crime",949,330
English,"Drama,Family",950,260
"English,Italian,Hebrew","Action,Adventure,Comedy",951,432
English,Comedy,952,61
English,"Comedy,Drama,Family",953,297
"English,German","Adventure,Family,Fantasy",954,433
English,"Comedy,Family",955,368
English,"Action,Adventure,Comedy",956,156
"English,Japanese","Documentary,Crime",957,434
English,"Adventure,Comedy,Family",958,296
"English,French","Adventure,Comedy,Family",959,435
English,"Adventure,Family,Fantasy",960,98
"English,French","Adventure,Family,Fantasy",961,436
English,"Animation,Adventure,Comedy",962,21
"English,French","Animation,Adventure,Comedy",963,48
English,"Animation,Comedy,Family",964,20
"English,Dutch","Adventure,Comedy,Family",965,437
"English,French,Spanish,Japanese","Animation,Kids & Family,Comedy",966,438
"English,French","Animation,Comedy,Family",967,415
English,"Comedy,Family,Fantasy",968,381
English,"Animation,Adventure,Comedy",969,21
English,"Animation,Adventure,Comedy",970,21
English,"Comedy,Family,Fantasy",971,381
"English,Cantonese","Comedy,Music",972,439
English,"Animation,Comedy,Musical",973,440
"English,Yiddish",Comedy,974,441
English,Comedy,975,61
English,Comedy,976,61
"English,German","Action,Adventure,Comedy",977,442
"English,Cantonese","Comedy,Music",978,439
"English,French,Klingon,Korean,Arabic","Animation,Action,Comedy",979,443
English,"Adventure,Comedy",980,269
English,"Animation,Adventure,Comedy",981,21
"English,Thai,Spanish,Hebrew,French",Comedy,982,444
"English,Romanian,Hebrew,Polish,Armenian",Comedy,983,445
"English,Japanese,German,French","Action,Comedy,Crime",984,446
"English,Hungarian","Animation,Adventure,Comedy",985,447
English,"Animation,Comedy,Family",986,20
English,"Animation,Adventure,Comedy",987,21
"English,Yiddish","Comedy,Sci-Fi",988,448
English,Comedy,989,61
English,"Animation,Comedy,Family",990,20
"English,French,Persian","Comedy,Drama",991,449
"English,German",Comedy,992,450
"English,Italian,Yiddish",Comedy,993,451
English,"Adventure,Comedy,Family",994,296
English,"Adventure,Comedy,Family",995,296
English,"Adventure,Family,Fantasy",996,98
"English,Russian,French","Animation,Adventure,Drama",997,452
English,"Comedy,Kids & Family",998,453
"English,Dutch,Italian","Comedy,Family,Romance",999,454
English,"Adventure,Family,Fantasy",1000,98
English,"Comedy,Family,Fantasy",1001,381
"English,American Sign Language","Animation,Adventure,Family",1002,455
English,"Adventure,Comedy,Family",1003,296
English,"Action,Adventure,Comedy",1004,156
English,"Comedy,Family,Fantasy",1005,381
English,"Comedy,Family",1006,368
"English,Icelandic,Italian","Action,Adventure,Family",1007,456
"English,Spanish","Animation,Adventure,Comedy",1008,457
English,"Action,Comedy,Family",1009,458
English,"Action,Adventure,Family",1010,361
English,"Comedy,Family,Sport",1011,367
"English,Korean","Action,Comedy,Drama",1012,459
English,"Action,Adventure,Family",1013,361
English,"Animation,Adventure,Comedy",1014,21
"English,Spanish","Action,Sci-Fi",1015,460
English,"Action,Adventure,Fantasy",1016,190
"English,Algonquin","Animation,Adventure,Drama",1017,461
English,"Animation,Adventure,Comedy",1018,21
"English,Spanish","Action,Horror,Sci-Fi",1019,462
English,"Family,Fantasy",1020,463
English,"Comedy,Fantasy,Romance",1021,183
"English,Hebrew","Comedy,Drama",1022,464
English,"Animation,Family,Drama",1023,465
English,"Comedy,Family",1024,368
"English,Spanish","Comedy,Crime",1025,203
"English,Korean,Estonian","Comedy,Romance",1026,466
English,"Comedy,Drama,Fantasy",1027,44
"English,Swedish,German",Comedy,1028,467
"English,Spanish,Hebrew","Comedy,Romance",1029,468
"English,German",Comedy,1030,450
"English,German","Action,Comedy,Family",1031,469
English,"Animation,Comedy,Drama",1032,395
English,"Animation,Adventure,Family",1033,105
English,"Animation,Adventure,Comedy",1034,21
English,"Adventure,Family,Fantasy",1035,98
English,"Animation,Adventure,Comedy",1036,21
English,"Animation,Family,Fantasy",1037,380
English,"Animation,Family,Fantasy",1038,380
English,"Animation,Comedy,Drama",1039,395
English,"Animation,Adventure,Crime",1040,470
English,"Animation,Adventure,Family",1041,105
"English,German","Family,Animation,Fantasy",1042,471
English,"Comedy,Family,Fantasy",1043,381
English,"Action,Comedy,Family",1044,458
English,"Family,Comedy",1045,386
English,"Family,Comedy,Action",1046,472
English,"Comedy,Action,Family",1047,473
English,"Action,Comedy,Family",1048,458
English,"Documentary,Drama,Family",1049,369
English,"Documentary,Comedy,Family",1050,474
English,"Documentary,Biography,Family",1051,371
English,Family,1052,168
English,"Comedy,Family,Romance",1053,366
English,"Drama,Family",1054,260
English,"Comedy,Family,Romance",1055,366
English,"Documentary,Drama,Family",1056,369
English,"Drama,Family,Music",1057,475
English,"Documentary,Crime,Family",1058,476
"English,Tibetan,German","Action,Adventure,Mystery",1059,477
English,"Comedy,Drama,Family",1060,297
English,"Family,Documentary",1061,478
English,Music,1062,479
English,Family,1063,168
English,"Documentary,Family",1064,391
English,"Documentary,Comedy,Family",1065,474
English,"Documentary,Drama,Kids & Family,Special Interest",1066,480
English,"Comedy,Family",1067,368
English,"Documentary,Family,History",1068,481
English,"Documentary,Biography,Family",1069,371
English,"Comedy,Drama,Family",1070,297
English,"Documentary,Biography,Comedy",1071,283
English,"Documentary,Biography,Drama",1072,370
English,"Comedy,Sci-Fi",1073,482
English,"Documentary,Family",1074,391
English,"Documentary,Crime,Drama",1075,335
English,"Documentary,Biography,History",1076,42
"English,Czech","Animation,Action,Adventure",1077,483
English,"Comedy,Family",1078,368
"English,Japanese","Animation,Family,Adventure",1079,484
"Russian,English","Animation,Adventure,Family",1080,485
English,"Comedy,Drama",1081,10
English,"Animation,Adventure,Family",1082,105
English,"Animation,Comedy,Family",1083,20
English,"Animation,Adventure,Comedy",1084,21
"English,Spanish","Comedy,Crime,Sci-Fi",1085,486
English,"Animation,Family",1086,487
English,"Animation,Adventure,Family",1087,105
English,"Documentary,Family",1088,391
English,"Animation,Action,Adventure",1089,97
"English,Spanish","Animation,Adventure,Comedy",1090,457
English,"Animation,Adventure,Family",1091,105
English,"Family,Fantasy,Adventure",1092,488
English,"Family,Sport",1093,489
English,"Animation,Family,Fantasy",1094,380
English,"Drama,Family",1095,260
English,"Adventure,Comedy,Family",1096,296
English,"Action,Adventure,Family",1097,361
English,"Comedy,Drama",1098,10
English,"Drama,Thriller",1099,23
English,"Mystery,Thriller",1100,219
English,Comedy,1101,61
English,"Action,Crime,Drama",1102,27
"English,Spanish","Action,Sci-Fi",1103,460
English,"Crime,Drama,Thriller",1104,82
English,"Drama,Romance,Sci-Fi",1105,490
"English,Vietnamese","Drama,War",1106,491
"English,German,French,Italian","Adventure,Drama,War",1107,492
"English,Spanish,French","Crime,Drama",1108,493
English,"Crime,Drama",1109,210
English,"Crime,Drama",1110,210
English,"Drama,Romance",1111,57
English,Horror,1112,53
"English,Spanish","Crime,Drama",1113,24
"English,German,French,Russian","Adventure,Drama,History",1114,494
English,"Animation,Adventure,Comedy",1115,21
"English,German,Hebrew,Spanish,Arabic,Nepali","Action,Adventure",1116,495
English,"Animation,Comedy,Family",1117,20
"English,Spanish","Animation,Adventure,Comedy",1118,457
English,"Animation,Adventure,Family",1119,105
English,"Animation,Comedy,Family",1120,20
English,"Animation,Family,Fantasy",1121,380
English,"Animation,Adventure,Comedy",1122,21
English,"Animation,Adventure,Comedy",1123,21
English,"Animation,Adventure,Comedy",1124,21
English,"Drama,Sci-Fi",1125,89
English,"Drama,Sci-Fi,Thriller",1126,496
English,"Adventure,Horror,Mystery",1127,497
English,Horror,1128,53
"English,Maltese,French,Turkish","Biography,Crime,Drama",1129,498
English,"Drama,Music,War",1130,499
English,"Animation,Adventure,Comedy",1131,21
English,"Crime,Drama",1132,210
"English,Mandarin","Animation,Adventure,Family",1133,500
English,"Animation,Adventure,Comedy",1134,21
"English,Spanish,Greek","Animation,Adventure,Comedy",1135,501
